"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Atlantic County, NJ","34001","Under 15 years","15",Suppressed
,"Atlantic County, NJ","34001","15-19 years","15-19",123
,"Atlantic County, NJ","34001","20-24 years","20-24",540
,"Atlantic County, NJ","34001","25-29 years","25-29",806
,"Atlantic County, NJ","34001","30-34 years","30-34",868
,"Atlantic County, NJ","34001","35-39 years","35-39",416
,"Atlantic County, NJ","34001","40-44 years","40-44",74
,"Atlantic County, NJ","34001","45-49 years","45-49",Suppressed
,"Atlantic County, NJ","34001","50 years and over","50+",Suppressed
,"Bergen County, NJ","34003","Under 15 years","15",Suppressed
,"Bergen County, NJ","34003","15-19 years","15-19",98
,"Bergen County, NJ","34003","20-24 years","20-24",679
,"Bergen County, NJ","34003","25-29 years","25-29",2031
,"Bergen County, NJ","34003","30-34 years","30-34",3645
,"Bergen County, NJ","34003","35-39 years","35-39",2407
,"Bergen County, NJ","34003","40-44 years","40-44",545
,"Bergen County, NJ","34003","45-49 years","45-49",53
,"Bergen County, NJ","34003","50 years and over","50+",Suppressed
,"Burlington County, NJ","34005","Under 15 years","15",0
,"Burlington County, NJ","34005","15-19 years","15-19",110
,"Burlington County, NJ","34005","20-24 years","20-24",566
,"Burlington County, NJ","34005","25-29 years","25-29",1168
,"Burlington County, NJ","34005","30-34 years","30-34",1620
,"Burlington County, NJ","34005","35-39 years","35-39",811
,"Burlington County, NJ","34005","40-44 years","40-44",135
,"Burlington County, NJ","34005","45-49 years","45-49",Suppressed
,"Burlington County, NJ","34005","50 years and over","50+",Suppressed
,"Camden County, NJ","34007","Under 15 years","15",Suppressed
,"Camden County, NJ","34007","15-19 years","15-19",280
,"Camden County, NJ","34007","20-24 years","20-24",1144
,"Camden County, NJ","34007","25-29 years","25-29",1687
,"Camden County, NJ","34007","30-34 years","30-34",1949
,"Camden County, NJ","34007","35-39 years","35-39",968
,"Camden County, NJ","34007","40-44 years","40-44",187
,"Camden County, NJ","34007","45-49 years","45-49",Suppressed
,"Camden County, NJ","34007","50 years and over","50+",Suppressed
,"Cumberland County, NJ","34011","Under 15 years","15",Suppressed
,"Cumberland County, NJ","34011","15-19 years","15-19",143
,"Cumberland County, NJ","34011","20-24 years","20-24",510
,"Cumberland County, NJ","34011","25-29 years","25-29",577
,"Cumberland County, NJ","34011","30-34 years","30-34",425
,"Cumberland County, NJ","34011","35-39 years","35-39",182
,"Cumberland County, NJ","34011","40-44 years","40-44",35
,"Cumberland County, NJ","34011","45-49 years","45-49",Suppressed
,"Cumberland County, NJ","34011","50 years and over","50+",0
,"Essex County, NJ","34013","Under 15 years","15",Suppressed
,"Essex County, NJ","34013","15-19 years","15-19",500
,"Essex County, NJ","34013","20-24 years","20-24",1692
,"Essex County, NJ","34013","25-29 years","25-29",2602
,"Essex County, NJ","34013","30-34 years","30-34",3072
,"Essex County, NJ","34013","35-39 years","35-39",2041
,"Essex County, NJ","34013","40-44 years","40-44",479
,"Essex County, NJ","34013","45-49 years","45-49",49
,"Essex County, NJ","34013","50 years and over","50+",Suppressed
,"Gloucester County, NJ","34015","Under 15 years","15",0
,"Gloucester County, NJ","34015","15-19 years","15-19",81
,"Gloucester County, NJ","34015","20-24 years","20-24",367
,"Gloucester County, NJ","34015","25-29 years","25-29",769
,"Gloucester County, NJ","34015","30-34 years","30-34",1026
,"Gloucester County, NJ","34015","35-39 years","35-39",498
,"Gloucester County, NJ","34015","40-44 years","40-44",91
,"Gloucester County, NJ","34015","45-49 years","45-49",Suppressed
,"Gloucester County, NJ","34015","50 years and over","50+",0
,"Hudson County, NJ","34017","Under 15 years","15",Suppressed
,"Hudson County, NJ","34017","15-19 years","15-19",262
,"Hudson County, NJ","34017","20-24 years","20-24",1212
,"Hudson County, NJ","34017","25-29 years","25-29",2643
,"Hudson County, NJ","34017","30-34 years","30-34",3634
,"Hudson County, NJ","34017","35-39 years","35-39",2131
,"Hudson County, NJ","34017","40-44 years","40-44",456
,"Hudson County, NJ","34017","45-49 years","45-49",41
,"Hudson County, NJ","34017","50 years and over","50+",Suppressed
,"Hunterdon County, NJ","34019","Under 15 years","15",0
,"Hunterdon County, NJ","34019","15-19 years","15-19",Suppressed
,"Hunterdon County, NJ","34019","20-24 years","20-24",53
,"Hunterdon County, NJ","34019","25-29 years","25-29",226
,"Hunterdon County, NJ","34019","30-34 years","30-34",340
,"Hunterdon County, NJ","34019","35-39 years","35-39",251
,"Hunterdon County, NJ","34019","40-44 years","40-44",43
,"Hunterdon County, NJ","34019","45-49 years","45-49",Suppressed
,"Hunterdon County, NJ","34019","50 years and over","50+",Suppressed
,"Mercer County, NJ","34021","Under 15 years","15",Suppressed
,"Mercer County, NJ","34021","15-19 years","15-19",201
,"Mercer County, NJ","34021","20-24 years","20-24",628
,"Mercer County, NJ","34021","25-29 years","25-29",1106
,"Mercer County, NJ","34021","30-34 years","30-34",1372
,"Mercer County, NJ","34021","35-39 years","35-39",777
,"Mercer County, NJ","34021","40-44 years","40-44",181
,"Mercer County, NJ","34021","45-49 years","45-49",10
,"Mercer County, NJ","34021","50 years and over","50+",Suppressed
,"Middlesex County, NJ","34023","Under 15 years","15",Suppressed
,"Middlesex County, NJ","34023","15-19 years","15-19",217
,"Middlesex County, NJ","34023","20-24 years","20-24",984
,"Middlesex County, NJ","34023","25-29 years","25-29",2501
,"Middlesex County, NJ","34023","30-34 years","30-34",3555
,"Middlesex County, NJ","34023","35-39 years","35-39",1684
,"Middlesex County, NJ","34023","40-44 years","40-44",352
,"Middlesex County, NJ","34023","45-49 years","45-49",33
,"Middlesex County, NJ","34023","50 years and over","50+",Suppressed
,"Monmouth County, NJ","34025","Under 15 years","15",Suppressed
,"Monmouth County, NJ","34025","15-19 years","15-19",105
,"Monmouth County, NJ","34025","20-24 years","20-24",606
,"Monmouth County, NJ","34025","25-29 years","25-29",1349
,"Monmouth County, NJ","34025","30-34 years","30-34",2319
,"Monmouth County, NJ","34025","35-39 years","35-39",1288
