"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Allen County, OH","39003","American Indian or Alaska Native","1002-5",Suppressed
,"Allen County, OH","39003","Asian","A",10
,"Allen County, OH","39003","Black or African American","2054-5",187
,"Allen County, OH","39003","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Allen County, OH","39003","White","2106-3",1007
,"Allen County, OH","39003","More than one race","M",52
,"Allen County, OH","39003","Unknown or Not Stated","UNK",0
,"Allen County, OH","39003","Not Available","NA",0
,"Allen County, OH","39003","Not Reported","NR",0
,"Ashtabula County, OH","39007","American Indian or Alaska Native","1002-5",Suppressed
,"Ashtabula County, OH","39007","Asian","A",Suppressed
,"Ashtabula County, OH","39007","Black or African American","2054-5",29
,"Ashtabula County, OH","39007","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Ashtabula County, OH","39007","White","2106-3",1001
,"Ashtabula County, OH","39007","More than one race","M",34
,"Ashtabula County, OH","39007","Unknown or Not Stated","UNK",0
,"Ashtabula County, OH","39007","Not Available","NA",0
,"Ashtabula County, OH","39007","Not Reported","NR",0
,"Butler County, OH","39017","American Indian or Alaska Native","1002-5",Suppressed
,"Butler County, OH","39017","Asian","A",187
,"Butler County, OH","39017","Black or African American","2054-5",509
,"Butler County, OH","39017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Butler County, OH","39017","White","2106-3",3638
,"Butler County, OH","39017","More than one race","M",105
,"Butler County, OH","39017","Unknown or Not Stated","UNK",0
,"Butler County, OH","39017","Not Available","NA",0
,"Butler County, OH","39017","Not Reported","NR",0
,"Clark County, OH","39023","American Indian or Alaska Native","1002-5",Suppressed
,"Clark County, OH","39023","Asian","A",10
,"Clark County, OH","39023","Black or African American","2054-5",162
,"Clark County, OH","39023","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Clark County, OH","39023","White","2106-3",1306
,"Clark County, OH","39023","More than one race","M",50
,"Clark County, OH","39023","Unknown or Not Stated","UNK",0
,"Clark County, OH","39023","Not Available","NA",0
,"Clark County, OH","39023","Not Reported","NR",0
,"Clermont County, OH","39025","American Indian or Alaska Native","1002-5",Suppressed
,"Clermont County, OH","39025","Asian","A",53
,"Clermont County, OH","39025","Black or African American","2054-5",39
,"Clermont County, OH","39025","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Clermont County, OH","39025","White","2106-3",2163
,"Clermont County, OH","39025","More than one race","M",37
,"Clermont County, OH","39025","Unknown or Not Stated","UNK",0
,"Clermont County, OH","39025","Not Available","NA",0
,"Clermont County, OH","39025","Not Reported","NR",0
,"Columbiana County, OH","39029","American Indian or Alaska Native","1002-5",0
,"Columbiana County, OH","39029","Asian","A",Suppressed
,"Columbiana County, OH","39029","Black or African American","2054-5",18
,"Columbiana County, OH","39029","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Columbiana County, OH","39029","White","2106-3",1030
,"Columbiana County, OH","39029","More than one race","M",16
,"Columbiana County, OH","39029","Unknown or Not Stated","UNK",0
,"Columbiana County, OH","39029","Not Available","NA",0
,"Columbiana County, OH","39029","Not Reported","NR",0
,"Cuyahoga County, OH","39035","American Indian or Alaska Native","1002-5",22
,"Cuyahoga County, OH","39035","Asian","A",627
,"Cuyahoga County, OH","39035","Black or African American","2054-5",5687
,"Cuyahoga County, OH","39035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cuyahoga County, OH","39035","White","2106-3",8089
,"Cuyahoga County, OH","39035","More than one race","M",328
,"Cuyahoga County, OH","39035","Unknown or Not Stated","UNK",0
,"Cuyahoga County, OH","39035","Not Available","NA",0
,"Cuyahoga County, OH","39035","Not Reported","NR",0
,"Delaware County, OH","39041","American Indian or Alaska Native","1002-5",Suppressed
,"Delaware County, OH","39041","Asian","A",203
,"Delaware County, OH","39041","Black or African American","2054-5",57
,"Delaware County, OH","39041","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Delaware County, OH","39041","White","2106-3",1773
,"Delaware County, OH","39041","More than one race","M",42
,"Delaware County, OH","39041","Unknown or Not Stated","UNK",0
,"Delaware County, OH","39041","Not Available","NA",0
,"Delaware County, OH","39041","Not Reported","NR",0
,"Fairfield County, OH","39045","American Indian or Alaska Native","1002-5",Suppressed
,"Fairfield County, OH","39045","Asian","A",21
,"Fairfield County, OH","39045","Black or African American","2054-5",126
,"Fairfield County, OH","39045","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Fairfield County, OH","39045","White","2106-3",1442
,"Fairfield County, OH","39045","More than one race","M",38
,"Fairfield County, OH","39045","Unknown or Not Stated","UNK",0
,"Fairfield County, OH","39045","Not Available","NA",0
,"Fairfield County, OH","39045","Not Reported","NR",0
,"Franklin County, OH","39049","American Indian or Alaska Native","1002-5",18
,"Franklin County, OH","39049","Asian","A",1341
,"Franklin County, OH","39049","Black or African American","2054-5",5770
,"Franklin County, OH","39049","Native Hawaiian or Other Pacific Islander","NHOPI",11
,"Franklin County, OH","39049","White","2106-3",11184
,"Franklin County, OH","39049","More than one race","M",721
,"Franklin County, OH","39049","Unknown or Not Stated","UNK",0
,"Franklin County, OH","39049","Not Available","NA",0
,"Franklin County, OH","39049","Not Reported","NR",0
,"Greene County, OH","39057","American Indian or Alaska Native","1002-5",12
,"Greene County, OH","39057","Asian","A",68
,"Greene County, OH","39057","Black or African American","2054-5",129
,"Greene County, OH","39057","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Greene County, OH","39057","White","2106-3",1544
,"Greene County, OH","39057","More than one race","M",53
,"Greene County, OH","39057","Unknown or Not Stated","UNK",0
,"Greene County, OH","39057","Not Available","NA",0
,"Greene County, OH","39057","Not Reported","NR",0
,"Hamilton County, OH","39061","American Indian or Alaska Native","1002-5",14
,"Hamilton County, OH","39061","Asian","A",443
,"Hamilton County, OH","39061","Black or African American","2054-5",3462
,"Hamilton County, OH","39061","Native Hawaiian or Other Pacific Islander","NHOPI",12
,"Hamilton County, OH","39061","White","2106-3",6626
,"Hamilton County, OH","39061","More than one race","M",263
,"Hamilton County, OH","39061","Unknown or Not Stated","UNK",0
,"Hamilton County, OH","39061","Not Available","NA",0
,"Hamilton County, OH","39061","Not Reported","NR",0
,"Lake County, OH","39085","American Indian or Alaska Native","1002-5",0
,"Lake County, OH","39085","Asian","A",56
,"Lake County, OH","39085","Black or African American","2054-5",145
,"Lake County, OH","39085","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Lake County, OH","39085","White","2106-3",1929
,"Lake County, OH","39085","More than one race","M",33
,"Lake County, OH","39085","Unknown or Not Stated","UNK",0
,"Lake County, OH","39085","Not Available","NA",0
,"Lake County, OH","39085","Not Reported","NR",0
,"Licking County, OH","39089","American Indian or Alaska Native","1002-5",Suppressed
,"Licking County, OH","39089","Asian","A",41
,"Licking County, OH","39089","Black or African American","2054-5",76
,"Licking County, OH","39089","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Licking County, OH","39089","White","2106-3",1908
,"Licking County, OH","39089","More than one race","M",47
,"Licking County, OH","39089","Unknown or Not Stated","UNK",0
,"Licking County, OH","39089","Not Available","NA",0
,"Licking County, OH","39089","Not Reported","NR",0
,"Lorain County, OH","39093","American Indian or Alaska Native","1002-5",Suppressed
,"Lorain County, OH","39093","Asian","A",47
,"Lorain County, OH","39093","Black or African American","2054-5",401
,"Lorain County, OH","39093","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lorain County, OH","39093","White","2106-3",2689
,"Lorain County, OH","39093","More than one race","M",153
,"Lorain County, OH","39093","Unknown or Not Stated","UNK",0
,"Lorain County, OH","39093","Not Available","NA",0
,"Lorain County, OH","39093","Not Reported","NR",0
,"Lucas County, OH","39095","American Indian or Alaska Native","1002-5",Suppressed
,"Lucas County, OH","39095","Asian","A",118
,"Lucas County, OH","39095","Black or African American","2054-5",1461
