"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Alamance County, NC","37001","American Indian or Alaska Native","1002-5",Suppressed
,"Alamance County, NC","37001","Asian","A",54
,"Alamance County, NC","37001","Black or African American","2054-5",479
,"Alamance County, NC","37001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Alamance County, NC","37001","White","2106-3",1270
,"Alamance County, NC","37001","More than one race","M",41
,"Alamance County, NC","37001","Unknown or Not Stated","UNK",0
,"Alamance County, NC","37001","Not Available","NA",0
,"Alamance County, NC","37001","Not Reported","NR",0
,"Brunswick County, NC","37019","American Indian or Alaska Native","1002-5",Suppressed
,"Brunswick County, NC","37019","Asian","A",16
,"Brunswick County, NC","37019","Black or African American","2054-5",145
,"Brunswick County, NC","37019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Brunswick County, NC","37019","White","2106-3",781
,"Brunswick County, NC","37019","More than one race","M",30
,"Brunswick County, NC","37019","Unknown or Not Stated","UNK",0
,"Brunswick County, NC","37019","Not Available","NA",0
,"Brunswick County, NC","37019","Not Reported","NR",0
,"Buncombe County, NC","37021","American Indian or Alaska Native","1002-5",Suppressed
,"Buncombe County, NC","37021","Asian","A",42
,"Buncombe County, NC","37021","Black or African American","2054-5",239
,"Buncombe County, NC","37021","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Buncombe County, NC","37021","White","2106-3",2261
,"Buncombe County, NC","37021","More than one race","M",41
,"Buncombe County, NC","37021","Unknown or Not Stated","UNK",0
,"Buncombe County, NC","37021","Not Available","NA",0
,"Buncombe County, NC","37021","Not Reported","NR",0
,"Cabarrus County, NC","37025","American Indian or Alaska Native","1002-5",15
,"Cabarrus County, NC","37025","Asian","A",162
,"Cabarrus County, NC","37025","Black or African American","2054-5",521
,"Cabarrus County, NC","37025","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cabarrus County, NC","37025","White","2106-3",1719
,"Cabarrus County, NC","37025","More than one race","M",57
,"Cabarrus County, NC","37025","Unknown or Not Stated","UNK",0
,"Cabarrus County, NC","37025","Not Available","NA",0
,"Cabarrus County, NC","37025","Not Reported","NR",0
,"Catawba County, NC","37035","American Indian or Alaska Native","1002-5",Suppressed
,"Catawba County, NC","37035","Asian","A",140
,"Catawba County, NC","37035","Black or African American","2054-5",209
,"Catawba County, NC","37035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Catawba County, NC","37035","White","2106-3",1264
,"Catawba County, NC","37035","More than one race","M",42
,"Catawba County, NC","37035","Unknown or Not Stated","UNK",0
,"Catawba County, NC","37035","Not Available","NA",0
,"Catawba County, NC","37035","Not Reported","NR",0
,"Craven County, NC","37049","American Indian or Alaska Native","1002-5",Suppressed
,"Craven County, NC","37049","Asian","A",76
,"Craven County, NC","37049","Black or African American","2054-5",310
,"Craven County, NC","37049","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Craven County, NC","37049","White","2106-3",1007
,"Craven County, NC","37049","More than one race","M",34
,"Craven County, NC","37049","Unknown or Not Stated","UNK",0
,"Craven County, NC","37049","Not Available","NA",0
,"Craven County, NC","37049","Not Reported","NR",0
,"Cumberland County, NC","37051","American Indian or Alaska Native","1002-5",105
,"Cumberland County, NC","37051","Asian","A",158
,"Cumberland County, NC","37051","Black or African American","2054-5",2109
,"Cumberland County, NC","37051","Native Hawaiian or Other Pacific Islander","NHOPI",42
,"Cumberland County, NC","37051","White","2106-3",2679
,"Cumberland County, NC","37051","More than one race","M",353
,"Cumberland County, NC","37051","Unknown or Not Stated","UNK",0
,"Cumberland County, NC","37051","Not Available","NA",0
,"Cumberland County, NC","37051","Not Reported","NR",0
,"Davidson County, NC","37057","American Indian or Alaska Native","1002-5",Suppressed
,"Davidson County, NC","37057","Asian","A",25
,"Davidson County, NC","37057","Black or African American","2054-5",243
,"Davidson County, NC","37057","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Davidson County, NC","37057","White","2106-3",1459
,"Davidson County, NC","37057","More than one race","M",34
,"Davidson County, NC","37057","Unknown or Not Stated","UNK",0
,"Davidson County, NC","37057","Not Available","NA",0
,"Davidson County, NC","37057","Not Reported","NR",0
,"Durham County, NC","37063","American Indian or Alaska Native","1002-5",23
,"Durham County, NC","37063","Asian","A",285
,"Durham County, NC","37063","Black or African American","2054-5",1616
,"Durham County, NC","37063","Native Hawaiian or Other Pacific Islander","NHOPI",12
,"Durham County, NC","37063","White","2106-3",2308
,"Durham County, NC","37063","More than one race","M",102
,"Durham County, NC","37063","Unknown or Not Stated","UNK",0
,"Durham County, NC","37063","Not Available","NA",0
,"Durham County, NC","37063","Not Reported","NR",0
,"Forsyth County, NC","37067","American Indian or Alaska Native","1002-5",25
,"Forsyth County, NC","37067","Asian","A",197
,"Forsyth County, NC","37067","Black or African American","2054-5",1444
,"Forsyth County, NC","37067","Native Hawaiian or Other Pacific Islander","NHOPI",18
,"Forsyth County, NC","37067","White","2106-3",2747
,"Forsyth County, NC","37067","More than one race","M",65
,"Forsyth County, NC","37067","Unknown or Not Stated","UNK",0
,"Forsyth County, NC","37067","Not Available","NA",0
,"Forsyth County, NC","37067","Not Reported","NR",0
,"Gaston County, NC","37071","American Indian or Alaska Native","1002-5",Suppressed
,"Gaston County, NC","37071","Asian","A",42
,"Gaston County, NC","37071","Black or African American","2054-5",498
,"Gaston County, NC","37071","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Gaston County, NC","37071","White","2106-3",1923
,"Gaston County, NC","37071","More than one race","M",56
,"Gaston County, NC","37071","Unknown or Not Stated","UNK",0
,"Gaston County, NC","37071","Not Available","NA",0
,"Gaston County, NC","37071","Not Reported","NR",0
,"Guilford County, NC","37081","American Indian or Alaska Native","1002-5",28
,"Guilford County, NC","37081","Asian","A",472
,"Guilford County, NC","37081","Black or African American","2054-5",2700
,"Guilford County, NC","37081","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Guilford County, NC","37081","White","2106-3",2922
,"Guilford County, NC","37081","More than one race","M",136
,"Guilford County, NC","37081","Unknown or Not Stated","UNK",0
,"Guilford County, NC","37081","Not Available","NA",0
,"Guilford County, NC","37081","Not Reported","NR",0
,"Harnett County, NC","37085","American Indian or Alaska Native","1002-5",12
,"Harnett County, NC","37085","Asian","A",29
,"Harnett County, NC","37085","Black or African American","2054-5",424
,"Harnett County, NC","37085","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Harnett County, NC","37085","White","2106-3",1338
,"Harnett County, NC","37085","More than one race","M",50
,"Harnett County, NC","37085","Unknown or Not Stated","UNK",0
,"Harnett County, NC","37085","Not Available","NA",0
,"Harnett County, NC","37085","Not Reported","NR",0
