"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Alamance County, NC","37001","Under 15 years","15",0
,"Alamance County, NC","37001","15-19 years","15-19",122
,"Alamance County, NC","37001","20-24 years","20-24",414
,"Alamance County, NC","37001","25-29 years","25-29",609
,"Alamance County, NC","37001","30-34 years","30-34",456
,"Alamance County, NC","37001","35-39 years","35-39",210
,"Alamance County, NC","37001","40-44 years","40-44",43
,"Alamance County, NC","37001","45-49 years","45-49",Suppressed
,"Alamance County, NC","37001","50 years and over","50+",0
,"Brunswick County, NC","37019","Under 15 years","15",Suppressed
,"Brunswick County, NC","37019","15-19 years","15-19",73
,"Brunswick County, NC","37019","20-24 years","20-24",230
,"Brunswick County, NC","37019","25-29 years","25-29",289
,"Brunswick County, NC","37019","30-34 years","30-34",252
,"Brunswick County, NC","37019","35-39 years","35-39",100
,"Brunswick County, NC","37019","40-44 years","40-44",32
,"Brunswick County, NC","37019","45-49 years","45-49",Suppressed
,"Brunswick County, NC","37019","50 years and over","50+",0
,"Buncombe County, NC","37021","Under 15 years","15",Suppressed
,"Buncombe County, NC","37021","15-19 years","15-19",121
,"Buncombe County, NC","37021","20-24 years","20-24",462
,"Buncombe County, NC","37021","25-29 years","25-29",701
,"Buncombe County, NC","37021","30-34 years","30-34",758
,"Buncombe County, NC","37021","35-39 years","35-39",455
,"Buncombe County, NC","37021","40-44 years","40-44",94
,"Buncombe County, NC","37021","45-49 years","45-49",Suppressed
,"Buncombe County, NC","37021","50 years and over","50+",0
,"Cabarrus County, NC","37025","Under 15 years","15",Suppressed
,"Cabarrus County, NC","37025","15-19 years","15-19",110
,"Cabarrus County, NC","37025","20-24 years","20-24",443
,"Cabarrus County, NC","37025","25-29 years","25-29",763
,"Cabarrus County, NC","37025","30-34 years","30-34",734
,"Cabarrus County, NC","37025","35-39 years","35-39",347
,"Cabarrus County, NC","37025","40-44 years","40-44",70
,"Cabarrus County, NC","37025","45-49 years","45-49",Suppressed
,"Cabarrus County, NC","37025","50 years and over","50+",0
,"Catawba County, NC","37035","Under 15 years","15",0
,"Catawba County, NC","37035","15-19 years","15-19",117
,"Catawba County, NC","37035","20-24 years","20-24",466
,"Catawba County, NC","37035","25-29 years","25-29",532
,"Catawba County, NC","37035","30-34 years","30-34",349
,"Catawba County, NC","37035","35-39 years","35-39",165
,"Catawba County, NC","37035","40-44 years","40-44",34
,"Catawba County, NC","37035","45-49 years","45-49",Suppressed
,"Catawba County, NC","37035","50 years and over","50+",0
,"Craven County, NC","37049","Under 15 years","15",Suppressed
,"Craven County, NC","37049","15-19 years","15-19",81
,"Craven County, NC","37049","20-24 years","20-24",473
,"Craven County, NC","37049","25-29 years","25-29",422
,"Craven County, NC","37049","30-34 years","30-34",308
,"Craven County, NC","37049","35-39 years","35-39",126
,"Craven County, NC","37049","40-44 years","40-44",24
,"Craven County, NC","37049","45-49 years","45-49",Suppressed
,"Craven County, NC","37049","50 years and over","50+",0
,"Cumberland County, NC","37051","Under 15 years","15",Suppressed
,"Cumberland County, NC","37051","15-19 years","15-19",314
,"Cumberland County, NC","37051","20-24 years","20-24",1761
,"Cumberland County, NC","37051","25-29 years","25-29",1734
,"Cumberland County, NC","37051","30-34 years","30-34",1122
,"Cumberland County, NC","37051","35-39 years","35-39",413
,"Cumberland County, NC","37051","40-44 years","40-44",92
,"Cumberland County, NC","37051","45-49 years","45-49",Suppressed
,"Cumberland County, NC","37051","50 years and over","50+",Suppressed
,"Davidson County, NC","37057","Under 15 years","15",Suppressed
,"Davidson County, NC","37057","15-19 years","15-19",130
,"Davidson County, NC","37057","20-24 years","20-24",472
,"Davidson County, NC","37057","25-29 years","25-29",603
,"Davidson County, NC","37057","30-34 years","30-34",369
,"Davidson County, NC","37057","35-39 years","35-39",158
,"Davidson County, NC","37057","40-44 years","40-44",34
,"Davidson County, NC","37057","45-49 years","45-49",Suppressed
,"Davidson County, NC","37057","50 years and over","50+",0
,"Durham County, NC","37063","Under 15 years","15",Suppressed
,"Durham County, NC","37063","15-19 years","15-19",191
,"Durham County, NC","37063","20-24 years","20-24",680
,"Durham County, NC","37063","25-29 years","25-29",1125
,"Durham County, NC","37063","30-34 years","30-34",1441
,"Durham County, NC","37063","35-39 years","35-39",753
,"Durham County, NC","37063","40-44 years","40-44",146
,"Durham County, NC","37063","45-49 years","45-49",Suppressed
,"Durham County, NC","37063","50 years and over","50+",Suppressed
,"Forsyth County, NC","37067","Under 15 years","15",Suppressed
,"Forsyth County, NC","37067","15-19 years","15-19",252
,"Forsyth County, NC","37067","20-24 years","20-24",903
,"Forsyth County, NC","37067","25-29 years","25-29",1385
,"Forsyth County, NC","37067","30-34 years","30-34",1274
,"Forsyth County, NC","37067","35-39 years","35-39",568
,"Forsyth County, NC","37067","40-44 years","40-44",105
,"Forsyth County, NC","37067","45-49 years","45-49",Suppressed
,"Forsyth County, NC","37067","50 years and over","50+",0
,"Gaston County, NC","37071","Under 15 years","15",0
,"Gaston County, NC","37071","15-19 years","15-19",151
,"Gaston County, NC","37071","20-24 years","20-24",642
,"Gaston County, NC","37071","25-29 years","25-29",859
,"Gaston County, NC","37071","30-34 years","30-34",572
,"Gaston County, NC","37071","35-39 years","35-39",248
,"Gaston County, NC","37071","40-44 years","40-44",51
