"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Ascension Parish, LA","22005","Under 15 years","15",0
,"Ascension Parish, LA","22005","15-19 years","15-19",81
,"Ascension Parish, LA","22005","20-24 years","20-24",349
,"Ascension Parish, LA","22005","25-29 years","25-29",575
,"Ascension Parish, LA","22005","30-34 years","30-34",525
,"Ascension Parish, LA","22005","35-39 years","35-39",188
,"Ascension Parish, LA","22005","40-44 years","40-44",32
,"Ascension Parish, LA","22005","45-49 years","45-49",Suppressed
,"Ascension Parish, LA","22005","50 years and over","50+",0
,"Bossier Parish, LA","22015","Under 15 years","15",Suppressed
,"Bossier Parish, LA","22015","15-19 years","15-19",95
,"Bossier Parish, LA","22015","20-24 years","20-24",441
,"Bossier Parish, LA","22015","25-29 years","25-29",584
,"Bossier Parish, LA","22015","30-34 years","30-34",457
,"Bossier Parish, LA","22015","35-39 years","35-39",142
,"Bossier Parish, LA","22015","40-44 years","40-44",28
,"Bossier Parish, LA","22015","45-49 years","45-49",Suppressed
,"Bossier Parish, LA","22015","50 years and over","50+",0
,"Caddo Parish, LA","22017","Under 15 years","15",Suppressed
,"Caddo Parish, LA","22017","15-19 years","15-19",258
,"Caddo Parish, LA","22017","20-24 years","20-24",976
,"Caddo Parish, LA","22017","25-29 years","25-29",1030
,"Caddo Parish, LA","22017","30-34 years","30-34",736
,"Caddo Parish, LA","22017","35-39 years","35-39",308
,"Caddo Parish, LA","22017","40-44 years","40-44",46
,"Caddo Parish, LA","22017","45-49 years","45-49",Suppressed
,"Caddo Parish, LA","22017","50 years and over","50+",0
,"Calcasieu Parish, LA","22019","Under 15 years","15",Suppressed
,"Calcasieu Parish, LA","22019","15-19 years","15-19",248
,"Calcasieu Parish, LA","22019","20-24 years","20-24",943
,"Calcasieu Parish, LA","22019","25-29 years","25-29",947
,"Calcasieu Parish, LA","22019","30-34 years","30-34",628
,"Calcasieu Parish, LA","22019","35-39 years","35-39",219
,"Calcasieu Parish, LA","22019","40-44 years","40-44",43
,"Calcasieu Parish, LA","22019","45-49 years","45-49",Suppressed
,"Calcasieu Parish, LA","22019","50 years and over","50+",0
,"East Baton Rouge Parish, LA","22033","Under 15 years","15",Suppressed
,"East Baton Rouge Parish, LA","22033","15-19 years","15-19",390
,"East Baton Rouge Parish, LA","22033","20-24 years","20-24",1480
,"East Baton Rouge Parish, LA","22033","25-29 years","25-29",1767
,"East Baton Rouge Parish, LA","22033","30-34 years","30-34",1680
,"East Baton Rouge Parish, LA","22033","35-39 years","35-39",667
,"East Baton Rouge Parish, LA","22033","40-44 years","40-44",120
,"East Baton Rouge Parish, LA","22033","45-49 years","45-49",13
,"East Baton Rouge Parish, LA","22033","50 years and over","50+",0
,"Jefferson Parish, LA","22051","Under 15 years","15",Suppressed
,"Jefferson Parish, LA","22051","15-19 years","15-19",320
,"Jefferson Parish, LA","22051","20-24 years","20-24",1238
,"Jefferson Parish, LA","22051","25-29 years","25-29",1811
,"Jefferson Parish, LA","22051","30-34 years","30-34",1648
,"Jefferson Parish, LA","22051","35-39 years","35-39",714
,"Jefferson Parish, LA","22051","40-44 years","40-44",143
,"Jefferson Parish, LA","22051","45-49 years","45-49",Suppressed
,"Jefferson Parish, LA","22051","50 years and over","50+",0
,"Lafayette Parish, LA","22055","Under 15 years","15",Suppressed
,"Lafayette Parish, LA","22055","15-19 years","15-19",191
,"Lafayette Parish, LA","22055","20-24 years","20-24",791
,"Lafayette Parish, LA","22055","25-29 years","25-29",1107
,"Lafayette Parish, LA","22055","30-34 years","30-34",872
,"Lafayette Parish, LA","22055","35-39 years","35-39",350
,"Lafayette Parish, LA","22055","40-44 years","40-44",50
,"Lafayette Parish, LA","22055","45-49 years","45-49",Suppressed
,"Lafayette Parish, LA","22055","50 years and over","50+",0
