"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Aiken County, SC","45003","Under 15 years","15",Suppressed
,"Aiken County, SC","45003","15-19 years","15-19",128
,"Aiken County, SC","45003","20-24 years","20-24",493
,"Aiken County, SC","45003","25-29 years","25-29",640
,"Aiken County, SC","45003","30-34 years","30-34",459
,"Aiken County, SC","45003","35-39 years","35-39",207
,"Aiken County, SC","45003","40-44 years","40-44",33
,"Aiken County, SC","45003","45-49 years","45-49",Suppressed
,"Aiken County, SC","45003","50 years and over","50+",0
,"Anderson County, SC","45007","Under 15 years","15",0
,"Anderson County, SC","45007","15-19 years","15-19",185
,"Anderson County, SC","45007","20-24 years","20-24",669
,"Anderson County, SC","45007","25-29 years","25-29",743
,"Anderson County, SC","45007","30-34 years","30-34",470
,"Anderson County, SC","45007","35-39 years","35-39",208
,"Anderson County, SC","45007","40-44 years","40-44",40
,"Anderson County, SC","45007","45-49 years","45-49",Suppressed
,"Anderson County, SC","45007","50 years and over","50+",0
,"Beaufort County, SC","45013","Under 15 years","15",Suppressed
,"Beaufort County, SC","45013","15-19 years","15-19",105
,"Beaufort County, SC","45013","20-24 years","20-24",474
,"Beaufort County, SC","45013","25-29 years","25-29",608
,"Beaufort County, SC","45013","30-34 years","30-34",497
,"Beaufort County, SC","45013","35-39 years","35-39",225
,"Beaufort County, SC","45013","40-44 years","40-44",45
,"Beaufort County, SC","45013","45-49 years","45-49",Suppressed
,"Beaufort County, SC","45013","50 years and over","50+",Suppressed
,"Berkeley County, SC","45015","Under 15 years","15",0
,"Berkeley County, SC","45015","15-19 years","15-19",152
,"Berkeley County, SC","45015","20-24 years","20-24",589
,"Berkeley County, SC","45015","25-29 years","25-29",892
,"Berkeley County, SC","45015","30-34 years","30-34",733
,"Berkeley County, SC","45015","35-39 years","35-39",330
,"Berkeley County, SC","45015","40-44 years","40-44",54
,"Berkeley County, SC","45015","45-49 years","45-49",Suppressed
,"Berkeley County, SC","45015","50 years and over","50+",0
,"Charleston County, SC","45019","Under 15 years","15",Suppressed
,"Charleston County, SC","45019","15-19 years","15-19",167
,"Charleston County, SC","45019","20-24 years","20-24",749
,"Charleston County, SC","45019","25-29 years","25-29",1320
,"Charleston County, SC","45019","30-34 years","30-34",1761
,"Charleston County, SC","45019","35-39 years","35-39",856
,"Charleston County, SC","45019","40-44 years","40-44",145
,"Charleston County, SC","45019","45-49 years","45-49",11
,"Charleston County, SC","45019","50 years and over","50+",0
,"Dorchester County, SC","45035","Under 15 years","15",0
,"Dorchester County, SC","45035","15-19 years","15-19",98
,"Dorchester County, SC","45035","20-24 years","20-24",355
,"Dorchester County, SC","45035","25-29 years","25-29",566
,"Dorchester County, SC","45035","30-34 years","30-34",508
,"Dorchester County, SC","45035","35-39 years","35-39",241
,"Dorchester County, SC","45035","40-44 years","40-44",31
,"Dorchester County, SC","45035","45-49 years","45-49",Suppressed
,"Dorchester County, SC","45035","50 years and over","50+",0
,"Florence County, SC","45041","Under 15 years","15",0
,"Florence County, SC","45041","15-19 years","15-19",126
,"Florence County, SC","45041","20-24 years","20-24",419
,"Florence County, SC","45041","25-29 years","25-29",509
,"Florence County, SC","45041","30-34 years","30-34",406
,"Florence County, SC","45041","35-39 years","35-39",166
,"Florence County, SC","45041","40-44 years","40-44",31
,"Florence County, SC","45041","45-49 years","45-49",0
,"Florence County, SC","45041","50 years and over","50+",0
,"Greenville County, SC","45045","Under 15 years","15",Suppressed
,"Greenville County, SC","45045","15-19 years","15-19",315
,"Greenville County, SC","45045","20-24 years","20-24",1240
,"Greenville County, SC","45045","25-29 years","25-29",1876
,"Greenville County, SC","45045","30-34 years","30-34",1840
,"Greenville County, SC","45045","35-39 years","35-39",873
,"Greenville County, SC","45045","40-44 years","40-44",144
,"Greenville County, SC","45045","45-49 years","45-49",Suppressed
,"Greenville County, SC","45045","50 years and over","50+",0
,"Horry County, SC","45051","Under 15 years","15",Suppressed
,"Horry County, SC","45051","15-19 years","15-19",224
,"Horry County, SC","45051","20-24 years","20-24",728
,"Horry County, SC","45051","25-29 years","25-29",997
,"Horry County, SC","45051","30-34 years","30-34",744
,"Horry County, SC","45051","35-39 years","35-39",348
,"Horry County, SC","45051","40-44 years","40-44",71
,"Horry County, SC","45051","45-49 years","45-49",Suppressed
,"Horry County, SC","45051","50 years and over","50+",0
,"Lexington County, SC","45063","Under 15 years","15",Suppressed
,"Lexington County, SC","45063","15-19 years","15-19",176
,"Lexington County, SC","45063","20-24 years","20-24",691
,"Lexington County, SC","45063","25-29 years","25-29",1000
,"Lexington County, SC","45063","30-34 years","30-34",920
,"Lexington County, SC","45063","35-39 years","35-39",403
,"Lexington County, SC","45063","40-44 years","40-44",68
