"Notes","State of Residence","State of Residence Code","Mother's Education","Mother's Education Code",Births
,"District of Columbia","11","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1862
,"District of Columbia","11","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1065
,"District of Columbia","11","Unknown or Not Stated","Unk",68
,"District of Columbia","11","Excluded","Exc",0
,"District of Columbia","11","Not Reported","NR",0
,"Florida","12","8th grade or less","1",6695
,"Florida","12","9th through 12th grade with no diploma","2",20862
,"Florida","12","High school graduate or GED completed","3",69527
,"Florida","12","Some college credit, but not a degree","4",42571
,"Florida","12","Associate degree (AA, AS)","5",22599
,"Florida","12","Bachelor's degree (BA, AB, BS)","6",39955
,"Florida","12","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",15897
,"Florida","12","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4537
,"Florida","12","Unknown or Not Stated","Unk",2379
,"Florida","12","Excluded","Exc",0
,"Florida","12","Not Reported","NR",0
,"Georgia","13","8th grade or less","1",4894
,"Georgia","13","9th through 12th grade with no diploma","2",13833
,"Georgia","13","High school graduate or GED completed","3",38270
,"Georgia","13","Some college credit, but not a degree","4",24983
,"Georgia","13","Associate degree (AA, AS)","5",8666
,"Georgia","13","Bachelor's degree (BA, AB, BS)","6",26734
,"Georgia","13","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",9350
,"Georgia","13","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2133
,"Georgia","13","Unknown or Not Stated","Unk",1179
,"Georgia","13","Excluded","Exc",0
,"Georgia","13","Not Reported","NR",0
,"Hawaii","15","8th grade or less","1",157
,"Hawaii","15","9th through 12th grade with no diploma","2",2959
,"Hawaii","15","High school graduate or GED completed","3",3457
,"Hawaii","15","Some college credit, but not a degree","4",3476
,"Hawaii","15","Associate degree (AA, AS)","5",2298
,"Hawaii","15","Bachelor's degree (BA, AB, BS)","6",3895
,"Hawaii","15","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1498
,"Hawaii","15","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",216
,"Hawaii","15","Unknown or Not Stated","Unk",103
,"Hawaii","15","Excluded","Exc",0
,"Hawaii","15","Not Reported","NR",0
,"Idaho","16","8th grade or less","1",539
,"Idaho","16","9th through 12th grade with no diploma","2",1963
,"Idaho","16","High school graduate or GED completed","3",5783
,"Idaho","16","Some college credit, but not a degree","4",5761
,"Idaho","16","Associate degree (AA, AS)","5",2321
,"Idaho","16","Bachelor's degree (BA, AB, BS)","6",4677
,"Idaho","16","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1036
,"Idaho","16","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",293
,"Idaho","16","Unknown or Not Stated","Unk",109
,"Idaho","16","Excluded","Exc",0
,"Idaho","16","Not Reported","NR",0
,"Illinois","17","8th grade or less","1",3994
,"Illinois","17","9th through 12th grade with no diploma","2",13870
,"Illinois","17","High school graduate or GED completed","3",32925
,"Illinois","17","Some college credit, but not a degree","4",30457
,"Illinois","17","Associate degree (AA, AS)","5",12242
,"Illinois","17","Bachelor's degree (BA, AB, BS)","6",34404
,"Illinois","17","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",18838
,"Illinois","17","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4645
,"Illinois","17","Unknown or Not Stated","Unk",3070
,"Illinois","17","Excluded","Exc",0
,"Illinois","17","Not Reported","NR",0
,"Indiana","18","8th grade or less","1",3808
,"Indiana","18","9th through 12th grade with no diploma","2",9134
,"Indiana","18","High school graduate or GED completed","3",22764
,"Indiana","18","Some college credit, but not a degree","4",17037
,"Indiana","18","Associate degree (AA, AS)","5",7306
,"Indiana","18","Bachelor's degree (BA, AB, BS)","6",16270
,"Indiana","18","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",5104
,"Indiana","18","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1532
,"Indiana","18","Unknown or Not Stated","Unk",136
,"Indiana","18","Excluded","Exc",0
,"Indiana","18","Not Reported","NR",0
,"Iowa","19","8th grade or less","1",1291
,"Iowa","19","9th through 12th grade with no diploma","2",3098
,"Iowa","19","High school graduate or GED completed","3",9447
,"Iowa","19","Some college credit, but not a degree","4",6957
,"Iowa","19","Associate degree (AA, AS)","5",5045
,"Iowa","19","Bachelor's degree (BA, AB, BS)","6",9449
,"Iowa","19","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2999
,"Iowa","19","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1045
,"Iowa","19","Unknown or Not Stated","Unk",72
,"Iowa","19","Excluded","Exc",0
,"Iowa","19","Not Reported","NR",0
,"Kansas","20","8th grade or less","1",1138
,"Kansas","20","9th through 12th grade with no diploma","2",3627
,"Kansas","20","High school graduate or GED completed","3",8625
,"Kansas","20","Some college credit, but not a degree","4",8151
,"Kansas","20","Associate degree (AA, AS)","5",3605
,"Kansas","20","Bachelor's degree (BA, AB, BS)","6",8547
,"Kansas","20","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3330
,"Kansas","20","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",920
,"Kansas","20","Unknown or Not Stated","Unk",110
,"Kansas","20","Excluded","Exc",0
,"Kansas","20","Not Reported","NR",0
,"Kentucky","21","8th grade or less","1",1882
,"Kentucky","21","9th through 12th grade with no diploma","2",5810
,"Kentucky","21","High school graduate or GED completed","3",15424
,"Kentucky","21","Some college credit, but not a degree","4",13040
,"Kentucky","21","Associate degree (AA, AS)","5",4964
,"Kentucky","21","Bachelor's degree (BA, AB, BS)","6",8549
,"Kentucky","21","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4290
,"Kentucky","21","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1217
,"Kentucky","21","Unknown or Not Stated","Unk",273
,"Kentucky","21","Excluded","Exc",0
,"Kentucky","21","Not Reported","NR",0
,"Louisiana","22","8th grade or less","1",1775
,"Louisiana","22","9th through 12th grade with no diploma","2",8100
,"Louisiana","22","High school graduate or GED completed","3",19923
,"Louisiana","22","Some college credit, but not a degree","4",13675
,"Louisiana","22","Associate degree (AA, AS)","5",4363
,"Louisiana","22","Bachelor's degree (BA, AB, BS)","6",10422
,"Louisiana","22","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",3449
,"Louisiana","22","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1172
,"Louisiana","22","Unknown or Not Stated","Unk",299
,"Louisiana","22","Excluded","Exc",0
,"Louisiana","22","Not Reported","NR",0
,"Maine","23","8th grade or less","1",162
,"Maine","23","9th through 12th grade with no diploma","2",676
,"Maine","23","High school graduate or GED completed","3",3531
,"Maine","23","Some college credit, but not a degree","4",2628
,"Maine","23","Associate degree (AA, AS)","5",1245
,"Maine","23","Bachelor's degree (BA, AB, BS)","6",2818
,"Maine","23","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1243
,"Maine","23","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",379
,"Maine","23","Unknown or Not Stated","Unk",23
,"Maine","23","Excluded","Exc",0
,"Maine","23","Not Reported","NR",0
,"Maryland","24","8th grade or less","1",3113
,"Maryland","24","9th through 12th grade with no diploma","2",6219
,"Maryland","24","High school graduate or GED completed","3",14657
,"Maryland","24","Some college credit, but not a degree","4",14412
,"Maryland","24","Associate degree (AA, AS)","5",4703
,"Maryland","24","Bachelor's degree (BA, AB, BS)","6",15757
,"Maryland","24","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10590
,"Maryland","24","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3278
,"Maryland","24","Unknown or Not Stated","Unk",407
,"Maryland","24","Excluded","Exc",0
,"Maryland","24","Not Reported","NR",0
,"Massachusetts","25","8th grade or less","1",1651
,"Massachusetts","25","9th through 12th grade with no diploma","2",4615
,"Massachusetts","25","High school graduate or GED completed","3",11189
,"Massachusetts","25","Some college credit, but not a degree","4",13241
,"Massachusetts","25","Associate degree (AA, AS)","5",4431
,"Massachusetts","25","Bachelor's degree (BA, AB, BS)","6",17537
,"Massachusetts","25","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12670
,"Massachusetts","25","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3988
,"Massachusetts","25","Unknown or Not Stated","Unk",1995
,"Massachusetts","25","Excluded","Exc",0
,"Massachusetts","25","Not Reported","NR",0
,"Michigan","26","8th grade or less","1",2241
,"Michigan","26","9th through 12th grade with no diploma","2",10583
,"Michigan","26","High school graduate or GED completed","3",28259
,"Michigan","26","Some college credit, but not a degree","4",26973
,"Michigan","26","Associate degree (AA, AS)","5",9932
,"Michigan","26","Bachelor's degree (BA, AB, BS)","6",21964
,"Michigan","26","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",9533
,"Michigan","26","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2705
,"Michigan","26","Unknown or Not Stated","Unk",1125
,"Michigan","26","Excluded","Exc",0
,"Michigan","26","Not Reported","NR",0
,"Minnesota","27","8th grade or less","1",2412
,"Minnesota","27","9th through 12th grade with no diploma","2",4831
,"Minnesota","27","High school graduate or GED completed","3",11557
,"Minnesota","27","Some college credit, but not a degree","4",12707
,"Minnesota","27","Associate degree (AA, AS)","5",9096
,"Minnesota","27","Bachelor's degree (BA, AB, BS)","6",18737
,"Minnesota","27","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",7207
,"Minnesota","27","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2218
,"Minnesota","27","Unknown or Not Stated","Unk",984
,"Minnesota","27","Excluded","Exc",0
,"Minnesota","27","Not Reported","NR",0
,"Mississippi","28","8th grade or less","1",858
,"Mississippi","28","9th through 12th grade with no diploma","2",4455
,"Mississippi","28","High school graduate or GED completed","3",10724
,"Mississippi","28","Some college credit, but not a degree","4",9280
,"Mississippi","28","Associate degree (AA, AS)","5",4644
,"Mississippi","28","Bachelor's degree (BA, AB, BS)","6",5174
,"Mississippi","28","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2146
,"Mississippi","28","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",576
,"Mississippi","28","Unknown or Not Stated","Unk",71
,"Mississippi","28","Excluded","Exc",0
,"Mississippi","28","Not Reported","NR",0
,"Missouri","29","8th grade or less","1",2078
,"Missouri","29","9th through 12th grade with no diploma","2",7292
,"Missouri","29","High school graduate or GED completed","3",17983
,"Missouri","29","Some college credit, but not a degree","4",17427
,"Missouri","29","Associate degree (AA, AS)","5",6611
,"Missouri","29","Bachelor's degree (BA, AB, BS)","6",14391
,"Missouri","29","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",6887
,"Missouri","29","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1783
,"Missouri","29","Unknown or Not Stated","Unk",253
,"Missouri","29","Excluded","Exc",0
,"Missouri","29","Not Reported","NR",0
,"Montana","30","8th grade or less","1",209
,"Montana","30","9th through 12th grade with no diploma","2",1157
,"Montana","30","High school graduate or GED completed","3",3473
,"Montana","30","Some college credit, but not a degree","4",2715
,"Montana","30","Associate degree (AA, AS)","5",1109
,"Montana","30","Bachelor's degree (BA, AB, BS)","6",2565
,"Montana","30","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",761
,"Montana","30","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",246
,"Montana","30","Unknown or Not Stated","Unk",47
,"Montana","30","Excluded","Exc",0
,"Montana","30","Not Reported","NR",0
,"Nebraska","31","8th grade or less","1",1139
,"Nebraska","31","9th through 12th grade with no diploma","2",2048
,"Nebraska","31","High school graduate or GED completed","3",4942
,"Nebraska","31","Some college credit, but not a degree","4",5913
,"Nebraska","31","Associate degree (AA, AS)","5",2752
,"Nebraska","31","Bachelor's degree (BA, AB, BS)","6",6504
,"Nebraska","31","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2487
,"Nebraska","31","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",789
,"Nebraska","31","Unknown or Not Stated","Unk",15
,"Nebraska","31","Excluded","Exc",0
,"Nebraska","31","Not Reported","NR",0
,"Nevada","32","8th grade or less","1",883
,"Nevada","32","9th through 12th grade with no diploma","2",5655
,"Nevada","32","High school graduate or GED completed","3",11039
,"Nevada","32","Some college credit, but not a degree","4",8044
,"Nevada","32","Associate degree (AA, AS)","5",2654
,"Nevada","32","Bachelor's degree (BA, AB, BS)","6",5012
,"Nevada","32","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1639
,"Nevada","32","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",485
,"Nevada","32","Unknown or Not Stated","Unk",849
,"Nevada","32","Excluded","Exc",0
,"Nevada","32","Not Reported","NR",0
,"New Hampshire","33","8th grade or less","1",86
,"New Hampshire","33","9th through 12th grade with no diploma","2",656
,"New Hampshire","33","High school graduate or GED completed","3",2615
,"New Hampshire","33","Some college credit, but not a degree","4",2553
,"New Hampshire","33","Associate degree (AA, AS)","5",1091
,"New Hampshire","33","Bachelor's degree (BA, AB, BS)","6",3017
,"New Hampshire","33","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1800
,"New Hampshire","33","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",376
,"New Hampshire","33","Unknown or Not Stated","Unk",73
,"New Hampshire","33","Excluded","Exc",0
,"New Hampshire","33","Not Reported","NR",0
,"New Jersey","34","8th grade or less","1",4470
,"New Jersey","34","9th through 12th grade with no diploma","2",7088
,"New Jersey","34","High school graduate or GED completed","3",23672
,"New Jersey","34","Some college credit, but not a degree","4",13986
,"New Jersey","34","Associate degree (AA, AS)","5",7000
,"New Jersey","34","Bachelor's degree (BA, AB, BS)","6",26605
,"New Jersey","34","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",15752
,"New Jersey","34","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3547
,"New Jersey","34","Unknown or Not Stated","Unk",527
,"New Jersey","34","Excluded","Exc",0
,"New Jersey","34","Not Reported","NR",0
,"New Mexico","35","8th grade or less","1",668
,"New Mexico","35","9th through 12th grade with no diploma","2",4214
,"New Mexico","35","High school graduate or GED completed","3",5915
,"New Mexico","35","Some college credit, but not a degree","4",6659
,"New Mexico","35","Associate degree (AA, AS)","5",2194
,"New Mexico","35","Bachelor's degree (BA, AB, BS)","6",3245
,"New Mexico","35","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1186
,"New Mexico","35","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",511
,"New Mexico","35","Unknown or Not Stated","Unk",100
,"New Mexico","35","Excluded","Exc",0
,"New Mexico","35","Not Reported","NR",0
,"New York","36","8th grade or less","1",10806
,"New York","36","9th through 12th grade with no diploma","2",25331
,"New York","36","High school graduate or GED completed","3",51918
,"New York","36","Some college credit, but not a degree","4",37773
,"New York","36","Associate degree (AA, AS)","5",18758
,"New York","36","Bachelor's degree (BA, AB, BS)","6",46756
,"New York","36","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",33616
,"New York","36","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",8187
,"New York","36","Unknown or Not Stated","Unk",1138
,"New York","36","Excluded","Exc",0
,"New York","36","Not Reported","NR",0
,"North Carolina","37","8th grade or less","1",4529
,"North Carolina","37","9th through 12th grade with no diploma","2",12793
,"North Carolina","37","High school graduate or GED completed","3",27443
,"North Carolina","37","Some college credit, but not a degree","4",27240
,"North Carolina","37","Associate degree (AA, AS)","5",11044
,"North Carolina","37","Bachelor's degree (BA, AB, BS)","6",24234
,"North Carolina","37","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",10217
,"North Carolina","37","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",2942
,"North Carolina","37","Unknown or Not Stated","Unk",337
,"North Carolina","37","Excluded","Exc",0
,"North Carolina","37","Not Reported","NR",0
,"North Dakota","38","8th grade or less","1",170
,"North Dakota","38","9th through 12th grade with no diploma","2",828
,"North Dakota","38","High school graduate or GED completed","3",2214
,"North Dakota","38","Some college credit, but not a degree","4",2425
,"North Dakota","38","Associate degree (AA, AS)","5",1539
,"North Dakota","38","Bachelor's degree (BA, AB, BS)","6",2984
,"North Dakota","38","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",783
,"North Dakota","38","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",288
,"North Dakota","38","Unknown or Not Stated","Unk",152
,"North Dakota","38","Excluded","Exc",0
,"North Dakota","38","Not Reported","NR",0
,"Ohio","39","8th grade or less","1",4627
,"Ohio","39","9th through 12th grade with no diploma","2",13799
,"Ohio","39","High school graduate or GED completed","3",36228
,"Ohio","39","Some college credit, but not a degree","4",28449
,"Ohio","39","Associate degree (AA, AS)","5",12589
,"Ohio","39","Bachelor's degree (BA, AB, BS)","6",26048
,"Ohio","39","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",12445
,"Ohio","39","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",3361
,"Ohio","39","Unknown or Not Stated","Unk",539
,"Ohio","39","Excluded","Exc",0
,"Ohio","39","Not Reported","NR",0
,"Oklahoma","40","8th grade or less","1",1624
,"Oklahoma","40","9th through 12th grade with no diploma","2",7170
,"Oklahoma","40","High school graduate or GED completed","3",15319
,"Oklahoma","40","Some college credit, but not a degree","4",12196
,"Oklahoma","40","Associate degree (AA, AS)","5",3998
,"Oklahoma","40","Bachelor's degree (BA, AB, BS)","6",8742
,"Oklahoma","40","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",2579
,"Oklahoma","40","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",832
,"Oklahoma","40","Unknown or Not Stated","Unk",132
,"Oklahoma","40","Excluded","Exc",0
,"Oklahoma","40","Not Reported","NR",0
,"Oregon","41","8th grade or less","1",1306
,"Oregon","41","9th through 12th grade with no diploma","2",4625
,"Oregon","41","High school graduate or GED completed","3",9901
,"Oregon","41","Some college credit, but not a degree","4",11135
,"Oregon","41","Associate degree (AA, AS)","5",3773
,"Oregon","41","Bachelor's degree (BA, AB, BS)","6",9028
,"Oregon","41","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4139
,"Oregon","41","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1397
,"Oregon","41","Unknown or Not Stated","Unk",231
,"Oregon","41","Excluded","Exc",0
,"Oregon","41","Not Reported","NR",0
,"Pennsylvania","42","8th grade or less","1",4534
,"Pennsylvania","42","9th through 12th grade with no diploma","2",12291
,"Pennsylvania","42","High school graduate or GED completed","3",34598
,"Pennsylvania","42","Some college credit, but not a degree","4",24202
,"Pennsylvania","42","Associate degree (AA, AS)","5",12598
,"Pennsylvania","42","Bachelor's degree (BA, AB, BS)","6",30011
,"Pennsylvania","42","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",15918
,"Pennsylvania","42","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",4368
,"Pennsylvania","42","Unknown or Not Stated","Unk",889
,"Pennsylvania","42","Excluded","Exc",0
,"Pennsylvania","42","Not Reported","NR",0
,"Rhode Island","44","8th grade or less","1",283
,"Rhode Island","44","9th through 12th grade with no diploma","2",951
,"Rhode Island","44","High school graduate or GED completed","3",2035
,"Rhode Island","44","Some college credit, but not a degree","4",2090
,"Rhode Island","44","Associate degree (AA, AS)","5",696
,"Rhode Island","44","Bachelor's degree (BA, AB, BS)","6",2101
,"Rhode Island","44","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",1037
,"Rhode Island","44","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",333
,"Rhode Island","44","Unknown or Not Stated","Unk",1272
,"Rhode Island","44","Excluded","Exc",0
,"Rhode Island","44","Not Reported","NR",0
,"South Carolina","45","8th grade or less","1",1488
,"South Carolina","45","9th through 12th grade with no diploma","2",6681
,"South Carolina","45","High school graduate or GED completed","3",13535
,"South Carolina","45","Some college credit, but not a degree","4",14094
,"South Carolina","45","Associate degree (AA, AS)","5",5190
,"South Carolina","45","Bachelor's degree (BA, AB, BS)","6",10404
,"South Carolina","45","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",4535
,"South Carolina","45","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",1249
,"South Carolina","45","Unknown or Not Stated","Unk",166
,"South Carolina","45","Excluded","Exc",0
,"South Carolina","45","Not Reported","NR",0
,"South Dakota","46","8th grade or less","1",371
,"South Dakota","46","9th through 12th grade with no diploma","2",1416
,"South Dakota","46","High school graduate or GED completed","3",3028
,"South Dakota","46","Some college credit, but not a degree","4",2113
,"South Dakota","46","Associate degree (AA, AS)","5",1347
,"South Dakota","46","Bachelor's degree (BA, AB, BS)","6",2861
,"South Dakota","46","Master's degree (MA, MS, MEng, MEd, MSW, MBA)","7",816
,"South Dakota","46","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)","8",293
,"South Dakota","46","Unknown or Not Stated","Unk",30
,"South Dakota","46","Excluded","Exc",0
,"South Dakota","46","Not Reported","NR",0
,"Tennessee","47","8th grade or less","1",2674
,"Tennessee","47","9th through 12th grade with no diploma","2",8404
,"Tennessee","47","High school graduate or GED completed","3",22621
,"Tennessee","47","Some college credit, but not a degree","4",19293
,"Tennessee","47","Associate degree (AA, AS)","5",5734
