"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Albany County, NY","36001","Under 15 years","15",0
,"Albany County, NY","36001","15-19 years","15-19",100
,"Albany County, NY","36001","20-24 years","20-24",429
,"Albany County, NY","36001","25-29 years","25-29",854
,"Albany County, NY","36001","30-34 years","30-34",1027
,"Albany County, NY","36001","35-39 years","35-39",536
,"Albany County, NY","36001","40-44 years","40-44",93
,"Albany County, NY","36001","45-49 years","45-49",Suppressed
,"Albany County, NY","36001","50 years and over","50+",0
,"Bronx County, NY","36005","Under 15 years","15",11
,"Bronx County, NY","36005","15-19 years","15-19",1055
,"Bronx County, NY","36005","20-24 years","20-24",4384
,"Bronx County, NY","36005","25-29 years","25-29",6264
,"Bronx County, NY","36005","30-34 years","30-34",5320
,"Bronx County, NY","36005","35-39 years","35-39",3192
,"Bronx County, NY","36005","40-44 years","40-44",856
,"Bronx County, NY","36005","45-49 years","45-49",67
,"Bronx County, NY","36005","50 years and over","50+",12
,"Broome County, NY","36007","Under 15 years","15",Suppressed
,"Broome County, NY","36007","15-19 years","15-19",102
,"Broome County, NY","36007","20-24 years","20-24",396
,"Broome County, NY","36007","25-29 years","25-29",654
,"Broome County, NY","36007","30-34 years","30-34",566
,"Broome County, NY","36007","35-39 years","35-39",227
,"Broome County, NY","36007","40-44 years","40-44",38
,"Broome County, NY","36007","45-49 years","45-49",Suppressed
,"Broome County, NY","36007","50 years and over","50+",0
,"Chautauqua County, NY","36013","Under 15 years","15",Suppressed
,"Chautauqua County, NY","36013","15-19 years","15-19",112
,"Chautauqua County, NY","36013","20-24 years","20-24",381
,"Chautauqua County, NY","36013","25-29 years","25-29",412
,"Chautauqua County, NY","36013","30-34 years","30-34",310
,"Chautauqua County, NY","36013","35-39 years","35-39",111
,"Chautauqua County, NY","36013","40-44 years","40-44",17
,"Chautauqua County, NY","36013","45-49 years","45-49",Suppressed
,"Chautauqua County, NY","36013","50 years and over","50+",0
,"Dutchess County, NY","36027","Under 15 years","15",0
,"Dutchess County, NY","36027","15-19 years","15-19",73
,"Dutchess County, NY","36027","20-24 years","20-24",342
,"Dutchess County, NY","36027","25-29 years","25-29",666
,"Dutchess County, NY","36027","30-34 years","30-34",810
