"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Alachua County, FL","12001","American Indian or Alaska Native","1002-5",Suppressed
,"Alachua County, FL","12001","Asian","A",211
,"Alachua County, FL","12001","Black or African American","2054-5",898
,"Alachua County, FL","12001","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Alachua County, FL","12001","White","2106-3",1707
,"Alachua County, FL","12001","More than one race","M",44
,"Alachua County, FL","12001","Unknown or Not Stated","UNK",0
,"Alachua County, FL","12001","Not Available","NA",0
,"Alachua County, FL","12001","Not Reported","NR",0
,"Bay County, FL","12005","American Indian or Alaska Native","1002-5",Suppressed
,"Bay County, FL","12005","Asian","A",59
,"Bay County, FL","12005","Black or African American","2054-5",406
,"Bay County, FL","12005","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Bay County, FL","12005","White","2106-3",1778
,"Bay County, FL","12005","More than one race","M",92
,"Bay County, FL","12005","Unknown or Not Stated","UNK",0
,"Bay County, FL","12005","Not Available","NA",0
,"Bay County, FL","12005","Not Reported","NR",0
,"Brevard County, FL","12009","American Indian or Alaska Native","1002-5",Suppressed
,"Brevard County, FL","12009","Asian","A",154
,"Brevard County, FL","12009","Black or African American","2054-5",803
,"Brevard County, FL","12009","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Brevard County, FL","12009","White","2106-3",4172
,"Brevard County, FL","12009","More than one race","M",130
,"Brevard County, FL","12009","Unknown or Not Stated","UNK",0
,"Brevard County, FL","12009","Not Available","NA",0
,"Brevard County, FL","12009","Not Reported","NR",0
,"Broward County, FL","12011","American Indian or Alaska Native","1002-5",36
,"Broward County, FL","12011","Asian","A",1092
,"Broward County, FL","12011","Black or African American","2054-5",9231
,"Broward County, FL","12011","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Broward County, FL","12011","White","2106-3",11959
,"Broward County, FL","12011","More than one race","M",239
,"Broward County, FL","12011","Unknown or Not Stated","UNK",0
,"Broward County, FL","12011","Not Available","NA",0
,"Broward County, FL","12011","Not Reported","NR",0
,"Charlotte County, FL","12015","American Indian or Alaska Native","1002-5",Suppressed
,"Charlotte County, FL","12015","Asian","A",20
,"Charlotte County, FL","12015","Black or African American","2054-5",97
,"Charlotte County, FL","12015","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Charlotte County, FL","12015","White","2106-3",898
,"Charlotte County, FL","12015","More than one race","M",18
,"Charlotte County, FL","12015","Unknown or Not Stated","UNK",0
,"Charlotte County, FL","12015","Not Available","NA",0
,"Charlotte County, FL","12015","Not Reported","NR",0
,"Citrus County, FL","12017","American Indian or Alaska Native","1002-5",Suppressed
,"Citrus County, FL","12017","Asian","A",20
,"Citrus County, FL","12017","Black or African American","2054-5",44
,"Citrus County, FL","12017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Citrus County, FL","12017","White","2106-3",980
,"Citrus County, FL","12017","More than one race","M",18
,"Citrus County, FL","12017","Unknown or Not Stated","UNK",0
,"Citrus County, FL","12017","Not Available","NA",0
,"Citrus County, FL","12017","Not Reported","NR",0
,"Clay County, FL","12019","American Indian or Alaska Native","1002-5",Suppressed
,"Clay County, FL","12019","Asian","A",83
,"Clay County, FL","12019","Black or African American","2054-5",354
,"Clay County, FL","12019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Clay County, FL","12019","White","2106-3",1710
,"Clay County, FL","12019","More than one race","M",49
,"Clay County, FL","12019","Unknown or Not Stated","UNK",0
,"Clay County, FL","12019","Not Available","NA",0
,"Clay County, FL","12019","Not Reported","NR",0
,"Collier County, FL","12021","American Indian or Alaska Native","1002-5",15
,"Collier County, FL","12021","Asian","A",65
,"Collier County, FL","12021","Black or African American","2054-5",458
,"Collier County, FL","12021","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Collier County, FL","12021","White","2106-3",2778
,"Collier County, FL","12021","More than one race","M",Suppressed
,"Collier County, FL","12021","Unknown or Not Stated","UNK",0
,"Collier County, FL","12021","Not Available","NA",0
,"Collier County, FL","12021","Not Reported","NR",0
,"Duval County, FL","12031","American Indian or Alaska Native","1002-5",19
,"Duval County, FL","12031","Asian","A",695
,"Duval County, FL","12031","Black or African American","2054-5",5050
,"Duval County, FL","12031","Native Hawaiian or Other Pacific Islander","NHOPI",20
,"Duval County, FL","12031","White","2106-3",7220
,"Duval County, FL","12031","More than one race","M",288
,"Duval County, FL","12031","Unknown or Not Stated","UNK",0
,"Duval County, FL","12031","Not Available","NA",0
,"Duval County, FL","12031","Not Reported","NR",0
,"Escambia County, FL","12033","American Indian or Alaska Native","1002-5",11
,"Escambia County, FL","12033","Asian","A",117
,"Escambia County, FL","12033","Black or African American","2054-5",1244
,"Escambia County, FL","12033","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Escambia County, FL","12033","White","2106-3",2477
,"Escambia County, FL","12033","More than one race","M",109
,"Escambia County, FL","12033","Unknown or Not Stated","UNK",0
,"Escambia County, FL","12033","Not Available","NA",0
,"Escambia County, FL","12033","Not Reported","NR",0
,"Hernando County, FL","12053","American Indian or Alaska Native","1002-5",Suppressed
,"Hernando County, FL","12053","Asian","A",28
,"Hernando County, FL","12053","Black or African American","2054-5",159
,"Hernando County, FL","12053","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Hernando County, FL","12053","White","2106-3",1375
,"Hernando County, FL","12053","More than one race","M",18
,"Hernando County, FL","12053","Unknown or Not Stated","UNK",0
,"Hernando County, FL","12053","Not Available","NA",0
,"Hernando County, FL","12053","Not Reported","NR",0
,"Hillsborough County, FL","12057","American Indian or Alaska Native","1002-5",16
,"Hillsborough County, FL","12057","Asian","A",842
,"Hillsborough County, FL","12057","Black or African American","2054-5",3905
,"Hillsborough County, FL","12057","Native Hawaiian or Other Pacific Islander","NHOPI",15
,"Hillsborough County, FL","12057","White","2106-3",12394
,"Hillsborough County, FL","12057","More than one race","M",153
,"Hillsborough County, FL","12057","Unknown or Not Stated","UNK",0
,"Hillsborough County, FL","12057","Not Available","NA",0
,"Hillsborough County, FL","12057","Not Reported","NR",0
,"Indian River County, FL","12061","American Indian or Alaska Native","1002-5",0
,"Indian River County, FL","12061","Asian","A",40
,"Indian River County, FL","12061","Black or African American","2054-5",254
,"Indian River County, FL","12061","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Indian River County, FL","12061","White","2106-3",939
,"Indian River County, FL","12061","More than one race","M",12
,"Indian River County, FL","12061","Unknown or Not Stated","UNK",0
,"Indian River County, FL","12061","Not Available","NA",0
,"Indian River County, FL","12061","Not Reported","NR",0
,"Lake County, FL","12069","American Indian or Alaska Native","1002-5",Suppressed
,"Lake County, FL","12069","Asian","A",83
,"Lake County, FL","12069","Black or African American","2054-5",580
,"Lake County, FL","12069","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lake County, FL","12069","White","2106-3",2549
,"Lake County, FL","12069","More than one race","M",44
,"Lake County, FL","12069","Unknown or Not Stated","UNK",0
,"Lake County, FL","12069","Not Available","NA",0
,"Lake County, FL","12069","Not Reported","NR",0
,"Lee County, FL","12071","American Indian or Alaska Native","1002-5",Suppressed
,"Lee County, FL","12071","Asian","A",106
,"Lee County, FL","12071","Black or African American","2054-5",1026
,"Lee County, FL","12071","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lee County, FL","12071","White","2106-3",5578
,"Lee County, FL","12071","More than one race","M",32
,"Lee County, FL","12071","Unknown or Not Stated","UNK",0
