"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Allen County, OH","39003","Under 15 years","15",Suppressed
,"Allen County, OH","39003","15-19 years","15-19",97
,"Allen County, OH","39003","20-24 years","20-24",347
,"Allen County, OH","39003","25-29 years","25-29",413
,"Allen County, OH","39003","30-34 years","30-34",284
,"Allen County, OH","39003","35-39 years","35-39",92
,"Allen County, OH","39003","40-44 years","40-44",23
,"Allen County, OH","39003","45-49 years","45-49",0
,"Allen County, OH","39003","50 years and over","50+",0
,"Ashtabula County, OH","39007","Under 15 years","15",0
,"Ashtabula County, OH","39007","15-19 years","15-19",87
,"Ashtabula County, OH","39007","20-24 years","20-24",318
,"Ashtabula County, OH","39007","25-29 years","25-29",334
,"Ashtabula County, OH","39007","30-34 years","30-34",215
,"Ashtabula County, OH","39007","35-39 years","35-39",105
,"Ashtabula County, OH","39007","40-44 years","40-44",16
,"Ashtabula County, OH","39007","45-49 years","45-49",0
,"Ashtabula County, OH","39007","50 years and over","50+",0
,"Butler County, OH","39017","Under 15 years","15",Suppressed
,"Butler County, OH","39017","15-19 years","15-19",237
,"Butler County, OH","39017","20-24 years","20-24",933
,"Butler County, OH","39017","25-29 years","25-29",1388
,"Butler County, OH","39017","30-34 years","30-34",1270
,"Butler County, OH","39017","35-39 years","35-39",528
,"Butler County, OH","39017","40-44 years","40-44",87
,"Butler County, OH","39017","45-49 years","45-49",Suppressed
,"Butler County, OH","39017","50 years and over","50+",0
,"Clark County, OH","39023","Under 15 years","15",Suppressed
,"Clark County, OH","39023","15-19 years","15-19",164
,"Clark County, OH","39023","20-24 years","20-24",483
,"Clark County, OH","39023","25-29 years","25-29",470
,"Clark County, OH","39023","30-34 years","30-34",302
,"Clark County, OH","39023","35-39 years","35-39",94
,"Clark County, OH","39023","40-44 years","40-44",16
,"Clark County, OH","39023","45-49 years","45-49",Suppressed
,"Clark County, OH","39023","50 years and over","50+",0
,"Clermont County, OH","39025","Under 15 years","15",0
,"Clermont County, OH","39025","15-19 years","15-19",122
,"Clermont County, OH","39025","20-24 years","20-24",492
,"Clermont County, OH","39025","25-29 years","25-29",718
,"Clermont County, OH","39025","30-34 years","30-34",666
,"Clermont County, OH","39025","35-39 years","35-39",244
,"Clermont County, OH","39025","40-44 years","40-44",50
,"Clermont County, OH","39025","45-49 years","45-49",Suppressed
,"Clermont County, OH","39025","50 years and over","50+",0
,"Columbiana County, OH","39029","Under 15 years","15",0
,"Columbiana County, OH","39029","15-19 years","15-19",99
,"Columbiana County, OH","39029","20-24 years","20-24",317
,"Columbiana County, OH","39029","25-29 years","25-29",342
,"Columbiana County, OH","39029","30-34 years","30-34",212
,"Columbiana County, OH","39029","35-39 years","35-39",80
,"Columbiana County, OH","39029","40-44 years","40-44",19
,"Columbiana County, OH","39029","45-49 years","45-49",Suppressed
,"Columbiana County, OH","39029","50 years and over","50+",0
