"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Alachua County, FL","12001","American Indian or Alaska Native","1002-5",Suppressed
,"Alachua County, FL","12001","Asian","A",189
,"Alachua County, FL","12001","Black or African American","2054-5",915
,"Alachua County, FL","12001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Alachua County, FL","12001","White","2106-3",1651
,"Alachua County, FL","12001","More than one race","M",61
,"Alachua County, FL","12001","Unknown or Not Stated","UNK",0
,"Alachua County, FL","12001","Not Available","NA",0
,"Alachua County, FL","12001","Not Reported","NR",0
,"Bay County, FL","12005","American Indian or Alaska Native","1002-5",Suppressed
,"Bay County, FL","12005","Asian","A",52
,"Bay County, FL","12005","Black or African American","2054-5",368
,"Bay County, FL","12005","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Bay County, FL","12005","White","2106-3",1793
,"Bay County, FL","12005","More than one race","M",89
,"Bay County, FL","12005","Unknown or Not Stated","UNK",0
,"Bay County, FL","12005","Not Available","NA",0
,"Bay County, FL","12005","Not Reported","NR",0
,"Brevard County, FL","12009","American Indian or Alaska Native","1002-5",16
,"Brevard County, FL","12009","Asian","A",161
,"Brevard County, FL","12009","Black or African American","2054-5",801
,"Brevard County, FL","12009","Native Hawaiian or Other Pacific Islander","NHOPI",10
,"Brevard County, FL","12009","White","2106-3",4069
,"Brevard County, FL","12009","More than one race","M",144
,"Brevard County, FL","12009","Unknown or Not Stated","UNK",0
,"Brevard County, FL","12009","Not Available","NA",0
,"Brevard County, FL","12009","Not Reported","NR",0
,"Broward County, FL","12011","American Indian or Alaska Native","1002-5",30
,"Broward County, FL","12011","Asian","A",994
,"Broward County, FL","12011","Black or African American","2054-5",9296
,"Broward County, FL","12011","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Broward County, FL","12011","White","2106-3",11751
,"Broward County, FL","12011","More than one race","M",243
,"Broward County, FL","12011","Unknown or Not Stated","UNK",0
,"Broward County, FL","12011","Not Available","NA",0
,"Broward County, FL","12011","Not Reported","NR",0
,"Charlotte County, FL","12015","American Indian or Alaska Native","1002-5",Suppressed
,"Charlotte County, FL","12015","Asian","A",25
,"Charlotte County, FL","12015","Black or African American","2054-5",96
,"Charlotte County, FL","12015","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Charlotte County, FL","12015","White","2106-3",911
,"Charlotte County, FL","12015","More than one race","M",25
,"Charlotte County, FL","12015","Unknown or Not Stated","UNK",0
,"Charlotte County, FL","12015","Not Available","NA",0
,"Charlotte County, FL","12015","Not Reported","NR",0
,"Citrus County, FL","12017","American Indian or Alaska Native","1002-5",Suppressed
,"Citrus County, FL","12017","Asian","A",16
,"Citrus County, FL","12017","Black or African American","2054-5",49
,"Citrus County, FL","12017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Citrus County, FL","12017","White","2106-3",1016
,"Citrus County, FL","12017","More than one race","M",25
,"Citrus County, FL","12017","Unknown or Not Stated","UNK",0
,"Citrus County, FL","12017","Not Available","NA",0
,"Citrus County, FL","12017","Not Reported","NR",0
,"Clay County, FL","12019","American Indian or Alaska Native","1002-5",Suppressed
,"Clay County, FL","12019","Asian","A",77
,"Clay County, FL","12019","Black or African American","2054-5",338
,"Clay County, FL","12019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Clay County, FL","12019","White","2106-3",1731
,"Clay County, FL","12019","More than one race","M",41
,"Clay County, FL","12019","Unknown or Not Stated","UNK",0
,"Clay County, FL","12019","Not Available","NA",0
,"Clay County, FL","12019","Not Reported","NR",0
,"Collier County, FL","12021","American Indian or Alaska Native","1002-5",20
,"Collier County, FL","12021","Asian","A",46
,"Collier County, FL","12021","Black or African American","2054-5",477
,"Collier County, FL","12021","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Collier County, FL","12021","White","2106-3",2628
,"Collier County, FL","12021","More than one race","M",11
,"Collier County, FL","12021","Unknown or Not Stated","UNK",0
,"Collier County, FL","12021","Not Available","NA",0
,"Collier County, FL","12021","Not Reported","NR",0
,"Duval County, FL","12031","American Indian or Alaska Native","1002-5",27
,"Duval County, FL","12031","Asian","A",648
,"Duval County, FL","12031","Black or African American","2054-5",5103
,"Duval County, FL","12031","Native Hawaiian or Other Pacific Islander","NHOPI",17
,"Duval County, FL","12031","White","2106-3",7044
,"Duval County, FL","12031","More than one race","M",343
,"Duval County, FL","12031","Unknown or Not Stated","UNK",0
,"Duval County, FL","12031","Not Available","NA",0
,"Duval County, FL","12031","Not Reported","NR",0
,"Escambia County, FL","12033","American Indian or Alaska Native","1002-5",15
,"Escambia County, FL","12033","Asian","A",109
,"Escambia County, FL","12033","Black or African American","2054-5",1272
,"Escambia County, FL","12033","Native Hawaiian or Other Pacific Islander","NHOPI",12
,"Escambia County, FL","12033","White","2106-3",2412
,"Escambia County, FL","12033","More than one race","M",134
,"Escambia County, FL","12033","Unknown or Not Stated","UNK",0
,"Escambia County, FL","12033","Not Available","NA",0
,"Escambia County, FL","12033","Not Reported","NR",0
,"Hernando County, FL","12053","American Indian or Alaska Native","1002-5",Suppressed
,"Hernando County, FL","12053","Asian","A",32
,"Hernando County, FL","12053","Black or African American","2054-5",135
,"Hernando County, FL","12053","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Hernando County, FL","12053","White","2106-3",1347
,"Hernando County, FL","12053","More than one race","M",33
,"Hernando County, FL","12053","Unknown or Not Stated","UNK",0
,"Hernando County, FL","12053","Not Available","NA",0
,"Hernando County, FL","12053","Not Reported","NR",0
,"Hillsborough County, FL","12057","American Indian or Alaska Native","1002-5",17
,"Hillsborough County, FL","12057","Asian","A",856
,"Hillsborough County, FL","12057","Black or African American","2054-5",4103
,"Hillsborough County, FL","12057","Native Hawaiian or Other Pacific Islander","NHOPI",19
,"Hillsborough County, FL","12057","White","2106-3",12202
,"Hillsborough County, FL","12057","More than one race","M",219
,"Hillsborough County, FL","12057","Unknown or Not Stated","UNK",0
,"Hillsborough County, FL","12057","Not Available","NA",0
,"Hillsborough County, FL","12057","Not Reported","NR",0
,"Indian River County, FL","12061","American Indian or Alaska Native","1002-5",Suppressed
,"Indian River County, FL","12061","Asian","A",37
,"Indian River County, FL","12061","Black or African American","2054-5",283
,"Indian River County, FL","12061","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Indian River County, FL","12061","White","2106-3",939
,"Indian River County, FL","12061","More than one race","M",16
,"Indian River County, FL","12061","Unknown or Not Stated","UNK",0
,"Indian River County, FL","12061","Not Available","NA",0
,"Indian River County, FL","12061","Not Reported","NR",0
,"Lake County, FL","12069","American Indian or Alaska Native","1002-5",Suppressed
,"Lake County, FL","12069","Asian","A",86
,"Lake County, FL","12069","Black or African American","2054-5",614
,"Lake County, FL","12069","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lake County, FL","12069","White","2106-3",2513
,"Lake County, FL","12069","More than one race","M",40
,"Lake County, FL","12069","Unknown or Not Stated","UNK",0
,"Lake County, FL","12069","Not Available","NA",0
,"Lake County, FL","12069","Not Reported","NR",0
