"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Alameda County, CA","06001","Under 15 years","15",Suppressed
,"Alameda County, CA","06001","15-19 years","15-19",382
,"Alameda County, CA","06001","20-24 years","20-24",1866
,"Alameda County, CA","06001","25-29 years","25-29",4117
,"Alameda County, CA","06001","30-34 years","30-34",6835
,"Alameda County, CA","06001","35-39 years","35-39",4515
,"Alameda County, CA","06001","40-44 years","40-44",1060
,"Alameda County, CA","06001","45-49 years","45-49",102
,"Alameda County, CA","06001","50 years and over","50+",Suppressed
,"Butte County, CA","06007","Under 15 years","15",0
,"Butte County, CA","06007","15-19 years","15-19",104
,"Butte County, CA","06007","20-24 years","20-24",469
,"Butte County, CA","06007","25-29 years","25-29",721
,"Butte County, CA","06007","30-34 years","30-34",719
,"Butte County, CA","06007","35-39 years","35-39",309
,"Butte County, CA","06007","40-44 years","40-44",57
,"Butte County, CA","06007","45-49 years","45-49",Suppressed
,"Butte County, CA","06007","50 years and over","50+",Suppressed
,"Contra Costa County, CA","06013","Under 15 years","15",0
,"Contra Costa County, CA","06013","15-19 years","15-19",334
,"Contra Costa County, CA","06013","20-24 years","20-24",1424
,"Contra Costa County, CA","06013","25-29 years","25-29",2908
,"Contra Costa County, CA","06013","30-34 years","30-34",4263
,"Contra Costa County, CA","06013","35-39 years","35-39",2552
,"Contra Costa County, CA","06013","40-44 years","40-44",634
,"Contra Costa County, CA","06013","45-49 years","45-49",61
,"Contra Costa County, CA","06013","50 years and over","50+",Suppressed
,"El Dorado County, CA","06017","Under 15 years","15",0
,"El Dorado County, CA","06017","15-19 years","15-19",52
,"El Dorado County, CA","06017","20-24 years","20-24",225
,"El Dorado County, CA","06017","25-29 years","25-29",430
,"El Dorado County, CA","06017","30-34 years","30-34",516
,"El Dorado County, CA","06017","35-39 years","35-39",287
,"El Dorado County, CA","06017","40-44 years","40-44",54
,"El Dorado County, CA","06017","45-49 years","45-49",Suppressed
,"El Dorado County, CA","06017","50 years and over","50+",Suppressed
,"Fresno County, CA","06019","Under 15 years","15",10
,"Fresno County, CA","06019","15-19 years","15-19",919
,"Fresno County, CA","06019","20-24 years","20-24",3309
,"Fresno County, CA","06019","25-29 years","25-29",4320
,"Fresno County, CA","06019","30-34 years","30-34",3704
,"Fresno County, CA","06019","35-39 years","35-39",1793
,"Fresno County, CA","06019","40-44 years","40-44",450
,"Fresno County, CA","06019","45-49 years","45-49",34
,"Fresno County, CA","06019","50 years and over","50+",Suppressed
,"Humboldt County, CA","06023","Under 15 years","15",0
,"Humboldt County, CA","06023","15-19 years","15-19",46
,"Humboldt County, CA","06023","20-24 years","20-24",277
,"Humboldt County, CA","06023","25-29 years","25-29",396
,"Humboldt County, CA","06023","30-34 years","30-34",378
,"Humboldt County, CA","06023","35-39 years","35-39",222
,"Humboldt County, CA","06023","40-44 years","40-44",50
,"Humboldt County, CA","06023","45-49 years","45-49",Suppressed
,"Humboldt County, CA","06023","50 years and over","50+",Suppressed
,"Imperial County, CA","06025","Under 15 years","15",Suppressed
,"Imperial County, CA","06025","15-19 years","15-19",206
,"Imperial County, CA","06025","20-24 years","20-24",711
,"Imperial County, CA","06025","25-29 years","25-29",877
,"Imperial County, CA","06025","30-34 years","30-34",689
,"Imperial County, CA","06025","35-39 years","35-39",345
,"Imperial County, CA","06025","40-44 years","40-44",59
,"Imperial County, CA","06025","45-49 years","45-49",Suppressed
,"Imperial County, CA","06025","50 years and over","50+",0
,"Kern County, CA","06029","Under 15 years","15",11
,"Kern County, CA","06029","15-19 years","15-19",993
,"Kern County, CA","06029","20-24 years","20-24",3365
,"Kern County, CA","06029","25-29 years","25-29",4140
,"Kern County, CA","06029","30-34 years","30-34",3079
,"Kern County, CA","06029","35-39 years","35-39",1407
,"Kern County, CA","06029","40-44 years","40-44",303
,"Kern County, CA","06029","45-49 years","45-49",24
,"Kern County, CA","06029","50 years and over","50+",Suppressed
,"Kings County, CA","06031","Under 15 years","15",0
,"Kings County, CA","06031","15-19 years","15-19",164
