"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Albany County, NY","36001","Under 15 years","15",Suppressed
,"Albany County, NY","36001","15-19 years","15-19",105
,"Albany County, NY","36001","20-24 years","20-24",425
,"Albany County, NY","36001","25-29 years","25-29",851
,"Albany County, NY","36001","30-34 years","30-34",1037
,"Albany County, NY","36001","35-39 years","35-39",544
,"Albany County, NY","36001","40-44 years","40-44",115
,"Albany County, NY","36001","45-49 years","45-49",Suppressed
,"Albany County, NY","36001","50 years and over","50+",Suppressed
,"Bronx County, NY","36005","Under 15 years","15",14
,"Bronx County, NY","36005","15-19 years","15-19",1020
,"Bronx County, NY","36005","20-24 years","20-24",4073
,"Bronx County, NY","36005","25-29 years","25-29",5986
,"Bronx County, NY","36005","30-34 years","30-34",5323
,"Bronx County, NY","36005","35-39 years","35-39",3253
,"Bronx County, NY","36005","40-44 years","40-44",813
,"Bronx County, NY","36005","45-49 years","45-49",87
,"Bronx County, NY","36005","50 years and over","50+",19
,"Broome County, NY","36007","Under 15 years","15",Suppressed
,"Broome County, NY","36007","15-19 years","15-19",98
,"Broome County, NY","36007","20-24 years","20-24",402
,"Broome County, NY","36007","25-29 years","25-29",611
,"Broome County, NY","36007","30-34 years","30-34",552
,"Broome County, NY","36007","35-39 years","35-39",266
,"Broome County, NY","36007","40-44 years","40-44",49
,"Broome County, NY","36007","45-49 years","45-49",0
,"Broome County, NY","36007","50 years and over","50+",0
,"Chautauqua County, NY","36013","Under 15 years","15",Suppressed
,"Chautauqua County, NY","36013","15-19 years","15-19",91
,"Chautauqua County, NY","36013","20-24 years","20-24",359
,"Chautauqua County, NY","36013","25-29 years","25-29",439
,"Chautauqua County, NY","36013","30-34 years","30-34",303
,"Chautauqua County, NY","36013","35-39 years","35-39",120
,"Chautauqua County, NY","36013","40-44 years","40-44",27
,"Chautauqua County, NY","36013","45-49 years","45-49",Suppressed
,"Chautauqua County, NY","36013","50 years and over","50+",0
,"Dutchess County, NY","36027","Under 15 years","15",Suppressed
,"Dutchess County, NY","36027","15-19 years","15-19",75
,"Dutchess County, NY","36027","20-24 years","20-24",329
,"Dutchess County, NY","36027","25-29 years","25-29",680
,"Dutchess County, NY","36027","30-34 years","30-34",882
,"Dutchess County, NY","36027","35-39 years","35-39",523
,"Dutchess County, NY","36027","40-44 years","40-44",108
,"Dutchess County, NY","36027","45-49 years","45-49",Suppressed
,"Dutchess County, NY","36027","50 years and over","50+",0
,"Erie County, NY","36029","Under 15 years","15",Suppressed
,"Erie County, NY","36029","15-19 years","15-19",434
,"Erie County, NY","36029","20-24 years","20-24",1616
,"Erie County, NY","36029","25-29 years","25-29",2833
,"Erie County, NY","36029","30-34 years","30-34",3230
,"Erie County, NY","36029","35-39 years","35-39",1477
,"Erie County, NY","36029","40-44 years","40-44",248
,"Erie County, NY","36029","45-49 years","45-49",25
,"Erie County, NY","36029","50 years and over","50+",Suppressed
,"Jefferson County, NY","36045","Under 15 years","15",0
,"Jefferson County, NY","36045","15-19 years","15-19",110
,"Jefferson County, NY","36045","20-24 years","20-24",636
,"Jefferson County, NY","36045","25-29 years","25-29",661
,"Jefferson County, NY","36045","30-34 years","30-34",411
,"Jefferson County, NY","36045","35-39 years","35-39",168
,"Jefferson County, NY","36045","40-44 years","40-44",20
,"Jefferson County, NY","36045","45-49 years","45-49",Suppressed
,"Jefferson County, NY","36045","50 years and over","50+",0
,"Kings County, NY","36047","Under 15 years","15",Suppressed
,"Kings County, NY","36047","15-19 years","15-19",934
,"Kings County, NY","36047","20-24 years","20-24",6849
,"Kings County, NY","36047","25-29 years","25-29",10048
,"Kings County, NY","36047","30-34 years","30-34",11295
,"Kings County, NY","36047","35-39 years","35-39",7727
,"Kings County, NY","36047","40-44 years","40-44",2145
,"Kings County, NY","36047","45-49 years","45-49",168
,"Kings County, NY","36047","50 years and over","50+",17
,"Monroe County, NY","36055","Under 15 years","15",Suppressed
,"Monroe County, NY","36055","15-19 years","15-19",344
,"Monroe County, NY","36055","20-24 years","20-24",1270
,"Monroe County, NY","36055","25-29 years","25-29",2297
,"Monroe County, NY","36055","30-34 years","30-34",2493
,"Monroe County, NY","36055","35-39 years","35-39",1255
