"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Albany County, NY","36001","American Indian or Alaska Native","1002-5",Suppressed
,"Albany County, NY","36001","Asian","A",348
,"Albany County, NY","36001","Black or African American","2054-5",639
,"Albany County, NY","36001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Albany County, NY","36001","White","2106-3",1973
,"Albany County, NY","36001","More than one race","M",118
,"Albany County, NY","36001","Unknown or Not Stated","UNK",0
,"Albany County, NY","36001","Not Available","NA",0
,"Albany County, NY","36001","Not Reported","NR",0
,"Bronx County, NY","36005","American Indian or Alaska Native","1002-5",48
,"Bronx County, NY","36005","Asian","A",1805
,"Bronx County, NY","36005","Black or African American","2054-5",8897
,"Bronx County, NY","36005","Native Hawaiian or Other Pacific Islander","NHOPI",14
,"Bronx County, NY","36005","White","2106-3",9356
,"Bronx County, NY","36005","More than one race","M",468
,"Bronx County, NY","36005","Unknown or Not Stated","UNK",0
,"Bronx County, NY","36005","Not Available","NA",0
,"Bronx County, NY","36005","Not Reported","NR",0
,"Broome County, NY","36007","American Indian or Alaska Native","1002-5",Suppressed
,"Broome County, NY","36007","Asian","A",71
,"Broome County, NY","36007","Black or African American","2054-5",200
,"Broome County, NY","36007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Broome County, NY","36007","White","2106-3",1634
,"Broome County, NY","36007","More than one race","M",69
,"Broome County, NY","36007","Unknown or Not Stated","UNK",0
,"Broome County, NY","36007","Not Available","NA",0
,"Broome County, NY","36007","Not Reported","NR",0
,"Chautauqua County, NY","36013","American Indian or Alaska Native","1002-5",Suppressed
,"Chautauqua County, NY","36013","Asian","A",10
,"Chautauqua County, NY","36013","Black or African American","2054-5",28
,"Chautauqua County, NY","36013","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Chautauqua County, NY","36013","White","2106-3",1267
,"Chautauqua County, NY","36013","More than one race","M",29
,"Chautauqua County, NY","36013","Unknown or Not Stated","UNK",0
,"Chautauqua County, NY","36013","Not Available","NA",0
,"Chautauqua County, NY","36013","Not Reported","NR",0
,"Dutchess County, NY","36027","American Indian or Alaska Native","1002-5",Suppressed
,"Dutchess County, NY","36027","Asian","A",92
,"Dutchess County, NY","36027","Black or African American","2054-5",376
,"Dutchess County, NY","36027","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Dutchess County, NY","36027","White","2106-3",2045
,"Dutchess County, NY","36027","More than one race","M",86
,"Dutchess County, NY","36027","Unknown or Not Stated","UNK",0
,"Dutchess County, NY","36027","Not Available","NA",0
,"Dutchess County, NY","36027","Not Reported","NR",0
,"Erie County, NY","36029","American Indian or Alaska Native","1002-5",69
,"Erie County, NY","36029","Asian","A",589
,"Erie County, NY","36029","Black or African American","2054-5",2005
,"Erie County, NY","36029","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Erie County, NY","36029","White","2106-3",6944
,"Erie County, NY","36029","More than one race","M",259
,"Erie County, NY","36029","Unknown or Not Stated","UNK",0
,"Erie County, NY","36029","Not Available","NA",0
,"Erie County, NY","36029","Not Reported","NR",0
,"Jefferson County, NY","36045","American Indian or Alaska Native","1002-5",Suppressed
,"Jefferson County, NY","36045","Asian","A",64
,"Jefferson County, NY","36045","Black or African American","2054-5",182
,"Jefferson County, NY","36045","Native Hawaiian or Other Pacific Islander","NHOPI",15
,"Jefferson County, NY","36045","White","2106-3",1680
,"Jefferson County, NY","36045","More than one race","M",64
,"Jefferson County, NY","36045","Unknown or Not Stated","UNK",0
,"Jefferson County, NY","36045","Not Available","NA",0
,"Jefferson County, NY","36045","Not Reported","NR",0
,"Kings County, NY","36047","American Indian or Alaska Native","1002-5",38
,"Kings County, NY","36047","Asian","A",6199
,"Kings County, NY","36047","Black or African American","2054-5",10127
,"Kings County, NY","36047","Native Hawaiian or Other Pacific Islander","NHOPI",11
,"Kings County, NY","36047","White","2106-3",22167
,"Kings County, NY","36047","More than one race","M",650
,"Kings County, NY","36047","Unknown or Not Stated","UNK",0
,"Kings County, NY","36047","Not Available","NA",0
,"Kings County, NY","36047","Not Reported","NR",0
,"Monroe County, NY","36055","American Indian or Alaska Native","1002-5",19
,"Monroe County, NY","36055","Asian","A",442
,"Monroe County, NY","36055","Black or African American","2054-5",1943
,"Monroe County, NY","36055","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Monroe County, NY","36055","White","2106-3",5250
,"Monroe County, NY","36055","More than one race","M",236
,"Monroe County, NY","36055","Unknown or Not Stated","UNK",0
,"Monroe County, NY","36055","Not Available","NA",0
,"Monroe County, NY","36055","Not Reported","NR",0
,"Nassau County, NY","36059","American Indian or Alaska Native","1002-5",Suppressed
,"Nassau County, NY","36059","Asian","A",1860
,"Nassau County, NY","36059","Black or African American","2054-5",1808
,"Nassau County, NY","36059","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Nassau County, NY","36059","White","2106-3",10292
,"Nassau County, NY","36059","More than one race","M",207
,"Nassau County, NY","36059","Unknown or Not Stated","UNK",0
,"Nassau County, NY","36059","Not Available","NA",0
,"Nassau County, NY","36059","Not Reported","NR",0
,"New York County, NY","36061","American Indian or Alaska Native","1002-5",18
,"New York County, NY","36061","Asian","A",2887
,"New York County, NY","36061","Black or African American","2054-5",2804
,"New York County, NY","36061","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"New York County, NY","36061","White","2106-3",11395
,"New York County, NY","36061","More than one race","M",392
,"New York County, NY","36061","Unknown or Not Stated","UNK",0
,"New York County, NY","36061","Not Available","NA",0
,"New York County, NY","36061","Not Reported","NR",0
,"Niagara County, NY","36063","American Indian or Alaska Native","1002-5",29
,"Niagara County, NY","36063","Asian","A",30
,"Niagara County, NY","36063","Black or African American","2054-5",265
,"Niagara County, NY","36063","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Niagara County, NY","36063","White","2106-3",1696
,"Niagara County, NY","36063","More than one race","M",92
,"Niagara County, NY","36063","Unknown or Not Stated","UNK",0
,"Niagara County, NY","36063","Not Available","NA",0
,"Niagara County, NY","36063","Not Reported","NR",0
,"Oneida County, NY","36065","American Indian or Alaska Native","1002-5",Suppressed
,"Oneida County, NY","36065","Asian","A",172
,"Oneida County, NY","36065","Black or African American","2054-5",275
,"Oneida County, NY","36065","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Oneida County, NY","36065","White","2106-3",1990
,"Oneida County, NY","36065","More than one race","M",110
,"Oneida County, NY","36065","Unknown or Not Stated","UNK",0
,"Oneida County, NY","36065","Not Available","NA",0
,"Oneida County, NY","36065","Not Reported","NR",0
,"Onondaga County, NY","36067","American Indian or Alaska Native","1002-5",37
,"Onondaga County, NY","36067","Asian","A",318
,"Onondaga County, NY","36067","Black or African American","2054-5",983
,"Onondaga County, NY","36067","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Onondaga County, NY","36067","White","2106-3",3457
,"Onondaga County, NY","36067","More than one race","M",256
,"Onondaga County, NY","36067","Unknown or Not Stated","UNK",0
,"Onondaga County, NY","36067","Not Available","NA",0
,"Onondaga County, NY","36067","Not Reported","NR",0
,"Ontario County, NY","36069","American Indian or Alaska Native","1002-5",Suppressed
,"Ontario County, NY","36069","Asian","A",19
,"Ontario County, NY","36069","Black or African American","2054-5",25
,"Ontario County, NY","36069","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Ontario County, NY","36069","White","2106-3",918
,"Ontario County, NY","36069","More than one race","M",19
,"Ontario County, NY","36069","Unknown or Not Stated","UNK",0
,"Ontario County, NY","36069","Not Available","NA",0
,"Ontario County, NY","36069","Not Reported","NR",0
,"Orange County, NY","36071","American Indian or Alaska Native","1002-5",11
,"Orange County, NY","36071","Asian","A",157
,"Orange County, NY","36071","Black or African American","2054-5",587
,"Orange County, NY","36071","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Orange County, NY","36071","White","2106-3",4239
,"Orange County, NY","36071","More than one race","M",96
,"Orange County, NY","36071","Unknown or Not Stated","UNK",0
,"Orange County, NY","36071","Not Available","NA",0
,"Orange County, NY","36071","Not Reported","NR",0
,"Oswego County, NY","36075","American Indian or Alaska Native","1002-5",Suppressed
,"Oswego County, NY","36075","Asian","A",11
