"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Atlantic County, NJ","34001","Under 15 years","15",0
,"Atlantic County, NJ","34001","15-19 years","15-19",97
,"Atlantic County, NJ","34001","20-24 years","20-24",530
,"Atlantic County, NJ","34001","25-29 years","25-29",833
,"Atlantic County, NJ","34001","30-34 years","30-34",804
,"Atlantic County, NJ","34001","35-39 years","35-39",426
,"Atlantic County, NJ","34001","40-44 years","40-44",107
,"Atlantic County, NJ","34001","45-49 years","45-49",Suppressed
,"Atlantic County, NJ","34001","50 years and over","50+",0
,"Bergen County, NJ","34003","Under 15 years","15",0
,"Bergen County, NJ","34003","15-19 years","15-19",112
,"Bergen County, NJ","34003","20-24 years","20-24",591
,"Bergen County, NJ","34003","25-29 years","25-29",1942
,"Bergen County, NJ","34003","30-34 years","30-34",3681
,"Bergen County, NJ","34003","35-39 years","35-39",2421
,"Bergen County, NJ","34003","40-44 years","40-44",540
,"Bergen County, NJ","34003","45-49 years","45-49",47
,"Bergen County, NJ","34003","50 years and over","50+",Suppressed
,"Burlington County, NJ","34005","Under 15 years","15",0
,"Burlington County, NJ","34005","15-19 years","15-19",100
,"Burlington County, NJ","34005","20-24 years","20-24",549
,"Burlington County, NJ","34005","25-29 years","25-29",1210
,"Burlington County, NJ","34005","30-34 years","30-34",1603
,"Burlington County, NJ","34005","35-39 years","35-39",764
,"Burlington County, NJ","34005","40-44 years","40-44",183
,"Burlington County, NJ","34005","45-49 years","45-49",13
,"Burlington County, NJ","34005","50 years and over","50+",Suppressed
,"Camden County, NJ","34007","Under 15 years","15",Suppressed
,"Camden County, NJ","34007","15-19 years","15-19",244
,"Camden County, NJ","34007","20-24 years","20-24",1053
,"Camden County, NJ","34007","25-29 years","25-29",1661
,"Camden County, NJ","34007","30-34 years","30-34",1830
,"Camden County, NJ","34007","35-39 years","35-39",1022
,"Camden County, NJ","34007","40-44 years","40-44",192
,"Camden County, NJ","34007","45-49 years","45-49",18
,"Camden County, NJ","34007","50 years and over","50+",Suppressed
,"Cumberland County, NJ","34011","Under 15 years","15",Suppressed
,"Cumberland County, NJ","34011","15-19 years","15-19",148
,"Cumberland County, NJ","34011","20-24 years","20-24",469
,"Cumberland County, NJ","34011","25-29 years","25-29",590
,"Cumberland County, NJ","34011","30-34 years","30-34",404
,"Cumberland County, NJ","34011","35-39 years","35-39",181
,"Cumberland County, NJ","34011","40-44 years","40-44",37
,"Cumberland County, NJ","34011","45-49 years","45-49",Suppressed
,"Cumberland County, NJ","34011","50 years and over","50+",0
,"Essex County, NJ","34013","Under 15 years","15",Suppressed
,"Essex County, NJ","34013","15-19 years","15-19",386
,"Essex County, NJ","34013","20-24 years","20-24",1600
,"Essex County, NJ","34013","25-29 years","25-29",2571
,"Essex County, NJ","34013","30-34 years","30-34",3139
,"Essex County, NJ","34013","35-39 years","35-39",2044
,"Essex County, NJ","34013","40-44 years","40-44",507
,"Essex County, NJ","34013","45-49 years","45-49",42
,"Essex County, NJ","34013","50 years and over","50+",Suppressed
,"Gloucester County, NJ","34015","Under 15 years","15",0
,"Gloucester County, NJ","34015","15-19 years","15-19",74
,"Gloucester County, NJ","34015","20-24 years","20-24",333
,"Gloucester County, NJ","34015","25-29 years","25-29",844
,"Gloucester County, NJ","34015","30-34 years","30-34",1049
,"Gloucester County, NJ","34015","35-39 years","35-39",484
,"Gloucester County, NJ","34015","40-44 years","40-44",96
,"Gloucester County, NJ","34015","45-49 years","45-49",10
,"Gloucester County, NJ","34015","50 years and over","50+",Suppressed
,"Hudson County, NJ","34017","Under 15 years","15",Suppressed
,"Hudson County, NJ","34017","15-19 years","15-19",281
,"Hudson County, NJ","34017","20-24 years","20-24",1090
,"Hudson County, NJ","34017","25-29 years","25-29",2444
,"Hudson County, NJ","34017","30-34 years","30-34",3698
,"Hudson County, NJ","34017","35-39 years","35-39",2133
