"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Bell County, TX","48027","Hispanic or Latino","2135-2",1658
,"Bell County, TX","48027","Not Hispanic or Latino","2186-5",4305
,"Bell County, TX","48027","Unknown or Not Stated","9",13
,"Bexar County, TX","48029","Hispanic or Latino","2135-2",17551
,"Bexar County, TX","48029","Not Hispanic or Latino","2186-5",9427
,"Bexar County, TX","48029","Unknown or Not Stated","9",36
,"Brazoria County, TX","48039","Hispanic or Latino","2135-2",1690
,"Brazoria County, TX","48039","Not Hispanic or Latino","2186-5",2928
,"Brazoria County, TX","48039","Unknown or Not Stated","9",12
,"Brazos County, TX","48041","Hispanic or Latino","2135-2",914
,"Brazos County, TX","48041","Not Hispanic or Latino","2186-5",1778
,"Brazos County, TX","48041","Unknown or Not Stated","9",0
,"Cameron County, TX","48061","Hispanic or Latino","2135-2",6012
,"Cameron County, TX","48061","Not Hispanic or Latino","2186-5",262
,"Cameron County, TX","48061","Unknown or Not Stated","9",Suppressed
,"Collin County, TX","48085","Hispanic or Latino","2135-2",2114
,"Collin County, TX","48085","Not Hispanic or Latino","2186-5",8795
,"Collin County, TX","48085","Unknown or Not Stated","9",10
,"Comal County, TX","48091","Hispanic or Latino","2135-2",547
,"Comal County, TX","48091","Not Hispanic or Latino","2186-5",933
,"Comal County, TX","48091","Unknown or Not Stated","9",0
,"Dallas County, TX","48113","Hispanic or Latino","2135-2",19015
,"Dallas County, TX","48113","Not Hispanic or Latino","2186-5",20212
,"Dallas County, TX","48113","Unknown or Not Stated","9",36
,"Denton County, TX","48121","Hispanic or Latino","2135-2",2384
,"Denton County, TX","48121","Not Hispanic or Latino","2186-5",7395
,"Denton County, TX","48121","Unknown or Not Stated","9",Suppressed
,"Ector County, TX","48135","Hispanic or Latino","2135-2",1909
,"Ector County, TX","48135","Not Hispanic or Latino","2186-5",840
,"Ector County, TX","48135","Unknown or Not Stated","9",Suppressed
,"Ellis County, TX","48139","Hispanic or Latino","2135-2",732
,"Ellis County, TX","48139","Not Hispanic or Latino","2186-5",1481
,"Ellis County, TX","48139","Unknown or Not Stated","9",Suppressed
,"El Paso County, TX","48141","Hispanic or Latino","2135-2",10072
,"El Paso County, TX","48141","Not Hispanic or Latino","2186-5",1937
,"El Paso County, TX","48141","Unknown or Not Stated","9",Suppressed
,"Fort Bend County, TX","48157","Hispanic or Latino","2135-2",2414
,"Fort Bend County, TX","48157","Not Hispanic or Latino","2186-5",7202
,"Fort Bend County, TX","48157","Unknown or Not Stated","9",11
,"Galveston County, TX","48167","Hispanic or Latino","2135-2",1118
,"Galveston County, TX","48167","Not Hispanic or Latino","2186-5",2874
,"Galveston County, TX","48167","Unknown or Not Stated","9",Suppressed
,"Grayson County, TX","48181","Hispanic or Latino","2135-2",352
,"Grayson County, TX","48181","Not Hispanic or Latino","2186-5",1226
,"Grayson County, TX","48181","Unknown or Not Stated","9",Suppressed
,"Gregg County, TX","48183","Hispanic or Latino","2135-2",411
,"Gregg County, TX","48183","Not Hispanic or Latino","2186-5",1211
,"Gregg County, TX","48183","Unknown or Not Stated","9",Suppressed
,"Guadalupe County, TX","48187","Hispanic or Latino","2135-2",736
,"Guadalupe County, TX","48187","Not Hispanic or Latino","2186-5",1036
,"Guadalupe County, TX","48187","Unknown or Not Stated","9",Suppressed
,"Harris County, TX","48201","Hispanic or Latino","2135-2",33511
