"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Allen County, IN","18003","American Indian or Alaska Native","1002-5",Suppressed
,"Allen County, IN","18003","Asian","A",327
,"Allen County, IN","18003","Black or African American","2054-5",830
,"Allen County, IN","18003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Allen County, IN","18003","White","2106-3",3895
,"Allen County, IN","18003","More than one race","M",139
,"Allen County, IN","18003","Unknown or Not Stated","UNK",0
,"Allen County, IN","18003","Not Available","NA",0
,"Allen County, IN","18003","Not Reported","NR",0
,"Clark County, IN","18019","American Indian or Alaska Native","1002-5",Suppressed
,"Clark County, IN","18019","Asian","A",32
,"Clark County, IN","18019","Black or African American","2054-5",121
,"Clark County, IN","18019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Clark County, IN","18019","White","2106-3",1276
,"Clark County, IN","18019","More than one race","M",38
,"Clark County, IN","18019","Unknown or Not Stated","UNK",0
,"Clark County, IN","18019","Not Available","NA",0
,"Clark County, IN","18019","Not Reported","NR",0
,"Delaware County, IN","18035","American Indian or Alaska Native","1002-5",Suppressed
,"Delaware County, IN","18035","Asian","A",16
,"Delaware County, IN","18035","Black or African American","2054-5",102
,"Delaware County, IN","18035","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Delaware County, IN","18035","White","2106-3",972
,"Delaware County, IN","18035","More than one race","M",35
,"Delaware County, IN","18035","Unknown or Not Stated","UNK",0
,"Delaware County, IN","18035","Not Available","NA",0
,"Delaware County, IN","18035","Not Reported","NR",0
,"Elkhart County, IN","18039","American Indian or Alaska Native","1002-5",Suppressed
,"Elkhart County, IN","18039","Asian","A",23
,"Elkhart County, IN","18039","Black or African American","2054-5",274
,"Elkhart County, IN","18039","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Elkhart County, IN","18039","White","2106-3",2759
,"Elkhart County, IN","18039","More than one race","M",27
,"Elkhart County, IN","18039","Unknown or Not Stated","UNK",0
,"Elkhart County, IN","18039","Not Available","NA",0
,"Elkhart County, IN","18039","Not Reported","NR",0
,"Hamilton County, IN","18057","American Indian or Alaska Native","1002-5",Suppressed
,"Hamilton County, IN","18057","Asian","A",280
,"Hamilton County, IN","18057","Black or African American","2054-5",183
,"Hamilton County, IN","18057","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Hamilton County, IN","18057","White","2106-3",3307
,"Hamilton County, IN","18057","More than one race","M",59
,"Hamilton County, IN","18057","Unknown or Not Stated","UNK",0
,"Hamilton County, IN","18057","Not Available","NA",0
,"Hamilton County, IN","18057","Not Reported","NR",0
,"Hendricks County, IN","18063","American Indian or Alaska Native","1002-5",Suppressed
,"Hendricks County, IN","18063","Asian","A",55
,"Hendricks County, IN","18063","Black or African American","2054-5",103
,"Hendricks County, IN","18063","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Hendricks County, IN","18063","White","2106-3",1537
,"Hendricks County, IN","18063","More than one race","M",23
,"Hendricks County, IN","18063","Unknown or Not Stated","UNK",0
,"Hendricks County, IN","18063","Not Available","NA",0
,"Hendricks County, IN","18063","Not Reported","NR",0
,"Johnson County, IN","18081","American Indian or Alaska Native","1002-5",0
,"Johnson County, IN","18081","Asian","A",113
,"Johnson County, IN","18081","Black or African American","2054-5",51
,"Johnson County, IN","18081","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Johnson County, IN","18081","White","2106-3",1631
,"Johnson County, IN","18081","More than one race","M",16
,"Johnson County, IN","18081","Unknown or Not Stated","UNK",0
,"Johnson County, IN","18081","Not Available","NA",0
,"Johnson County, IN","18081","Not Reported","NR",0
,"Lake County, IN","18089","American Indian or Alaska Native","1002-5",Suppressed
,"Lake County, IN","18089","Asian","A",86
,"Lake County, IN","18089","Black or African American","2054-5",1862
,"Lake County, IN","18089","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lake County, IN","18089","White","2106-3",3527
,"Lake County, IN","18089","More than one race","M",116
,"Lake County, IN","18089","Unknown or Not Stated","UNK",0
,"Lake County, IN","18089","Not Available","NA",0
,"Lake County, IN","18089","Not Reported","NR",0
,"La Porte County, IN","18091","American Indian or Alaska Native","1002-5",Suppressed
,"La Porte County, IN","18091","Asian","A",12
,"La Porte County, IN","18091","Black or African American","2054-5",183
,"La Porte County, IN","18091","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"La Porte County, IN","18091","White","2106-3",1049
,"La Porte County, IN","18091","More than one race","M",26
,"La Porte County, IN","18091","Unknown or Not Stated","UNK",0
,"La Porte County, IN","18091","Not Available","NA",0
,"La Porte County, IN","18091","Not Reported","NR",0
,"Madison County, IN","18095","American Indian or Alaska Native","1002-5",0
,"Madison County, IN","18095","Asian","A",Suppressed
,"Madison County, IN","18095","Black or African American","2054-5",127
,"Madison County, IN","18095","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Madison County, IN","18095","White","2106-3",1242
,"Madison County, IN","18095","More than one race","M",19
,"Madison County, IN","18095","Unknown or Not Stated","UNK",0
,"Madison County, IN","18095","Not Available","NA",0
,"Madison County, IN","18095","Not Reported","NR",0
,"Marion County, IN","18097","American Indian or Alaska Native","1002-5",15
,"Marion County, IN","18097","Asian","A",852
,"Marion County, IN","18097","Black or African American","2054-5",4654
,"Marion County, IN","18097","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Marion County, IN","18097","White","2106-3",8564
,"Marion County, IN","18097","More than one race","M",298
,"Marion County, IN","18097","Unknown or Not Stated","UNK",0
,"Marion County, IN","18097","Not Available","NA",0
,"Marion County, IN","18097","Not Reported","NR",0
,"Monroe County, IN","18105","American Indian or Alaska Native","1002-5",Suppressed
,"Monroe County, IN","18105","Asian","A",81
,"Monroe County, IN","18105","Black or African American","2054-5",57
,"Monroe County, IN","18105","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Monroe County, IN","18105","White","2106-3",1085
,"Monroe County, IN","18105","More than one race","M",21
,"Monroe County, IN","18105","Unknown or Not Stated","UNK",0
,"Monroe County, IN","18105","Not Available","NA",0
,"Monroe County, IN","18105","Not Reported","NR",0
,"Porter County, IN","18127","American Indian or Alaska Native","1002-5",Suppressed
,"Porter County, IN","18127","Asian","A",30
,"Porter County, IN","18127","Black or African American","2054-5",94
,"Porter County, IN","18127","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Porter County, IN","18127","White","2106-3",1502
,"Porter County, IN","18127","More than one race","M",12
,"Porter County, IN","18127","Unknown or Not Stated","UNK",0
,"Porter County, IN","18127","Not Available","NA",0
,"Porter County, IN","18127","Not Reported","NR",0
,"St. Joseph County, IN","18141","American Indian or Alaska Native","1002-5",Suppressed
,"St. Joseph County, IN","18141","Asian","A",74
,"St. Joseph County, IN","18141","Black or African American","2054-5",705
,"St. Joseph County, IN","18141","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"St. Joseph County, IN","18141","White","2106-3",2549
,"St. Joseph County, IN","18141","More than one race","M",159
,"St. Joseph County, IN","18141","Unknown or Not Stated","UNK",0
,"St. Joseph County, IN","18141","Not Available","NA",0
,"St. Joseph County, IN","18141","Not Reported","NR",0
,"Tippecanoe County, IN","18157","American Indian or Alaska Native","1002-5",Suppressed
,"Tippecanoe County, IN","18157","Asian","A",189
,"Tippecanoe County, IN","18157","Black or African American","2054-5",258
,"Tippecanoe County, IN","18157","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Tippecanoe County, IN","18157","White","2106-3",1753
,"Tippecanoe County, IN","18157","More than one race","M",36
,"Tippecanoe County, IN","18157","Unknown or Not Stated","UNK",0
,"Tippecanoe County, IN","18157","Not Available","NA",0
,"Tippecanoe County, IN","18157","Not Reported","NR",0
,"Vanderburgh County, IN","18163","American Indian or Alaska Native","1002-5",Suppressed
,"Vanderburgh County, IN","18163","Asian","A",23
,"Vanderburgh County, IN","18163","Black or African American","2054-5",230
,"Vanderburgh County, IN","18163","Native Hawaiian or Other Pacific Islander","NHOPI",17
,"Vanderburgh County, IN","18163","White","2106-3",1770
,"Vanderburgh County, IN","18163","More than one race","M",84
,"Vanderburgh County, IN","18163","Unknown or Not Stated","UNK",0
,"Vanderburgh County, IN","18163","Not Available","NA",0
,"Vanderburgh County, IN","18163","Not Reported","NR",0
,"Vigo County, IN","18167","American Indian or Alaska Native","1002-5",0
,"Vigo County, IN","18167","Asian","A",17
,"Vigo County, IN","18167","Black or African American","2054-5",82
,"Vigo County, IN","18167","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Vigo County, IN","18167","White","2106-3",1100
,"Vigo County, IN","18167","More than one race","M",25
,"Vigo County, IN","18167","Unknown or Not Stated","UNK",0
,"Vigo County, IN","18167","Not Available","NA",0
,"Vigo County, IN","18167","Not Reported","NR",0
,"Unidentified Counties, IN","18999","American Indian or Alaska Native","1002-5",29
,"Unidentified Counties, IN","18999","Asian","A",374
,"Unidentified Counties, IN","18999","Black or African American","2054-5",512
,"Unidentified Counties, IN","18999","Native Hawaiian or Other Pacific Islander","NHOPI",16
,"Unidentified Counties, IN","18999","White","2106-3",28055
,"Unidentified Counties, IN","18999","More than one race","M",284
,"Unidentified Counties, IN","18999","Unknown or Not Stated","UNK",0
,"Unidentified Counties, IN","18999","Not Available","NA",0
,"Unidentified Counties, IN","18999","Not Reported","NR",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Indiana (18)"
"Year: 2017"
"Group By: County of Residence; Mother's Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 10:44:27 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 10:44:27 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
