"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Champaign County, IL","17019","Under 15 years","15",Suppressed
,"Champaign County, IL","17019","15-19 years","15-19",98
,"Champaign County, IL","17019","20-24 years","20-24",421
,"Champaign County, IL","17019","25-29 years","25-29",691
,"Champaign County, IL","17019","30-34 years","30-34",737
,"Champaign County, IL","17019","35-39 years","35-39",287
,"Champaign County, IL","17019","40-44 years","40-44",58
,"Champaign County, IL","17019","45-49 years","45-49",Suppressed
,"Champaign County, IL","17019","50 years and over","50+",0
,"Cook County, IL","17031","Under 15 years","15",24
,"Cook County, IL","17031","15-19 years","15-19",2986
,"Cook County, IL","17031","20-24 years","20-24",10604
,"Cook County, IL","17031","25-29 years","25-29",15769
,"Cook County, IL","17031","30-34 years","30-34",20264
,"Cook County, IL","17031","35-39 years","35-39",12030
,"Cook County, IL","17031","40-44 years","40-44",2486
,"Cook County, IL","17031","45-49 years","45-49",191
,"Cook County, IL","17031","50 years and over","50+",20
,"DeKalb County, IL","17037","Under 15 years","15",0
,"DeKalb County, IL","17037","15-19 years","15-19",40
,"DeKalb County, IL","17037","20-24 years","20-24",227
,"DeKalb County, IL","17037","25-29 years","25-29",401
,"DeKalb County, IL","17037","30-34 years","30-34",327
,"DeKalb County, IL","17037","35-39 years","35-39",120
,"DeKalb County, IL","17037","40-44 years","40-44",22
,"DeKalb County, IL","17037","45-49 years","45-49",Suppressed
,"DeKalb County, IL","17037","50 years and over","50+",0
,"DuPage County, IL","17043","Under 15 years","15",Suppressed
,"DuPage County, IL","17043","15-19 years","15-19",199
,"DuPage County, IL","17043","20-24 years","20-24",927
,"DuPage County, IL","17043","25-29 years","25-29",2412
,"DuPage County, IL","17043","30-34 years","30-34",4189
,"DuPage County, IL","17043","35-39 years","35-39",2163
,"DuPage County, IL","17043","40-44 years","40-44",403
,"DuPage County, IL","17043","45-49 years","45-49",36
,"DuPage County, IL","17043","50 years and over","50+",Suppressed
,"Kane County, IL","17089","Under 15 years","15",Suppressed
,"Kane County, IL","17089","15-19 years","15-19",332
,"Kane County, IL","17089","20-24 years","20-24",1044
,"Kane County, IL","17089","25-29 years","25-29",1672
,"Kane County, IL","17089","30-34 years","30-34",1999
,"Kane County, IL","17089","35-39 years","35-39",1070
,"Kane County, IL","17089","40-44 years","40-44",203
,"Kane County, IL","17089","45-49 years","45-49",15
,"Kane County, IL","17089","50 years and over","50+",0
,"Kankakee County, IL","17091","Under 15 years","15",0
,"Kankakee County, IL","17091","15-19 years","15-19",78
,"Kankakee County, IL","17091","20-24 years","20-24",294
,"Kankakee County, IL","17091","25-29 years","25-29",431
,"Kankakee County, IL","17091","30-34 years","30-34",326
,"Kankakee County, IL","17091","35-39 years","35-39",137
,"Kankakee County, IL","17091","40-44 years","40-44",23
,"Kankakee County, IL","17091","45-49 years","45-49",0
,"Kankakee County, IL","17091","50 years and over","50+",0
,"Kendall County, IL","17093","Under 15 years","15",0
,"Kendall County, IL","17093","15-19 years","15-19",33
,"Kendall County, IL","17093","20-24 years","20-24",153
,"Kendall County, IL","17093","25-29 years","25-29",413
,"Kendall County, IL","17093","30-34 years","30-34",571
,"Kendall County, IL","17093","35-39 years","35-39",265
,"Kendall County, IL","17093","40-44 years","40-44",44
,"Kendall County, IL","17093","45-49 years","45-49",Suppressed
,"Kendall County, IL","17093","50 years and over","50+",Suppressed
,"Lake County, IL","17097","Under 15 years","15",Suppressed
,"Lake County, IL","17097","15-19 years","15-19",299
,"Lake County, IL","17097","20-24 years","20-24",1106
,"Lake County, IL","17097","25-29 years","25-29",1808
,"Lake County, IL","17097","30-34 years","30-34",2630
,"Lake County, IL","17097","35-39 years","35-39",1437
,"Lake County, IL","17097","40-44 years","40-44",309
,"Lake County, IL","17097","45-49 years","45-49",14
,"Lake County, IL","17097","50 years and over","50+",Suppressed
,"LaSalle County, IL","17099","Under 15 years","15",Suppressed
,"LaSalle County, IL","17099","15-19 years","15-19",90
,"LaSalle County, IL","17099","20-24 years","20-24",294
,"LaSalle County, IL","17099","25-29 years","25-29",372
,"LaSalle County, IL","17099","30-34 years","30-34",282
,"LaSalle County, IL","17099","35-39 years","35-39",116
,"LaSalle County, IL","17099","40-44 years","40-44",25
,"LaSalle County, IL","17099","45-49 years","45-49",0
,"LaSalle County, IL","17099","50 years and over","50+",0
,"McHenry County, IL","17111","Under 15 years","15",0
,"McHenry County, IL","17111","15-19 years","15-19",88
,"McHenry County, IL","17111","20-24 years","20-24",371
,"McHenry County, IL","17111","25-29 years","25-29",944
,"McHenry County, IL","17111","30-34 years","30-34",1106
,"McHenry County, IL","17111","35-39 years","35-39",579
,"McHenry County, IL","17111","40-44 years","40-44",94
,"McHenry County, IL","17111","45-49 years","45-49",Suppressed
,"McHenry County, IL","17111","50 years and over","50+",0
,"McLean County, IL","17113","Under 15 years","15",Suppressed
,"McLean County, IL","17113","15-19 years","15-19",64
,"McLean County, IL","17113","20-24 years","20-24",333
,"McLean County, IL","17113","25-29 years","25-29",635
,"McLean County, IL","17113","30-34 years","30-34",641
,"McLean County, IL","17113","35-39 years","35-39",285
,"McLean County, IL","17113","40-44 years","40-44",39
,"McLean County, IL","17113","45-49 years","45-49",Suppressed
,"McLean County, IL","17113","50 years and over","50+",0
,"Macon County, IL","17115","Under 15 years","15",Suppressed
,"Macon County, IL","17115","15-19 years","15-19",96
,"Macon County, IL","17115","20-24 years","20-24",360
,"Macon County, IL","17115","25-29 years","25-29",411
,"Macon County, IL","17115","30-34 years","30-34",320
,"Macon County, IL","17115","35-39 years","35-39",100
,"Macon County, IL","17115","40-44 years","40-44",10
,"Macon County, IL","17115","45-49 years","45-49",0
,"Macon County, IL","17115","50 years and over","50+",0
,"Madison County, IL","17119","Under 15 years","15",Suppressed
,"Madison County, IL","17119","15-19 years","15-19",155
,"Madison County, IL","17119","20-24 years","20-24",578
,"Madison County, IL","17119","25-29 years","25-29",941
,"Madison County, IL","17119","30-34 years","30-34",827
,"Madison County, IL","17119","35-39 years","35-39",337
,"Madison County, IL","17119","40-44 years","40-44",49
,"Madison County, IL","17119","45-49 years","45-49",Suppressed
,"Madison County, IL","17119","50 years and over","50+",0
,"Peoria County, IL","17143","Under 15 years","15",Suppressed
,"Peoria County, IL","17143","15-19 years","15-19",165
,"Peoria County, IL","17143","20-24 years","20-24",619
,"Peoria County, IL","17143","25-29 years","25-29",762
,"Peoria County, IL","17143","30-34 years","30-34",661
,"Peoria County, IL","17143","35-39 years","35-39",273
,"Peoria County, IL","17143","40-44 years","40-44",47
,"Peoria County, IL","17143","45-49 years","45-49",Suppressed
,"Peoria County, IL","17143","50 years and over","50+",0
,"Rock Island County, IL","17161","Under 15 years","15",0
,"Rock Island County, IL","17161","15-19 years","15-19",117
,"Rock Island County, IL","17161","20-24 years","20-24",414
,"Rock Island County, IL","17161","25-29 years","25-29",504
,"Rock Island County, IL","17161","30-34 years","30-34",425
,"Rock Island County, IL","17161","35-39 years","35-39",164
,"Rock Island County, IL","17161","40-44 years","40-44",43
,"Rock Island County, IL","17161","45-49 years","45-49",Suppressed
,"Rock Island County, IL","17161","50 years and over","50+",0
,"St. Clair County, IL","17163","Under 15 years","15",Suppressed
,"St. Clair County, IL","17163","15-19 years","15-19",204
,"St. Clair County, IL","17163","20-24 years","20-24",746
,"St. Clair County, IL","17163","25-29 years","25-29",1011
,"St. Clair County, IL","17163","30-34 years","30-34",832
