"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Alamance County, NC","37001","American Indian or Alaska Native","1002-5",Suppressed
,"Alamance County, NC","37001","Asian","A",53
,"Alamance County, NC","37001","Black or African American","2054-5",515
,"Alamance County, NC","37001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Alamance County, NC","37001","White","2106-3",1317
,"Alamance County, NC","37001","More than one race","M",44
,"Alamance County, NC","37001","Unknown or Not Stated","UNK",0
,"Alamance County, NC","37001","Not Available","NA",0
,"Alamance County, NC","37001","Not Reported","NR",0
,"Brunswick County, NC","37019","American Indian or Alaska Native","1002-5",10
,"Brunswick County, NC","37019","Asian","A",15
,"Brunswick County, NC","37019","Black or African American","2054-5",142
,"Brunswick County, NC","37019","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Brunswick County, NC","37019","White","2106-3",809
,"Brunswick County, NC","37019","More than one race","M",32
,"Brunswick County, NC","37019","Unknown or Not Stated","UNK",0
,"Brunswick County, NC","37019","Not Available","NA",0
,"Brunswick County, NC","37019","Not Reported","NR",0
,"Buncombe County, NC","37021","American Indian or Alaska Native","1002-5",11
,"Buncombe County, NC","37021","Asian","A",41
,"Buncombe County, NC","37021","Black or African American","2054-5",214
,"Buncombe County, NC","37021","Native Hawaiian or Other Pacific Islander","NHOPI",11
,"Buncombe County, NC","37021","White","2106-3",2053
,"Buncombe County, NC","37021","More than one race","M",63
,"Buncombe County, NC","37021","Unknown or Not Stated","UNK",0
,"Buncombe County, NC","37021","Not Available","NA",0
,"Buncombe County, NC","37021","Not Reported","NR",0
,"Cabarrus County, NC","37025","American Indian or Alaska Native","1002-5",Suppressed
,"Cabarrus County, NC","37025","Asian","A",197
,"Cabarrus County, NC","37025","Black or African American","2054-5",605
,"Cabarrus County, NC","37025","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cabarrus County, NC","37025","White","2106-3",1723
,"Cabarrus County, NC","37025","More than one race","M",56
,"Cabarrus County, NC","37025","Unknown or Not Stated","UNK",0
,"Cabarrus County, NC","37025","Not Available","NA",0
,"Cabarrus County, NC","37025","Not Reported","NR",0
,"Catawba County, NC","37035","American Indian or Alaska Native","1002-5",Suppressed
,"Catawba County, NC","37035","Asian","A",161
,"Catawba County, NC","37035","Black or African American","2054-5",212
,"Catawba County, NC","37035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Catawba County, NC","37035","White","2106-3",1222
,"Catawba County, NC","37035","More than one race","M",52
,"Catawba County, NC","37035","Unknown or Not Stated","UNK",0
,"Catawba County, NC","37035","Not Available","NA",0
,"Catawba County, NC","37035","Not Reported","NR",0
,"Craven County, NC","37049","American Indian or Alaska Native","1002-5",Suppressed
,"Craven County, NC","37049","Asian","A",62
,"Craven County, NC","37049","Black or African American","2054-5",292
,"Craven County, NC","37049","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Craven County, NC","37049","White","2106-3",982
,"Craven County, NC","37049","More than one race","M",44
,"Craven County, NC","37049","Unknown or Not Stated","UNK",0
,"Craven County, NC","37049","Not Available","NA",0
,"Craven County, NC","37049","Not Reported","NR",0
,"Cumberland County, NC","37051","American Indian or Alaska Native","1002-5",96
,"Cumberland County, NC","37051","Asian","A",151
,"Cumberland County, NC","37051","Black or African American","2054-5",2136
,"Cumberland County, NC","37051","Native Hawaiian or Other Pacific Islander","NHOPI",36
,"Cumberland County, NC","37051","White","2106-3",2692
,"Cumberland County, NC","37051","More than one race","M",395
,"Cumberland County, NC","37051","Unknown or Not Stated","UNK",0
,"Cumberland County, NC","37051","Not Available","NA",0
,"Cumberland County, NC","37051","Not Reported","NR",0
,"Davidson County, NC","37057","American Indian or Alaska Native","1002-5",12
,"Davidson County, NC","37057","Asian","A",49
,"Davidson County, NC","37057","Black or African American","2054-5",227
,"Davidson County, NC","37057","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Davidson County, NC","37057","White","2106-3",1428
,"Davidson County, NC","37057","More than one race","M",43
,"Davidson County, NC","37057","Unknown or Not Stated","UNK",0
,"Davidson County, NC","37057","Not Available","NA",0
,"Davidson County, NC","37057","Not Reported","NR",0
,"Durham County, NC","37063","American Indian or Alaska Native","1002-5",15
,"Durham County, NC","37063","Asian","A",310
,"Durham County, NC","37063","Black or African American","2054-5",1551
,"Durham County, NC","37063","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
