"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Aiken County, SC","45003","Under 15 years","15",Suppressed
,"Aiken County, SC","45003","15-19 years","15-19",101
,"Aiken County, SC","45003","20-24 years","20-24",465
,"Aiken County, SC","45003","25-29 years","25-29",607
,"Aiken County, SC","45003","30-34 years","30-34",455
,"Aiken County, SC","45003","35-39 years","35-39",186
,"Aiken County, SC","45003","40-44 years","40-44",44
,"Aiken County, SC","45003","45-49 years","45-49",Suppressed
,"Aiken County, SC","45003","50 years and over","50+",0
,"Anderson County, SC","45007","Under 15 years","15",Suppressed
,"Anderson County, SC","45007","15-19 years","15-19",178
,"Anderson County, SC","45007","20-24 years","20-24",626
,"Anderson County, SC","45007","25-29 years","25-29",736
,"Anderson County, SC","45007","30-34 years","30-34",479
,"Anderson County, SC","45007","35-39 years","35-39",235
,"Anderson County, SC","45007","40-44 years","40-44",41
,"Anderson County, SC","45007","45-49 years","45-49",Suppressed
,"Anderson County, SC","45007","50 years and over","50+",0
,"Beaufort County, SC","45013","Under 15 years","15",0
,"Beaufort County, SC","45013","15-19 years","15-19",108
,"Beaufort County, SC","45013","20-24 years","20-24",492
,"Beaufort County, SC","45013","25-29 years","25-29",588
,"Beaufort County, SC","45013","30-34 years","30-34",540
,"Beaufort County, SC","45013","35-39 years","35-39",217
,"Beaufort County, SC","45013","40-44 years","40-44",61
,"Beaufort County, SC","45013","45-49 years","45-49",Suppressed
,"Beaufort County, SC","45013","50 years and over","50+",0
,"Berkeley County, SC","45015","Under 15 years","15",Suppressed
,"Berkeley County, SC","45015","15-19 years","15-19",97
,"Berkeley County, SC","45015","20-24 years","20-24",614
,"Berkeley County, SC","45015","25-29 years","25-29",877
,"Berkeley County, SC","45015","30-34 years","30-34",743
,"Berkeley County, SC","45015","35-39 years","35-39",302
,"Berkeley County, SC","45015","40-44 years","40-44",58
,"Berkeley County, SC","45015","45-49 years","45-49",Suppressed
,"Berkeley County, SC","45015","50 years and over","50+",0
,"Charleston County, SC","45019","Under 15 years","15",Suppressed
,"Charleston County, SC","45019","15-19 years","15-19",145
,"Charleston County, SC","45019","20-24 years","20-24",717
,"Charleston County, SC","45019","25-29 years","25-29",1315
,"Charleston County, SC","45019","30-34 years","30-34",1630
,"Charleston County, SC","45019","35-39 years","35-39",850
,"Charleston County, SC","45019","40-44 years","40-44",138
,"Charleston County, SC","45019","45-49 years","45-49",Suppressed
,"Charleston County, SC","45019","50 years and over","50+",0
,"Dorchester County, SC","45035","Under 15 years","15",0
,"Dorchester County, SC","45035","15-19 years","15-19",93
,"Dorchester County, SC","45035","20-24 years","20-24",386
,"Dorchester County, SC","45035","25-29 years","25-29",614
,"Dorchester County, SC","45035","30-34 years","30-34",498
,"Dorchester County, SC","45035","35-39 years","35-39",230
,"Dorchester County, SC","45035","40-44 years","40-44",35
,"Dorchester County, SC","45035","45-49 years","45-49",Suppressed
,"Dorchester County, SC","45035","50 years and over","50+",0
,"Florence County, SC","45041","Under 15 years","15",Suppressed
,"Florence County, SC","45041","15-19 years","15-19",117
,"Florence County, SC","45041","20-24 years","20-24",490
,"Florence County, SC","45041","25-29 years","25-29",513
,"Florence County, SC","45041","30-34 years","30-34",353
,"Florence County, SC","45041","35-39 years","35-39",184
,"Florence County, SC","45041","40-44 years","40-44",31
,"Florence County, SC","45041","45-49 years","45-49",Suppressed
,"Florence County, SC","45041","50 years and over","50+",0
,"Greenville County, SC","45045","Under 15 years","15",Suppressed
,"Greenville County, SC","45045","15-19 years","15-19",278
,"Greenville County, SC","45045","20-24 years","20-24",1244
,"Greenville County, SC","45045","25-29 years","25-29",1892
,"Greenville County, SC","45045","30-34 years","30-34",1916
,"Greenville County, SC","45045","35-39 years","35-39",894
,"Greenville County, SC","45045","40-44 years","40-44",173
,"Greenville County, SC","45045","45-49 years","45-49",Suppressed
,"Greenville County, SC","45045","50 years and over","50+",0
,"Horry County, SC","45051","Under 15 years","15",Suppressed
,"Horry County, SC","45051","15-19 years","15-19",199
,"Horry County, SC","45051","20-24 years","20-24",759
,"Horry County, SC","45051","25-29 years","25-29",963
,"Horry County, SC","45051","30-34 years","30-34",808
,"Horry County, SC","45051","35-39 years","35-39",360
,"Horry County, SC","45051","40-44 years","40-44",75
,"Horry County, SC","45051","45-49 years","45-49",Suppressed
,"Horry County, SC","45051","50 years and over","50+",0
,"Lexington County, SC","45063","Under 15 years","15",Suppressed
,"Lexington County, SC","45063","15-19 years","15-19",177
,"Lexington County, SC","45063","20-24 years","20-24",666
,"Lexington County, SC","45063","25-29 years","25-29",1017
,"Lexington County, SC","45063","30-34 years","30-34",900
,"Lexington County, SC","45063","35-39 years","35-39",375
,"Lexington County, SC","45063","40-44 years","40-44",64
,"Lexington County, SC","45063","45-49 years","45-49",Suppressed
,"Lexington County, SC","45063","50 years and over","50+",0
,"Pickens County, SC","45077","Under 15 years","15",0
,"Pickens County, SC","45077","15-19 years","15-19",83
,"Pickens County, SC","45077","20-24 years","20-24",337
,"Pickens County, SC","45077","25-29 years","25-29",369
,"Pickens County, SC","45077","30-34 years","30-34",252
,"Pickens County, SC","45077","35-39 years","35-39",109
,"Pickens County, SC","45077","40-44 years","40-44",18
,"Pickens County, SC","45077","45-49 years","45-49",Suppressed
,"Pickens County, SC","45077","50 years and over","50+",0
,"Richland County, SC","45079","Under 15 years","15",Suppressed
,"Richland County, SC","45079","15-19 years","15-19",212
,"Richland County, SC","45079","20-24 years","20-24",953
,"Richland County, SC","45079","25-29 years","25-29",1441
,"Richland County, SC","45079","30-34 years","30-34",1314
,"Richland County, SC","45079","35-39 years","35-39",604
,"Richland County, SC","45079","40-44 years","40-44",116
,"Richland County, SC","45079","45-49 years","45-49",Suppressed
,"Richland County, SC","45079","50 years and over","50+",0
,"Spartanburg County, SC","45083","Under 15 years","15",Suppressed
,"Spartanburg County, SC","45083","15-19 years","15-19",240
,"Spartanburg County, SC","45083","20-24 years","20-24",991
,"Spartanburg County, SC","45083","25-29 years","25-29",1256
,"Spartanburg County, SC","45083","30-34 years","30-34",889
,"Spartanburg County, SC","45083","35-39 years","35-39",366
,"Spartanburg County, SC","45083","40-44 years","40-44",72
,"Spartanburg County, SC","45083","45-49 years","45-49",Suppressed
,"Spartanburg County, SC","45083","50 years and over","50+",0
,"Sumter County, SC","45085","Under 15 years","15",Suppressed
,"Sumter County, SC","45085","15-19 years","15-19",100
,"Sumter County, SC","45085","20-24 years","20-24",359
,"Sumter County, SC","45085","25-29 years","25-29",469
,"Sumter County, SC","45085","30-34 years","30-34",300
,"Sumter County, SC","45085","35-39 years","35-39",133
,"Sumter County, SC","45085","40-44 years","40-44",21
,"Sumter County, SC","45085","45-49 years","45-49",Suppressed
,"Sumter County, SC","45085","50 years and over","50+",0
,"York County, SC","45091","Under 15 years","15",Suppressed
,"York County, SC","45091","15-19 years","15-19",132
,"York County, SC","45091","20-24 years","20-24",564
,"York County, SC","45091","25-29 years","25-29",947
,"York County, SC","45091","30-34 years","30-34",788
,"York County, SC","45091","35-39 years","35-39",448
,"York County, SC","45091","40-44 years","40-44",77
,"York County, SC","45091","45-49 years","45-49",Suppressed
,"York County, SC","45091","50 years and over","50+",0
,"Unidentified Counties, SC","45999","Under 15 years","15",10
,"Unidentified Counties, SC","45999","15-19 years","15-19",1148
,"Unidentified Counties, SC","45999","20-24 years","20-24",3868
,"Unidentified Counties, SC","45999","25-29 years","25-29",4060
,"Unidentified Counties, SC","45999","30-34 years","30-34",2600
,"Unidentified Counties, SC","45999","35-39 years","35-39",1129
,"Unidentified Counties, SC","45999","40-44 years","40-44",209
,"Unidentified Counties, SC","45999","45-49 years","45-49",14
,"Unidentified Counties, SC","45999","50 years and over","50+",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: South Carolina (45)"
"Year: 2017"
"Group By: County of Residence; Age of Mother 9"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 17, 2026 9:20:11 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 17, 2026 9:20:11 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
