"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Bell County, TX","48027","Under 15 years","15",Suppressed
,"Bell County, TX","48027","15-19 years","15-19",346
,"Bell County, TX","48027","20-24 years","20-24",1857
,"Bell County, TX","48027","25-29 years","25-29",1914
,"Bell County, TX","48027","30-34 years","30-34",1220
,"Bell County, TX","48027","35-39 years","35-39",544
,"Bell County, TX","48027","40-44 years","40-44",86
,"Bell County, TX","48027","45-49 years","45-49",Suppressed
,"Bell County, TX","48027","50 years and over","50+",0
,"Bexar County, TX","48029","Under 15 years","15",18
,"Bexar County, TX","48029","15-19 years","15-19",1859
,"Bexar County, TX","48029","20-24 years","20-24",6135
,"Bexar County, TX","48029","25-29 years","25-29",7851
,"Bexar County, TX","48029","30-34 years","30-34",7036
,"Bexar County, TX","48029","35-39 years","35-39",3406
,"Bexar County, TX","48029","40-44 years","40-44",667
,"Bexar County, TX","48029","45-49 years","45-49",39
,"Bexar County, TX","48029","50 years and over","50+",Suppressed
,"Brazoria County, TX","48039","Under 15 years","15",Suppressed
,"Brazoria County, TX","48039","15-19 years","15-19",238
,"Brazoria County, TX","48039","20-24 years","20-24",950
,"Brazoria County, TX","48039","25-29 years","25-29",1401
,"Brazoria County, TX","48039","30-34 years","30-34",1257
,"Brazoria County, TX","48039","35-39 years","35-39",669
,"Brazoria County, TX","48039","40-44 years","40-44",105
,"Brazoria County, TX","48039","45-49 years","45-49",Suppressed
,"Brazoria County, TX","48039","50 years and over","50+",0
,"Brazos County, TX","48041","Under 15 years","15",Suppressed
,"Brazos County, TX","48041","15-19 years","15-19",157
,"Brazos County, TX","48041","20-24 years","20-24",604
,"Brazos County, TX","48041","25-29 years","25-29",840
,"Brazos County, TX","48041","30-34 years","30-34",704
,"Brazos County, TX","48041","35-39 years","35-39",316
,"Brazos County, TX","48041","40-44 years","40-44",64
,"Brazos County, TX","48041","45-49 years","45-49",Suppressed
,"Brazos County, TX","48041","50 years and over","50+",0
,"Cameron County, TX","48061","Under 15 years","15",Suppressed
,"Cameron County, TX","48061","15-19 years","15-19",738
,"Cameron County, TX","48061","20-24 years","20-24",1794
,"Cameron County, TX","48061","25-29 years","25-29",1742
,"Cameron County, TX","48061","30-34 years","30-34",1255
,"Cameron County, TX","48061","35-39 years","35-39",584
,"Cameron County, TX","48061","40-44 years","40-44",146
,"Cameron County, TX","48061","45-49 years","45-49",Suppressed
,"Cameron County, TX","48061","50 years and over","50+",0
,"Collin County, TX","48085","Under 15 years","15",Suppressed
,"Collin County, TX","48085","15-19 years","15-19",291
,"Collin County, TX","48085","20-24 years","20-24",1285
,"Collin County, TX","48085","25-29 years","25-29",2835
,"Collin County, TX","48085","30-34 years","30-34",3957
,"Collin County, TX","48085","35-39 years","35-39",2065
,"Collin County, TX","48085","40-44 years","40-44",442
,"Collin County, TX","48085","45-49 years","45-49",41
,"Collin County, TX","48085","50 years and over","50+",Suppressed
,"Comal County, TX","48091","Under 15 years","15",Suppressed
,"Comal County, TX","48091","15-19 years","15-19",70
,"Comal County, TX","48091","20-24 years","20-24",290
,"Comal County, TX","48091","25-29 years","25-29",435
,"Comal County, TX","48091","30-34 years","30-34",429
,"Comal County, TX","48091","35-39 years","35-39",207
,"Comal County, TX","48091","40-44 years","40-44",47
,"Comal County, TX","48091","45-49 years","45-49",0
,"Comal County, TX","48091","50 years and over","50+",Suppressed
,"Dallas County, TX","48113","Under 15 years","15",34
,"Dallas County, TX","48113","15-19 years","15-19",2780
,"Dallas County, TX","48113","20-24 years","20-24",8679
,"Dallas County, TX","48113","25-29 years","25-29",10985
,"Dallas County, TX","48113","30-34 years","30-34",10385
,"Dallas County, TX","48113","35-39 years","35-39",5172
,"Dallas County, TX","48113","40-44 years","40-44",1140
,"Dallas County, TX","48113","45-49 years","45-49",85
,"Dallas County, TX","48113","50 years and over","50+",Suppressed
,"Denton County, TX","48121","Under 15 years","15",Suppressed
,"Denton County, TX","48121","15-19 years","15-19",352
,"Denton County, TX","48121","20-24 years","20-24",1372
,"Denton County, TX","48121","25-29 years","25-29",2836
,"Denton County, TX","48121","30-34 years","30-34",3294
,"Denton County, TX","48121","35-39 years","35-39",1596
