"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Brown County, WI","55009","American Indian or Alaska Native","1002-5",122
,"Brown County, WI","55009","Asian","A",165
,"Brown County, WI","55009","Black or African American","2054-5",159
,"Brown County, WI","55009","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Brown County, WI","55009","White","2106-3",2455
,"Brown County, WI","55009","More than one race","M",52
,"Brown County, WI","55009","Unknown or Not Stated","UNK",0
,"Brown County, WI","55009","Not Available","NA",0
,"Brown County, WI","55009","Not Reported","NR",0
,"Dane County, WI","55025","American Indian or Alaska Native","1002-5",15
,"Dane County, WI","55025","Asian","A",449
,"Dane County, WI","55025","Black or African American","2054-5",540
,"Dane County, WI","55025","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Dane County, WI","55025","White","2106-3",4504
,"Dane County, WI","55025","More than one race","M",157
,"Dane County, WI","55025","Unknown or Not Stated","UNK",0
,"Dane County, WI","55025","Not Available","NA",0
,"Dane County, WI","55025","Not Reported","NR",0
,"Fond du Lac County, WI","55039","American Indian or Alaska Native","1002-5",Suppressed
,"Fond du Lac County, WI","55039","Asian","A",24
,"Fond du Lac County, WI","55039","Black or African American","2054-5",39
,"Fond du Lac County, WI","55039","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Fond du Lac County, WI","55039","White","2106-3",887
,"Fond du Lac County, WI","55039","More than one race","M",17
,"Fond du Lac County, WI","55039","Unknown or Not Stated","UNK",0
,"Fond du Lac County, WI","55039","Not Available","NA",0
,"Fond du Lac County, WI","55039","Not Reported","NR",0
,"Kenosha County, WI","55059","American Indian or Alaska Native","1002-5",Suppressed
,"Kenosha County, WI","55059","Asian","A",34
,"Kenosha County, WI","55059","Black or African American","2054-5",210
,"Kenosha County, WI","55059","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Kenosha County, WI","55059","White","2106-3",1412
,"Kenosha County, WI","55059","More than one race","M",78
,"Kenosha County, WI","55059","Unknown or Not Stated","UNK",0
,"Kenosha County, WI","55059","Not Available","NA",0
,"Kenosha County, WI","55059","Not Reported","NR",0
,"La Crosse County, WI","55063","American Indian or Alaska Native","1002-5",Suppressed
,"La Crosse County, WI","55063","Asian","A",111
,"La Crosse County, WI","55063","Black or African American","2054-5",28
,"La Crosse County, WI","55063","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"La Crosse County, WI","55063","White","2106-3",955
,"La Crosse County, WI","55063","More than one race","M",24
,"La Crosse County, WI","55063","Unknown or Not Stated","UNK",0
,"La Crosse County, WI","55063","Not Available","NA",0
,"La Crosse County, WI","55063","Not Reported","NR",0
,"Marathon County, WI","55073","American Indian or Alaska Native","1002-5",Suppressed
,"Marathon County, WI","55073","Asian","A",149
,"Marathon County, WI","55073","Black or African American","2054-5",13
,"Marathon County, WI","55073","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Marathon County, WI","55073","White","2106-3",1213
,"Marathon County, WI","55073","More than one race","M",30
,"Marathon County, WI","55073","Unknown or Not Stated","UNK",0
,"Marathon County, WI","55073","Not Available","NA",0
