"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Atlantic County, NJ","34001","Under 15 years","15",Suppressed
,"Atlantic County, NJ","34001","15-19 years","15-19",113
,"Atlantic County, NJ","34001","20-24 years","20-24",455
,"Atlantic County, NJ","34001","25-29 years","25-29",806
,"Atlantic County, NJ","34001","30-34 years","30-34",899
,"Atlantic County, NJ","34001","35-39 years","35-39",441
,"Atlantic County, NJ","34001","40-44 years","40-44",102
,"Atlantic County, NJ","34001","45-49 years","45-49",Suppressed
,"Atlantic County, NJ","34001","50 years and over","50+",Suppressed
,"Bergen County, NJ","34003","Under 15 years","15",Suppressed
,"Bergen County, NJ","34003","15-19 years","15-19",86
,"Bergen County, NJ","34003","20-24 years","20-24",525
,"Bergen County, NJ","34003","25-29 years","25-29",1660
,"Bergen County, NJ","34003","30-34 years","30-34",3423
,"Bergen County, NJ","34003","35-39 years","35-39",2330
,"Bergen County, NJ","34003","40-44 years","40-44",579
,"Bergen County, NJ","34003","45-49 years","45-49",46
,"Bergen County, NJ","34003","50 years and over","50+",Suppressed
,"Burlington County, NJ","34005","Under 15 years","15",Suppressed
,"Burlington County, NJ","34005","15-19 years","15-19",86
,"Burlington County, NJ","34005","20-24 years","20-24",515
,"Burlington County, NJ","34005","25-29 years","25-29",1067
,"Burlington County, NJ","34005","30-34 years","30-34",1617
,"Burlington County, NJ","34005","35-39 years","35-39",923
,"Burlington County, NJ","34005","40-44 years","40-44",151
,"Burlington County, NJ","34005","45-49 years","45-49",15
,"Burlington County, NJ","34005","50 years and over","50+",Suppressed
,"Camden County, NJ","34007","Under 15 years","15",Suppressed
,"Camden County, NJ","34007","15-19 years","15-19",208
,"Camden County, NJ","34007","20-24 years","20-24",899
,"Camden County, NJ","34007","25-29 years","25-29",1549
,"Camden County, NJ","34007","30-34 years","30-34",1975
,"Camden County, NJ","34007","35-39 years","35-39",1069
,"Camden County, NJ","34007","40-44 years","40-44",209
,"Camden County, NJ","34007","45-49 years","45-49",18
,"Camden County, NJ","34007","50 years and over","50+",Suppressed
,"Cumberland County, NJ","34011","Under 15 years","15",Suppressed
,"Cumberland County, NJ","34011","15-19 years","15-19",126
,"Cumberland County, NJ","34011","20-24 years","20-24",404
,"Cumberland County, NJ","34011","25-29 years","25-29",576
,"Cumberland County, NJ","34011","30-34 years","30-34",466
,"Cumberland County, NJ","34011","35-39 years","35-39",202
,"Cumberland County, NJ","34011","40-44 years","40-44",43
,"Cumberland County, NJ","34011","45-49 years","45-49",Suppressed
,"Cumberland County, NJ","34011","50 years and over","50+",0
,"Essex County, NJ","34013","Under 15 years","15",Suppressed
,"Essex County, NJ","34013","15-19 years","15-19",331
,"Essex County, NJ","34013","20-24 years","20-24",1335
,"Essex County, NJ","34013","25-29 years","25-29",2222
,"Essex County, NJ","34013","30-34 years","30-34",3025
,"Essex County, NJ","34013","35-39 years","35-39",2159
,"Essex County, NJ","34013","40-44 years","40-44",521
,"Essex County, NJ","34013","45-49 years","45-49",46
,"Essex County, NJ","34013","50 years and over","50+",Suppressed
,"Gloucester County, NJ","34015","Under 15 years","15",Suppressed
,"Gloucester County, NJ","34015","15-19 years","15-19",50
,"Gloucester County, NJ","34015","20-24 years","20-24",308
,"Gloucester County, NJ","34015","25-29 years","25-29",726
,"Gloucester County, NJ","34015","30-34 years","30-34",1012
,"Gloucester County, NJ","34015","35-39 years","35-39",521
,"Gloucester County, NJ","34015","40-44 years","40-44",99
,"Gloucester County, NJ","34015","45-49 years","45-49",Suppressed
,"Gloucester County, NJ","34015","50 years and over","50+",Suppressed
,"Hudson County, NJ","34017","Under 15 years","15",Suppressed
,"Hudson County, NJ","34017","15-19 years","15-19",222
,"Hudson County, NJ","34017","20-24 years","20-24",979
,"Hudson County, NJ","34017","25-29 years","25-29",1921
,"Hudson County, NJ","34017","30-34 years","30-34",3645
,"Hudson County, NJ","34017","35-39 years","35-39",2238
,"Hudson County, NJ","34017","40-44 years","40-44",497
,"Hudson County, NJ","34017","45-49 years","45-49",39
,"Hudson County, NJ","34017","50 years and over","50+",Suppressed
,"Hunterdon County, NJ","34019","Under 15 years","15",0
,"Hunterdon County, NJ","34019","15-19 years","15-19",Suppressed
,"Hunterdon County, NJ","34019","20-24 years","20-24",39
,"Hunterdon County, NJ","34019","25-29 years","25-29",200
,"Hunterdon County, NJ","34019","30-34 years","30-34",436
,"Hunterdon County, NJ","34019","35-39 years","35-39",230
,"Hunterdon County, NJ","34019","40-44 years","40-44",80
,"Hunterdon County, NJ","34019","45-49 years","45-49",Suppressed
,"Hunterdon County, NJ","34019","50 years and over","50+",0
,"Mercer County, NJ","34021","Under 15 years","15",Suppressed
,"Mercer County, NJ","34021","15-19 years","15-19",196
,"Mercer County, NJ","34021","20-24 years","20-24",555
,"Mercer County, NJ","34021","25-29 years","25-29",939
,"Mercer County, NJ","34021","30-34 years","30-34",1324
,"Mercer County, NJ","34021","35-39 years","35-39",728
,"Mercer County, NJ","34021","40-44 years","40-44",221
,"Mercer County, NJ","34021","45-49 years","45-49",17
,"Mercer County, NJ","34021","50 years and over","50+",Suppressed
,"Middlesex County, NJ","34023","Under 15 years","15",Suppressed
,"Middlesex County, NJ","34023","15-19 years","15-19",198
,"Middlesex County, NJ","34023","20-24 years","20-24",833
,"Middlesex County, NJ","34023","25-29 years","25-29",1982
,"Middlesex County, NJ","34023","30-34 years","30-34",3131
,"Middlesex County, NJ","34023","35-39 years","35-39",1851
,"Middlesex County, NJ","34023","40-44 years","40-44",396
,"Middlesex County, NJ","34023","45-49 years","45-49",29
,"Middlesex County, NJ","34023","50 years and over","50+",Suppressed
,"Monmouth County, NJ","34025","Under 15 years","15",Suppressed
,"Monmouth County, NJ","34025","15-19 years","15-19",72
,"Monmouth County, NJ","34025","20-24 years","20-24",459
,"Monmouth County, NJ","34025","25-29 years","25-29",1149
,"Monmouth County, NJ","34025","30-34 years","30-34",2443
,"Monmouth County, NJ","34025","35-39 years","35-39",1415
,"Monmouth County, NJ","34025","40-44 years","40-44",284
,"Monmouth County, NJ","34025","45-49 years","45-49",27
,"Monmouth County, NJ","34025","50 years and over","50+",Suppressed
,"Morris County, NJ","34027","Under 15 years","15",0
,"Morris County, NJ","34027","15-19 years","15-19",30
,"Morris County, NJ","34027","20-24 years","20-24",194
,"Morris County, NJ","34027","25-29 years","25-29",852
,"Morris County, NJ","34027","30-34 years","30-34",1957
,"Morris County, NJ","34027","35-39 years","35-39",1241
,"Morris County, NJ","34027","40-44 years","40-44",269
,"Morris County, NJ","34027","45-49 years","45-49",34
,"Morris County, NJ","34027","50 years and over","50+",Suppressed
,"Ocean County, NJ","34029","Under 15 years","15",Suppressed
,"Ocean County, NJ","34029","15-19 years","15-19",119
,"Ocean County, NJ","34029","20-24 years","20-24",1862
,"Ocean County, NJ","34029","25-29 years","25-29",2703
,"Ocean County, NJ","34029","30-34 years","30-34",2704
,"Ocean County, NJ","34029","35-39 years","35-39",1488
,"Ocean County, NJ","34029","40-44 years","40-44",418
,"Ocean County, NJ","34029","45-49 years","45-49",16
,"Ocean County, NJ","34029","50 years and over","50+",Suppressed
,"Passaic County, NJ","34031","Under 15 years","15",Suppressed
,"Passaic County, NJ","34031","15-19 years","15-19",271
,"Passaic County, NJ","34031","20-24 years","20-24",1028
,"Passaic County, NJ","34031","25-29 years","25-29",1630
,"Passaic County, NJ","34031","30-34 years","30-34",1903
,"Passaic County, NJ","34031","35-39 years","35-39",1104
,"Passaic County, NJ","34031","40-44 years","40-44",299
,"Passaic County, NJ","34031","45-49 years","45-49",22
,"Passaic County, NJ","34031","50 years and over","50+",Suppressed
,"Somerset County, NJ","34035","Under 15 years","15",0
,"Somerset County, NJ","34035","15-19 years","15-19",59
,"Somerset County, NJ","34035","20-24 years","20-24",196
,"Somerset County, NJ","34035","25-29 years","25-29",552
,"Somerset County, NJ","34035","30-34 years","30-34",1166
,"Somerset County, NJ","34035","35-39 years","35-39",762
,"Somerset County, NJ","34035","40-44 years","40-44",180
,"Somerset County, NJ","34035","45-49 years","45-49",11
,"Somerset County, NJ","34035","50 years and over","50+",Suppressed
,"Sussex County, NJ","34037","Under 15 years","15",0
,"Sussex County, NJ","34037","15-19 years","15-19",15
,"Sussex County, NJ","34037","20-24 years","20-24",103
,"Sussex County, NJ","34037","25-29 years","25-29",313
,"Sussex County, NJ","34037","30-34 years","30-34",537
,"Sussex County, NJ","34037","35-39 years","35-39",268
,"Sussex County, NJ","34037","40-44 years","40-44",59
,"Sussex County, NJ","34037","45-49 years","45-49",Suppressed
,"Sussex County, NJ","34037","50 years and over","50+",0
,"Union County, NJ","34039","Under 15 years","15",Suppressed
,"Union County, NJ","34039","15-19 years","15-19",188
,"Union County, NJ","34039","20-24 years","20-24",742
,"Union County, NJ","34039","25-29 years","25-29",1336
,"Union County, NJ","34039","30-34 years","30-34",2221
,"Union County, NJ","34039","35-39 years","35-39",1479
,"Union County, NJ","34039","40-44 years","40-44",376
,"Union County, NJ","34039","45-49 years","45-49",18
,"Union County, NJ","34039","50 years and over","50+",Suppressed
,"Warren County, NJ","34041","Under 15 years","15",0
,"Warren County, NJ","34041","15-19 years","15-19",28
,"Warren County, NJ","34041","20-24 years","20-24",117
,"Warren County, NJ","34041","25-29 years","25-29",260
,"Warren County, NJ","34041","30-34 years","30-34",352
,"Warren County, NJ","34041","35-39 years","35-39",225
,"Warren County, NJ","34041","40-44 years","40-44",34
,"Warren County, NJ","34041","45-49 years","45-49",Suppressed
,"Warren County, NJ","34041","50 years and over","50+",0
,"Unidentified Counties, NJ","34999","Under 15 years","15",0
,"Unidentified Counties, NJ","34999","15-19 years","15-19",48
,"Unidentified Counties, NJ","34999","20-24 years","20-24",251
,"Unidentified Counties, NJ","34999","25-29 years","25-29",433
,"Unidentified Counties, NJ","34999","30-34 years","30-34",447
,"Unidentified Counties, NJ","34999","35-39 years","35-39",178
,"Unidentified Counties, NJ","34999","40-44 years","40-44",42
,"Unidentified Counties, NJ","34999","45-49 years","45-49",Suppressed
,"Unidentified Counties, NJ","34999","50 years and over","50+",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2020"
"Group By: County of Residence; Age of Mother 9"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
