"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Bell County, TX","48027","Hispanic or Latino","2135-2",1696
,"Bell County, TX","48027","Not Hispanic or Latino","2186-5",4389
,"Bell County, TX","48027","Unknown or Not Stated","9",10
,"Bexar County, TX","48029","Hispanic or Latino","2135-2",16372
,"Bexar County, TX","48029","Not Hispanic or Latino","2186-5",8832
,"Bexar County, TX","48029","Unknown or Not Stated","9",24
,"Brazoria County, TX","48039","Hispanic or Latino","2135-2",1742
,"Brazoria County, TX","48039","Not Hispanic or Latino","2186-5",2742
,"Brazoria County, TX","48039","Unknown or Not Stated","9",11
,"Brazos County, TX","48041","Hispanic or Latino","2135-2",945
,"Brazos County, TX","48041","Not Hispanic or Latino","2186-5",1685
,"Brazos County, TX","48041","Unknown or Not Stated","9",Suppressed
,"Cameron County, TX","48061","Hispanic or Latino","2135-2",5310
,"Cameron County, TX","48061","Not Hispanic or Latino","2186-5",709
,"Cameron County, TX","48061","Unknown or Not Stated","9",0
,"Collin County, TX","48085","Hispanic or Latino","2135-2",2350
,"Collin County, TX","48085","Not Hispanic or Latino","2186-5",9004
,"Collin County, TX","48085","Unknown or Not Stated","9",57
,"Comal County, TX","48091","Hispanic or Latino","2135-2",613
,"Comal County, TX","48091","Not Hispanic or Latino","2186-5",1043
,"Comal County, TX","48091","Unknown or Not Stated","9",Suppressed
,"Dallas County, TX","48113","Hispanic or Latino","2135-2",17536
,"Dallas County, TX","48113","Not Hispanic or Latino","2186-5",18543
,"Dallas County, TX","48113","Unknown or Not Stated","9",35
,"Denton County, TX","48121","Hispanic or Latino","2135-2",2494
,"Denton County, TX","48121","Not Hispanic or Latino","2186-5",7450
,"Denton County, TX","48121","Unknown or Not Stated","9",18
,"Ector County, TX","48135","Hispanic or Latino","2135-2",1978
,"Ector County, TX","48135","Not Hispanic or Latino","2186-5",762
,"Ector County, TX","48135","Unknown or Not Stated","9",Suppressed
,"Ellis County, TX","48139","Hispanic or Latino","2135-2",797
,"Ellis County, TX","48139","Not Hispanic or Latino","2186-5",1581
,"Ellis County, TX","48139","Unknown or Not Stated","9",Suppressed
,"El Paso County, TX","48141","Hispanic or Latino","2135-2",9183
,"El Paso County, TX","48141","Not Hispanic or Latino","2186-5",1901
,"El Paso County, TX","48141","Unknown or Not Stated","9",Suppressed
,"Fort Bend County, TX","48157","Hispanic or Latino","2135-2",2623
,"Fort Bend County, TX","48157","Not Hispanic or Latino","2186-5",6191
,"Fort Bend County, TX","48157","Unknown or Not Stated","9",11
,"Galveston County, TX","48167","Hispanic or Latino","2135-2",1294
,"Galveston County, TX","48167","Not Hispanic or Latino","2186-5",2591
,"Galveston County, TX","48167","Unknown or Not Stated","9",Suppressed
,"Grayson County, TX","48181","Hispanic or Latino","2135-2",405
,"Grayson County, TX","48181","Not Hispanic or Latino","2186-5",1178
,"Grayson County, TX","48181","Unknown or Not Stated","9",Suppressed
,"Gregg County, TX","48183","Hispanic or Latino","2135-2",410
,"Gregg County, TX","48183","Not Hispanic or Latino","2186-5",1164
,"Gregg County, TX","48183","Unknown or Not Stated","9",0
,"Guadalupe County, TX","48187","Hispanic or Latino","2135-2",872
,"Guadalupe County, TX","48187","Not Hispanic or Latino","2186-5",1030
,"Guadalupe County, TX","48187","Unknown or Not Stated","9",0
,"Harris County, TX","48201","Hispanic or Latino","2135-2",32632
,"Harris County, TX","48201","Not Hispanic or Latino","2186-5",31075
,"Harris County, TX","48201","Unknown or Not Stated","9",106
,"Hays County, TX","48209","Hispanic or Latino","2135-2",1420
,"Hays County, TX","48209","Not Hispanic or Latino","2186-5",1379
,"Hays County, TX","48209","Unknown or Not Stated","9",Suppressed
,"Hidalgo County, TX","48215","Hispanic or Latino","2135-2",12939
,"Hidalgo County, TX","48215","Not Hispanic or Latino","2186-5",437
,"Hidalgo County, TX","48215","Unknown or Not Stated","9",Suppressed
,"Jefferson County, TX","48245","Hispanic or Latino","2135-2",1044
,"Jefferson County, TX","48245","Not Hispanic or Latino","2186-5",2146
,"Jefferson County, TX","48245","Unknown or Not Stated","9",0
,"Johnson County, TX","48251","Hispanic or Latino","2135-2",665
,"Johnson County, TX","48251","Not Hispanic or Latino","2186-5",1449
,"Johnson County, TX","48251","Unknown or Not Stated","9",Suppressed
,"Kaufman County, TX","48257","Hispanic or Latino","2135-2",636
,"Kaufman County, TX","48257","Not Hispanic or Latino","2186-5",1388
,"Kaufman County, TX","48257","Unknown or Not Stated","9",Suppressed
,"Lubbock County, TX","48303","Hispanic or Latino","2135-2",1761
,"Lubbock County, TX","48303","Not Hispanic or Latino","2186-5",2212
,"Lubbock County, TX","48303","Unknown or Not Stated","9",Suppressed
,"McLennan County, TX","48309","Hispanic or Latino","2135-2",1118
,"McLennan County, TX","48309","Not Hispanic or Latino","2186-5",2076
,"McLennan County, TX","48309","Unknown or Not Stated","9",Suppressed
,"Midland County, TX","48329","Hispanic or Latino","2135-2",1528
,"Midland County, TX","48329","Not Hispanic or Latino","2186-5",1389
,"Midland County, TX","48329","Unknown or Not Stated","9",Suppressed
,"Montgomery County, TX","48339","Hispanic or Latino","2135-2",2675
,"Montgomery County, TX","48339","Not Hispanic or Latino","2186-5",4741
,"Montgomery County, TX","48339","Unknown or Not Stated","9",12
,"Nueces County, TX","48355","Hispanic or Latino","2135-2",3016
,"Nueces County, TX","48355","Not Hispanic or Latino","2186-5",1374
,"Nueces County, TX","48355","Unknown or Not Stated","9",Suppressed
,"Parker County, TX","48367","Hispanic or Latino","2135-2",289
,"Parker County, TX","48367","Not Hispanic or Latino","2186-5",1342
,"Parker County, TX","48367","Unknown or Not Stated","9",Suppressed
,"Potter County, TX","48375","Hispanic or Latino","2135-2",794
,"Potter County, TX","48375","Not Hispanic or Latino","2186-5",785
,"Potter County, TX","48375","Unknown or Not Stated","9",0
,"Randall County, TX","48381","Hispanic or Latino","2135-2",487
,"Randall County, TX","48381","Not Hispanic or Latino","2186-5",1109
,"Randall County, TX","48381","Unknown or Not Stated","9",0
,"Smith County, TX","48423","Hispanic or Latino","2135-2",885
,"Smith County, TX","48423","Not Hispanic or Latino","2186-5",2009
,"Smith County, TX","48423","Unknown or Not Stated","9",0
