"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Aiken County, SC","45003","Under 15 years","15",0
,"Aiken County, SC","45003","15-19 years","15-19",108
,"Aiken County, SC","45003","20-24 years","20-24",465
,"Aiken County, SC","45003","25-29 years","25-29",617
,"Aiken County, SC","45003","30-34 years","30-34",456
,"Aiken County, SC","45003","35-39 years","35-39",219
,"Aiken County, SC","45003","40-44 years","40-44",36
,"Aiken County, SC","45003","45-49 years","45-49",Suppressed
,"Aiken County, SC","45003","50 years and over","50+",0
,"Anderson County, SC","45007","Under 15 years","15",0
,"Anderson County, SC","45007","15-19 years","15-19",123
,"Anderson County, SC","45007","20-24 years","20-24",531
,"Anderson County, SC","45007","25-29 years","25-29",734
,"Anderson County, SC","45007","30-34 years","30-34",498
,"Anderson County, SC","45007","35-39 years","35-39",218
,"Anderson County, SC","45007","40-44 years","40-44",44
,"Anderson County, SC","45007","45-49 years","45-49",Suppressed
,"Anderson County, SC","45007","50 years and over","50+",0
,"Beaufort County, SC","45013","Under 15 years","15",0
,"Beaufort County, SC","45013","15-19 years","15-19",77
,"Beaufort County, SC","45013","20-24 years","20-24",395
,"Beaufort County, SC","45013","25-29 years","25-29",569
,"Beaufort County, SC","45013","30-34 years","30-34",492
,"Beaufort County, SC","45013","35-39 years","35-39",252
,"Beaufort County, SC","45013","40-44 years","40-44",62
,"Beaufort County, SC","45013","45-49 years","45-49",Suppressed
,"Beaufort County, SC","45013","50 years and over","50+",0
,"Berkeley County, SC","45015","Under 15 years","15",Suppressed
,"Berkeley County, SC","45015","15-19 years","15-19",121
,"Berkeley County, SC","45015","20-24 years","20-24",567
,"Berkeley County, SC","45015","25-29 years","25-29",859
,"Berkeley County, SC","45015","30-34 years","30-34",814
,"Berkeley County, SC","45015","35-39 years","35-39",351
,"Berkeley County, SC","45015","40-44 years","40-44",62
,"Berkeley County, SC","45015","45-49 years","45-49",Suppressed
,"Berkeley County, SC","45015","50 years and over","50+",0
,"Charleston County, SC","45019","Under 15 years","15",0
,"Charleston County, SC","45019","15-19 years","15-19",203
,"Charleston County, SC","45019","20-24 years","20-24",670
,"Charleston County, SC","45019","25-29 years","25-29",1175
,"Charleston County, SC","45019","30-34 years","30-34",1711
,"Charleston County, SC","45019","35-39 years","35-39",968
,"Charleston County, SC","45019","40-44 years","40-44",165
,"Charleston County, SC","45019","45-49 years","45-49",Suppressed
,"Charleston County, SC","45019","50 years and over","50+",0
,"Dorchester County, SC","45035","Under 15 years","15",Suppressed
,"Dorchester County, SC","45035","15-19 years","15-19",71
,"Dorchester County, SC","45035","20-24 years","20-24",386
,"Dorchester County, SC","45035","25-29 years","25-29",586
,"Dorchester County, SC","45035","30-34 years","30-34",540
,"Dorchester County, SC","45035","35-39 years","35-39",255
,"Dorchester County, SC","45035","40-44 years","40-44",50
,"Dorchester County, SC","45035","45-49 years","45-49",Suppressed
,"Dorchester County, SC","45035","50 years and over","50+",Suppressed
,"Florence County, SC","45041","Under 15 years","15",Suppressed
,"Florence County, SC","45041","15-19 years","15-19",124
,"Florence County, SC","45041","20-24 years","20-24",383
,"Florence County, SC","45041","25-29 years","25-29",457
,"Florence County, SC","45041","30-34 years","30-34",436
,"Florence County, SC","45041","35-39 years","35-39",153
,"Florence County, SC","45041","40-44 years","40-44",34
,"Florence County, SC","45041","45-49 years","45-49",0
,"Florence County, SC","45041","50 years and over","50+",0
,"Greenville County, SC","45045","Under 15 years","15",Suppressed
,"Greenville County, SC","45045","15-19 years","15-19",258
,"Greenville County, SC","45045","20-24 years","20-24",1055
,"Greenville County, SC","45045","25-29 years","25-29",1852
,"Greenville County, SC","45045","30-34 years","30-34",1976
,"Greenville County, SC","45045","35-39 years","35-39",906
,"Greenville County, SC","45045","40-44 years","40-44",177
,"Greenville County, SC","45045","45-49 years","45-49",Suppressed
,"Greenville County, SC","45045","50 years and over","50+",0
,"Horry County, SC","45051","Under 15 years","15",Suppressed
,"Horry County, SC","45051","15-19 years","15-19",166
,"Horry County, SC","45051","20-24 years","20-24",721
,"Horry County, SC","45051","25-29 years","25-29",900
,"Horry County, SC","45051","30-34 years","30-34",787
,"Horry County, SC","45051","35-39 years","35-39",423
,"Horry County, SC","45051","40-44 years","40-44",88
,"Horry County, SC","45051","45-49 years","45-49",Suppressed
,"Horry County, SC","45051","50 years and over","50+",0
,"Lexington County, SC","45063","Under 15 years","15",0
,"Lexington County, SC","45063","15-19 years","15-19",169
,"Lexington County, SC","45063","20-24 years","20-24",569
,"Lexington County, SC","45063","25-29 years","25-29",979
,"Lexington County, SC","45063","30-34 years","30-34",936
,"Lexington County, SC","45063","35-39 years","35-39",423
,"Lexington County, SC","45063","40-44 years","40-44",78
,"Lexington County, SC","45063","45-49 years","45-49",Suppressed
,"Lexington County, SC","45063","50 years and over","50+",0
,"Pickens County, SC","45077","Under 15 years","15",0
,"Pickens County, SC","45077","15-19 years","15-19",78
,"Pickens County, SC","45077","20-24 years","20-24",278
,"Pickens County, SC","45077","25-29 years","25-29",386
,"Pickens County, SC","45077","30-34 years","30-34",275
,"Pickens County, SC","45077","35-39 years","35-39",117
,"Pickens County, SC","45077","40-44 years","40-44",18
