"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Allen County, OH","39003","Under 15 years","15",0
,"Allen County, OH","39003","15-19 years","15-19",85
,"Allen County, OH","39003","20-24 years","20-24",336
,"Allen County, OH","39003","25-29 years","25-29",365
,"Allen County, OH","39003","30-34 years","30-34",280
,"Allen County, OH","39003","35-39 years","35-39",103
,"Allen County, OH","39003","40-44 years","40-44",14
,"Allen County, OH","39003","45-49 years","45-49",Suppressed
,"Allen County, OH","39003","50 years and over","50+",0
,"Ashtabula County, OH","39007","Under 15 years","15",0
,"Ashtabula County, OH","39007","15-19 years","15-19",63
,"Ashtabula County, OH","39007","20-24 years","20-24",290
,"Ashtabula County, OH","39007","25-29 years","25-29",322
,"Ashtabula County, OH","39007","30-34 years","30-34",234
,"Ashtabula County, OH","39007","35-39 years","35-39",88
,"Ashtabula County, OH","39007","40-44 years","40-44",19
,"Ashtabula County, OH","39007","45-49 years","45-49",0
,"Ashtabula County, OH","39007","50 years and over","50+",0
,"Butler County, OH","39017","Under 15 years","15",Suppressed
,"Butler County, OH","39017","15-19 years","15-19",215
,"Butler County, OH","39017","20-24 years","20-24",841
,"Butler County, OH","39017","25-29 years","25-29",1333
,"Butler County, OH","39017","30-34 years","30-34",1312
,"Butler County, OH","39017","35-39 years","35-39",551
,"Butler County, OH","39017","40-44 years","40-44",105
,"Butler County, OH","39017","45-49 years","45-49",Suppressed
,"Butler County, OH","39017","50 years and over","50+",0
,"Clark County, OH","39023","Under 15 years","15",Suppressed
,"Clark County, OH","39023","15-19 years","15-19",126
,"Clark County, OH","39023","20-24 years","20-24",437
,"Clark County, OH","39023","25-29 years","25-29",496
,"Clark County, OH","39023","30-34 years","30-34",306
,"Clark County, OH","39023","35-39 years","35-39",110
,"Clark County, OH","39023","40-44 years","40-44",29
,"Clark County, OH","39023","45-49 years","45-49",0
,"Clark County, OH","39023","50 years and over","50+",0
,"Clermont County, OH","39025","Under 15 years","15",0
,"Clermont County, OH","39025","15-19 years","15-19",89
,"Clermont County, OH","39025","20-24 years","20-24",413
,"Clermont County, OH","39025","25-29 years","25-29",641
,"Clermont County, OH","39025","30-34 years","30-34",676
,"Clermont County, OH","39025","35-39 years","35-39",307
,"Clermont County, OH","39025","40-44 years","40-44",38
,"Clermont County, OH","39025","45-49 years","45-49",Suppressed
,"Clermont County, OH","39025","50 years and over","50+",0
,"Columbiana County, OH","39029","Under 15 years","15",0
,"Columbiana County, OH","39029","15-19 years","15-19",51
,"Columbiana County, OH","39029","20-24 years","20-24",258
,"Columbiana County, OH","39029","25-29 years","25-29",321
,"Columbiana County, OH","39029","30-34 years","30-34",252
,"Columbiana County, OH","39029","35-39 years","35-39",92
,"Columbiana County, OH","39029","40-44 years","40-44",10
,"Columbiana County, OH","39029","45-49 years","45-49",0
,"Columbiana County, OH","39029","50 years and over","50+",0
,"Cuyahoga County, OH","39035","Under 15 years","15",10
,"Cuyahoga County, OH","39035","15-19 years","15-19",626
,"Cuyahoga County, OH","39035","20-24 years","20-24",2325
,"Cuyahoga County, OH","39035","25-29 years","25-29",3715
,"Cuyahoga County, OH","39035","30-34 years","30-34",4125
,"Cuyahoga County, OH","39035","35-39 years","35-39",2005
,"Cuyahoga County, OH","39035","40-44 years","40-44",362
,"Cuyahoga County, OH","39035","45-49 years","45-49",19
,"Cuyahoga County, OH","39035","50 years and over","50+",Suppressed
,"Delaware County, OH","39041","Under 15 years","15",0
,"Delaware County, OH","39041","15-19 years","15-19",30
,"Delaware County, OH","39041","20-24 years","20-24",144
,"Delaware County, OH","39041","25-29 years","25-29",456
,"Delaware County, OH","39041","30-34 years","30-34",855
,"Delaware County, OH","39041","35-39 years","35-39",409
,"Delaware County, OH","39041","40-44 years","40-44",74
,"Delaware County, OH","39041","45-49 years","45-49",Suppressed
,"Delaware County, OH","39041","50 years and over","50+",Suppressed
,"Fairfield County, OH","39045","Under 15 years","15",Suppressed
,"Fairfield County, OH","39045","15-19 years","15-19",48
,"Fairfield County, OH","39045","20-24 years","20-24",321
,"Fairfield County, OH","39045","25-29 years","25-29",514
,"Fairfield County, OH","39045","30-34 years","30-34",485
,"Fairfield County, OH","39045","35-39 years","35-39",213
,"Fairfield County, OH","39045","40-44 years","40-44",43
,"Fairfield County, OH","39045","45-49 years","45-49",Suppressed
,"Fairfield County, OH","39045","50 years and over","50+",0
,"Franklin County, OH","39049","Under 15 years","15",12
,"Franklin County, OH","39049","15-19 years","15-19",667
,"Franklin County, OH","39049","20-24 years","20-24",2890
,"Franklin County, OH","39049","25-29 years","25-29",4924
,"Franklin County, OH","39049","30-34 years","30-34",5738
,"Franklin County, OH","39049","35-39 years","35-39",2747
,"Franklin County, OH","39049","40-44 years","40-44",534
,"Franklin County, OH","39049","45-49 years","45-49",40
,"Franklin County, OH","39049","50 years and over","50+",Suppressed
,"Greene County, OH","39057","Under 15 years","15",Suppressed
,"Greene County, OH","39057","15-19 years","15-19",59
,"Greene County, OH","39057","20-24 years","20-24",310
,"Greene County, OH","39057","25-29 years","25-29",548
,"Greene County, OH","39057","30-34 years","30-34",534
,"Greene County, OH","39057","35-39 years","35-39",220
,"Greene County, OH","39057","40-44 years","40-44",37
,"Greene County, OH","39057","45-49 years","45-49",Suppressed
,"Greene County, OH","39057","50 years and over","50+",0
,"Hamilton County, OH","39061","Under 15 years","15",16
,"Hamilton County, OH","39061","15-19 years","15-19",516
,"Hamilton County, OH","39061","20-24 years","20-24",1801
,"Hamilton County, OH","39061","25-29 years","25-29",2781
,"Hamilton County, OH","39061","30-34 years","30-34",3381
,"Hamilton County, OH","39061","35-39 years","35-39",1606
,"Hamilton County, OH","39061","40-44 years","40-44",273
,"Hamilton County, OH","39061","45-49 years","45-49",Suppressed
,"Hamilton County, OH","39061","50 years and over","50+",Suppressed
,"Lake County, OH","39085","Under 15 years","15",0
,"Lake County, OH","39085","15-19 years","15-19",50
,"Lake County, OH","39085","20-24 years","20-24",305
,"Lake County, OH","39085","25-29 years","25-29",598
,"Lake County, OH","39085","30-34 years","30-34",705
,"Lake County, OH","39085","35-39 years","35-39",296
,"Lake County, OH","39085","40-44 years","40-44",63
,"Lake County, OH","39085","45-49 years","45-49",Suppressed
,"Lake County, OH","39085","50 years and over","50+",Suppressed
,"Licking County, OH","39089","Under 15 years","15",0
,"Licking County, OH","39089","15-19 years","15-19",68
,"Licking County, OH","39089","20-24 years","20-24",397
,"Licking County, OH","39089","25-29 years","25-29",608
,"Licking County, OH","39089","30-34 years","30-34",488
,"Licking County, OH","39089","35-39 years","35-39",228
,"Licking County, OH","39089","40-44 years","40-44",33
,"Licking County, OH","39089","45-49 years","45-49",0
,"Licking County, OH","39089","50 years and over","50+",0
,"Lorain County, OH","39093","Under 15 years","15",Suppressed
,"Lorain County, OH","39093","15-19 years","15-19",167
,"Lorain County, OH","39093","20-24 years","20-24",629
,"Lorain County, OH","39093","25-29 years","25-29",958
,"Lorain County, OH","39093","30-34 years","30-34",897
,"Lorain County, OH","39093","35-39 years","35-39",456
,"Lorain County, OH","39093","40-44 years","40-44",75
,"Lorain County, OH","39093","45-49 years","45-49",Suppressed
,"Lorain County, OH","39093","50 years and over","50+",0
,"Lucas County, OH","39095","Under 15 years","15",Suppressed
,"Lucas County, OH","39095","15-19 years","15-19",345
,"Lucas County, OH","39095","20-24 years","20-24",1210
,"Lucas County, OH","39095","25-29 years","25-29",1608
,"Lucas County, OH","39095","30-34 years","30-34",1310
,"Lucas County, OH","39095","35-39 years","35-39",583
,"Lucas County, OH","39095","40-44 years","40-44",107
,"Lucas County, OH","39095","45-49 years","45-49",Suppressed
,"Lucas County, OH","39095","50 years and over","50+",0
,"Mahoning County, OH","39099","Under 15 years","15",Suppressed
,"Mahoning County, OH","39099","15-19 years","15-19",135
,"Mahoning County, OH","39099","20-24 years","20-24",487
,"Mahoning County, OH","39099","25-29 years","25-29",732
,"Mahoning County, OH","39099","30-34 years","30-34",643
,"Mahoning County, OH","39099","35-39 years","35-39",268
,"Mahoning County, OH","39099","40-44 years","40-44",57
,"Mahoning County, OH","39099","45-49 years","45-49",Suppressed
,"Mahoning County, OH","39099","50 years and over","50+",0
,"Medina County, OH","39103","Under 15 years","15",0
,"Medina County, OH","39103","15-19 years","15-19",23
,"Medina County, OH","39103","20-24 years","20-24",191
,"Medina County, OH","39103","25-29 years","25-29",450
,"Medina County, OH","39103","30-34 years","30-34",612
,"Medina County, OH","39103","35-39 years","35-39",260
,"Medina County, OH","39103","40-44 years","40-44",44
,"Medina County, OH","39103","45-49 years","45-49",Suppressed
,"Medina County, OH","39103","50 years and over","50+",0
,"Miami County, OH","39109","Under 15 years","15",0
,"Miami County, OH","39109","15-19 years","15-19",73
,"Miami County, OH","39109","20-24 years","20-24",256
,"Miami County, OH","39109","25-29 years","25-29",381
,"Miami County, OH","39109","30-34 years","30-34",281
,"Miami County, OH","39109","35-39 years","35-39",136
,"Miami County, OH","39109","40-44 years","40-44",17
,"Miami County, OH","39109","45-49 years","45-49",0
,"Miami County, OH","39109","50 years and over","50+",0
,"Montgomery County, OH","39113","Under 15 years","15",Suppressed
,"Montgomery County, OH","39113","15-19 years","15-19",372
,"Montgomery County, OH","39113","20-24 years","20-24",1338
,"Montgomery County, OH","39113","25-29 years","25-29",1932
,"Montgomery County, OH","39113","30-34 years","30-34",1654
,"Montgomery County, OH","39113","35-39 years","35-39",740
,"Montgomery County, OH","39113","40-44 years","40-44",124
,"Montgomery County, OH","39113","45-49 years","45-49",Suppressed
,"Montgomery County, OH","39113","50 years and over","50+",Suppressed
,"Portage County, OH","39133","Under 15 years","15",Suppressed
,"Portage County, OH","39133","15-19 years","15-19",56
,"Portage County, OH","39133","20-24 years","20-24",216
,"Portage County, OH","39133","25-29 years","25-29",385
,"Portage County, OH","39133","30-34 years","30-34",454
,"Portage County, OH","39133","35-39 years","35-39",171
,"Portage County, OH","39133","40-44 years","40-44",22
,"Portage County, OH","39133","45-49 years","45-49",Suppressed
,"Portage County, OH","39133","50 years and over","50+",0
,"Richland County, OH","39139","Under 15 years","15",0
,"Richland County, OH","39139","15-19 years","15-19",102
,"Richland County, OH","39139","20-24 years","20-24",354
,"Richland County, OH","39139","25-29 years","25-29",455
,"Richland County, OH","39139","30-34 years","30-34",286
,"Richland County, OH","39139","35-39 years","35-39",102
