"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Alameda County, CA","06001","Under 15 years","15",Suppressed
,"Alameda County, CA","06001","15-19 years","15-19",306
,"Alameda County, CA","06001","20-24 years","20-24",1500
,"Alameda County, CA","06001","25-29 years","25-29",3482
,"Alameda County, CA","06001","30-34 years","30-34",6500
,"Alameda County, CA","06001","35-39 years","35-39",4473
,"Alameda County, CA","06001","40-44 years","40-44",971
,"Alameda County, CA","06001","45-49 years","45-49",72
,"Alameda County, CA","06001","50 years and over","50+",Suppressed
,"Butte County, CA","06007","Under 15 years","15",0
,"Butte County, CA","06007","15-19 years","15-19",63
,"Butte County, CA","06007","20-24 years","20-24",389
,"Butte County, CA","06007","25-29 years","25-29",604
,"Butte County, CA","06007","30-34 years","30-34",608
,"Butte County, CA","06007","35-39 years","35-39",265
,"Butte County, CA","06007","40-44 years","40-44",60
,"Butte County, CA","06007","45-49 years","45-49",Suppressed
,"Butte County, CA","06007","50 years and over","50+",0
,"Contra Costa County, CA","06013","Under 15 years","15",Suppressed
,"Contra Costa County, CA","06013","15-19 years","15-19",249
,"Contra Costa County, CA","06013","20-24 years","20-24",1243
,"Contra Costa County, CA","06013","25-29 years","25-29",2583
,"Contra Costa County, CA","06013","30-34 years","30-34",4109
,"Contra Costa County, CA","06013","35-39 years","35-39",2881
,"Contra Costa County, CA","06013","40-44 years","40-44",627
,"Contra Costa County, CA","06013","45-49 years","45-49",59
,"Contra Costa County, CA","06013","50 years and over","50+",Suppressed
,"El Dorado County, CA","06017","Under 15 years","15",0
,"El Dorado County, CA","06017","15-19 years","15-19",22
,"El Dorado County, CA","06017","20-24 years","20-24",187
,"El Dorado County, CA","06017","25-29 years","25-29",333
,"El Dorado County, CA","06017","30-34 years","30-34",514
,"El Dorado County, CA","06017","35-39 years","35-39",320
,"El Dorado County, CA","06017","40-44 years","40-44",81
,"El Dorado County, CA","06017","45-49 years","45-49",Suppressed
,"El Dorado County, CA","06017","50 years and over","50+",Suppressed
,"Fresno County, CA","06019","Under 15 years","15",Suppressed
,"Fresno County, CA","06019","15-19 years","15-19",706
,"Fresno County, CA","06019","20-24 years","20-24",2807
,"Fresno County, CA","06019","25-29 years","25-29",4169
,"Fresno County, CA","06019","30-34 years","30-34",3787
,"Fresno County, CA","06019","35-39 years","35-39",1870
,"Fresno County, CA","06019","40-44 years","40-44",434
,"Fresno County, CA","06019","45-49 years","45-49",39
,"Fresno County, CA","06019","50 years and over","50+",Suppressed
,"Humboldt County, CA","06023","Under 15 years","15",0
,"Humboldt County, CA","06023","15-19 years","15-19",42
,"Humboldt County, CA","06023","20-24 years","20-24",226
,"Humboldt County, CA","06023","25-29 years","25-29",353
,"Humboldt County, CA","06023","30-34 years","30-34",359
,"Humboldt County, CA","06023","35-39 years","35-39",237
,"Humboldt County, CA","06023","40-44 years","40-44",43
,"Humboldt County, CA","06023","45-49 years","45-49",Suppressed
,"Humboldt County, CA","06023","50 years and over","50+",0
,"Imperial County, CA","06025","Under 15 years","15",0
,"Imperial County, CA","06025","15-19 years","15-19",125
,"Imperial County, CA","06025","20-24 years","20-24",474
,"Imperial County, CA","06025","25-29 years","25-29",753
,"Imperial County, CA","06025","30-34 years","30-34",638
,"Imperial County, CA","06025","35-39 years","35-39",277
,"Imperial County, CA","06025","40-44 years","40-44",56
,"Imperial County, CA","06025","45-49 years","45-49",Suppressed
,"Imperial County, CA","06025","50 years and over","50+",0
,"Kern County, CA","06029","Under 15 years","15",Suppressed
,"Kern County, CA","06029","15-19 years","15-19",702
,"Kern County, CA","06029","20-24 years","20-24",2855
,"Kern County, CA","06029","25-29 years","25-29",3916
,"Kern County, CA","06029","30-34 years","30-34",3066
,"Kern County, CA","06029","35-39 years","35-39",1449
,"Kern County, CA","06029","40-44 years","40-44",332
,"Kern County, CA","06029","45-49 years","45-49",23
,"Kern County, CA","06029","50 years and over","50+",Suppressed
,"Kings County, CA","06031","Under 15 years","15",Suppressed
,"Kings County, CA","06031","15-19 years","15-19",121
,"Kings County, CA","06031","20-24 years","20-24",573
,"Kings County, CA","06031","25-29 years","25-29",703
,"Kings County, CA","06031","30-34 years","30-34",561
,"Kings County, CA","06031","35-39 years","35-39",236
,"Kings County, CA","06031","40-44 years","40-44",51
,"Kings County, CA","06031","45-49 years","45-49",Suppressed
,"Kings County, CA","06031","50 years and over","50+",0
,"Los Angeles County, CA","06037","Under 15 years","15",25
,"Los Angeles County, CA","06037","15-19 years","15-19",2978
,"Los Angeles County, CA","06037","20-24 years","20-24",13126
,"Los Angeles County, CA","06037","25-29 years","25-29",23648
,"Los Angeles County, CA","06037","30-34 years","30-34",30495
,"Los Angeles County, CA","06037","35-39 years","35-39",21551
,"Los Angeles County, CA","06037","40-44 years","40-44",5719
,"Los Angeles County, CA","06037","45-49 years","45-49",458
,"Los Angeles County, CA","06037","50 years and over","50+",60
,"Madera County, CA","06039","Under 15 years","15",Suppressed
,"Madera County, CA","06039","15-19 years","15-19",115
,"Madera County, CA","06039","20-24 years","20-24",441
,"Madera County, CA","06039","25-29 years","25-29",646
,"Madera County, CA","06039","30-34 years","30-34",546
,"Madera County, CA","06039","35-39 years","35-39",270
,"Madera County, CA","06039","40-44 years","40-44",69
,"Madera County, CA","06039","45-49 years","45-49",Suppressed
,"Madera County, CA","06039","50 years and over","50+",0
,"Marin County, CA","06041","Under 15 years","15",Suppressed
,"Marin County, CA","06041","15-19 years","15-19",31
,"Marin County, CA","06041","20-24 years","20-24",131
,"Marin County, CA","06041","25-29 years","25-29",254
,"Marin County, CA","06041","30-34 years","30-34",733
,"Marin County, CA","06041","35-39 years","35-39",726
,"Marin County, CA","06041","40-44 years","40-44",187
,"Marin County, CA","06041","45-49 years","45-49",12
,"Marin County, CA","06041","50 years and over","50+",Suppressed
,"Merced County, CA","06047","Under 15 years","15",Suppressed
,"Merced County, CA","06047","15-19 years","15-19",201
,"Merced County, CA","06047","20-24 years","20-24",854
,"Merced County, CA","06047","25-29 years","25-29",1151
,"Merced County, CA","06047","30-34 years","30-34",969
,"Merced County, CA","06047","35-39 years","35-39",435
,"Merced County, CA","06047","40-44 years","40-44",108
,"Merced County, CA","06047","45-49 years","45-49",Suppressed
,"Merced County, CA","06047","50 years and over","50+",Suppressed
,"Monterey County, CA","06053","Under 15 years","15",0
,"Monterey County, CA","06053","15-19 years","15-19",309
,"Monterey County, CA","06053","20-24 years","20-24",1044
,"Monterey County, CA","06053","25-29 years","25-29",1587
,"Monterey County, CA","06053","30-34 years","30-34",1539
,"Monterey County, CA","06053","35-39 years","35-39",857
,"Monterey County, CA","06053","40-44 years","40-44",228
,"Monterey County, CA","06053","45-49 years","45-49",11
,"Monterey County, CA","06053","50 years and over","50+",0
,"Napa County, CA","06055","Under 15 years","15",0
,"Napa County, CA","06055","15-19 years","15-19",25
,"Napa County, CA","06055","20-24 years","20-24",159
,"Napa County, CA","06055","25-29 years","25-29",280
,"Napa County, CA","06055","30-34 years","30-34",405
,"Napa County, CA","06055","35-39 years","35-39",280
,"Napa County, CA","06055","40-44 years","40-44",52
,"Napa County, CA","06055","45-49 years","45-49",Suppressed
,"Napa County, CA","06055","50 years and over","50+",0
,"Orange County, CA","06059","Under 15 years","15",Suppressed
,"Orange County, CA","06059","15-19 years","15-19",703
,"Orange County, CA","06059","20-24 years","20-24",3220
,"Orange County, CA","06059","25-29 years","25-29",7253
,"Orange County, CA","06059","30-34 years","30-34",10856
,"Orange County, CA","06059","35-39 years","35-39",7128
,"Orange County, CA","06059","40-44 years","40-44",1674
,"Orange County, CA","06059","45-49 years","45-49",149
,"Orange County, CA","06059","50 years and over","50+",26
,"Placer County, CA","06061","Under 15 years","15",0
,"Placer County, CA","06061","15-19 years","15-19",49
,"Placer County, CA","06061","20-24 years","20-24",329
,"Placer County, CA","06061","25-29 years","25-29",917
,"Placer County, CA","06061","30-34 years","30-34",1264
,"Placer County, CA","06061","35-39 years","35-39",737
,"Placer County, CA","06061","40-44 years","40-44",177
,"Placer County, CA","06061","45-49 years","45-49",19
,"Placer County, CA","06061","50 years and over","50+",Suppressed
,"Riverside County, CA","06065","Under 15 years","15",Suppressed
,"Riverside County, CA","06065","15-19 years","15-19",1023
,"Riverside County, CA","06065","20-24 years","20-24",4831
,"Riverside County, CA","06065","25-29 years","25-29",8136
,"Riverside County, CA","06065","30-34 years","30-34",7834
,"Riverside County, CA","06065","35-39 years","35-39",4037
,"Riverside County, CA","06065","40-44 years","40-44",951
,"Riverside County, CA","06065","45-49 years","45-49",111
,"Riverside County, CA","06065","50 years and over","50+",24
,"Sacramento County, CA","06067","Under 15 years","15",Suppressed
,"Sacramento County, CA","06067","15-19 years","15-19",533
,"Sacramento County, CA","06067","20-24 years","20-24",2652
,"Sacramento County, CA","06067","25-29 years","25-29",5085
,"Sacramento County, CA","06067","30-34 years","30-34",5721
,"Sacramento County, CA","06067","35-39 years","35-39",3263
,"Sacramento County, CA","06067","40-44 years","40-44",722
,"Sacramento County, CA","06067","45-49 years","45-49",47
,"Sacramento County, CA","06067","50 years and over","50+",Suppressed
,"San Bernardino County, CA","06071","Under 15 years","15",Suppressed
,"San Bernardino County, CA","06071","15-19 years","15-19",1124
,"San Bernardino County, CA","06071","20-24 years","20-24",5212
,"San Bernardino County, CA","06071","25-29 years","25-29",7954
,"San Bernardino County, CA","06071","30-34 years","30-34",7530
,"San Bernardino County, CA","06071","35-39 years","35-39",3868
,"San Bernardino County, CA","06071","40-44 years","40-44",902
,"San Bernardino County, CA","06071","45-49 years","45-49",84
,"San Bernardino County, CA","06071","50 years and over","50+",26
,"San Diego County, CA","06073","Under 15 years","15",Suppressed
,"San Diego County, CA","06073","15-19 years","15-19",903
,"San Diego County, CA","06073","20-24 years","20-24",5376
,"San Diego County, CA","06073","25-29 years","25-29",9192
,"San Diego County, CA","06073","30-34 years","30-34",12160
,"San Diego County, CA","06073","35-39 years","35-39",7543
,"San Diego County, CA","06073","40-44 years","40-44",1737
,"San Diego County, CA","06073","45-49 years","45-49",200
,"San Diego County, CA","06073","50 years and over","50+",44
,"San Francisco County, CA","06075","Under 15 years","15",Suppressed
,"San Francisco County, CA","06075","15-19 years","15-19",82
,"San Francisco County, CA","06075","20-24 years","20-24",387
,"San Francisco County, CA","06075","25-29 years","25-29",916
,"San Francisco County, CA","06075","30-34 years","30-34",3100
