"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Alamance County, NC","37001","Under 15 years","15",Suppressed
,"Alamance County, NC","37001","15-19 years","15-19",101
,"Alamance County, NC","37001","20-24 years","20-24",408
,"Alamance County, NC","37001","25-29 years","25-29",559
,"Alamance County, NC","37001","30-34 years","30-34",484
,"Alamance County, NC","37001","35-39 years","35-39",216
,"Alamance County, NC","37001","40-44 years","40-44",59
,"Alamance County, NC","37001","45-49 years","45-49",Suppressed
,"Alamance County, NC","37001","50 years and over","50+",0
,"Brunswick County, NC","37019","Under 15 years","15",0
,"Brunswick County, NC","37019","15-19 years","15-19",59
,"Brunswick County, NC","37019","20-24 years","20-24",204
,"Brunswick County, NC","37019","25-29 years","25-29",300
,"Brunswick County, NC","37019","30-34 years","30-34",265
,"Brunswick County, NC","37019","35-39 years","35-39",142
,"Brunswick County, NC","37019","40-44 years","40-44",25
,"Brunswick County, NC","37019","45-49 years","45-49",Suppressed
,"Brunswick County, NC","37019","50 years and over","50+",0
,"Buncombe County, NC","37021","Under 15 years","15",0
,"Buncombe County, NC","37021","15-19 years","15-19",93
,"Buncombe County, NC","37021","20-24 years","20-24",386
,"Buncombe County, NC","37021","25-29 years","25-29",587
,"Buncombe County, NC","37021","30-34 years","30-34",710
,"Buncombe County, NC","37021","35-39 years","35-39",438
,"Buncombe County, NC","37021","40-44 years","40-44",106
,"Buncombe County, NC","37021","45-49 years","45-49",Suppressed
,"Buncombe County, NC","37021","50 years and over","50+",0
,"Cabarrus County, NC","37025","Under 15 years","15",Suppressed
,"Cabarrus County, NC","37025","15-19 years","15-19",103
,"Cabarrus County, NC","37025","20-24 years","20-24",462
,"Cabarrus County, NC","37025","25-29 years","25-29",728
,"Cabarrus County, NC","37025","30-34 years","30-34",803
,"Cabarrus County, NC","37025","35-39 years","35-39",358
,"Cabarrus County, NC","37025","40-44 years","40-44",80
,"Cabarrus County, NC","37025","45-49 years","45-49",Suppressed
,"Cabarrus County, NC","37025","50 years and over","50+",0
,"Catawba County, NC","37035","Under 15 years","15",0
,"Catawba County, NC","37035","15-19 years","15-19",78
,"Catawba County, NC","37035","20-24 years","20-24",351
,"Catawba County, NC","37035","25-29 years","25-29",519
,"Catawba County, NC","37035","30-34 years","30-34",418
,"Catawba County, NC","37035","35-39 years","35-39",186
,"Catawba County, NC","37035","40-44 years","40-44",40
,"Catawba County, NC","37035","45-49 years","45-49",Suppressed
,"Catawba County, NC","37035","50 years and over","50+",0
,"Craven County, NC","37049","Under 15 years","15",Suppressed
,"Craven County, NC","37049","15-19 years","15-19",69
,"Craven County, NC","37049","20-24 years","20-24",386
,"Craven County, NC","37049","25-29 years","25-29",409
,"Craven County, NC","37049","30-34 years","30-34",280
,"Craven County, NC","37049","35-39 years","35-39",138
,"Craven County, NC","37049","40-44 years","40-44",28
,"Craven County, NC","37049","45-49 years","45-49",Suppressed
,"Craven County, NC","37049","50 years and over","50+",0
,"Cumberland County, NC","37051","Under 15 years","15",0
,"Cumberland County, NC","37051","15-19 years","15-19",256
,"Cumberland County, NC","37051","20-24 years","20-24",1488
,"Cumberland County, NC","37051","25-29 years","25-29",1637
,"Cumberland County, NC","37051","30-34 years","30-34",1107
,"Cumberland County, NC","37051","35-39 years","35-39",501
,"Cumberland County, NC","37051","40-44 years","40-44",124
,"Cumberland County, NC","37051","45-49 years","45-49",Suppressed
,"Cumberland County, NC","37051","50 years and over","50+",0
,"Davidson County, NC","37057","Under 15 years","15",0
,"Davidson County, NC","37057","15-19 years","15-19",102
,"Davidson County, NC","37057","20-24 years","20-24",456
,"Davidson County, NC","37057","25-29 years","25-29",524
,"Davidson County, NC","37057","30-34 years","30-34",426
,"Davidson County, NC","37057","35-39 years","35-39",156
,"Davidson County, NC","37057","40-44 years","40-44",34
,"Davidson County, NC","37057","45-49 years","45-49",0
,"Davidson County, NC","37057","50 years and over","50+",Suppressed
,"Durham County, NC","37063","Under 15 years","15",Suppressed
,"Durham County, NC","37063","15-19 years","15-19",154
,"Durham County, NC","37063","20-24 years","20-24",538
,"Durham County, NC","37063","25-29 years","25-29",1028
,"Durham County, NC","37063","30-34 years","30-34",1386
,"Durham County, NC","37063","35-39 years","35-39",727
,"Durham County, NC","37063","40-44 years","40-44",171
,"Durham County, NC","37063","45-49 years","45-49",Suppressed
,"Durham County, NC","37063","50 years and over","50+",Suppressed
,"Forsyth County, NC","37067","Under 15 years","15",Suppressed
,"Forsyth County, NC","37067","15-19 years","15-19",232
,"Forsyth County, NC","37067","20-24 years","20-24",841
,"Forsyth County, NC","37067","25-29 years","25-29",1275
,"Forsyth County, NC","37067","30-34 years","30-34",1205
,"Forsyth County, NC","37067","35-39 years","35-39",587
,"Forsyth County, NC","37067","40-44 years","40-44",132
,"Forsyth County, NC","37067","45-49 years","45-49",10
,"Forsyth County, NC","37067","50 years and over","50+",Suppressed
,"Gaston County, NC","37071","Under 15 years","15",Suppressed
,"Gaston County, NC","37071","15-19 years","15-19",125
,"Gaston County, NC","37071","20-24 years","20-24",551
,"Gaston County, NC","37071","25-29 years","25-29",792
,"Gaston County, NC","37071","30-34 years","30-34",663
,"Gaston County, NC","37071","35-39 years","35-39",339
,"Gaston County, NC","37071","40-44 years","40-44",68
,"Gaston County, NC","37071","45-49 years","45-49",Suppressed
,"Gaston County, NC","37071","50 years and over","50+",Suppressed
,"Guilford County, NC","37081","Under 15 years","15",Suppressed
,"Guilford County, NC","37081","15-19 years","15-19",250
,"Guilford County, NC","37081","20-24 years","20-24",1139
,"Guilford County, NC","37081","25-29 years","25-29",1726
,"Guilford County, NC","37081","30-34 years","30-34",1731
