"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Champaign County, IL","17019","Under 15 years","15",Suppressed
,"Champaign County, IL","17019","15-19 years","15-19",134
,"Champaign County, IL","17019","20-24 years","20-24",365
,"Champaign County, IL","17019","25-29 years","25-29",622
,"Champaign County, IL","17019","30-34 years","30-34",638
,"Champaign County, IL","17019","35-39 years","35-39",281
,"Champaign County, IL","17019","40-44 years","40-44",59
,"Champaign County, IL","17019","45-49 years","45-49",Suppressed
,"Champaign County, IL","17019","50 years and over","50+",Suppressed
,"Cook County, IL","17031","Under 15 years","15",26
,"Cook County, IL","17031","15-19 years","15-19",2034
,"Cook County, IL","17031","20-24 years","20-24",7870
,"Cook County, IL","17031","25-29 years","25-29",13393
,"Cook County, IL","17031","30-34 years","30-34",18524
,"Cook County, IL","17031","35-39 years","35-39",11516
,"Cook County, IL","17031","40-44 years","40-44",2544
,"Cook County, IL","17031","45-49 years","45-49",190
,"Cook County, IL","17031","50 years and over","50+",22
,"DeKalb County, IL","17037","Under 15 years","15",0
,"DeKalb County, IL","17037","15-19 years","15-19",36
,"DeKalb County, IL","17037","20-24 years","20-24",175
,"DeKalb County, IL","17037","25-29 years","25-29",346
,"DeKalb County, IL","17037","30-34 years","30-34",324
,"DeKalb County, IL","17037","35-39 years","35-39",129
,"DeKalb County, IL","17037","40-44 years","40-44",26
,"DeKalb County, IL","17037","45-49 years","45-49",Suppressed
,"DeKalb County, IL","17037","50 years and over","50+",0
,"DuPage County, IL","17043","Under 15 years","15",Suppressed
,"DuPage County, IL","17043","15-19 years","15-19",161
,"DuPage County, IL","17043","20-24 years","20-24",756
,"DuPage County, IL","17043","25-29 years","25-29",2076
,"DuPage County, IL","17043","30-34 years","30-34",3849
,"DuPage County, IL","17043","35-39 years","35-39",2117
,"DuPage County, IL","17043","40-44 years","40-44",379
,"DuPage County, IL","17043","45-49 years","45-49",27
,"DuPage County, IL","17043","50 years and over","50+",Suppressed
,"Kane County, IL","17089","Under 15 years","15",Suppressed
,"Kane County, IL","17089","15-19 years","15-19",225
,"Kane County, IL","17089","20-24 years","20-24",874
,"Kane County, IL","17089","25-29 years","25-29",1480
,"Kane County, IL","17089","30-34 years","30-34",1872
,"Kane County, IL","17089","35-39 years","35-39",965
,"Kane County, IL","17089","40-44 years","40-44",207
,"Kane County, IL","17089","45-49 years","45-49",13
,"Kane County, IL","17089","50 years and over","50+",0
,"Kankakee County, IL","17091","Under 15 years","15",Suppressed
,"Kankakee County, IL","17091","15-19 years","15-19",80
,"Kankakee County, IL","17091","20-24 years","20-24",268
,"Kankakee County, IL","17091","25-29 years","25-29",381
,"Kankakee County, IL","17091","30-34 years","30-34",273
,"Kankakee County, IL","17091","35-39 years","35-39",128
,"Kankakee County, IL","17091","40-44 years","40-44",20
,"Kankakee County, IL","17091","45-49 years","45-49",0
,"Kankakee County, IL","17091","50 years and over","50+",0
,"Kendall County, IL","17093","Under 15 years","15",0
,"Kendall County, IL","17093","15-19 years","15-19",28
,"Kendall County, IL","17093","20-24 years","20-24",144
,"Kendall County, IL","17093","25-29 years","25-29",369
,"Kendall County, IL","17093","30-34 years","30-34",522
,"Kendall County, IL","17093","35-39 years","35-39",291
,"Kendall County, IL","17093","40-44 years","40-44",45
,"Kendall County, IL","17093","45-49 years","45-49",Suppressed
,"Kendall County, IL","17093","50 years and over","50+",0
,"Lake County, IL","17097","Under 15 years","15",Suppressed
,"Lake County, IL","17097","15-19 years","15-19",220
,"Lake County, IL","17097","20-24 years","20-24",910
,"Lake County, IL","17097","25-29 years","25-29",1529
,"Lake County, IL","17097","30-34 years","30-34",2274
,"Lake County, IL","17097","35-39 years","35-39",1356
,"Lake County, IL","17097","40-44 years","40-44",300
,"Lake County, IL","17097","45-49 years","45-49",18
,"Lake County, IL","17097","50 years and over","50+",Suppressed
,"LaSalle County, IL","17099","Under 15 years","15",0
,"LaSalle County, IL","17099","15-19 years","15-19",67
,"LaSalle County, IL","17099","20-24 years","20-24",231
,"LaSalle County, IL","17099","25-29 years","25-29",336
,"LaSalle County, IL","17099","30-34 years","30-34",261
,"LaSalle County, IL","17099","35-39 years","35-39",140
,"LaSalle County, IL","17099","40-44 years","40-44",33
,"LaSalle County, IL","17099","45-49 years","45-49",0
,"LaSalle County, IL","17099","50 years and over","50+",0
,"McHenry County, IL","17111","Under 15 years","15",Suppressed
,"McHenry County, IL","17111","15-19 years","15-19",70
,"McHenry County, IL","17111","20-24 years","20-24",315
,"McHenry County, IL","17111","25-29 years","25-29",864
,"McHenry County, IL","17111","30-34 years","30-34",1115
,"McHenry County, IL","17111","35-39 years","35-39",522
,"McHenry County, IL","17111","40-44 years","40-44",89
,"McHenry County, IL","17111","45-49 years","45-49",Suppressed
,"McHenry County, IL","17111","50 years and over","50+",0
,"McLean County, IL","17113","Under 15 years","15",Suppressed
,"McLean County, IL","17113","15-19 years","15-19",62
,"McLean County, IL","17113","20-24 years","20-24",263
,"McLean County, IL","17113","25-29 years","25-29",554
,"McLean County, IL","17113","30-34 years","30-34",548
,"McLean County, IL","17113","35-39 years","35-39",233
,"McLean County, IL","17113","40-44 years","40-44",37
,"McLean County, IL","17113","45-49 years","45-49",Suppressed
,"McLean County, IL","17113","50 years and over","50+",0
,"Macon County, IL","17115","Under 15 years","15",0
,"Macon County, IL","17115","15-19 years","15-19",84
,"Macon County, IL","17115","20-24 years","20-24",350
,"Macon County, IL","17115","25-29 years","25-29",382
,"Macon County, IL","17115","30-34 years","30-34",291
,"Macon County, IL","17115","35-39 years","35-39",128
,"Macon County, IL","17115","40-44 years","40-44",16
,"Macon County, IL","17115","45-49 years","45-49",Suppressed
,"Macon County, IL","17115","50 years and over","50+",0
,"Madison County, IL","17119","Under 15 years","15",0
,"Madison County, IL","17119","15-19 years","15-19",125
,"Madison County, IL","17119","20-24 years","20-24",519
,"Madison County, IL","17119","25-29 years","25-29",811
,"Madison County, IL","17119","30-34 years","30-34",766
,"Madison County, IL","17119","35-39 years","35-39",318
,"Madison County, IL","17119","40-44 years","40-44",55
,"Madison County, IL","17119","45-49 years","45-49",Suppressed
,"Madison County, IL","17119","50 years and over","50+",0
,"Peoria County, IL","17143","Under 15 years","15",Suppressed
,"Peoria County, IL","17143","15-19 years","15-19",163
,"Peoria County, IL","17143","20-24 years","20-24",485
,"Peoria County, IL","17143","25-29 years","25-29",656
,"Peoria County, IL","17143","30-34 years","30-34",604
,"Peoria County, IL","17143","35-39 years","35-39",273
,"Peoria County, IL","17143","40-44 years","40-44",44
,"Peoria County, IL","17143","45-49 years","45-49",Suppressed
,"Peoria County, IL","17143","50 years and over","50+",Suppressed
,"Rock Island County, IL","17161","Under 15 years","15",0
,"Rock Island County, IL","17161","15-19 years","15-19",93
,"Rock Island County, IL","17161","20-24 years","20-24",383
,"Rock Island County, IL","17161","25-29 years","25-29",487
,"Rock Island County, IL","17161","30-34 years","30-34",377
,"Rock Island County, IL","17161","35-39 years","35-39",207
,"Rock Island County, IL","17161","40-44 years","40-44",38
,"Rock Island County, IL","17161","45-49 years","45-49",0
,"Rock Island County, IL","17161","50 years and over","50+",Suppressed
,"St. Clair County, IL","17163","Under 15 years","15",Suppressed
,"St. Clair County, IL","17163","15-19 years","15-19",148
,"St. Clair County, IL","17163","20-24 years","20-24",586
,"St. Clair County, IL","17163","25-29 years","25-29",922
,"St. Clair County, IL","17163","30-34 years","30-34",782
,"St. Clair County, IL","17163","35-39 years","35-39",364
,"St. Clair County, IL","17163","40-44 years","40-44",75
,"St. Clair County, IL","17163","45-49 years","45-49",0
,"St. Clair County, IL","17163","50 years and over","50+",Suppressed
,"Sangamon County, IL","17167","Under 15 years","15",Suppressed
,"Sangamon County, IL","17167","15-19 years","15-19",129
,"Sangamon County, IL","17167","20-24 years","20-24",388
,"Sangamon County, IL","17167","25-29 years","25-29",674
,"Sangamon County, IL","17167","30-34 years","30-34",628
,"Sangamon County, IL","17167","35-39 years","35-39",284
,"Sangamon County, IL","17167","40-44 years","40-44",57
,"Sangamon County, IL","17167","45-49 years","45-49",Suppressed
,"Sangamon County, IL","17167","50 years and over","50+",0
,"Tazewell County, IL","17179","Under 15 years","15",0
,"Tazewell County, IL","17179","15-19 years","15-19",59
,"Tazewell County, IL","17179","20-24 years","20-24",273
,"Tazewell County, IL","17179","25-29 years","25-29",392
,"Tazewell County, IL","17179","30-34 years","30-34",362
,"Tazewell County, IL","17179","35-39 years","35-39",151
,"Tazewell County, IL","17179","40-44 years","40-44",18
,"Tazewell County, IL","17179","45-49 years","45-49",Suppressed
,"Tazewell County, IL","17179","50 years and over","50+",0
,"Will County, IL","17197","Under 15 years","15",Suppressed
,"Will County, IL","17197","15-19 years","15-19",213
,"Will County, IL","17197","20-24 years","20-24",816
,"Will County, IL","17197","25-29 years","25-29",1866
,"Will County, IL","17197","30-34 years","30-34",2458
,"Will County, IL","17197","35-39 years","35-39",1225
,"Will County, IL","17197","40-44 years","40-44",229
,"Will County, IL","17197","45-49 years","45-49",15
,"Will County, IL","17197","50 years and over","50+",0
,"Winnebago County, IL","17201","Under 15 years","15",Suppressed
,"Winnebago County, IL","17201","15-19 years","15-19",192
,"Winnebago County, IL","17201","20-24 years","20-24",754
,"Winnebago County, IL","17201","25-29 years","25-29",1064
,"Winnebago County, IL","17201","30-34 years","30-34",899
,"Winnebago County, IL","17201","35-39 years","35-39",377
,"Winnebago County, IL","17201","40-44 years","40-44",81
,"Winnebago County, IL","17201","45-49 years","45-49",Suppressed
,"Winnebago County, IL","17201","50 years and over","50+",0
,"Unidentified Counties, IL","17999","Under 15 years","15",Suppressed
,"Unidentified Counties, IL","17999","15-19 years","15-19",1056
,"Unidentified Counties, IL","17999","20-24 years","20-24",4674
,"Unidentified Counties, IL","17999","25-29 years","25-29",6744
,"Unidentified Counties, IL","17999","30-34 years","30-34",5097
,"Unidentified Counties, IL","17999","35-39 years","35-39",1997
,"Unidentified Counties, IL","17999","40-44 years","40-44",354
,"Unidentified Counties, IL","17999","45-49 years","45-49",19
,"Unidentified Counties, IL","17999","50 years and over","50+",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Illinois (17)"
"Year: 2020"
"Group By: County of Residence; Age of Mother 9"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 7:54:19 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 7:54:19 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
