"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Benton County, WA","53005","American Indian or Alaska Native","1002-5",29
,"Benton County, WA","53005","Asian","A",113
,"Benton County, WA","53005","Black or African American","2054-5",51
,"Benton County, WA","53005","Native Hawaiian or Other Pacific Islander","NHOPI",15
,"Benton County, WA","53005","White","2106-3",2219
,"Benton County, WA","53005","More than one race","M",69
,"Benton County, WA","53005","Unknown or Not Stated","UNK",0
,"Benton County, WA","53005","Not Available","NA",0
,"Benton County, WA","53005","Not Reported","NR",0
,"Clark County, WA","53011","American Indian or Alaska Native","1002-5",46
,"Clark County, WA","53011","Asian","A",253
,"Clark County, WA","53011","Black or African American","2054-5",135
,"Clark County, WA","53011","Native Hawaiian or Other Pacific Islander","NHOPI",126
,"Clark County, WA","53011","White","2106-3",4550
,"Clark County, WA","53011","More than one race","M",244
,"Clark County, WA","53011","Unknown or Not Stated","UNK",0
,"Clark County, WA","53011","Not Available","NA",0
,"Clark County, WA","53011","Not Reported","NR",0
,"Cowlitz County, WA","53015","American Indian or Alaska Native","1002-5",26
,"Cowlitz County, WA","53015","Asian","A",21
,"Cowlitz County, WA","53015","Black or African American","2054-5",Suppressed
,"Cowlitz County, WA","53015","Native Hawaiian or Other Pacific Islander","NHOPI",27
,"Cowlitz County, WA","53015","White","2106-3",1106
,"Cowlitz County, WA","53015","More than one race","M",51
,"Cowlitz County, WA","53015","Unknown or Not Stated","UNK",0
,"Cowlitz County, WA","53015","Not Available","NA",0
,"Cowlitz County, WA","53015","Not Reported","NR",0
,"King County, WA","53033","American Indian or Alaska Native","1002-5",227
,"King County, WA","53033","Asian","A",5642
,"King County, WA","53033","Black or African American","2054-5",2471
,"King County, WA","53033","Native Hawaiian or Other Pacific Islander","NHOPI",458
,"King County, WA","53033","White","2106-3",13813
,"King County, WA","53033","More than one race","M",1075
,"King County, WA","53033","Unknown or Not Stated","UNK",0
,"King County, WA","53033","Not Available","NA",0
,"King County, WA","53033","Not Reported","NR",0
,"Kitsap County, WA","53035","American Indian or Alaska Native","1002-5",58
,"Kitsap County, WA","53035","Asian","A",167
,"Kitsap County, WA","53035","Black or African American","2054-5",132
,"Kitsap County, WA","53035","Native Hawaiian or Other Pacific Islander","NHOPI",44
,"Kitsap County, WA","53035","White","2106-3",2193
,"Kitsap County, WA","53035","More than one race","M",199
,"Kitsap County, WA","53035","Unknown or Not Stated","UNK",0
,"Kitsap County, WA","53035","Not Available","NA",0
,"Kitsap County, WA","53035","Not Reported","NR",0
,"Pierce County, WA","53053","American Indian or Alaska Native","1002-5",210
,"Pierce County, WA","53053","Asian","A",783
,"Pierce County, WA","53053","Black or African American","2054-5",963
,"Pierce County, WA","53053","Native Hawaiian or Other Pacific Islander","NHOPI",479
,"Pierce County, WA","53053","White","2106-3",7671
,"Pierce County, WA","53053","More than one race","M",947
,"Pierce County, WA","53053","Unknown or Not Stated","UNK",0
,"Pierce County, WA","53053","Not Available","NA",0
,"Pierce County, WA","53053","Not Reported","NR",0
,"Skagit County, WA","53057","American Indian or Alaska Native","1002-5",32
,"Skagit County, WA","53057","Asian","A",27
,"Skagit County, WA","53057","Black or African American","2054-5",19
,"Skagit County, WA","53057","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Skagit County, WA","53057","White","2106-3",1225
,"Skagit County, WA","53057","More than one race","M",41
,"Skagit County, WA","53057","Unknown or Not Stated","UNK",0
,"Skagit County, WA","53057","Not Available","NA",0
,"Skagit County, WA","53057","Not Reported","NR",0
,"Snohomish County, WA","53061","American Indian or Alaska Native","1002-5",154
