"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Alameda County, CA","06001","American Indian or Alaska Native","1002-5",43
,"Alameda County, CA","06001","Asian","A",6471
,"Alameda County, CA","06001","Black or African American","2054-5",1567
,"Alameda County, CA","06001","Native Hawaiian or Other Pacific Islander","NHOPI",159
,"Alameda County, CA","06001","White","2106-3",9150
,"Alameda County, CA","06001","More than one race","M",850
,"Alameda County, CA","06001","Unknown or Not Stated","UNK",0
,"Alameda County, CA","06001","Not Available","NA",0
,"Alameda County, CA","06001","Not Reported","NR",0
,"Butte County, CA","06007","American Indian or Alaska Native","1002-5",44
,"Butte County, CA","06007","Asian","A",200
,"Butte County, CA","06007","Black or African American","2054-5",40
,"Butte County, CA","06007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Butte County, CA","06007","White","2106-3",2013
,"Butte County, CA","06007","More than one race","M",126
,"Butte County, CA","06007","Unknown or Not Stated","UNK",0
,"Butte County, CA","06007","Not Available","NA",0
,"Butte County, CA","06007","Not Reported","NR",0
,"Contra Costa County, CA","06013","American Indian or Alaska Native","1002-5",35
,"Contra Costa County, CA","06013","Asian","A",2243
,"Contra Costa County, CA","06013","Black or African American","2054-5",1056
,"Contra Costa County, CA","06013","Native Hawaiian or Other Pacific Islander","NHOPI",100
,"Contra Costa County, CA","06013","White","2106-3",7842
,"Contra Costa County, CA","06013","More than one race","M",726
,"Contra Costa County, CA","06013","Unknown or Not Stated","UNK",0
,"Contra Costa County, CA","06013","Not Available","NA",0
,"Contra Costa County, CA","06013","Not Reported","NR",0
,"El Dorado County, CA","06017","American Indian or Alaska Native","1002-5",13
,"El Dorado County, CA","06017","Asian","A",109
,"El Dorado County, CA","06017","Black or African American","2054-5",Suppressed
,"El Dorado County, CA","06017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"El Dorado County, CA","06017","White","2106-3",1481
,"El Dorado County, CA","06017","More than one race","M",60
,"El Dorado County, CA","06017","Unknown or Not Stated","UNK",0
,"El Dorado County, CA","06017","Not Available","NA",0
,"El Dorado County, CA","06017","Not Reported","NR",0
,"Fresno County, CA","06019","American Indian or Alaska Native","1002-5",143
,"Fresno County, CA","06019","Asian","A",1840
,"Fresno County, CA","06019","Black or African American","2054-5",719
