"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Atlantic County, NJ","34001","Under 15 years","15",Suppressed
,"Atlantic County, NJ","34001","15-19 years","15-19",117
,"Atlantic County, NJ","34001","20-24 years","20-24",504
,"Atlantic County, NJ","34001","25-29 years","25-29",899
,"Atlantic County, NJ","34001","30-34 years","30-34",798
,"Atlantic County, NJ","34001","35-39 years","35-39",386
,"Atlantic County, NJ","34001","40-44 years","40-44",83
,"Atlantic County, NJ","34001","45-49 years","45-49",Suppressed
,"Atlantic County, NJ","34001","50 years and over","50+",Suppressed
,"Bergen County, NJ","34003","Under 15 years","15",Suppressed
,"Bergen County, NJ","34003","15-19 years","15-19",90
,"Bergen County, NJ","34003","20-24 years","20-24",621
,"Bergen County, NJ","34003","25-29 years","25-29",1807
,"Bergen County, NJ","34003","30-34 years","30-34",3518
,"Bergen County, NJ","34003","35-39 years","35-39",2475
,"Bergen County, NJ","34003","40-44 years","40-44",568
,"Bergen County, NJ","34003","45-49 years","45-49",62
,"Bergen County, NJ","34003","50 years and over","50+",10
,"Burlington County, NJ","34005","Under 15 years","15",0
,"Burlington County, NJ","34005","15-19 years","15-19",102
,"Burlington County, NJ","34005","20-24 years","20-24",517
,"Burlington County, NJ","34005","25-29 years","25-29",1139
,"Burlington County, NJ","34005","30-34 years","30-34",1604
,"Burlington County, NJ","34005","35-39 years","35-39",831
,"Burlington County, NJ","34005","40-44 years","40-44",161
,"Burlington County, NJ","34005","45-49 years","45-49",10
,"Burlington County, NJ","34005","50 years and over","50+",Suppressed
,"Camden County, NJ","34007","Under 15 years","15",Suppressed
,"Camden County, NJ","34007","15-19 years","15-19",275
,"Camden County, NJ","34007","20-24 years","20-24",961
,"Camden County, NJ","34007","25-29 years","25-29",1712
,"Camden County, NJ","34007","30-34 years","30-34",1927
,"Camden County, NJ","34007","35-39 years","35-39",1041
,"Camden County, NJ","34007","40-44 years","40-44",222
,"Camden County, NJ","34007","45-49 years","45-49",14
,"Camden County, NJ","34007","50 years and over","50+",Suppressed
,"Cumberland County, NJ","34011","Under 15 years","15",Suppressed
,"Cumberland County, NJ","34011","15-19 years","15-19",124
,"Cumberland County, NJ","34011","20-24 years","20-24",462
,"Cumberland County, NJ","34011","25-29 years","25-29",612
,"Cumberland County, NJ","34011","30-34 years","30-34",464
,"Cumberland County, NJ","34011","35-39 years","35-39",213
,"Cumberland County, NJ","34011","40-44 years","40-44",37
,"Cumberland County, NJ","34011","45-49 years","45-49",Suppressed
,"Cumberland County, NJ","34011","50 years and over","50+",Suppressed
,"Essex County, NJ","34013","Under 15 years","15",Suppressed
,"Essex County, NJ","34013","15-19 years","15-19",421
,"Essex County, NJ","34013","20-24 years","20-24",1640
,"Essex County, NJ","34013","25-29 years","25-29",2431
,"Essex County, NJ","34013","30-34 years","30-34",3107
,"Essex County, NJ","34013","35-39 years","35-39",2199
,"Essex County, NJ","34013","40-44 years","40-44",581
,"Essex County, NJ","34013","45-49 years","45-49",36
,"Essex County, NJ","34013","50 years and over","50+",Suppressed
,"Gloucester County, NJ","34015","Under 15 years","15",0
,"Gloucester County, NJ","34015","15-19 years","15-19",70
,"Gloucester County, NJ","34015","20-24 years","20-24",327
,"Gloucester County, NJ","34015","25-29 years","25-29",772
,"Gloucester County, NJ","34015","30-34 years","30-34",982
,"Gloucester County, NJ","34015","35-39 years","35-39",524
,"Gloucester County, NJ","34015","40-44 years","40-44",82
,"Gloucester County, NJ","34015","45-49 years","45-49",Suppressed
,"Gloucester County, NJ","34015","50 years and over","50+",0
,"Hudson County, NJ","34017","Under 15 years","15",Suppressed
,"Hudson County, NJ","34017","15-19 years","15-19",241
,"Hudson County, NJ","34017","20-24 years","20-24",1072
,"Hudson County, NJ","34017","25-29 years","25-29",2285
,"Hudson County, NJ","34017","30-34 years","30-34",3899
,"Hudson County, NJ","34017","35-39 years","35-39",2199
,"Hudson County, NJ","34017","40-44 years","40-44",501
,"Hudson County, NJ","34017","45-49 years","45-49",33
,"Hudson County, NJ","34017","50 years and over","50+",Suppressed
,"Hunterdon County, NJ","34019","Under 15 years","15",0
,"Hunterdon County, NJ","34019","15-19 years","15-19",Suppressed
,"Hunterdon County, NJ","34019","20-24 years","20-24",42
,"Hunterdon County, NJ","34019","25-29 years","25-29",207
,"Hunterdon County, NJ","34019","30-34 years","30-34",404
,"Hunterdon County, NJ","34019","35-39 years","35-39",234
,"Hunterdon County, NJ","34019","40-44 years","40-44",63
,"Hunterdon County, NJ","34019","45-49 years","45-49",Suppressed
,"Hunterdon County, NJ","34019","50 years and over","50+",Suppressed
,"Mercer County, NJ","34021","Under 15 years","15",Suppressed
,"Mercer County, NJ","34021","15-19 years","15-19",175
,"Mercer County, NJ","34021","20-24 years","20-24",542
,"Mercer County, NJ","34021","25-29 years","25-29",1007
,"Mercer County, NJ","34021","30-34 years","30-34",1306
,"Mercer County, NJ","34021","35-39 years","35-39",765
,"Mercer County, NJ","34021","40-44 years","40-44",177
,"Mercer County, NJ","34021","45-49 years","45-49",23
,"Mercer County, NJ","34021","50 years and over","50+",Suppressed
,"Middlesex County, NJ","34023","Under 15 years","15",Suppressed
,"Middlesex County, NJ","34023","15-19 years","15-19",227
,"Middlesex County, NJ","34023","20-24 years","20-24",918
,"Middlesex County, NJ","34023","25-29 years","25-29",2253
,"Middlesex County, NJ","34023","30-34 years","30-34",3257
,"Middlesex County, NJ","34023","35-39 years","35-39",1826
,"Middlesex County, NJ","34023","40-44 years","40-44",357
,"Middlesex County, NJ","34023","45-49 years","45-49",27
,"Middlesex County, NJ","34023","50 years and over","50+",Suppressed
,"Monmouth County, NJ","34025","Under 15 years","15",Suppressed
,"Monmouth County, NJ","34025","15-19 years","15-19",111
,"Monmouth County, NJ","34025","20-24 years","20-24",514
,"Monmouth County, NJ","34025","25-29 years","25-29",1229
,"Monmouth County, NJ","34025","30-34 years","30-34",2268
,"Monmouth County, NJ","34025","35-39 years","35-39",1442
,"Monmouth County, NJ","34025","40-44 years","40-44",298
,"Monmouth County, NJ","34025","45-49 years","45-49",19
,"Monmouth County, NJ","34025","50 years and over","50+",Suppressed
,"Morris County, NJ","34027","Under 15 years","15",0
,"Morris County, NJ","34027","15-19 years","15-19",51
,"Morris County, NJ","34027","20-24 years","20-24",229
,"Morris County, NJ","34027","25-29 years","25-29",842
,"Morris County, NJ","34027","30-34 years","30-34",1857
,"Morris County, NJ","34027","35-39 years","35-39",1230
,"Morris County, NJ","34027","40-44 years","40-44",248
,"Morris County, NJ","34027","45-49 years","45-49",29
,"Morris County, NJ","34027","50 years and over","50+",Suppressed
,"Ocean County, NJ","34029","Under 15 years","15",0
,"Ocean County, NJ","34029","15-19 years","15-19",105
,"Ocean County, NJ","34029","20-24 years","20-24",1824
,"Ocean County, NJ","34029","25-29 years","25-29",2615
,"Ocean County, NJ","34029","30-34 years","30-34",2618
,"Ocean County, NJ","34029","35-39 years","35-39",1482
,"Ocean County, NJ","34029","40-44 years","40-44",359
,"Ocean County, NJ","34029","45-49 years","45-49",Suppressed
,"Ocean County, NJ","34029","50 years and over","50+",Suppressed
,"Passaic County, NJ","34031","Under 15 years","15",Suppressed
,"Passaic County, NJ","34031","15-19 years","15-19",320
,"Passaic County, NJ","34031","20-24 years","20-24",1084
,"Passaic County, NJ","34031","25-29 years","25-29",1811
,"Passaic County, NJ","34031","30-34 years","30-34",1925
,"Passaic County, NJ","34031","35-39 years","35-39",1083
,"Passaic County, NJ","34031","40-44 years","40-44",295
,"Passaic County, NJ","34031","45-49 years","45-49",18
,"Passaic County, NJ","34031","50 years and over","50+",Suppressed
,"Somerset County, NJ","34035","Under 15 years","15",0
,"Somerset County, NJ","34035","15-19 years","15-19",64
,"Somerset County, NJ","34035","20-24 years","20-24",222
,"Somerset County, NJ","34035","25-29 years","25-29",671
,"Somerset County, NJ","34035","30-34 years","30-34",1293
,"Somerset County, NJ","34035","35-39 years","35-39",774
,"Somerset County, NJ","34035","40-44 years","40-44",178
,"Somerset County, NJ","34035","45-49 years","45-49",Suppressed
,"Somerset County, NJ","34035","50 years and over","50+",0
,"Sussex County, NJ","34037","Under 15 years","15",0
,"Sussex County, NJ","34037","15-19 years","15-19",12
,"Sussex County, NJ","34037","20-24 years","20-24",118
,"Sussex County, NJ","34037","25-29 years","25-29",334
,"Sussex County, NJ","34037","30-34 years","30-34",453
,"Sussex County, NJ","34037","35-39 years","35-39",233
,"Sussex County, NJ","34037","40-44 years","40-44",52
,"Sussex County, NJ","34037","45-49 years","45-49",Suppressed
,"Sussex County, NJ","34037","50 years and over","50+",0
,"Union County, NJ","34039","Under 15 years","15",0
,"Union County, NJ","34039","15-19 years","15-19",210
,"Union County, NJ","34039","20-24 years","20-24",862
,"Union County, NJ","34039","25-29 years","25-29",1528
,"Union County, NJ","34039","30-34 years","30-34",2314
,"Union County, NJ","34039","35-39 years","35-39",1471
,"Union County, NJ","34039","40-44 years","40-44",349
,"Union County, NJ","34039","45-49 years","45-49",39
,"Union County, NJ","34039","50 years and over","50+",Suppressed
,"Warren County, NJ","34041","Under 15 years","15",0
,"Warren County, NJ","34041","15-19 years","15-19",21
,"Warren County, NJ","34041","20-24 years","20-24",139
,"Warren County, NJ","34041","25-29 years","25-29",277
,"Warren County, NJ","34041","30-34 years","30-34",351
,"Warren County, NJ","34041","35-39 years","35-39",197
,"Warren County, NJ","34041","40-44 years","40-44",32
,"Warren County, NJ","34041","45-49 years","45-49",Suppressed
,"Warren County, NJ","34041","50 years and over","50+",0
,"Unidentified Counties, NJ","34999","Under 15 years","15",Suppressed
,"Unidentified Counties, NJ","34999","15-19 years","15-19",70
,"Unidentified Counties, NJ","34999","20-24 years","20-24",292
,"Unidentified Counties, NJ","34999","25-29 years","25-29",460
,"Unidentified Counties, NJ","34999","30-34 years","30-34",384
,"Unidentified Counties, NJ","34999","35-39 years","35-39",185
,"Unidentified Counties, NJ","34999","40-44 years","40-44",39
,"Unidentified Counties, NJ","34999","45-49 years","45-49",Suppressed
,"Unidentified Counties, NJ","34999","50 years and over","50+",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2018"
"Group By: County of Residence; Age of Mother 9"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 12:52:44 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 12:52:44 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
