"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Adams County, PA","42001","Under 15 years","15",0
,"Adams County, PA","42001","15-19 years","15-19",44
,"Adams County, PA","42001","20-24 years","20-24",179
,"Adams County, PA","42001","25-29 years","25-29",303
,"Adams County, PA","42001","30-34 years","30-34",272
,"Adams County, PA","42001","35-39 years","35-39",99
,"Adams County, PA","42001","40-44 years","40-44",16
,"Adams County, PA","42001","45-49 years","45-49",0
,"Adams County, PA","42001","50 years and over","50+",Suppressed
,"Allegheny County, PA","42003","Under 15 years","15",Suppressed
,"Allegheny County, PA","42003","15-19 years","15-19",351
,"Allegheny County, PA","42003","20-24 years","20-24",1624
,"Allegheny County, PA","42003","25-29 years","25-29",3473
,"Allegheny County, PA","42003","30-34 years","30-34",4725
,"Allegheny County, PA","42003","35-39 years","35-39",2276
,"Allegheny County, PA","42003","40-44 years","40-44",350
,"Allegheny County, PA","42003","45-49 years","45-49",16
,"Allegheny County, PA","42003","50 years and over","50+",Suppressed
,"Beaver County, PA","42007","Under 15 years","15",0
,"Beaver County, PA","42007","15-19 years","15-19",57
,"Beaver County, PA","42007","20-24 years","20-24",288
,"Beaver County, PA","42007","25-29 years","25-29",517
,"Beaver County, PA","42007","30-34 years","30-34",477
,"Beaver County, PA","42007","35-39 years","35-39",202
,"Beaver County, PA","42007","40-44 years","40-44",32
,"Beaver County, PA","42007","45-49 years","45-49",Suppressed
,"Beaver County, PA","42007","50 years and over","50+",0
,"Berks County, PA","42011","Under 15 years","15",Suppressed
,"Berks County, PA","42011","15-19 years","15-19",279
,"Berks County, PA","42011","20-24 years","20-24",956
,"Berks County, PA","42011","25-29 years","25-29",1502
,"Berks County, PA","42011","30-34 years","30-34",1201
,"Berks County, PA","42011","35-39 years","35-39",545
,"Berks County, PA","42011","40-44 years","40-44",106
,"Berks County, PA","42011","45-49 years","45-49",Suppressed
,"Berks County, PA","42011","50 years and over","50+",Suppressed
,"Blair County, PA","42013","Under 15 years","15",0
,"Blair County, PA","42013","15-19 years","15-19",74
,"Blair County, PA","42013","20-24 years","20-24",260
,"Blair County, PA","42013","25-29 years","25-29",416
,"Blair County, PA","42013","30-34 years","30-34",303
,"Blair County, PA","42013","35-39 years","35-39",133
,"Blair County, PA","42013","40-44 years","40-44",19
,"Blair County, PA","42013","45-49 years","45-49",Suppressed
,"Blair County, PA","42013","50 years and over","50+",0
,"Bucks County, PA","42017","Under 15 years","15",Suppressed
,"Bucks County, PA","42017","15-19 years","15-19",80
,"Bucks County, PA","42017","20-24 years","20-24",498
,"Bucks County, PA","42017","25-29 years","25-29",1462
,"Bucks County, PA","42017","30-34 years","30-34",2312
,"Bucks County, PA","42017","35-39 years","35-39",1144
,"Bucks County, PA","42017","40-44 years","40-44",196
,"Bucks County, PA","42017","45-49 years","45-49",20
,"Bucks County, PA","42017","50 years and over","50+",Suppressed
,"Butler County, PA","42019","Under 15 years","15",Suppressed
,"Butler County, PA","42019","15-19 years","15-19",50
,"Butler County, PA","42019","20-24 years","20-24",211
,"Butler County, PA","42019","25-29 years","25-29",549
,"Butler County, PA","42019","30-34 years","30-34",660
,"Butler County, PA","42019","35-39 years","35-39",289
,"Butler County, PA","42019","40-44 years","40-44",45
,"Butler County, PA","42019","45-49 years","45-49",Suppressed
,"Butler County, PA","42019","50 years and over","50+",0
,"Cambria County, PA","42021","Under 15 years","15",0
,"Cambria County, PA","42021","15-19 years","15-19",58
,"Cambria County, PA","42021","20-24 years","20-24",263
,"Cambria County, PA","42021","25-29 years","25-29",429
,"Cambria County, PA","42021","30-34 years","30-34",328
,"Cambria County, PA","42021","35-39 years","35-39",115
,"Cambria County, PA","42021","40-44 years","40-44",24
,"Cambria County, PA","42021","45-49 years","45-49",Suppressed
,"Cambria County, PA","42021","50 years and over","50+",Suppressed
,"Centre County, PA","42027","Under 15 years","15",0
,"Centre County, PA","42027","15-19 years","15-19",25
,"Centre County, PA","42027","20-24 years","20-24",149
,"Centre County, PA","42027","25-29 years","25-29",368
,"Centre County, PA","42027","30-34 years","30-34",392
,"Centre County, PA","42027","35-39 years","35-39",198
,"Centre County, PA","42027","40-44 years","40-44",37
,"Centre County, PA","42027","45-49 years","45-49",Suppressed
,"Centre County, PA","42027","50 years and over","50+",0
,"Chester County, PA","42029","Under 15 years","15",Suppressed
,"Chester County, PA","42029","15-19 years","15-19",64
,"Chester County, PA","42029","20-24 years","20-24",467
,"Chester County, PA","42029","25-29 years","25-29",1250
,"Chester County, PA","42029","30-34 years","30-34",2203
,"Chester County, PA","42029","35-39 years","35-39",1172
,"Chester County, PA","42029","40-44 years","40-44",197
,"Chester County, PA","42029","45-49 years","45-49",14
,"Chester County, PA","42029","50 years and over","50+",Suppressed
,"Cumberland County, PA","42041","Under 15 years","15",Suppressed
,"Cumberland County, PA","42041","15-19 years","15-19",68
,"Cumberland County, PA","42041","20-24 years","20-24",405
