"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Allen County, OH","39003","American Indian or Alaska Native","1002-5",Suppressed
,"Allen County, OH","39003","Asian","A",13
,"Allen County, OH","39003","Black or African American","2054-5",181
,"Allen County, OH","39003","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Allen County, OH","39003","White","2106-3",987
,"Allen County, OH","39003","More than one race","M",66
,"Allen County, OH","39003","Unknown or Not Stated","UNK",0
,"Allen County, OH","39003","Not Available","NA",0
,"Allen County, OH","39003","Not Reported","NR",0
,"Ashtabula County, OH","39007","American Indian or Alaska Native","1002-5",Suppressed
,"Ashtabula County, OH","39007","Asian","A",Suppressed
,"Ashtabula County, OH","39007","Black or African American","2054-5",29
,"Ashtabula County, OH","39007","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Ashtabula County, OH","39007","White","2106-3",1042
,"Ashtabula County, OH","39007","More than one race","M",29
,"Ashtabula County, OH","39007","Unknown or Not Stated","UNK",0
,"Ashtabula County, OH","39007","Not Available","NA",0
,"Ashtabula County, OH","39007","Not Reported","NR",0
,"Butler County, OH","39017","American Indian or Alaska Native","1002-5",Suppressed
,"Butler County, OH","39017","Asian","A",203
,"Butler County, OH","39017","Black or African American","2054-5",544
,"Butler County, OH","39017","Native Hawaiian or Other Pacific Islander","NHOPI",16
,"Butler County, OH","39017","White","2106-3",3605
,"Butler County, OH","39017","More than one race","M",98
,"Butler County, OH","39017","Unknown or Not Stated","UNK",0
,"Butler County, OH","39017","Not Available","NA",0
,"Butler County, OH","39017","Not Reported","NR",0
,"Clark County, OH","39023","American Indian or Alaska Native","1002-5",Suppressed
,"Clark County, OH","39023","Asian","A",Suppressed
,"Clark County, OH","39023","Black or African American","2054-5",165
,"Clark County, OH","39023","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Clark County, OH","39023","White","2106-3",1297
,"Clark County, OH","39023","More than one race","M",80
,"Clark County, OH","39023","Unknown or Not Stated","UNK",0
,"Clark County, OH","39023","Not Available","NA",0
,"Clark County, OH","39023","Not Reported","NR",0
,"Clermont County, OH","39025","American Indian or Alaska Native","1002-5",0
,"Clermont County, OH","39025","Asian","A",64
,"Clermont County, OH","39025","Black or African American","2054-5",32
,"Clermont County, OH","39025","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Clermont County, OH","39025","White","2106-3",2183
,"Clermont County, OH","39025","More than one race","M",31
,"Clermont County, OH","39025","Unknown or Not Stated","UNK",0
,"Clermont County, OH","39025","Not Available","NA",0
,"Clermont County, OH","39025","Not Reported","NR",0
,"Columbiana County, OH","39029","American Indian or Alaska Native","1002-5",0
,"Columbiana County, OH","39029","Asian","A",Suppressed
,"Columbiana County, OH","39029","Black or African American","2054-5",17
,"Columbiana County, OH","39029","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Columbiana County, OH","39029","White","2106-3",941
,"Columbiana County, OH","39029","More than one race","M",15
,"Columbiana County, OH","39029","Unknown or Not Stated","UNK",0
,"Columbiana County, OH","39029","Not Available","NA",0
,"Columbiana County, OH","39029","Not Reported","NR",0
,"Cuyahoga County, OH","39035","American Indian or Alaska Native","1002-5",13
,"Cuyahoga County, OH","39035","Asian","A",588
,"Cuyahoga County, OH","39035","Black or African American","2054-5",5218
,"Cuyahoga County, OH","39035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cuyahoga County, OH","39035","White","2106-3",7728
,"Cuyahoga County, OH","39035","More than one race","M",317
,"Cuyahoga County, OH","39035","Unknown or Not Stated","UNK",0
,"Cuyahoga County, OH","39035","Not Available","NA",0
,"Cuyahoga County, OH","39035","Not Reported","NR",0
,"Delaware County, OH","39041","American Indian or Alaska Native","1002-5",0
,"Delaware County, OH","39041","Asian","A",224
,"Delaware County, OH","39041","Black or African American","2054-5",80
,"Delaware County, OH","39041","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Delaware County, OH","39041","White","2106-3",1759
,"Delaware County, OH","39041","More than one race","M",42
,"Delaware County, OH","39041","Unknown or Not Stated","UNK",0
,"Delaware County, OH","39041","Not Available","NA",0
,"Delaware County, OH","39041","Not Reported","NR",0
,"Fairfield County, OH","39045","American Indian or Alaska Native","1002-5",Suppressed
,"Fairfield County, OH","39045","Asian","A",33
,"Fairfield County, OH","39045","Black or African American","2054-5",146
,"Fairfield County, OH","39045","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Fairfield County, OH","39045","White","2106-3",1447
,"Fairfield County, OH","39045","More than one race","M",40
,"Fairfield County, OH","39045","Unknown or Not Stated","UNK",0
,"Fairfield County, OH","39045","Not Available","NA",0
,"Fairfield County, OH","39045","Not Reported","NR",0
,"Franklin County, OH","39049","American Indian or Alaska Native","1002-5",38
,"Franklin County, OH","39049","Asian","A",1243
,"Franklin County, OH","39049","Black or African American","2054-5",5686
,"Franklin County, OH","39049","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Franklin County, OH","39049","White","2106-3",10672
,"Franklin County, OH","39049","More than one race","M",690
,"Franklin County, OH","39049","Unknown or Not Stated","UNK",0
,"Franklin County, OH","39049","Not Available","NA",0
,"Franklin County, OH","39049","Not Reported","NR",0
,"Greene County, OH","39057","American Indian or Alaska Native","1002-5",Suppressed
,"Greene County, OH","39057","Asian","A",56
,"Greene County, OH","39057","Black or African American","2054-5",120
,"Greene County, OH","39057","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Greene County, OH","39057","White","2106-3",1501
,"Greene County, OH","39057","More than one race","M",39
,"Greene County, OH","39057","Unknown or Not Stated","UNK",0
,"Greene County, OH","39057","Not Available","NA",0
,"Greene County, OH","39057","Not Reported","NR",0
,"Hamilton County, OH","39061","American Indian or Alaska Native","1002-5",15
,"Hamilton County, OH","39061","Asian","A",410
,"Hamilton County, OH","39061","Black or African American","2054-5",3500
,"Hamilton County, OH","39061","Native Hawaiian or Other Pacific Islander","NHOPI",22
,"Hamilton County, OH","39061","White","2106-3",6556
,"Hamilton County, OH","39061","More than one race","M",332
,"Hamilton County, OH","39061","Unknown or Not Stated","UNK",0
,"Hamilton County, OH","39061","Not Available","NA",0
,"Hamilton County, OH","39061","Not Reported","NR",0
,"Lake County, OH","39085","American Indian or Alaska Native","1002-5",Suppressed
,"Lake County, OH","39085","Asian","A",44
,"Lake County, OH","39085","Black or African American","2054-5",175
,"Lake County, OH","39085","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Lake County, OH","39085","White","2106-3",1948
,"Lake County, OH","39085","More than one race","M",43
,"Lake County, OH","39085","Unknown or Not Stated","UNK",0
,"Lake County, OH","39085","Not Available","NA",0
,"Lake County, OH","39085","Not Reported","NR",0
,"Licking County, OH","39089","American Indian or Alaska Native","1002-5",Suppressed
,"Licking County, OH","39089","Asian","A",70
,"Licking County, OH","39089","Black or African American","2054-5",66
,"Licking County, OH","39089","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Licking County, OH","39089","White","2106-3",1785
,"Licking County, OH","39089","More than one race","M",66
,"Licking County, OH","39089","Unknown or Not Stated","UNK",0
,"Licking County, OH","39089","Not Available","NA",0
,"Licking County, OH","39089","Not Reported","NR",0
,"Lorain County, OH","39093","American Indian or Alaska Native","1002-5",Suppressed
,"Lorain County, OH","39093","Asian","A",41
,"Lorain County, OH","39093","Black or African American","2054-5",385
,"Lorain County, OH","39093","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lorain County, OH","39093","White","2106-3",2615
,"Lorain County, OH","39093","More than one race","M",152
,"Lorain County, OH","39093","Unknown or Not Stated","UNK",0
,"Lorain County, OH","39093","Not Available","NA",0
,"Lorain County, OH","39093","Not Reported","NR",0
,"Lucas County, OH","39095","American Indian or Alaska Native","1002-5",Suppressed
,"Lucas County, OH","39095","Asian","A",98
,"Lucas County, OH","39095","Black or African American","2054-5",1420
,"Lucas County, OH","39095","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Lucas County, OH","39095","White","2106-3",3660
,"Lucas County, OH","39095","More than one race","M",236
,"Lucas County, OH","39095","Unknown or Not Stated","UNK",0
,"Lucas County, OH","39095","Not Available","NA",0
,"Lucas County, OH","39095","Not Reported","NR",0
,"Mahoning County, OH","39099","American Indian or Alaska Native","1002-5",Suppressed
,"Mahoning County, OH","39099","Asian","A",20
,"Mahoning County, OH","39099","Black or African American","2054-5",609
,"Mahoning County, OH","39099","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
