"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Albany County, NY","36001","Under 15 years","15",Suppressed
,"Albany County, NY","36001","15-19 years","15-19",100
,"Albany County, NY","36001","20-24 years","20-24",367
,"Albany County, NY","36001","25-29 years","25-29",777
,"Albany County, NY","36001","30-34 years","30-34",1016
,"Albany County, NY","36001","35-39 years","35-39",529
,"Albany County, NY","36001","40-44 years","40-44",89
,"Albany County, NY","36001","45-49 years","45-49",Suppressed
,"Albany County, NY","36001","50 years and over","50+",Suppressed
,"Bronx County, NY","36005","Under 15 years","15",Suppressed
,"Bronx County, NY","36005","15-19 years","15-19",934
,"Bronx County, NY","36005","20-24 years","20-24",3915
,"Bronx County, NY","36005","25-29 years","25-29",5776
,"Bronx County, NY","36005","30-34 years","30-34",5349
,"Bronx County, NY","36005","35-39 years","35-39",3148
,"Bronx County, NY","36005","40-44 years","40-44",889
,"Bronx County, NY","36005","45-49 years","45-49",84
,"Bronx County, NY","36005","50 years and over","50+",20
,"Broome County, NY","36007","Under 15 years","15",Suppressed
,"Broome County, NY","36007","15-19 years","15-19",101
,"Broome County, NY","36007","20-24 years","20-24",363
,"Broome County, NY","36007","25-29 years","25-29",591
,"Broome County, NY","36007","30-34 years","30-34",545
,"Broome County, NY","36007","35-39 years","35-39",228
,"Broome County, NY","36007","40-44 years","40-44",44
,"Broome County, NY","36007","45-49 years","45-49",Suppressed
,"Broome County, NY","36007","50 years and over","50+",0
,"Chautauqua County, NY","36013","Under 15 years","15",0
,"Chautauqua County, NY","36013","15-19 years","15-19",104
,"Chautauqua County, NY","36013","20-24 years","20-24",319
,"Chautauqua County, NY","36013","25-29 years","25-29",435
,"Chautauqua County, NY","36013","30-34 years","30-34",304
,"Chautauqua County, NY","36013","35-39 years","35-39",111
,"Chautauqua County, NY","36013","40-44 years","40-44",22
,"Chautauqua County, NY","36013","45-49 years","45-49",Suppressed
,"Chautauqua County, NY","36013","50 years and over","50+",0
,"Dutchess County, NY","36027","Under 15 years","15",Suppressed
,"Dutchess County, NY","36027","15-19 years","15-19",64
,"Dutchess County, NY","36027","20-24 years","20-24",325
,"Dutchess County, NY","36027","25-29 years","25-29",665
,"Dutchess County, NY","36027","30-34 years","30-34",844
,"Dutchess County, NY","36027","35-39 years","35-39",532
,"Dutchess County, NY","36027","40-44 years","40-44",108
,"Dutchess County, NY","36027","45-49 years","45-49",Suppressed
,"Dutchess County, NY","36027","50 years and over","50+",0
,"Erie County, NY","36029","Under 15 years","15",Suppressed
,"Erie County, NY","36029","15-19 years","15-19",385
,"Erie County, NY","36029","20-24 years","20-24",1487
,"Erie County, NY","36029","25-29 years","25-29",2778
,"Erie County, NY","36029","30-34 years","30-34",3350
,"Erie County, NY","36029","35-39 years","35-39",1546
,"Erie County, NY","36029","40-44 years","40-44",251
,"Erie County, NY","36029","45-49 years","45-49",Suppressed
,"Erie County, NY","36029","50 years and over","50+",Suppressed
,"Jefferson County, NY","36045","Under 15 years","15",Suppressed
,"Jefferson County, NY","36045","15-19 years","15-19",106
,"Jefferson County, NY","36045","20-24 years","20-24",581
,"Jefferson County, NY","36045","25-29 years","25-29",646
,"Jefferson County, NY","36045","30-34 years","30-34",369
,"Jefferson County, NY","36045","35-39 years","35-39",131
,"Jefferson County, NY","36045","40-44 years","40-44",29
,"Jefferson County, NY","36045","45-49 years","45-49",Suppressed
,"Jefferson County, NY","36045","50 years and over","50+",0
,"Kings County, NY","36047","Under 15 years","15",Suppressed
