"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Ascension Parish, LA","22005","Under 15 years","15",0
,"Ascension Parish, LA","22005","15-19 years","15-19",70
,"Ascension Parish, LA","22005","20-24 years","20-24",286
,"Ascension Parish, LA","22005","25-29 years","25-29",596
,"Ascension Parish, LA","22005","30-34 years","30-34",484
,"Ascension Parish, LA","22005","35-39 years","35-39",215
,"Ascension Parish, LA","22005","40-44 years","40-44",35
,"Ascension Parish, LA","22005","45-49 years","45-49",Suppressed
,"Ascension Parish, LA","22005","50 years and over","50+",0
,"Bossier Parish, LA","22015","Under 15 years","15",Suppressed
,"Bossier Parish, LA","22015","15-19 years","15-19",79
,"Bossier Parish, LA","22015","20-24 years","20-24",438
,"Bossier Parish, LA","22015","25-29 years","25-29",550
,"Bossier Parish, LA","22015","30-34 years","30-34",437
,"Bossier Parish, LA","22015","35-39 years","35-39",167
,"Bossier Parish, LA","22015","40-44 years","40-44",17
,"Bossier Parish, LA","22015","45-49 years","45-49",Suppressed
,"Bossier Parish, LA","22015","50 years and over","50+",0
,"Caddo Parish, LA","22017","Under 15 years","15",Suppressed
,"Caddo Parish, LA","22017","15-19 years","15-19",264
,"Caddo Parish, LA","22017","20-24 years","20-24",808
,"Caddo Parish, LA","22017","25-29 years","25-29",1034
,"Caddo Parish, LA","22017","30-34 years","30-34",653
,"Caddo Parish, LA","22017","35-39 years","35-39",266
,"Caddo Parish, LA","22017","40-44 years","40-44",45
,"Caddo Parish, LA","22017","45-49 years","45-49",0
,"Caddo Parish, LA","22017","50 years and over","50+",0
,"Calcasieu Parish, LA","22019","Under 15 years","15",Suppressed
,"Calcasieu Parish, LA","22019","15-19 years","15-19",239
,"Calcasieu Parish, LA","22019","20-24 years","20-24",886
,"Calcasieu Parish, LA","22019","25-29 years","25-29",956
,"Calcasieu Parish, LA","22019","30-34 years","30-34",660
,"Calcasieu Parish, LA","22019","35-39 years","35-39",260
,"Calcasieu Parish, LA","22019","40-44 years","40-44",48
,"Calcasieu Parish, LA","22019","45-49 years","45-49",Suppressed
,"Calcasieu Parish, LA","22019","50 years and over","50+",0
,"East Baton Rouge Parish, LA","22033","Under 15 years","15",Suppressed
,"East Baton Rouge Parish, LA","22033","15-19 years","15-19",370
,"East Baton Rouge Parish, LA","22033","20-24 years","20-24",1309
,"East Baton Rouge Parish, LA","22033","25-29 years","25-29",1717
,"East Baton Rouge Parish, LA","22033","30-34 years","30-34",1494
,"East Baton Rouge Parish, LA","22033","35-39 years","35-39",725
,"East Baton Rouge Parish, LA","22033","40-44 years","40-44",154
,"East Baton Rouge Parish, LA","22033","45-49 years","45-49",Suppressed
,"East Baton Rouge Parish, LA","22033","50 years and over","50+",0
,"Jefferson Parish, LA","22051","Under 15 years","15",Suppressed
,"Jefferson Parish, LA","22051","15-19 years","15-19",308
,"Jefferson Parish, LA","22051","20-24 years","20-24",1178
,"Jefferson Parish, LA","22051","25-29 years","25-29",1687
,"Jefferson Parish, LA","22051","30-34 years","30-34",1538
,"Jefferson Parish, LA","22051","35-39 years","35-39",788
,"Jefferson Parish, LA","22051","40-44 years","40-44",137
,"Jefferson Parish, LA","22051","45-49 years","45-49",Suppressed
,"Jefferson Parish, LA","22051","50 years and over","50+",0
,"Lafayette Parish, LA","22055","Under 15 years","15",Suppressed
,"Lafayette Parish, LA","22055","15-19 years","15-19",162
,"Lafayette Parish, LA","22055","20-24 years","20-24",694
,"Lafayette Parish, LA","22055","25-29 years","25-29",1004
,"Lafayette Parish, LA","22055","30-34 years","30-34",907
,"Lafayette Parish, LA","22055","35-39 years","35-39",395
,"Lafayette Parish, LA","22055","40-44 years","40-44",70
,"Lafayette Parish, LA","22055","45-49 years","45-49",Suppressed
,"Lafayette Parish, LA","22055","50 years and over","50+",0
,"Livingston Parish, LA","22063","Under 15 years","15",Suppressed
,"Livingston Parish, LA","22063","15-19 years","15-19",111
,"Livingston Parish, LA","22063","20-24 years","20-24",458
,"Livingston Parish, LA","22063","25-29 years","25-29",607
,"Livingston Parish, LA","22063","30-34 years","30-34",401
,"Livingston Parish, LA","22063","35-39 years","35-39",166
,"Livingston Parish, LA","22063","40-44 years","40-44",26
,"Livingston Parish, LA","22063","45-49 years","45-49",Suppressed
,"Livingston Parish, LA","22063","50 years and over","50+",0
,"Orleans Parish, LA","22071","Under 15 years","15",Suppressed
,"Orleans Parish, LA","22071","15-19 years","15-19",219
,"Orleans Parish, LA","22071","20-24 years","20-24",921
