"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Alamance County, NC","37001","Under 15 years","15",Suppressed
,"Alamance County, NC","37001","15-19 years","15-19",117
,"Alamance County, NC","37001","20-24 years","20-24",426
,"Alamance County, NC","37001","25-29 years","25-29",602
,"Alamance County, NC","37001","30-34 years","30-34",508
,"Alamance County, NC","37001","35-39 years","35-39",238
,"Alamance County, NC","37001","40-44 years","40-44",64
,"Alamance County, NC","37001","45-49 years","45-49",Suppressed
,"Alamance County, NC","37001","50 years and over","50+",0
,"Brunswick County, NC","37019","Under 15 years","15",0
,"Brunswick County, NC","37019","15-19 years","15-19",69
,"Brunswick County, NC","37019","20-24 years","20-24",221
,"Brunswick County, NC","37019","25-29 years","25-29",283
,"Brunswick County, NC","37019","30-34 years","30-34",269
,"Brunswick County, NC","37019","35-39 years","35-39",115
,"Brunswick County, NC","37019","40-44 years","40-44",26
,"Brunswick County, NC","37019","45-49 years","45-49",Suppressed
,"Brunswick County, NC","37019","50 years and over","50+",0
,"Buncombe County, NC","37021","Under 15 years","15",Suppressed
,"Buncombe County, NC","37021","15-19 years","15-19",121
,"Buncombe County, NC","37021","20-24 years","20-24",384
,"Buncombe County, NC","37021","25-29 years","25-29",669
,"Buncombe County, NC","37021","30-34 years","30-34",764
,"Buncombe County, NC","37021","35-39 years","35-39",454
,"Buncombe County, NC","37021","40-44 years","40-44",86
,"Buncombe County, NC","37021","45-49 years","45-49",Suppressed
,"Buncombe County, NC","37021","50 years and over","50+",0
,"Cabarrus County, NC","37025","Under 15 years","15",0
,"Cabarrus County, NC","37025","15-19 years","15-19",95
,"Cabarrus County, NC","37025","20-24 years","20-24",400
,"Cabarrus County, NC","37025","25-29 years","25-29",750
,"Cabarrus County, NC","37025","30-34 years","30-34",802
,"Cabarrus County, NC","37025","35-39 years","35-39",371
,"Cabarrus County, NC","37025","40-44 years","40-44",85
,"Cabarrus County, NC","37025","45-49 years","45-49",Suppressed
,"Cabarrus County, NC","37025","50 years and over","50+",Suppressed
,"Catawba County, NC","37035","Under 15 years","15",Suppressed
,"Catawba County, NC","37035","15-19 years","15-19",95
,"Catawba County, NC","37035","20-24 years","20-24",443
,"Catawba County, NC","37035","25-29 years","25-29",564
,"Catawba County, NC","37035","30-34 years","30-34",370
,"Catawba County, NC","37035","35-39 years","35-39",182
,"Catawba County, NC","37035","40-44 years","40-44",35
,"Catawba County, NC","37035","45-49 years","45-49",Suppressed
,"Catawba County, NC","37035","50 years and over","50+",0
,"Craven County, NC","37049","Under 15 years","15",Suppressed
,"Craven County, NC","37049","15-19 years","15-19",69
,"Craven County, NC","37049","20-24 years","20-24",441
,"Craven County, NC","37049","25-29 years","25-29",407
,"Craven County, NC","37049","30-34 years","30-34",292
,"Craven County, NC","37049","35-39 years","35-39",109
,"Craven County, NC","37049","40-44 years","40-44",17
,"Craven County, NC","37049","45-49 years","45-49",Suppressed
,"Craven County, NC","37049","50 years and over","50+",0
,"Cumberland County, NC","37051","Under 15 years","15",Suppressed
,"Cumberland County, NC","37051","15-19 years","15-19",282
,"Cumberland County, NC","37051","20-24 years","20-24",1574
,"Cumberland County, NC","37051","25-29 years","25-29",1786
,"Cumberland County, NC","37051","30-34 years","30-34",1180
,"Cumberland County, NC","37051","35-39 years","35-39",479
,"Cumberland County, NC","37051","40-44 years","40-44",94
,"Cumberland County, NC","37051","45-49 years","45-49",Suppressed
,"Cumberland County, NC","37051","50 years and over","50+",0
,"Davidson County, NC","37057","Under 15 years","15",0
,"Davidson County, NC","37057","15-19 years","15-19",113
,"Davidson County, NC","37057","20-24 years","20-24",440
,"Davidson County, NC","37057","25-29 years","25-29",610
,"Davidson County, NC","37057","30-34 years","30-34",398
,"Davidson County, NC","37057","35-39 years","35-39",158
,"Davidson County, NC","37057","40-44 years","40-44",29
,"Davidson County, NC","37057","45-49 years","45-49",Suppressed
,"Davidson County, NC","37057","50 years and over","50+",Suppressed
,"Durham County, NC","37063","Under 15 years","15",Suppressed
,"Durham County, NC","37063","15-19 years","15-19",178
,"Durham County, NC","37063","20-24 years","20-24",599
,"Durham County, NC","37063","25-29 years","25-29",1058
,"Durham County, NC","37063","30-34 years","30-34",1395
,"Durham County, NC","37063","35-39 years","35-39",752
,"Durham County, NC","37063","40-44 years","40-44",155
,"Durham County, NC","37063","45-49 years","45-49",10
,"Durham County, NC","37063","50 years and over","50+",0
,"Forsyth County, NC","37067","Under 15 years","15",Suppressed
,"Forsyth County, NC","37067","15-19 years","15-19",257
,"Forsyth County, NC","37067","20-24 years","20-24",853
,"Forsyth County, NC","37067","25-29 years","25-29",1269
,"Forsyth County, NC","37067","30-34 years","30-34",1219
,"Forsyth County, NC","37067","35-39 years","35-39",598
,"Forsyth County, NC","37067","40-44 years","40-44",123
,"Forsyth County, NC","37067","45-49 years","45-49",Suppressed
,"Forsyth County, NC","37067","50 years and over","50+",0
,"Gaston County, NC","37071","Under 15 years","15",Suppressed
,"Gaston County, NC","37071","15-19 years","15-19",139
,"Gaston County, NC","37071","20-24 years","20-24",601
,"Gaston County, NC","37071","25-29 years","25-29",837
,"Gaston County, NC","37071","30-34 years","30-34",629
,"Gaston County, NC","37071","35-39 years","35-39",270
,"Gaston County, NC","37071","40-44 years","40-44",46
,"Gaston County, NC","37071","45-49 years","45-49",Suppressed
,"Gaston County, NC","37071","50 years and over","50+",0
,"Guilford County, NC","37081","Under 15 years","15",Suppressed
,"Guilford County, NC","37081","15-19 years","15-19",291
,"Guilford County, NC","37081","20-24 years","20-24",1261
,"Guilford County, NC","37081","25-29 years","25-29",1816
,"Guilford County, NC","37081","30-34 years","30-34",1649
,"Guilford County, NC","37081","35-39 years","35-39",900
,"Guilford County, NC","37081","40-44 years","40-44",178
,"Guilford County, NC","37081","45-49 years","45-49",16
,"Guilford County, NC","37081","50 years and over","50+",Suppressed
,"Harnett County, NC","37085","Under 15 years","15",0
,"Harnett County, NC","37085","15-19 years","15-19",97
,"Harnett County, NC","37085","20-24 years","20-24",391
,"Harnett County, NC","37085","25-29 years","25-29",583
,"Harnett County, NC","37085","30-34 years","30-34",502
,"Harnett County, NC","37085","35-39 years","35-39",232
,"Harnett County, NC","37085","40-44 years","40-44",39
,"Harnett County, NC","37085","45-49 years","45-49",Suppressed
,"Harnett County, NC","37085","50 years and over","50+",0
,"Henderson County, NC","37089","Under 15 years","15",0
,"Henderson County, NC","37089","15-19 years","15-19",56
,"Henderson County, NC","37089","20-24 years","20-24",248
,"Henderson County, NC","37089","25-29 years","25-29",347
,"Henderson County, NC","37089","30-34 years","30-34",284
,"Henderson County, NC","37089","35-39 years","35-39",131
,"Henderson County, NC","37089","40-44 years","40-44",25
,"Henderson County, NC","37089","45-49 years","45-49",Suppressed
,"Henderson County, NC","37089","50 years and over","50+",0
,"Iredell County, NC","37097","Under 15 years","15",0
,"Iredell County, NC","37097","15-19 years","15-19",79
,"Iredell County, NC","37097","20-24 years","20-24",404
,"Iredell County, NC","37097","25-29 years","25-29",569
,"Iredell County, NC","37097","30-34 years","30-34",550
,"Iredell County, NC","37097","35-39 years","35-39",233
,"Iredell County, NC","37097","40-44 years","40-44",55
,"Iredell County, NC","37097","45-49 years","45-49",0
,"Iredell County, NC","37097","50 years and over","50+",Suppressed
,"Johnston County, NC","37101","Under 15 years","15",Suppressed
,"Johnston County, NC","37101","15-19 years","15-19",109
,"Johnston County, NC","37101","20-24 years","20-24",438
,"Johnston County, NC","37101","25-29 years","25-29",713
,"Johnston County, NC","37101","30-34 years","30-34",630
,"Johnston County, NC","37101","35-39 years","35-39",335
,"Johnston County, NC","37101","40-44 years","40-44",68
,"Johnston County, NC","37101","45-49 years","45-49",Suppressed
,"Johnston County, NC","37101","50 years and over","50+",0
