"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Bartow County, GA","13015","Under 15 years","15",0
,"Bartow County, GA","13015","15-19 years","15-19",81
,"Bartow County, GA","13015","20-24 years","20-24",287
,"Bartow County, GA","13015","25-29 years","25-29",392
,"Bartow County, GA","13015","30-34 years","30-34",295
,"Bartow County, GA","13015","35-39 years","35-39",98
,"Bartow County, GA","13015","40-44 years","40-44",19
,"Bartow County, GA","13015","45-49 years","45-49",Suppressed
,"Bartow County, GA","13015","50 years and over","50+",0
,"Bibb County, GA","13021","Under 15 years","15",Suppressed
,"Bibb County, GA","13021","15-19 years","15-19",174
,"Bibb County, GA","13021","20-24 years","20-24",579
,"Bibb County, GA","13021","25-29 years","25-29",672
,"Bibb County, GA","13021","30-34 years","30-34",418
,"Bibb County, GA","13021","35-39 years","35-39",183
,"Bibb County, GA","13021","40-44 years","40-44",31
,"Bibb County, GA","13021","45-49 years","45-49",Suppressed
,"Bibb County, GA","13021","50 years and over","50+",0
,"Carroll County, GA","13045","Under 15 years","15",0
,"Carroll County, GA","13045","15-19 years","15-19",101
,"Carroll County, GA","13045","20-24 years","20-24",451
,"Carroll County, GA","13045","25-29 years","25-29",489
,"Carroll County, GA","13045","30-34 years","30-34",336
,"Carroll County, GA","13045","35-39 years","35-39",132
,"Carroll County, GA","13045","40-44 years","40-44",30
,"Carroll County, GA","13045","45-49 years","45-49",Suppressed
,"Carroll County, GA","13045","50 years and over","50+",0
,"Chatham County, GA","13051","Under 15 years","15",Suppressed
,"Chatham County, GA","13051","15-19 years","15-19",178
,"Chatham County, GA","13051","20-24 years","20-24",743
,"Chatham County, GA","13051","25-29 years","25-29",1103
,"Chatham County, GA","13051","30-34 years","30-34",936
,"Chatham County, GA","13051","35-39 years","35-39",500
,"Chatham County, GA","13051","40-44 years","40-44",84
,"Chatham County, GA","13051","45-49 years","45-49",Suppressed
,"Chatham County, GA","13051","50 years and over","50+",Suppressed
,"Cherokee County, GA","13057","Under 15 years","15",Suppressed
,"Cherokee County, GA","13057","15-19 years","15-19",81
,"Cherokee County, GA","13057","20-24 years","20-24",385
,"Cherokee County, GA","13057","25-29 years","25-29",727
,"Cherokee County, GA","13057","30-34 years","30-34",852
,"Cherokee County, GA","13057","35-39 years","35-39",427
,"Cherokee County, GA","13057","40-44 years","40-44",83
,"Cherokee County, GA","13057","45-49 years","45-49",Suppressed
,"Cherokee County, GA","13057","50 years and over","50+",Suppressed
,"Clarke County, GA","13059","Under 15 years","15",0
,"Clarke County, GA","13059","15-19 years","15-19",65
,"Clarke County, GA","13059","20-24 years","20-24",279
,"Clarke County, GA","13059","25-29 years","25-29",405
,"Clarke County, GA","13059","30-34 years","30-34",368
,"Clarke County, GA","13059","35-39 years","35-39",200
,"Clarke County, GA","13059","40-44 years","40-44",34
,"Clarke County, GA","13059","45-49 years","45-49",0
,"Clarke County, GA","13059","50 years and over","50+",0
,"Clayton County, GA","13063","Under 15 years","15",Suppressed
,"Clayton County, GA","13063","15-19 years","15-19",305
,"Clayton County, GA","13063","20-24 years","20-24",905
,"Clayton County, GA","13063","25-29 years","25-29",1169
,"Clayton County, GA","13063","30-34 years","30-34",829
,"Clayton County, GA","13063","35-39 years","35-39",436
,"Clayton County, GA","13063","40-44 years","40-44",116
,"Clayton County, GA","13063","45-49 years","45-49",11
,"Clayton County, GA","13063","50 years and over","50+",0
,"Cobb County, GA","13067","Under 15 years","15",0
,"Cobb County, GA","13067","15-19 years","15-19",286
,"Cobb County, GA","13067","20-24 years","20-24",1230
,"Cobb County, GA","13067","25-29 years","25-29",2330
,"Cobb County, GA","13067","30-34 years","30-34",2970
,"Cobb County, GA","13067","35-39 years","35-39",1709
,"Cobb County, GA","13067","40-44 years","40-44",369
,"Cobb County, GA","13067","45-49 years","45-49",32
,"Cobb County, GA","13067","50 years and over","50+",Suppressed
,"Columbia County, GA","13073","Under 15 years","15",Suppressed
,"Columbia County, GA","13073","15-19 years","15-19",47
,"Columbia County, GA","13073","20-24 years","20-24",286
,"Columbia County, GA","13073","25-29 years","25-29",567
,"Columbia County, GA","13073","30-34 years","30-34",593
,"Columbia County, GA","13073","35-39 years","35-39",270
,"Columbia County, GA","13073","40-44 years","40-44",50
,"Columbia County, GA","13073","45-49 years","45-49",Suppressed
,"Columbia County, GA","13073","50 years and over","50+",0
,"Coweta County, GA","13077","Under 15 years","15",0
,"Coweta County, GA","13077","15-19 years","15-19",79
,"Coweta County, GA","13077","20-24 years","20-24",299
,"Coweta County, GA","13077","25-29 years","25-29",516
,"Coweta County, GA","13077","30-34 years","30-34",431
,"Coweta County, GA","13077","35-39 years","35-39",207
,"Coweta County, GA","13077","40-44 years","40-44",41
,"Coweta County, GA","13077","45-49 years","45-49",Suppressed
,"Coweta County, GA","13077","50 years and over","50+",0
,"DeKalb County, GA","13089","Under 15 years","15",17
,"DeKalb County, GA","13089","15-19 years","15-19",504
,"DeKalb County, GA","13089","20-24 years","20-24",1764
,"DeKalb County, GA","13089","25-29 years","25-29",2879
,"DeKalb County, GA","13089","30-34 years","30-34",3344
,"DeKalb County, GA","13089","35-39 years","35-39",1855
,"DeKalb County, GA","13089","40-44 years","40-44",394
,"DeKalb County, GA","13089","45-49 years","45-49",25
,"DeKalb County, GA","13089","50 years and over","50+",Suppressed
,"Douglas County, GA","13097","Under 15 years","15",Suppressed
,"Douglas County, GA","13097","15-19 years","15-19",89
,"Douglas County, GA","13097","20-24 years","20-24",380
,"Douglas County, GA","13097","25-29 years","25-29",507
,"Douglas County, GA","13097","30-34 years","30-34",396
,"Douglas County, GA","13097","35-39 years","35-39",271
,"Douglas County, GA","13097","40-44 years","40-44",50
,"Douglas County, GA","13097","45-49 years","45-49",Suppressed
,"Douglas County, GA","13097","50 years and over","50+",Suppressed
,"Fayette County, GA","13113","Under 15 years","15",0
,"Fayette County, GA","13113","15-19 years","15-19",27
,"Fayette County, GA","13113","20-24 years","20-24",138
,"Fayette County, GA","13113","25-29 years","25-29",203
,"Fayette County, GA","13113","30-34 years","30-34",281
,"Fayette County, GA","13113","35-39 years","35-39",172
,"Fayette County, GA","13113","40-44 years","40-44",42
,"Fayette County, GA","13113","45-49 years","45-49",Suppressed
,"Fayette County, GA","13113","50 years and over","50+",0
,"Forsyth County, GA","13117","Under 15 years","15",0
,"Forsyth County, GA","13117","15-19 years","15-19",46
,"Forsyth County, GA","13117","20-24 years","20-24",209
,"Forsyth County, GA","13117","25-29 years","25-29",561
,"Forsyth County, GA","13117","30-34 years","30-34",905
,"Forsyth County, GA","13117","35-39 years","35-39",482
,"Forsyth County, GA","13117","40-44 years","40-44",99
,"Forsyth County, GA","13117","45-49 years","45-49",Suppressed
,"Forsyth County, GA","13117","50 years and over","50+",Suppressed
,"Fulton County, GA","13121","Under 15 years","15",Suppressed
,"Fulton County, GA","13121","15-19 years","15-19",548
,"Fulton County, GA","13121","20-24 years","20-24",1814
,"Fulton County, GA","13121","25-29 years","25-29",3211
,"Fulton County, GA","13121","30-34 years","30-34",4084
,"Fulton County, GA","13121","35-39 years","35-39",2447
,"Fulton County, GA","13121","40-44 years","40-44",486
,"Fulton County, GA","13121","45-49 years","45-49",52
,"Fulton County, GA","13121","50 years and over","50+",Suppressed
,"Gwinnett County, GA","13135","Under 15 years","15",Suppressed
,"Gwinnett County, GA","13135","15-19 years","15-19",418
,"Gwinnett County, GA","13135","20-24 years","20-24",1689
,"Gwinnett County, GA","13135","25-29 years","25-29",3006
,"Gwinnett County, GA","13135","30-34 years","30-34",3216
,"Gwinnett County, GA","13135","35-39 years","35-39",1971
,"Gwinnett County, GA","13135","40-44 years","40-44",508
,"Gwinnett County, GA","13135","45-49 years","45-49",40
,"Gwinnett County, GA","13135","50 years and over","50+",Suppressed
,"Hall County, GA","13139","Under 15 years","15",Suppressed
,"Hall County, GA","13139","15-19 years","15-19",206
,"Hall County, GA","13139","20-24 years","20-24",598
,"Hall County, GA","13139","25-29 years","25-29",713
,"Hall County, GA","13139","30-34 years","30-34",612
,"Hall County, GA","13139","35-39 years","35-39",288
,"Hall County, GA","13139","40-44 years","40-44",75
,"Hall County, GA","13139","45-49 years","45-49",Suppressed
,"Hall County, GA","13139","50 years and over","50+",0
,"Henry County, GA","13151","Under 15 years","15",Suppressed
,"Henry County, GA","13151","15-19 years","15-19",136
,"Henry County, GA","13151","20-24 years","20-24",583
,"Henry County, GA","13151","25-29 years","25-29",816
,"Henry County, GA","13151","30-34 years","30-34",692
,"Henry County, GA","13151","35-39 years","35-39",372
,"Henry County, GA","13151","40-44 years","40-44",96
,"Henry County, GA","13151","45-49 years","45-49",Suppressed
,"Henry County, GA","13151","50 years and over","50+",0
,"Houston County, GA","13153","Under 15 years","15",Suppressed
,"Houston County, GA","13153","15-19 years","15-19",124
,"Houston County, GA","13153","20-24 years","20-24",466
,"Houston County, GA","13153","25-29 years","25-29",650
,"Houston County, GA","13153","30-34 years","30-34",509
,"Houston County, GA","13153","35-39 years","35-39",180
,"Houston County, GA","13153","40-44 years","40-44",34
,"Houston County, GA","13153","45-49 years","45-49",Suppressed
,"Houston County, GA","13153","50 years and over","50+",0
,"Lowndes County, GA","13185","Under 15 years","15",Suppressed
,"Lowndes County, GA","13185","15-19 years","15-19",125
,"Lowndes County, GA","13185","20-24 years","20-24",449
,"Lowndes County, GA","13185","25-29 years","25-29",530
,"Lowndes County, GA","13185","30-34 years","30-34",372
