"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Alameda County, CA","06001","Under 15 years","15",Suppressed
,"Alameda County, CA","06001","15-19 years","15-19",359
,"Alameda County, CA","06001","20-24 years","20-24",1705
,"Alameda County, CA","06001","25-29 years","25-29",3794
,"Alameda County, CA","06001","30-34 years","30-34",6704
,"Alameda County, CA","06001","35-39 years","35-39",4555
,"Alameda County, CA","06001","40-44 years","40-44",1032
,"Alameda County, CA","06001","45-49 years","45-49",75
,"Alameda County, CA","06001","50 years and over","50+",13
,"Butte County, CA","06007","Under 15 years","15",Suppressed
,"Butte County, CA","06007","15-19 years","15-19",103
,"Butte County, CA","06007","20-24 years","20-24",492
,"Butte County, CA","06007","25-29 years","25-29",759
,"Butte County, CA","06007","30-34 years","30-34",671
,"Butte County, CA","06007","35-39 years","35-39",347
,"Butte County, CA","06007","40-44 years","40-44",52
,"Butte County, CA","06007","45-49 years","45-49",Suppressed
,"Butte County, CA","06007","50 years and over","50+",0
,"Contra Costa County, CA","06013","Under 15 years","15",Suppressed
,"Contra Costa County, CA","06013","15-19 years","15-19",278
,"Contra Costa County, CA","06013","20-24 years","20-24",1393
,"Contra Costa County, CA","06013","25-29 years","25-29",2787
,"Contra Costa County, CA","06013","30-34 years","30-34",4151
,"Contra Costa County, CA","06013","35-39 years","35-39",2705
,"Contra Costa County, CA","06013","40-44 years","40-44",609
,"Contra Costa County, CA","06013","45-49 years","45-49",70
,"Contra Costa County, CA","06013","50 years and over","50+",Suppressed
,"El Dorado County, CA","06017","Under 15 years","15",0
,"El Dorado County, CA","06017","15-19 years","15-19",39
,"El Dorado County, CA","06017","20-24 years","20-24",229
,"El Dorado County, CA","06017","25-29 years","25-29",422
,"El Dorado County, CA","06017","30-34 years","30-34",582
,"El Dorado County, CA","06017","35-39 years","35-39",316
,"El Dorado County, CA","06017","40-44 years","40-44",81
,"El Dorado County, CA","06017","45-49 years","45-49",Suppressed
,"El Dorado County, CA","06017","50 years and over","50+",0
,"Fresno County, CA","06019","Under 15 years","15",12
,"Fresno County, CA","06019","15-19 years","15-19",906
