"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Bell County, TX","48027","Under 15 years","15",Suppressed
,"Bell County, TX","48027","15-19 years","15-19",342
,"Bell County, TX","48027","20-24 years","20-24",1790
,"Bell County, TX","48027","25-29 years","25-29",1841
,"Bell County, TX","48027","30-34 years","30-34",1260
,"Bell County, TX","48027","35-39 years","35-39",557
,"Bell County, TX","48027","40-44 years","40-44",94
,"Bell County, TX","48027","45-49 years","45-49",Suppressed
,"Bell County, TX","48027","50 years and over","50+",0
,"Bexar County, TX","48029","Under 15 years","15",22
,"Bexar County, TX","48029","15-19 years","15-19",1706
,"Bexar County, TX","48029","20-24 years","20-24",5880
,"Bexar County, TX","48029","25-29 years","25-29",7913
,"Bexar County, TX","48029","30-34 years","30-34",6865
,"Bexar County, TX","48029","35-39 years","35-39",3404
,"Bexar County, TX","48029","40-44 years","40-44",717
,"Bexar County, TX","48029","45-49 years","45-49",53
,"Bexar County, TX","48029","50 years and over","50+",Suppressed
,"Brazoria County, TX","48039","Under 15 years","15",0
,"Brazoria County, TX","48039","15-19 years","15-19",228
,"Brazoria County, TX","48039","20-24 years","20-24",893
,"Brazoria County, TX","48039","25-29 years","25-29",1356
,"Brazoria County, TX","48039","30-34 years","30-34",1415
,"Brazoria County, TX","48039","35-39 years","35-39",721
,"Brazoria County, TX","48039","40-44 years","40-44",109
,"Brazoria County, TX","48039","45-49 years","45-49",12
,"Brazoria County, TX","48039","50 years and over","50+",0
,"Brazos County, TX","48041","Under 15 years","15",Suppressed
,"Brazos County, TX","48041","15-19 years","15-19",157
,"Brazos County, TX","48041","20-24 years","20-24",543
,"Brazos County, TX","48041","25-29 years","25-29",784
,"Brazos County, TX","48041","30-34 years","30-34",728
,"Brazos County, TX","48041","35-39 years","35-39",300
,"Brazos County, TX","48041","40-44 years","40-44",65
,"Brazos County, TX","48041","45-49 years","45-49",Suppressed
,"Brazos County, TX","48041","50 years and over","50+",0
,"Cameron County, TX","48061","Under 15 years","15",12
,"Cameron County, TX","48061","15-19 years","15-19",686
,"Cameron County, TX","48061","20-24 years","20-24",1773
,"Cameron County, TX","48061","25-29 years","25-29",1792
,"Cameron County, TX","48061","30-34 years","30-34",1300
,"Cameron County, TX","48061","35-39 years","35-39",588
,"Cameron County, TX","48061","40-44 years","40-44",145
,"Cameron County, TX","48061","45-49 years","45-49",10
,"Cameron County, TX","48061","50 years and over","50+",0
,"Collin County, TX","48085","Under 15 years","15",Suppressed
,"Collin County, TX","48085","15-19 years","15-19",278
,"Collin County, TX","48085","20-24 years","20-24",1249
,"Collin County, TX","48085","25-29 years","25-29",2885
,"Collin County, TX","48085","30-34 years","30-34",3984
,"Collin County, TX","48085","35-39 years","35-39",2266
,"Collin County, TX","48085","40-44 years","40-44",442
,"Collin County, TX","48085","45-49 years","45-49",38
,"Collin County, TX","48085","50 years and over","50+",Suppressed
,"Comal County, TX","48091","Under 15 years","15",0
,"Comal County, TX","48091","15-19 years","15-19",75
,"Comal County, TX","48091","20-24 years","20-24",306
,"Comal County, TX","48091","25-29 years","25-29",443
,"Comal County, TX","48091","30-34 years","30-34",443
,"Comal County, TX","48091","35-39 years","35-39",216
,"Comal County, TX","48091","40-44 years","40-44",41
,"Comal County, TX","48091","45-49 years","45-49",Suppressed
,"Comal County, TX","48091","50 years and over","50+",Suppressed
,"Dallas County, TX","48113","Under 15 years","15",42
,"Dallas County, TX","48113","15-19 years","15-19",2603
,"Dallas County, TX","48113","20-24 years","20-24",8032
,"Dallas County, TX","48113","25-29 years","25-29",10801
,"Dallas County, TX","48113","30-34 years","30-34",10099
,"Dallas County, TX","48113","35-39 years","35-39",5360
,"Dallas County, TX","48113","40-44 years","40-44",1168
,"Dallas County, TX","48113","45-49 years","45-49",70
,"Dallas County, TX","48113","50 years and over","50+",Suppressed
,"Denton County, TX","48121","Under 15 years","15",Suppressed
,"Denton County, TX","48121","15-19 years","15-19",298
,"Denton County, TX","48121","20-24 years","20-24",1351
,"Denton County, TX","48121","25-29 years","25-29",2811
,"Denton County, TX","48121","30-34 years","30-34",3278
,"Denton County, TX","48121","35-39 years","35-39",1739
,"Denton County, TX","48121","40-44 years","40-44",345
,"Denton County, TX","48121","45-49 years","45-49",30
,"Denton County, TX","48121","50 years and over","50+",Suppressed
,"Ector County, TX","48135","Under 15 years","15",Suppressed
,"Ector County, TX","48135","15-19 years","15-19",301
,"Ector County, TX","48135","20-24 years","20-24",887
,"Ector County, TX","48135","25-29 years","25-29",953
,"Ector County, TX","48135","30-34 years","30-34",596
,"Ector County, TX","48135","35-39 years","35-39",217
,"Ector County, TX","48135","40-44 years","40-44",39
,"Ector County, TX","48135","45-49 years","45-49",Suppressed
,"Ector County, TX","48135","50 years and over","50+",0
