"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Aiken County, SC","45003","Under 15 years","15",Suppressed
,"Aiken County, SC","45003","15-19 years","15-19",130
,"Aiken County, SC","45003","20-24 years","20-24",434
,"Aiken County, SC","45003","25-29 years","25-29",612
,"Aiken County, SC","45003","30-34 years","30-34",473
,"Aiken County, SC","45003","35-39 years","35-39",202
,"Aiken County, SC","45003","40-44 years","40-44",42
,"Aiken County, SC","45003","45-49 years","45-49",Suppressed
,"Aiken County, SC","45003","50 years and over","50+",0
,"Anderson County, SC","45007","Under 15 years","15",Suppressed
,"Anderson County, SC","45007","15-19 years","15-19",169
,"Anderson County, SC","45007","20-24 years","20-24",564
,"Anderson County, SC","45007","25-29 years","25-29",730
,"Anderson County, SC","45007","30-34 years","30-34",532
,"Anderson County, SC","45007","35-39 years","35-39",218
,"Anderson County, SC","45007","40-44 years","40-44",39
,"Anderson County, SC","45007","45-49 years","45-49",Suppressed
,"Anderson County, SC","45007","50 years and over","50+",0
,"Beaufort County, SC","45013","Under 15 years","15",0
,"Beaufort County, SC","45013","15-19 years","15-19",112
,"Beaufort County, SC","45013","20-24 years","20-24",426
,"Beaufort County, SC","45013","25-29 years","25-29",563
,"Beaufort County, SC","45013","30-34 years","30-34",505
,"Beaufort County, SC","45013","35-39 years","35-39",247
,"Beaufort County, SC","45013","40-44 years","40-44",57
,"Beaufort County, SC","45013","45-49 years","45-49",Suppressed
,"Beaufort County, SC","45013","50 years and over","50+",0
,"Berkeley County, SC","45015","Under 15 years","15",Suppressed
,"Berkeley County, SC","45015","15-19 years","15-19",126
,"Berkeley County, SC","45015","20-24 years","20-24",622
,"Berkeley County, SC","45015","25-29 years","25-29",850
,"Berkeley County, SC","45015","30-34 years","30-34",795
,"Berkeley County, SC","45015","35-39 years","35-39",353
,"Berkeley County, SC","45015","40-44 years","40-44",46
,"Berkeley County, SC","45015","45-49 years","45-49",Suppressed
,"Berkeley County, SC","45015","50 years and over","50+",0
,"Charleston County, SC","45019","Under 15 years","15",0
,"Charleston County, SC","45019","15-19 years","15-19",167
,"Charleston County, SC","45019","20-24 years","20-24",680
,"Charleston County, SC","45019","25-29 years","25-29",1311
,"Charleston County, SC","45019","30-34 years","30-34",1624
,"Charleston County, SC","45019","35-39 years","35-39",900
,"Charleston County, SC","45019","40-44 years","40-44",168
,"Charleston County, SC","45019","45-49 years","45-49",11
,"Charleston County, SC","45019","50 years and over","50+",0
,"Dorchester County, SC","45035","Under 15 years","15",0
,"Dorchester County, SC","45035","15-19 years","15-19",88
,"Dorchester County, SC","45035","20-24 years","20-24",373
,"Dorchester County, SC","45035","25-29 years","25-29",574
,"Dorchester County, SC","45035","30-34 years","30-34",529
,"Dorchester County, SC","45035","35-39 years","35-39",244
,"Dorchester County, SC","45035","40-44 years","40-44",33
,"Dorchester County, SC","45035","45-49 years","45-49",Suppressed
,"Dorchester County, SC","45035","50 years and over","50+",0
,"Florence County, SC","45041","Under 15 years","15",Suppressed
,"Florence County, SC","45041","15-19 years","15-19",116
,"Florence County, SC","45041","20-24 years","20-24",390
,"Florence County, SC","45041","25-29 years","25-29",540
,"Florence County, SC","45041","30-34 years","30-34",361
,"Florence County, SC","45041","35-39 years","35-39",177
,"Florence County, SC","45041","40-44 years","40-44",29
,"Florence County, SC","45041","45-49 years","45-49",Suppressed
,"Florence County, SC","45041","50 years and over","50+",0
,"Greenville County, SC","45045","Under 15 years","15",Suppressed
,"Greenville County, SC","45045","15-19 years","15-19",300
,"Greenville County, SC","45045","20-24 years","20-24",1154
,"Greenville County, SC","45045","25-29 years","25-29",1856
,"Greenville County, SC","45045","30-34 years","30-34",1891
,"Greenville County, SC","45045","35-39 years","35-39",841
,"Greenville County, SC","45045","40-44 years","40-44",165
,"Greenville County, SC","45045","45-49 years","45-49",15
