"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Aiken County, SC","45003","American Indian or Alaska Native","1002-5",Suppressed
,"Aiken County, SC","45003","Asian","A",26
,"Aiken County, SC","45003","Black or African American","2054-5",537
,"Aiken County, SC","45003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Aiken County, SC","45003","White","2106-3",1278
,"Aiken County, SC","45003","More than one race","M",52
,"Aiken County, SC","45003","Unknown or Not Stated","UNK",0
,"Aiken County, SC","45003","Not Available","NA",0
,"Aiken County, SC","45003","Not Reported","NR",0
,"Anderson County, SC","45007","American Indian or Alaska Native","1002-5",Suppressed
,"Anderson County, SC","45007","Asian","A",41
,"Anderson County, SC","45007","Black or African American","2054-5",373
,"Anderson County, SC","45007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Anderson County, SC","45007","White","2106-3",1787
,"Anderson County, SC","45007","More than one race","M",47
,"Anderson County, SC","45007","Unknown or Not Stated","UNK",0
,"Anderson County, SC","45007","Not Available","NA",0
,"Anderson County, SC","45007","Not Reported","NR",0
,"Beaufort County, SC","45013","American Indian or Alaska Native","1002-5",Suppressed
,"Beaufort County, SC","45013","Asian","A",34
,"Beaufort County, SC","45013","Black or African American","2054-5",428
,"Beaufort County, SC","45013","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Beaufort County, SC","45013","White","2106-3",1380
,"Beaufort County, SC","45013","More than one race","M",65
,"Beaufort County, SC","45013","Unknown or Not Stated","UNK",0
,"Beaufort County, SC","45013","Not Available","NA",0
,"Beaufort County, SC","45013","Not Reported","NR",0
,"Berkeley County, SC","45015","American Indian or Alaska Native","1002-5",14
,"Berkeley County, SC","45015","Asian","A",60
,"Berkeley County, SC","45015","Black or African American","2054-5",717
,"Berkeley County, SC","45015","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Berkeley County, SC","45015","White","2106-3",1894
,"Berkeley County, SC","45015","More than one race","M",113
,"Berkeley County, SC","45015","Unknown or Not Stated","UNK",0
,"Berkeley County, SC","45015","Not Available","NA",0
,"Berkeley County, SC","45015","Not Reported","NR",0
,"Charleston County, SC","45019","American Indian or Alaska Native","1002-5",Suppressed
,"Charleston County, SC","45019","Asian","A",103
,"Charleston County, SC","45019","Black or African American","2054-5",1400
,"Charleston County, SC","45019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Charleston County, SC","45019","White","2106-3",3202
,"Charleston County, SC","45019","More than one race","M",143
,"Charleston County, SC","45019","Unknown or Not Stated","UNK",0
,"Charleston County, SC","45019","Not Available","NA",0
,"Charleston County, SC","45019","Not Reported","NR",0
,"Dorchester County, SC","45035","American Indian or Alaska Native","1002-5",Suppressed
,"Dorchester County, SC","45035","Asian","A",39
,"Dorchester County, SC","45035","Black or African American","2054-5",511
,"Dorchester County, SC","45035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Dorchester County, SC","45035","White","2106-3",1210
,"Dorchester County, SC","45035","More than one race","M",71
,"Dorchester County, SC","45035","Unknown or Not Stated","UNK",0
,"Dorchester County, SC","45035","Not Available","NA",0
,"Dorchester County, SC","45035","Not Reported","NR",0
,"Florence County, SC","45041","American Indian or Alaska Native","1002-5",Suppressed
,"Florence County, SC","45041","Asian","A",41
,"Florence County, SC","45041","Black or African American","2054-5",807
,"Florence County, SC","45041","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Florence County, SC","45041","White","2106-3",736
,"Florence County, SC","45041","More than one race","M",26
,"Florence County, SC","45041","Unknown or Not Stated","UNK",0
,"Florence County, SC","45041","Not Available","NA",0
,"Florence County, SC","45041","Not Reported","NR",0
,"Greenville County, SC","45045","American Indian or Alaska Native","1002-5",Suppressed
,"Greenville County, SC","45045","Asian","A",198
,"Greenville County, SC","45045","Black or African American","2054-5",1371
,"Greenville County, SC","45045","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Greenville County, SC","45045","White","2106-3",4489
,"Greenville County, SC","45045","More than one race","M",150
,"Greenville County, SC","45045","Unknown or Not Stated","UNK",0
,"Greenville County, SC","45045","Not Available","NA",0
,"Greenville County, SC","45045","Not Reported","NR",0
,"Horry County, SC","45051","American Indian or Alaska Native","1002-5",Suppressed
,"Horry County, SC","45051","Asian","A",55
,"Horry County, SC","45051","Black or African American","2054-5",575
,"Horry County, SC","45051","Native Hawaiian or Other Pacific Islander","NHOPI",17
,"Horry County, SC","45051","White","2106-3",2394
,"Horry County, SC","45051","More than one race","M",103
,"Horry County, SC","45051","Unknown or Not Stated","UNK",0
,"Horry County, SC","45051","Not Available","NA",0
,"Horry County, SC","45051","Not Reported","NR",0
,"Lexington County, SC","45063","American Indian or Alaska Native","1002-5",Suppressed
,"Lexington County, SC","45063","Asian","A",97
,"Lexington County, SC","45063","Black or African American","2054-5",601
,"Lexington County, SC","45063","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lexington County, SC","45063","White","2106-3",2429
,"Lexington County, SC","45063","More than one race","M",85
,"Lexington County, SC","45063","Unknown or Not Stated","UNK",0
,"Lexington County, SC","45063","Not Available","NA",0
,"Lexington County, SC","45063","Not Reported","NR",0
,"Pickens County, SC","45077","American Indian or Alaska Native","1002-5",0
,"Pickens County, SC","45077","Asian","A",28
,"Pickens County, SC","45077","Black or African American","2054-5",92
,"Pickens County, SC","45077","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Pickens County, SC","45077","White","2106-3",1001
,"Pickens County, SC","45077","More than one race","M",24
,"Pickens County, SC","45077","Unknown or Not Stated","UNK",0
,"Pickens County, SC","45077","Not Available","NA",0
,"Pickens County, SC","45077","Not Reported","NR",0
,"Richland County, SC","45079","American Indian or Alaska Native","1002-5",Suppressed
,"Richland County, SC","45079","Asian","A",148
,"Richland County, SC","45079","Black or African American","2054-5",2613
,"Richland County, SC","45079","Native Hawaiian or Other Pacific Islander","NHOPI",11
,"Richland County, SC","45079","White","2106-3",1767
,"Richland County, SC","45079","More than one race","M",147
,"Richland County, SC","45079","Unknown or Not Stated","UNK",0
,"Richland County, SC","45079","Not Available","NA",0
,"Richland County, SC","45079","Not Reported","NR",0
,"Spartanburg County, SC","45083","American Indian or Alaska Native","1002-5",Suppressed
,"Spartanburg County, SC","45083","Asian","A",103
,"Spartanburg County, SC","45083","Black or African American","2054-5",868
,"Spartanburg County, SC","45083","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Spartanburg County, SC","45083","White","2106-3",2780
,"Spartanburg County, SC","45083","More than one race","M",93
,"Spartanburg County, SC","45083","Unknown or Not Stated","UNK",0
,"Spartanburg County, SC","45083","Not Available","NA",0
,"Spartanburg County, SC","45083","Not Reported","NR",0
,"Sumter County, SC","45085","American Indian or Alaska Native","1002-5",Suppressed
,"Sumter County, SC","45085","Asian","A",28
,"Sumter County, SC","45085","Black or African American","2054-5",625
