"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Bell County, TX","48027","Hispanic or Latino","2135-2",1640
,"Bell County, TX","48027","Not Hispanic or Latino","2186-5",4244
,"Bell County, TX","48027","Unknown or Not Stated","9",Suppressed
,"Bexar County, TX","48029","Hispanic or Latino","2135-2",17318
,"Bexar County, TX","48029","Not Hispanic or Latino","2186-5",9216
,"Bexar County, TX","48029","Unknown or Not Stated","9",28
,"Brazoria County, TX","48039","Hispanic or Latino","2135-2",1747
,"Brazoria County, TX","48039","Not Hispanic or Latino","2186-5",2978
,"Brazoria County, TX","48039","Unknown or Not Stated","9",Suppressed
,"Brazos County, TX","48041","Hispanic or Latino","2135-2",867
,"Brazos County, TX","48041","Not Hispanic or Latino","2186-5",1716
,"Brazos County, TX","48041","Unknown or Not Stated","9",Suppressed
,"Cameron County, TX","48061","Hispanic or Latino","2135-2",6060
,"Cameron County, TX","48061","Not Hispanic or Latino","2186-5",245
,"Cameron County, TX","48061","Unknown or Not Stated","9",Suppressed
,"Collin County, TX","48085","Hispanic or Latino","2135-2",2148
,"Collin County, TX","48085","Not Hispanic or Latino","2186-5",8989
,"Collin County, TX","48085","Unknown or Not Stated","9",10
,"Comal County, TX","48091","Hispanic or Latino","2135-2",557
,"Comal County, TX","48091","Not Hispanic or Latino","2186-5",964
,"Comal County, TX","48091","Unknown or Not Stated","9",Suppressed
,"Dallas County, TX","48113","Hispanic or Latino","2135-2",18442
,"Dallas County, TX","48113","Not Hispanic or Latino","2186-5",19694
,"Dallas County, TX","48113","Unknown or Not Stated","9",46
,"Denton County, TX","48121","Hispanic or Latino","2135-2",2403
,"Denton County, TX","48121","Not Hispanic or Latino","2186-5",7448
,"Denton County, TX","48121","Unknown or Not Stated","9",Suppressed
,"Ector County, TX","48135","Hispanic or Latino","2135-2",2070
,"Ector County, TX","48135","Not Hispanic or Latino","2186-5",930
,"Ector County, TX","48135","Unknown or Not Stated","9",0
,"Ellis County, TX","48139","Hispanic or Latino","2135-2",744
,"Ellis County, TX","48139","Not Hispanic or Latino","2186-5",1470
,"Ellis County, TX","48139","Unknown or Not Stated","9",0
,"El Paso County, TX","48141","Hispanic or Latino","2135-2",9696
,"El Paso County, TX","48141","Not Hispanic or Latino","2186-5",2024
,"El Paso County, TX","48141","Unknown or Not Stated","9",Suppressed
,"Fort Bend County, TX","48157","Hispanic or Latino","2135-2",2448
,"Fort Bend County, TX","48157","Not Hispanic or Latino","2186-5",6921
,"Fort Bend County, TX","48157","Unknown or Not Stated","9",Suppressed
,"Galveston County, TX","48167","Hispanic or Latino","2135-2",1149
,"Galveston County, TX","48167","Not Hispanic or Latino","2186-5",2807
,"Galveston County, TX","48167","Unknown or Not Stated","9",Suppressed
,"Grayson County, TX","48181","Hispanic or Latino","2135-2",364
,"Grayson County, TX","48181","Not Hispanic or Latino","2186-5",1298
,"Grayson County, TX","48181","Unknown or Not Stated","9",0
,"Gregg County, TX","48183","Hispanic or Latino","2135-2",416
,"Gregg County, TX","48183","Not Hispanic or Latino","2186-5",1228
,"Gregg County, TX","48183","Unknown or Not Stated","9",0
,"Guadalupe County, TX","48187","Hispanic or Latino","2135-2",751
,"Guadalupe County, TX","48187","Not Hispanic or Latino","2186-5",1095
,"Guadalupe County, TX","48187","Unknown or Not Stated","9",Suppressed
,"Harris County, TX","48201","Hispanic or Latino","2135-2",33220
,"Harris County, TX","48201","Not Hispanic or Latino","2186-5",33669
,"Harris County, TX","48201","Unknown or Not Stated","9",206
,"Hays County, TX","48209","Hispanic or Latino","2135-2",1226
,"Hays County, TX","48209","Not Hispanic or Latino","2186-5",1345
,"Hays County, TX","48209","Unknown or Not Stated","9",Suppressed
,"Hidalgo County, TX","48215","Hispanic or Latino","2135-2",13796
,"Hidalgo County, TX","48215","Not Hispanic or Latino","2186-5",388
,"Hidalgo County, TX","48215","Unknown or Not Stated","9",Suppressed
,"Jefferson County, TX","48245","Hispanic or Latino","2135-2",1034
,"Jefferson County, TX","48245","Not Hispanic or Latino","2186-5",2433
,"Jefferson County, TX","48245","Unknown or Not Stated","9",Suppressed
,"Johnson County, TX","48251","Hispanic or Latino","2135-2",633
,"Johnson County, TX","48251","Not Hispanic or Latino","2186-5",1474
,"Johnson County, TX","48251","Unknown or Not Stated","9",Suppressed
,"Kaufman County, TX","48257","Hispanic or Latino","2135-2",490
,"Kaufman County, TX","48257","Not Hispanic or Latino","2186-5",1294
,"Kaufman County, TX","48257","Unknown or Not Stated","9",Suppressed
,"Lubbock County, TX","48303","Hispanic or Latino","2135-2",1714
,"Lubbock County, TX","48303","Not Hispanic or Latino","2186-5",2178
,"Lubbock County, TX","48303","Unknown or Not Stated","9",Suppressed
,"McLennan County, TX","48309","Hispanic or Latino","2135-2",1166
,"McLennan County, TX","48309","Not Hispanic or Latino","2186-5",2294
,"McLennan County, TX","48309","Unknown or Not Stated","9",0
,"Midland County, TX","48329","Hispanic or Latino","2135-2",1483
,"Midland County, TX","48329","Not Hispanic or Latino","2186-5",1528
,"Midland County, TX","48329","Unknown or Not Stated","9",0
,"Montgomery County, TX","48339","Hispanic or Latino","2135-2",2471
,"Montgomery County, TX","48339","Not Hispanic or Latino","2186-5",4874
,"Montgomery County, TX","48339","Unknown or Not Stated","9",10
,"Nueces County, TX","48355","Hispanic or Latino","2135-2",3137
,"Nueces County, TX","48355","Not Hispanic or Latino","2186-5",1432
,"Nueces County, TX","48355","Unknown or Not Stated","9",0
,"Parker County, TX","48367","Hispanic or Latino","2135-2",236
,"Parker County, TX","48367","Not Hispanic or Latino","2186-5",1301
,"Parker County, TX","48367","Unknown or Not Stated","9",0
,"Potter County, TX","48375","Hispanic or Latino","2135-2",803
,"Potter County, TX","48375","Not Hispanic or Latino","2186-5",835
,"Potter County, TX","48375","Unknown or Not Stated","9",0
,"Randall County, TX","48381","Hispanic or Latino","2135-2",474
,"Randall County, TX","48381","Not Hispanic or Latino","2186-5",1171
,"Randall County, TX","48381","Unknown or Not Stated","9",0
,"Smith County, TX","48423","Hispanic or Latino","2135-2",866
,"Smith County, TX","48423","Not Hispanic or Latino","2186-5",2055
,"Smith County, TX","48423","Unknown or Not Stated","9",Suppressed
,"Tarrant County, TX","48439","Hispanic or Latino","2135-2",9738
,"Tarrant County, TX","48439","Not Hispanic or Latino","2186-5",17536
,"Tarrant County, TX","48439","Unknown or Not Stated","9",Suppressed
,"Taylor County, TX","48441","Hispanic or Latino","2135-2",546
,"Taylor County, TX","48441","Not Hispanic or Latino","2186-5",1498
,"Taylor County, TX","48441","Unknown or Not Stated","9",0
,"Tom Green County, TX","48451","Hispanic or Latino","2135-2",669
,"Tom Green County, TX","48451","Not Hispanic or Latino","2186-5",804
,"Tom Green County, TX","48451","Unknown or Not Stated","9",0
,"Travis County, TX","48453","Hispanic or Latino","2135-2",6367
,"Travis County, TX","48453","Not Hispanic or Latino","2186-5",8741
,"Travis County, TX","48453","Unknown or Not Stated","9",17
,"Webb County, TX","48479","Hispanic or Latino","2135-2",4596
,"Webb County, TX","48479","Not Hispanic or Latino","2186-5",94
,"Webb County, TX","48479","Unknown or Not Stated","9",Suppressed
,"Wichita County, TX","48485","Hispanic or Latino","2135-2",410
,"Wichita County, TX","48485","Not Hispanic or Latino","2186-5",1196
,"Wichita County, TX","48485","Unknown or Not Stated","9",Suppressed
,"Williamson County, TX","48491","Hispanic or Latino","2135-2",1890
,"Williamson County, TX","48491","Not Hispanic or Latino","2186-5",4755
,"Williamson County, TX","48491","Unknown or Not Stated","9",Suppressed
,"Unidentified Counties, TX","48999","Hispanic or Latino","2135-2",23357
,"Unidentified Counties, TX","48999","Not Hispanic or Latino","2186-5",32907
,"Unidentified Counties, TX","48999","Unknown or Not Stated","9",31
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Texas (48)"
"Year: 2018"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 3:53:03 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 3:53:03 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
