Session Title,Falls in KY-NC,,
Session ID,2748287,,
Data Model,ED Encounters,,
Population Base,All ED Encounters,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence (U.S.): StateGroupB,ED Diagnoses: Fall,
Session Date Range,1/1/2023 - 7/17/2025 (Based On Arrival Date),,
Measure,Number of ED Encounters,,
Export User,Stephanie Perniciaro,,
Date of Export,8/8/2025,,
,,,
,,,
,,,Number of ED Encounters
Year,County of Residence,Age at Time of Visit,
Jan 1 – Dec 31 2023,"WAYNE, MI",Less than 65 Years,4314
,,65 Years or more,6345
,,No value,10 or fewer
,,Total,10659
,"WAKE, NC",Less than 65 Years,3771
,,65 Years or more,6276
,,No value,10 or fewer
,,Total,10047
,"MIDDLESEX, MA",Less than 65 Years,2787
,,65 Years or more,6432
,,No value,10 or fewer
,,Total,9219
,"MONROE, NY",Less than 65 Years,2349
,,65 Years or more,4873
,,No value,10 or fewer
,,Total,7222
,"JEFFERSON, KY",Less than 65 Years,3587
,,65 Years or more,3887
,,No value,10 or fewer
,,Total,7474
,"KENT, MI",Less than 65 Years,2363
,,65 Years or more,4223
,,No value,10 or fewer
,,Total,6586
,"KINGS, NY",Less than 65 Years,3622
,,65 Years or more,2935
,,No value,10 or fewer
,,Total,6557
,"HENNEPIN, MN",Less than 65 Years,2593
,,65 Years or more,3894
,,No value,10 or fewer
,,Total,6487
,"SUFFOLK, NY",Less than 65 Years,2207
,,65 Years or more,4283
,,No value,10 or fewer
,,Total,6490
,"OAKLAND, MI",Less than 65 Years,1236
,,65 Years or more,3342
,,No value,10 or fewer
,,Total,4578
,"WORCESTER, MA",Less than 65 Years,1929
,,65 Years or more,3025
,,No value,10 or fewer
,,Total,4954
,"GUILFORD, NC",Less than 65 Years,1975
,,65 Years or more,3525
,,No value,10 or fewer
,,Total,5500
,"MECKLENBURG, NC",Less than 65 Years,1939
,,65 Years or more,3032
,,No value,10 or fewer
,,Total,4971
,"MACOMB, MI",Less than 65 Years,1138
,,65 Years or more,3147
,,No value,10 or fewer
,,Total,4285
,"NASSAU, NY",Less than 65 Years,1503
,,65 Years or more,3456
,,No value,10 or fewer
,,Total,4959
,"CAMDEN, NJ",Less than 65 Years,1944
,,65 Years or more,2811
,,No value,10 or fewer
,,Total,4755
,"ERIE, NY",Less than 65 Years,1544
,,65 Years or more,2994
,,No value,10 or fewer
,,Total,4538
,"SHELBY, TN",Less than 65 Years,1252
,,65 Years or more,1744
,,No value,10 or fewer
,,Total,2996
,"EAST BATON ROUGE, LA",Less than 65 Years,2034
,,65 Years or more,1967
,,No value,10 or fewer
,,Total,4001
,"CLARK, NV",Less than 65 Years,1801
,,65 Years or more,2237
,,No value,10 or fewer
,,Total,4038
,"QUEENS, NY",Less than 65 Years,2252
,,65 Years or more,2056
,,No value,10 or fewer
,,Total,4308
,"FORSYTH, NC",Less than 65 Years,1352
,,65 Years or more,2652
,,No value,10 or fewer
,,Total,4004
,"JEFFERSON, LA",Less than 65 Years,1871
,,65 Years or more,2103
,,No value,10 or fewer
,,Total,3974
,"OCEAN, NJ",Less than 65 Years,798
,,65 Years or more,2042
,,No value,10 or fewer
,,Total,2840
,"ESSEX, NJ",Less than 65 Years,592
,,65 Years or more,789
,,No value,10 or fewer
,,Total,1381
,"ESSEX, MA",Less than 65 Years,893
,,65 Years or more,2487
,,No value,10 or fewer
,,Total,3380
,"SUFFOLK, MA",Less than 65 Years,1559
,,65 Years or more,1238
,,No value,10 or fewer
,,Total,2797
,"BRISTOL, MA",Less than 65 Years,1237
,,65 Years or more,2178
,,No value,10 or fewer
,,Total,3415
,"LAFAYETTE, LA",Less than 65 Years,1833
,,65 Years or more,1646
,,No value,10 or fewer
,,Total,3479
,"CUMBERLAND, NC",Less than 65 Years,1483
,,65 Years or more,1990
,,No value,10 or fewer
,,Total,3473
,"BURLINGTON, NJ",Less than 65 Years,1004
,,65 Years or more,2193
,,No value,10 or fewer
,,Total,3197
,"JACKSON, MI",Less than 65 Years,1249
,,65 Years or more,2016
,,No value,10 or fewer
,,Total,3265
,"MIDDLESEX, NJ",Less than 65 Years,1098
,,65 Years or more,1865
,,No value,10 or fewer
,,Total,2963
,"JACKSON, MO",Less than 65 Years,1093
,,65 Years or more,1994
,,No value,10 or fewer
,,Total,3087
,"WASHOE, NV",Less than 65 Years,1402
,,65 Years or more,1837
,,No value,10 or fewer
,,Total,3239
,"ALBANY, NY",Less than 65 Years,762
,,65 Years or more,1697
,,No value,10 or fewer
,,Total,2459
,"FAYETTE, KY",Less than 65 Years,1475
,,65 Years or more,1541
,,No value,10 or fewer
,,Total,3016
,"WASHTENAW, MI",Less than 65 Years,879
,,65 Years or more,2060
,,No value,10 or fewer
,,Total,2939
,"JOHNSTON, NC",Less than 65 Years,1098
,,65 Years or more,1645
,,No value,10 or fewer
,,Total,2743
,"KALAMAZOO, MI",Less than 65 Years,934
,,65 Years or more,1775
,,No value,10 or fewer
,,Total,2709
,"LANCASTER, NE",Less than 65 Years,961
,,65 Years or more,1511
,,No value,10 or fewer
,,Total,2472
,"SULLIVAN, TN",Less than 65 Years,1025
,,65 Years or more,1780
,,No value,10 or fewer
,,Total,2805
,"WASHINGTON, MD",Less than 65 Years,879
,,65 Years or more,1631
,,No value,10 or fewer
,,Total,2510
,"MUSKEGON, MI",Less than 65 Years,951
,,65 Years or more,1549
,,No value,10 or fewer
,,Total,2500
,"HINDS, MS",Less than 65 Years,1192
,,65 Years or more,1146
,,No value,10 or fewer
,,Total,2338
,"PITT, NC",Less than 65 Years,1011
,,65 Years or more,1236
,,No value,10 or fewer
,,Total,2247
,"ALAMANCE, NC",Less than 65 Years,793
,,65 Years or more,1485
,,No value,10 or fewer
,,Total,2278
,"HAMILTON, TN",Less than 65 Years,950
,,65 Years or more,1229
,,No value,10 or fewer
,,Total,2179
,"ORLEANS, LA",Less than 65 Years,1100
,,65 Years or more,1156
,,No value,10 or fewer
,,Total,2256
,"WAYNE, NC",Less than 65 Years,928
,,65 Years or more,1441
,,No value,10 or fewer
,,Total,2369
,"JACKSON, MS",Less than 65 Years,875
,,65 Years or more,1199
,,No value,10 or fewer
,,Total,2074
,"LIVINGSTON, LA",Less than 65 Years,1081
,,65 Years or more,1054
,,No value,10 or fewer
,,Total,2135
,"BROOME, NY",Less than 65 Years,993
,,65 Years or more,1325
,,No value,10 or fewer
,,Total,2318
,"DAKOTA, MN",Less than 65 Years,760
,,65 Years or more,1349
,,No value,10 or fewer
,,Total,2109
,"LIVINGSTON, MI",Less than 65 Years,552
,,65 Years or more,1614
,,No value,10 or fewer
,,Total,2166
,"BERRIEN, MI",Less than 65 Years,690
,,65 Years or more,1255
,,No value,10 or fewer
,,Total,1945
,"PRINCE GEORGES, MD",Less than 65 Years,910
,,65 Years or more,966
,,No value,10 or fewer
,,Total,1876
,"HUDSON, NJ",Less than 65 Years,685
,,65 Years or more,439
,,No value,10 or fewer
,,Total,1124
,"BALTIMORE, MD",Less than 65 Years,642
,,65 Years or more,1312
,,No value,10 or fewer
,,Total,1954
,"BRUNSWICK, NC",Less than 65 Years,392
,,65 Years or more,972
,,No value,10 or fewer
,,Total,1364
,"TANGIPAHOA, LA",Less than 65 Years,973
,,65 Years or more,1072
,,No value,10 or fewer
,,Total,2045
,"ANNE ARUNDEL, MD",Less than 65 Years,710
,,65 Years or more,1087
,,No value,10 or fewer
,,Total,1797
,"ORANGE, NY",Less than 65 Years,742
,,65 Years or more,1210
,,No value,10 or fewer
,,Total,1952
,"RAMSEY, MN",Less than 65 Years,780
,,65 Years or more,1191
,,No value,10 or fewer
,,Total,1971
,"MONTGOMERY, MD",Less than 65 Years,778
,,65 Years or more,1140
,,No value,10 or fewer
,,Total,1918
,"ROBESON, NC",Less than 65 Years,891
,,65 Years or more,1080
,,No value,10 or fewer
,,Total,1971
,"SOMERSET, NJ",Less than 65 Years,532
,,65 Years or more,1212
,,No value,10 or fewer
,,Total,1744
,"SAINT LOUIS, MN",Less than 65 Years,696
,,65 Years or more,1154
,,No value,10 or fewer
,,Total,1850
,"ONEIDA, NY",Less than 65 Years,602
,,65 Years or more,1234
,,No value,10 or fewer
,,Total,1836
,"BALTIMORE CITY, MD",Less than 65 Years,985
,,65 Years or more,617
,,No value,10 or fewer
,,Total,1602
,"OUACHITA, LA",Less than 65 Years,691
,,65 Years or more,1041
,,No value,10 or fewer
,,Total,1732
,"CALHOUN, MI",Less than 65 Years,697
,,65 Years or more,1144
,,No value,10 or fewer
,,Total,1841
,"DOUGLAS, NE",Less than 65 Years,912
,,65 Years or more,832
,,No value,10 or fewer
,,Total,1744
,"NASH, NC",Less than 65 Years,573
,,65 Years or more,1018
,,No value,10 or fewer
,,Total,1591
,"CHITTENDEN, VT",Less than 65 Years,515
,,65 Years or more,1100
,,No value,10 or fewer
,,Total,1615
,"RENSSELAER, NY",Less than 65 Years,552
,,65 Years or more,900
,,No value,10 or fewer
,,Total,1452
,"WICOMICO, MD",Less than 65 Years,729
,,65 Years or more,911
,,No value,10 or fewer
,,Total,1640
,"MONROE, MI",Less than 65 Years,510
,,65 Years or more,971
,,No value,10 or fewer
,,Total,1481
,"BERNALILLO, NM",Less than 65 Years,652
,,65 Years or more,1037
,,No value,10 or fewer
,,Total,1689
,"NEW HANOVER, NC",Less than 65 Years,69
,,65 Years or more,97
,,No value,10 or fewer
,,Total,166
,"HENDERSON, NC",Less than 65 Years,328
,,65 Years or more,1138
,,No value,10 or fewer
,,Total,1466
,"UNION, NJ",Less than 65 Years,476
,,65 Years or more,555
,,No value,10 or fewer
,,Total,1031
,"HARNETT, NC",Less than 65 Years,640
,,65 Years or more,978
,,No value,10 or fewer
,,Total,1618
,"GLOUCESTER, NJ",Less than 65 Years,469
,,65 Years or more,988
,,No value,10 or fewer
,,Total,1457
,"ROCKINGHAM, NC",Less than 65 Years,571
,,65 Years or more,983
,,No value,10 or fewer
,,Total,1554
,"PLYMOUTH, MA",Less than 65 Years,313
,,65 Years or more,579
,,No value,10 or fewer
,,Total,892
,"LENOIR, NC",Less than 65 Years,593
,,65 Years or more,777
,,No value,10 or fewer
,,Total,1370
,"DESOTO, MS",Less than 65 Years,392
,,65 Years or more,672
,,No value,10 or fewer
,,Total,1064
,"CUMBERLAND, ME",Less than 65 Years,371
,,65 Years or more,1109
,,No value,10 or fewer
,,Total,1480
,"ORANGE, NC",Less than 65 Years,467
,,65 Years or more,943
,,No value,10 or fewer
,,Total,1410
,"OTTAWA, MI",Less than 65 Years,388
,,65 Years or more,961
,,No value,10 or fewer
,,Total,1349
,"HARFORD, MD",Less than 65 Years,389
,,65 Years or more,918
,,No value,10 or fewer
,,Total,1307
,"ROWAN, NC",Less than 65 Years,525
,,65 Years or more,821
,,No value,10 or fewer
,,Total,1346
,"HARRISON, MS",Less than 65 Years,634
,,65 Years or more,656
,,No value,10 or fewer
,,Total,1290
,"NEW YORK, NY",Less than 65 Years,514
,,65 Years or more,820
,,No value,10 or fewer
,,Total,1334
,"WASHINGTON, TN",Less than 65 Years,485
,,65 Years or more,951
,,No value,10 or fewer
,,Total,1436
,"ONONDAGA, NY",Less than 65 Years,384
,,65 Years or more,880
,,No value,10 or fewer
,,Total,1264
,"MERCER, NJ",Less than 65 Years,421
,,65 Years or more,837
,,No value,10 or fewer
,,Total,1258
,"NORFOLK, MA",Less than 65 Years,279
,,65 Years or more,283
,,No value,10 or fewer
,,Total,562
,"RANKIN, MS",Less than 65 Years,489
,,65 Years or more,720
,,No value,10 or fewer
,,Total,1209
,"YORK, ME",Less than 65 Years,346
,,65 Years or more,871
,,No value,10 or fewer
,,Total,1217
,"BURKE, NC",Less than 65 Years,425
,,65 Years or more,751
,,No value,10 or fewer
,,Total,1176
,"MCCRACKEN, KY",Less than 65 Years,569
,,65 Years or more,781
,,No value,10 or fewer
,,Total,1350
,"BUCHANAN, MO",Less than 65 Years,431
,,65 Years or more,649
,,No value,10 or fewer
,,Total,1080
,"HARDIN, KY",Less than 65 Years,566
,,65 Years or more,651
,,No value,10 or fewer
,,Total,1218
,"DAVIDSON, NC",Less than 65 Years,483
,,65 Years or more,745
,,No value,10 or fewer
,,Total,1228
,"GENESEE, MI",Less than 65 Years,627
,,65 Years or more,494
,,No value,10 or fewer
,,Total,1121
,"VAN BUREN, MI",Less than 65 Years,469
,,65 Years or more,709
,,No value,10 or fewer
,,Total,1178
,"LOWNDES, MS",Less than 65 Years,516
,,65 Years or more,635
,,No value,10 or fewer
,,Total,1151
,"EDGECOMBE, NC",Less than 65 Years,434
,,65 Years or more,691
,,No value,10 or fewer
,,Total,1125
,"WASHINGTON, MN",Less than 65 Years,392
,,65 Years or more,784
,,No value,10 or fewer
,,Total,1176
,"WARREN, NJ",Less than 65 Years,458
,,65 Years or more,637
,,No value,10 or fewer
,,Total,1095
,"SARPY, NE",Less than 65 Years,465
,,65 Years or more,616
,,No value,10 or fewer
,,Total,1081
,"ASCENSION, LA",Less than 65 Years,544
,,65 Years or more,537
,,No value,10 or fewer
,,Total,1081
,"BERGEN, NJ",Less than 65 Years,296
,,65 Years or more,632
,,No value,10 or fewer
,,Total,928
,"STEARNS, MN",Less than 65 Years,436
,,65 Years or more,690
,,No value,10 or fewer
,,Total,1126
,"LENAWEE, MI",Less than 65 Years,319
,,65 Years or more,823
,,No value,10 or fewer
,,Total,1142
,"HALIFAX, NC",Less than 65 Years,400
,,65 Years or more,620
,,No value,10 or fewer
,,Total,1020
,"MADISON, KY",Less than 65 Years,346
,,65 Years or more,506
,,No value,10 or fewer
,,Total,852
,"MONMOUTH, NJ",Less than 65 Years,308
,,65 Years or more,436
,,No value,10 or fewer
,,Total,744
,"SULLIVAN, NY",Less than 65 Years,521
,,65 Years or more,526
,,No value,10 or fewer
,,Total,1047
,"GALLATIN, MT",Less than 65 Years,499
,,65 Years or more,476
,,No value,10 or fewer
,,Total,975
,"MADISON, MS",Less than 65 Years,330
,,65 Years or more,562
,,No value,10 or fewer
,,Total,892
,"DUPLIN, NC",Less than 65 Years,363
,,65 Years or more,538
,,No value,10 or fewer
,,Total,901
,"NIAGARA, NY",Less than 65 Years,247
,,65 Years or more,531
,,No value,10 or fewer
,,Total,778
,"PIKE, KY",Less than 65 Years,439
,,65 Years or more,409
,,No value,10 or fewer
,,Total,848
,"ACADIA, LA",Less than 65 Years,554
,,65 Years or more,444
,,No value,10 or fewer
,,Total,998
,"CALDWELL, NC",Less than 65 Years,365
,,65 Years or more,532
,,No value,10 or fewer
,,Total,897
,"BEAUFORT, NC",Less than 65 Years,313
,,65 Years or more,627
