"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Alamance County, NC","37001","American Indian or Alaska Native","1002-5",12
,"Alamance County, NC","37001","Asian","A",44
,"Alamance County, NC","37001","Black or African American","2054-5",505
,"Alamance County, NC","37001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Alamance County, NC","37001","White","2106-3",1252
,"Alamance County, NC","37001","More than one race","M",66
,"Alamance County, NC","37001","Unknown or Not Stated","UNK",0
,"Alamance County, NC","37001","Not Available","NA",0
,"Alamance County, NC","37001","Not Reported","NR",0
,"Brunswick County, NC","37019","American Indian or Alaska Native","1002-5",13
,"Brunswick County, NC","37019","Asian","A",10
,"Brunswick County, NC","37019","Black or African American","2054-5",107
,"Brunswick County, NC","37019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Brunswick County, NC","37019","White","2106-3",1003
,"Brunswick County, NC","37019","More than one race","M",42
,"Brunswick County, NC","37019","Unknown or Not Stated","UNK",0
,"Brunswick County, NC","37019","Not Available","NA",0
,"Brunswick County, NC","37019","Not Reported","NR",0
,"Buncombe County, NC","37021","American Indian or Alaska Native","1002-5",Suppressed
,"Buncombe County, NC","37021","Asian","A",42
,"Buncombe County, NC","37021","Black or African American","2054-5",149
,"Buncombe County, NC","37021","Native Hawaiian or Other Pacific Islander","NHOPI",15
,"Buncombe County, NC","37021","White","2106-3",2093
,"Buncombe County, NC","37021","More than one race","M",80
,"Buncombe County, NC","37021","Unknown or Not Stated","UNK",0
,"Buncombe County, NC","37021","Not Available","NA",0
,"Buncombe County, NC","37021","Not Reported","NR",0
,"Cabarrus County, NC","37025","American Indian or Alaska Native","1002-5",14
,"Cabarrus County, NC","37025","Asian","A",232
,"Cabarrus County, NC","37025","Black or African American","2054-5",690
,"Cabarrus County, NC","37025","Native Hawaiian or Other Pacific Islander","NHOPI",11
,"Cabarrus County, NC","37025","White","2106-3",1630
,"Cabarrus County, NC","37025","More than one race","M",88
,"Cabarrus County, NC","37025","Unknown or Not Stated","UNK",0
,"Cabarrus County, NC","37025","Not Available","NA",0
,"Cabarrus County, NC","37025","Not Reported","NR",0
,"Catawba County, NC","37035","American Indian or Alaska Native","1002-5",Suppressed
,"Catawba County, NC","37035","Asian","A",144
,"Catawba County, NC","37035","Black or African American","2054-5",182
,"Catawba County, NC","37035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Catawba County, NC","37035","White","2106-3",1285
,"Catawba County, NC","37035","More than one race","M",53
,"Catawba County, NC","37035","Unknown or Not Stated","UNK",0
,"Catawba County, NC","37035","Not Available","NA",0
,"Catawba County, NC","37035","Not Reported","NR",0
,"Craven County, NC","37049","American Indian or Alaska Native","1002-5",Suppressed
,"Craven County, NC","37049","Asian","A",59
,"Craven County, NC","37049","Black or African American","2054-5",243
,"Craven County, NC","37049","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Craven County, NC","37049","White","2106-3",858
,"Craven County, NC","37049","More than one race","M",62
,"Craven County, NC","37049","Unknown or Not Stated","UNK",0
,"Craven County, NC","37049","Not Available","NA",0
,"Craven County, NC","37049","Not Reported","NR",0
,"Cumberland County, NC","37051","American Indian or Alaska Native","1002-5",94
,"Cumberland County, NC","37051","Asian","A",164
,"Cumberland County, NC","37051","Black or African American","2054-5",1983
,"Cumberland County, NC","37051","Native Hawaiian or Other Pacific Islander","NHOPI",41
,"Cumberland County, NC","37051","White","2106-3",2460
,"Cumberland County, NC","37051","More than one race","M",345
,"Cumberland County, NC","37051","Unknown or Not Stated","UNK",0
