"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Alachua County, FL","12001","Under 15 years","15",0
,"Alachua County, FL","12001","15-19 years","15-19",92
,"Alachua County, FL","12001","20-24 years","20-24",420
,"Alachua County, FL","12001","25-29 years","25-29",682
,"Alachua County, FL","12001","30-34 years","30-34",795
,"Alachua County, FL","12001","35-39 years","35-39",444
,"Alachua County, FL","12001","40-44 years","40-44",100
,"Alachua County, FL","12001","45-49 years","45-49",Suppressed
,"Alachua County, FL","12001","50 years and over","50+",Suppressed
,"Bay County, FL","12005","Under 15 years","15",Suppressed
,"Bay County, FL","12005","15-19 years","15-19",114
,"Bay County, FL","12005","20-24 years","20-24",496
,"Bay County, FL","12005","25-29 years","25-29",676
,"Bay County, FL","12005","30-34 years","30-34",560
,"Bay County, FL","12005","35-39 years","35-39",269
,"Bay County, FL","12005","40-44 years","40-44",69
,"Bay County, FL","12005","45-49 years","45-49",Suppressed
,"Bay County, FL","12005","50 years and over","50+",0
,"Brevard County, FL","12009","Under 15 years","15",Suppressed
,"Brevard County, FL","12009","15-19 years","15-19",191
,"Brevard County, FL","12009","20-24 years","20-24",904
,"Brevard County, FL","12009","25-29 years","25-29",1530
,"Brevard County, FL","12009","30-34 years","30-34",1610
,"Brevard County, FL","12009","35-39 years","35-39",847
,"Brevard County, FL","12009","40-44 years","40-44",178
,"Brevard County, FL","12009","45-49 years","45-49",15
,"Brevard County, FL","12009","50 years and over","50+",Suppressed
,"Broward County, FL","12011","Under 15 years","15",11
,"Broward County, FL","12011","15-19 years","15-19",461
,"Broward County, FL","12011","20-24 years","20-24",2257
,"Broward County, FL","12011","25-29 years","25-29",4698
,"Broward County, FL","12011","30-34 years","30-34",6759
,"Broward County, FL","12011","35-39 years","35-39",4646
,"Broward County, FL","12011","40-44 years","40-44",1222
,"Broward County, FL","12011","45-49 years","45-49",77
,"Broward County, FL","12011","50 years and over","50+",12
,"Charlotte County, FL","12015","Under 15 years","15",0
,"Charlotte County, FL","12015","15-19 years","15-19",30
,"Charlotte County, FL","12015","20-24 years","20-24",193
,"Charlotte County, FL","12015","25-29 years","25-29",311
,"Charlotte County, FL","12015","30-34 years","30-34",303
,"Charlotte County, FL","12015","35-39 years","35-39",145
,"Charlotte County, FL","12015","40-44 years","40-44",45
,"Charlotte County, FL","12015","45-49 years","45-49",Suppressed
,"Charlotte County, FL","12015","50 years and over","50+",0
,"Citrus County, FL","12017","Under 15 years","15",Suppressed
,"Citrus County, FL","12017","15-19 years","15-19",50
,"Citrus County, FL","12017","20-24 years","20-24",232
,"Citrus County, FL","12017","25-29 years","25-29",342
,"Citrus County, FL","12017","30-34 years","30-34",276
