"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Albany County, NY","36001","American Indian or Alaska Native","1002-5",Suppressed
,"Albany County, NY","36001","Asian","A",293
,"Albany County, NY","36001","Black or African American","2054-5",530
,"Albany County, NY","36001","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Albany County, NY","36001","White","2106-3",1716
,"Albany County, NY","36001","More than one race","M",149
,"Albany County, NY","36001","Unknown or Not Stated","UNK",0
,"Albany County, NY","36001","Not Available","NA",0
,"Albany County, NY","36001","Not Reported","NR",0
,"Bronx County, NY","36005","American Indian or Alaska Native","1002-5",57
,"Bronx County, NY","36005","Asian","A",1040
,"Bronx County, NY","36005","Black or African American","2054-5",8332
,"Bronx County, NY","36005","Native Hawaiian or Other Pacific Islander","NHOPI",21
,"Bronx County, NY","36005","White","2106-3",6642
,"Bronx County, NY","36005","More than one race","M",255
,"Bronx County, NY","36005","Unknown or Not Stated","UNK",0
,"Bronx County, NY","36005","Not Available","NA",0
,"Bronx County, NY","36005","Not Reported","NR",0
,"Broome County, NY","36007","American Indian or Alaska Native","1002-5",Suppressed
,"Broome County, NY","36007","Asian","A",80
,"Broome County, NY","36007","Black or African American","2054-5",183
,"Broome County, NY","36007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Broome County, NY","36007","White","2106-3",1365
,"Broome County, NY","36007","More than one race","M",67
,"Broome County, NY","36007","Unknown or Not Stated","UNK",0
,"Broome County, NY","36007","Not Available","NA",0
,"Broome County, NY","36007","Not Reported","NR",0
,"Chautauqua County, NY","36013","American Indian or Alaska Native","1002-5",14
,"Chautauqua County, NY","36013","Asian","A",10
,"Chautauqua County, NY","36013","Black or African American","2054-5",43
,"Chautauqua County, NY","36013","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Chautauqua County, NY","36013","White","2106-3",1118
,"Chautauqua County, NY","36013","More than one race","M",35
,"Chautauqua County, NY","36013","Unknown or Not Stated","UNK",0
,"Chautauqua County, NY","36013","Not Available","NA",0
,"Chautauqua County, NY","36013","Not Reported","NR",0
,"Dutchess County, NY","36027","American Indian or Alaska Native","1002-5",Suppressed
,"Dutchess County, NY","36027","Asian","A",109
,"Dutchess County, NY","36027","Black or African American","2054-5",345
,"Dutchess County, NY","36027","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Dutchess County, NY","36027","White","2106-3",1991
,"Dutchess County, NY","36027","More than one race","M",75
,"Dutchess County, NY","36027","Unknown or Not Stated","UNK",0
,"Dutchess County, NY","36027","Not Available","NA",0
,"Dutchess County, NY","36027","Not Reported","NR",0
,"Erie County, NY","36029","American Indian or Alaska Native","1002-5",59
,"Erie County, NY","36029","Asian","A",832
,"Erie County, NY","36029","Black or African American","2054-5",1554
,"Erie County, NY","36029","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Erie County, NY","36029","White","2106-3",6003
,"Erie County, NY","36029","More than one race","M",285
,"Erie County, NY","36029","Unknown or Not Stated","UNK",0
,"Erie County, NY","36029","Not Available","NA",0
,"Erie County, NY","36029","Not Reported","NR",0
,"Jefferson County, NY","36045","American Indian or Alaska Native","1002-5",Suppressed
,"Jefferson County, NY","36045","Asian","A",44
,"Jefferson County, NY","36045","Black or African American","2054-5",113
,"Jefferson County, NY","36045","Native Hawaiian or Other Pacific Islander","NHOPI",10
,"Jefferson County, NY","36045","White","2106-3",1418
,"Jefferson County, NY","36045","More than one race","M",39
