"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Bell County, TX","48027","American Indian or Alaska Native","1002-5",35
,"Bell County, TX","48027","Asian","A",180
,"Bell County, TX","48027","Black or African American","2054-5",1512
,"Bell County, TX","48027","Native Hawaiian or Other Pacific Islander","NHOPI",90
,"Bell County, TX","48027","White","2106-3",3823
,"Bell County, TX","48027","More than one race","M",283
,"Bell County, TX","48027","Unknown or Not Stated","UNK",0
,"Bell County, TX","48027","Not Available","NA",0
,"Bell County, TX","48027","Not Reported","NR",0
,"Bexar County, TX","48029","American Indian or Alaska Native","1002-5",110
,"Bexar County, TX","48029","Asian","A",1000
,"Bexar County, TX","48029","Black or African American","2054-5",2305
,"Bexar County, TX","48029","Native Hawaiian or Other Pacific Islander","NHOPI",75
,"Bexar County, TX","48029","White","2106-3",22487
,"Bexar County, TX","48029","More than one race","M",546
,"Bexar County, TX","48029","Unknown or Not Stated","UNK",0
,"Bexar County, TX","48029","Not Available","NA",0
,"Bexar County, TX","48029","Not Reported","NR",0
,"Brazoria County, TX","48039","American Indian or Alaska Native","1002-5",19
,"Brazoria County, TX","48039","Asian","A",370
,"Brazoria County, TX","48039","Black or African American","2054-5",788
,"Brazoria County, TX","48039","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Brazoria County, TX","48039","White","2106-3",3366
,"Brazoria County, TX","48039","More than one race","M",72
,"Brazoria County, TX","48039","Unknown or Not Stated","UNK",0
,"Brazoria County, TX","48039","Not Available","NA",0
,"Brazoria County, TX","48039","Not Reported","NR",0
,"Brazos County, TX","48041","American Indian or Alaska Native","1002-5",Suppressed
,"Brazos County, TX","48041","Asian","A",137
,"Brazos County, TX","48041","Black or African American","2054-5",414
,"Brazos County, TX","48041","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Brazos County, TX","48041","White","2106-3",2210
,"Brazos County, TX","48041","More than one race","M",44
,"Brazos County, TX","48041","Unknown or Not Stated","UNK",0
,"Brazos County, TX","48041","Not Available","NA",0
,"Brazos County, TX","48041","Not Reported","NR",0
,"Cameron County, TX","48061","American Indian or Alaska Native","1002-5",Suppressed
,"Cameron County, TX","48061","Asian","A",42
