"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Adams County, PA","42001","American Indian or Alaska Native","1002-5",Suppressed
,"Adams County, PA","42001","Asian","A",Suppressed
,"Adams County, PA","42001","Black or African American","2054-5",30
,"Adams County, PA","42001","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Adams County, PA","42001","White","2106-3",866
,"Adams County, PA","42001","More than one race","M",Suppressed
,"Adams County, PA","42001","Unknown or Not Stated","UNK",0
,"Adams County, PA","42001","Not Available","NA",0
,"Adams County, PA","42001","Not Reported","NR",0
,"Allegheny County, PA","42003","American Indian or Alaska Native","1002-5",29
,"Allegheny County, PA","42003","Asian","A",819
,"Allegheny County, PA","42003","Black or African American","2054-5",2208
,"Allegheny County, PA","42003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Allegheny County, PA","42003","White","2106-3",8043
,"Allegheny County, PA","42003","More than one race","M",440
,"Allegheny County, PA","42003","Unknown or Not Stated","UNK",0
,"Allegheny County, PA","42003","Not Available","NA",0
,"Allegheny County, PA","42003","Not Reported","NR",0
,"Beaver County, PA","42007","American Indian or Alaska Native","1002-5",Suppressed
,"Beaver County, PA","42007","Asian","A",16
,"Beaver County, PA","42007","Black or African American","2054-5",139
,"Beaver County, PA","42007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Beaver County, PA","42007","White","2106-3",1257
,"Beaver County, PA","42007","More than one race","M",44
,"Beaver County, PA","42007","Unknown or Not Stated","UNK",0
,"Beaver County, PA","42007","Not Available","NA",0
,"Beaver County, PA","42007","Not Reported","NR",0
,"Berks County, PA","42011","American Indian or Alaska Native","1002-5",40
,"Berks County, PA","42011","Asian","A",99
,"Berks County, PA","42011","Black or African American","2054-5",587
,"Berks County, PA","42011","Native Hawaiian or Other Pacific Islander","NHOPI",23
,"Berks County, PA","42011","White","2106-3",3596
,"Berks County, PA","42011","More than one race","M",105
,"Berks County, PA","42011","Unknown or Not Stated","UNK",0
,"Berks County, PA","42011","Not Available","NA",0
,"Berks County, PA","42011","Not Reported","NR",0
,"Blair County, PA","42013","American Indian or Alaska Native","1002-5",Suppressed
,"Blair County, PA","42013","Asian","A",Suppressed
,"Blair County, PA","42013","Black or African American","2054-5",46
,"Blair County, PA","42013","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Blair County, PA","42013","White","2106-3",1047
,"Blair County, PA","42013","More than one race","M",22
,"Blair County, PA","42013","Unknown or Not Stated","UNK",0
,"Blair County, PA","42013","Not Available","NA",0
,"Blair County, PA","42013","Not Reported","NR",0
,"Bucks County, PA","42017","American Indian or Alaska Native","1002-5",24
,"Bucks County, PA","42017","Asian","A",466
,"Bucks County, PA","42017","Black or African American","2054-5",323
,"Bucks County, PA","42017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Bucks County, PA","42017","White","2106-3",4623
,"Bucks County, PA","42017","More than one race","M",102
,"Bucks County, PA","42017","Unknown or Not Stated","UNK",0
,"Bucks County, PA","42017","Not Available","NA",0
,"Bucks County, PA","42017","Not Reported","NR",0
,"Butler County, PA","42019","American Indian or Alaska Native","1002-5",Suppressed
,"Butler County, PA","42019","Asian","A",51
,"Butler County, PA","42019","Black or African American","2054-5",20
,"Butler County, PA","42019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Butler County, PA","42019","White","2106-3",1612
,"Butler County, PA","42019","More than one race","M",25
,"Butler County, PA","42019","Unknown or Not Stated","UNK",0
,"Butler County, PA","42019","Not Available","NA",0
,"Butler County, PA","42019","Not Reported","NR",0
,"Cambria County, PA","42021","American Indian or Alaska Native","1002-5",0
,"Cambria County, PA","42021","Asian","A",10
,"Cambria County, PA","42021","Black or African American","2054-5",128
,"Cambria County, PA","42021","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cambria County, PA","42021","White","2106-3",986
,"Cambria County, PA","42021","More than one race","M",24
,"Cambria County, PA","42021","Unknown or Not Stated","UNK",0
,"Cambria County, PA","42021","Not Available","NA",0
,"Cambria County, PA","42021","Not Reported","NR",0
,"Centre County, PA","42027","American Indian or Alaska Native","1002-5",Suppressed
,"Centre County, PA","42027","Asian","A",75
,"Centre County, PA","42027","Black or African American","2054-5",47
,"Centre County, PA","42027","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Centre County, PA","42027","White","2106-3",954
,"Centre County, PA","42027","More than one race","M",14
,"Centre County, PA","42027","Unknown or Not Stated","UNK",0
,"Centre County, PA","42027","Not Available","NA",0
,"Centre County, PA","42027","Not Reported","NR",0
,"Chester County, PA","42029","American Indian or Alaska Native","1002-5",25
,"Chester County, PA","42029","Asian","A",472
,"Chester County, PA","42029","Black or African American","2054-5",463
,"Chester County, PA","42029","Native Hawaiian or Other Pacific Islander","NHOPI",10
,"Chester County, PA","42029","White","2106-3",4387
,"Chester County, PA","42029","More than one race","M",101
,"Chester County, PA","42029","Unknown or Not Stated","UNK",0
,"Chester County, PA","42029","Not Available","NA",0
,"Chester County, PA","42029","Not Reported","NR",0
,"Cumberland County, PA","42041","American Indian or Alaska Native","1002-5",Suppressed
,"Cumberland County, PA","42041","Asian","A",250
,"Cumberland County, PA","42041","Black or African American","2054-5",204
,"Cumberland County, PA","42041","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Cumberland County, PA","42041","White","2106-3",2079
,"Cumberland County, PA","42041","More than one race","M",81
,"Cumberland County, PA","42041","Unknown or Not Stated","UNK",0
,"Cumberland County, PA","42041","Not Available","NA",0
,"Cumberland County, PA","42041","Not Reported","NR",0
,"Dauphin County, PA","42043","American Indian or Alaska Native","1002-5",20
,"Dauphin County, PA","42043","Asian","A",277
,"Dauphin County, PA","42043","Black or African American","2054-5",888
,"Dauphin County, PA","42043","Native Hawaiian or Other Pacific Islander","NHOPI",11
,"Dauphin County, PA","42043","White","2106-3",1897
,"Dauphin County, PA","42043","More than one race","M",143
,"Dauphin County, PA","42043","Unknown or Not Stated","UNK",0
,"Dauphin County, PA","42043","Not Available","NA",0
,"Dauphin County, PA","42043","Not Reported","NR",0
,"Delaware County, PA","42045","American Indian or Alaska Native","1002-5",25
,"Delaware County, PA","42045","Asian","A",441
,"Delaware County, PA","42045","Black or African American","2054-5",1805
,"Delaware County, PA","42045","Native Hawaiian or Other Pacific Islander","NHOPI",13
,"Delaware County, PA","42045","White","2106-3",3583
,"Delaware County, PA","42045","More than one race","M",162
,"Delaware County, PA","42045","Unknown or Not Stated","UNK",0
,"Delaware County, PA","42045","Not Available","NA",0
,"Delaware County, PA","42045","Not Reported","NR",0
,"Erie County, PA","42049","American Indian or Alaska Native","1002-5",Suppressed
,"Erie County, PA","42049","Asian","A",111
,"Erie County, PA","42049","Black or African American","2054-5",346
,"Erie County, PA","42049","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Erie County, PA","42049","White","2106-3",1805
,"Erie County, PA","42049","More than one race","M",110
,"Erie County, PA","42049","Unknown or Not Stated","UNK",0
,"Erie County, PA","42049","Not Available","NA",0
,"Erie County, PA","42049","Not Reported","NR",0
,"Fayette County, PA","42051","American Indian or Alaska Native","1002-5",0
,"Fayette County, PA","42051","Asian","A",Suppressed
,"Fayette County, PA","42051","Black or African American","2054-5",57
,"Fayette County, PA","42051","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Fayette County, PA","42051","White","2106-3",1017
,"Fayette County, PA","42051","More than one race","M",38
,"Fayette County, PA","42051","Unknown or Not Stated","UNK",0
,"Fayette County, PA","42051","Not Available","NA",0
,"Fayette County, PA","42051","Not Reported","NR",0
,"Franklin County, PA","42055","American Indian or Alaska Native","1002-5",10
,"Franklin County, PA","42055","Asian","A",24
,"Franklin County, PA","42055","Black or African American","2054-5",127
,"Franklin County, PA","42055","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Franklin County, PA","42055","White","2106-3",1508
,"Franklin County, PA","42055","More than one race","M",37
,"Franklin County, PA","42055","Unknown or Not Stated","UNK",0
,"Franklin County, PA","42055","Not Available","NA",0
,"Franklin County, PA","42055","Not Reported","NR",0
,"Lackawanna County, PA","42069","American Indian or Alaska Native","1002-5",Suppressed
,"Lackawanna County, PA","42069","Asian","A",101
,"Lackawanna County, PA","42069","Black or African American","2054-5",217
,"Lackawanna County, PA","42069","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lackawanna County, PA","42069","White","2106-3",1595
,"Lackawanna County, PA","42069","More than one race","M",42
,"Lackawanna County, PA","42069","Unknown or Not Stated","UNK",0
,"Lackawanna County, PA","42069","Not Available","NA",0
,"Lackawanna County, PA","42069","Not Reported","NR",0
,"Lancaster County, PA","42071","American Indian or Alaska Native","1002-5",33
,"Lancaster County, PA","42071","Asian","A",189
,"Lancaster County, PA","42071","Black or African American","2054-5",515
,"Lancaster County, PA","42071","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lancaster County, PA","42071","White","2106-3",5954
,"Lancaster County, PA","42071","More than one race","M",140
,"Lancaster County, PA","42071","Unknown or Not Stated","UNK",0
,"Lancaster County, PA","42071","Not Available","NA",0
,"Lancaster County, PA","42071","Not Reported","NR",0
,"Lebanon County, PA","42075","American Indian or Alaska Native","1002-5",Suppressed
,"Lebanon County, PA","42075","Asian","A",43
,"Lebanon County, PA","42075","Black or African American","2054-5",74
,"Lebanon County, PA","42075","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lebanon County, PA","42075","White","2106-3",1383
,"Lebanon County, PA","42075","More than one race","M",24
,"Lebanon County, PA","42075","Unknown or Not Stated","UNK",0
,"Lebanon County, PA","42075","Not Available","NA",0
,"Lebanon County, PA","42075","Not Reported","NR",0
,"Lehigh County, PA","42077","American Indian or Alaska Native","1002-5",41
,"Lehigh County, PA","42077","Asian","A",193
,"Lehigh County, PA","42077","Black or African American","2054-5",697
,"Lehigh County, PA","42077","Native Hawaiian or Other Pacific Islander","NHOPI",28
,"Lehigh County, PA","42077","White","2106-3",2688
,"Lehigh County, PA","42077","More than one race","M",103
,"Lehigh County, PA","42077","Unknown or Not Stated","UNK",0
,"Lehigh County, PA","42077","Not Available","NA",0
,"Lehigh County, PA","42077","Not Reported","NR",0
,"Luzerne County, PA","42079","American Indian or Alaska Native","1002-5",28
,"Luzerne County, PA","42079","Asian","A",64
,"Luzerne County, PA","42079","Black or African American","2054-5",503
,"Luzerne County, PA","42079","Native Hawaiian or Other Pacific Islander","NHOPI",19
,"Luzerne County, PA","42079","White","2106-3",2484
,"Luzerne County, PA","42079","More than one race","M",61
,"Luzerne County, PA","42079","Unknown or Not Stated","UNK",0
,"Luzerne County, PA","42079","Not Available","NA",0
,"Luzerne County, PA","42079","Not Reported","NR",0
,"Lycoming County, PA","42081","American Indian or Alaska Native","1002-5",Suppressed
,"Lycoming County, PA","42081","Asian","A",Suppressed
,"Lycoming County, PA","42081","Black or African American","2054-5",108
,"Lycoming County, PA","42081","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lycoming County, PA","42081","White","2106-3",910
,"Lycoming County, PA","42081","More than one race","M",49
,"Lycoming County, PA","42081","Unknown or Not Stated","UNK",0
,"Lycoming County, PA","42081","Not Available","NA",0
,"Lycoming County, PA","42081","Not Reported","NR",0
,"Mercer County, PA","42085","American Indian or Alaska Native","1002-5",Suppressed
,"Mercer County, PA","42085","Asian","A",Suppressed
,"Mercer County, PA","42085","Black or African American","2054-5",67
,"Mercer County, PA","42085","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Mercer County, PA","42085","White","2106-3",906
,"Mercer County, PA","42085","More than one race","M",34
,"Mercer County, PA","42085","Unknown or Not Stated","UNK",0
,"Mercer County, PA","42085","Not Available","NA",0
,"Mercer County, PA","42085","Not Reported","NR",0
,"Monroe County, PA","42089","American Indian or Alaska Native","1002-5",Suppressed
,"Monroe County, PA","42089","Asian","A",33
,"Monroe County, PA","42089","Black or African American","2054-5",276
,"Monroe County, PA","42089","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Monroe County, PA","42089","White","2106-3",947
,"Monroe County, PA","42089","More than one race","M",38
