"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Alameda County, CA","06001","American Indian or Alaska Native","1002-5",43
,"Alameda County, CA","06001","Asian","A",5900
,"Alameda County, CA","06001","Black or African American","2054-5",1321
,"Alameda County, CA","06001","Native Hawaiian or Other Pacific Islander","NHOPI",162
,"Alameda County, CA","06001","White","2106-3",8089
,"Alameda County, CA","06001","More than one race","M",679
,"Alameda County, CA","06001","Unknown or Not Stated","UNK",0
,"Alameda County, CA","06001","Not Available","NA",0
,"Alameda County, CA","06001","Not Reported","NR",0
,"Butte County, CA","06007","American Indian or Alaska Native","1002-5",31
,"Butte County, CA","06007","Asian","A",163
,"Butte County, CA","06007","Black or African American","2054-5",38
,"Butte County, CA","06007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Butte County, CA","06007","White","2106-3",1656
,"Butte County, CA","06007","More than one race","M",148
,"Butte County, CA","06007","Unknown or Not Stated","UNK",0
,"Butte County, CA","06007","Not Available","NA",0
,"Butte County, CA","06007","Not Reported","NR",0
,"Contra Costa County, CA","06013","American Indian or Alaska Native","1002-5",36
,"Contra Costa County, CA","06013","Asian","A",2141
,"Contra Costa County, CA","06013","Black or African American","2054-5",938
,"Contra Costa County, CA","06013","Native Hawaiian or Other Pacific Islander","NHOPI",85
,"Contra Costa County, CA","06013","White","2106-3",7396
,"Contra Costa County, CA","06013","More than one race","M",603
,"Contra Costa County, CA","06013","Unknown or Not Stated","UNK",0
,"Contra Costa County, CA","06013","Not Available","NA",0
,"Contra Costa County, CA","06013","Not Reported","NR",0
,"El Dorado County, CA","06017","American Indian or Alaska Native","1002-5",Suppressed
,"El Dorado County, CA","06017","Asian","A",82
,"El Dorado County, CA","06017","Black or African American","2054-5",14
,"El Dorado County, CA","06017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"El Dorado County, CA","06017","White","2106-3",1245
,"El Dorado County, CA","06017","More than one race","M",75
,"El Dorado County, CA","06017","Unknown or Not Stated","UNK",0
,"El Dorado County, CA","06017","Not Available","NA",0
,"El Dorado County, CA","06017","Not Reported","NR",0
,"Fresno County, CA","06019","American Indian or Alaska Native","1002-5",129
,"Fresno County, CA","06019","Asian","A",1908
,"Fresno County, CA","06019","Black or African American","2054-5",694
,"Fresno County, CA","06019","Native Hawaiian or Other Pacific Islander","NHOPI",30
,"Fresno County, CA","06019","White","2106-3",9938
,"Fresno County, CA","06019","More than one race","M",397
,"Fresno County, CA","06019","Unknown or Not Stated","UNK",0
,"Fresno County, CA","06019","Not Available","NA",0
,"Fresno County, CA","06019","Not Reported","NR",0
,"Humboldt County, CA","06023","American Indian or Alaska Native","1002-5",120
,"Humboldt County, CA","06023","Asian","A",54
,"Humboldt County, CA","06023","Black or African American","2054-5",12
,"Humboldt County, CA","06023","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Humboldt County, CA","06023","White","2106-3",805
,"Humboldt County, CA","06023","More than one race","M",77
,"Humboldt County, CA","06023","Unknown or Not Stated","UNK",0
,"Humboldt County, CA","06023","Not Available","NA",0
,"Humboldt County, CA","06023","Not Reported","NR",0
,"Imperial County, CA","06025","American Indian or Alaska Native","1002-5",18
,"Imperial County, CA","06025","Asian","A",36
,"Imperial County, CA","06025","Black or African American","2054-5",15
,"Imperial County, CA","06025","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Imperial County, CA","06025","White","2106-3",2189
,"Imperial County, CA","06025","More than one race","M",Suppressed
,"Imperial County, CA","06025","Unknown or Not Stated","UNK",0
,"Imperial County, CA","06025","Not Available","NA",0
,"Imperial County, CA","06025","Not Reported","NR",0
,"Kern County, CA","06029","American Indian or Alaska Native","1002-5",72
,"Kern County, CA","06029","Asian","A",680
,"Kern County, CA","06029","Black or African American","2054-5",650
,"Kern County, CA","06029","Native Hawaiian or Other Pacific Islander","NHOPI",18
,"Kern County, CA","06029","White","2106-3",10336
,"Kern County, CA","06029","More than one race","M",315
,"Kern County, CA","06029","Unknown or Not Stated","UNK",0
,"Kern County, CA","06029","Not Available","NA",0
,"Kern County, CA","06029","Not Reported","NR",0
,"Kings County, CA","06031","American Indian or Alaska Native","1002-5",32
,"Kings County, CA","06031","Asian","A",79
,"Kings County, CA","06031","Black or African American","2054-5",87
,"Kings County, CA","06031","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Kings County, CA","06031","White","2106-3",1740
,"Kings County, CA","06031","More than one race","M",72
,"Kings County, CA","06031","Unknown or Not Stated","UNK",0
,"Kings County, CA","06031","Not Available","NA",0
,"Kings County, CA","06031","Not Reported","NR",0
,"Los Angeles County, CA","06037","American Indian or Alaska Native","1002-5",304
,"Los Angeles County, CA","06037","Asian","A",12162
,"Los Angeles County, CA","06037","Black or African American","2054-5",6879
,"Los Angeles County, CA","06037","Native Hawaiian or Other Pacific Islander","NHOPI",247
,"Los Angeles County, CA","06037","White","2106-3",68701
,"Los Angeles County, CA","06037","More than one race","M",2474
,"Los Angeles County, CA","06037","Unknown or Not Stated","UNK",0
,"Los Angeles County, CA","06037","Not Available","NA",0
,"Los Angeles County, CA","06037","Not Reported","NR",0
,"Madera County, CA","06039","American Indian or Alaska Native","1002-5",24
,"Madera County, CA","06039","Asian","A",75
,"Madera County, CA","06039","Black or African American","2054-5",27
,"Madera County, CA","06039","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Madera County, CA","06039","White","2106-3",2015
,"Madera County, CA","06039","More than one race","M",37
,"Madera County, CA","06039","Unknown or Not Stated","UNK",0
,"Madera County, CA","06039","Not Available","NA",0
,"Madera County, CA","06039","Not Reported","NR",0
,"Marin County, CA","06041","American Indian or Alaska Native","1002-5",Suppressed
,"Marin County, CA","06041","Asian","A",187
,"Marin County, CA","06041","Black or African American","2054-5",47
,"Marin County, CA","06041","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Marin County, CA","06041","White","2106-3",1848
,"Marin County, CA","06041","More than one race","M",84
,"Marin County, CA","06041","Unknown or Not Stated","UNK",0
,"Marin County, CA","06041","Not Available","NA",0
,"Marin County, CA","06041","Not Reported","NR",0
,"Merced County, CA","06047","American Indian or Alaska Native","1002-5",Suppressed
,"Merced County, CA","06047","Asian","A",252
,"Merced County, CA","06047","Black or African American","2054-5",107
,"Merced County, CA","06047","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Merced County, CA","06047","White","2106-3",3220
,"Merced County, CA","06047","More than one race","M",67
,"Merced County, CA","06047","Unknown or Not Stated","UNK",0
,"Merced County, CA","06047","Not Available","NA",0
,"Merced County, CA","06047","Not Reported","NR",0
,"Monterey County, CA","06053","American Indian or Alaska Native","1002-5",18
,"Monterey County, CA","06053","Asian","A",189
,"Monterey County, CA","06053","Black or African American","2054-5",73
,"Monterey County, CA","06053","Native Hawaiian or Other Pacific Islander","NHOPI",19
,"Monterey County, CA","06053","White","2106-3",4906
,"Monterey County, CA","06053","More than one race","M",138
,"Monterey County, CA","06053","Unknown or Not Stated","UNK",0
,"Monterey County, CA","06053","Not Available","NA",0
,"Monterey County, CA","06053","Not Reported","NR",0
,"Napa County, CA","06055","American Indian or Alaska Native","1002-5",Suppressed
,"Napa County, CA","06055","Asian","A",83
,"Napa County, CA","06055","Black or African American","2054-5",23
,"Napa County, CA","06055","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Napa County, CA","06055","White","2106-3",1105
,"Napa County, CA","06055","More than one race","M",37
,"Napa County, CA","06055","Unknown or Not Stated","UNK",0
