"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Bell County, TX","48027","Under 15 years","15",Suppressed
,"Bell County, TX","48027","15-19 years","15-19",255
,"Bell County, TX","48027","20-24 years","20-24",1630
,"Bell County, TX","48027","25-29 years","25-29",1907
,"Bell County, TX","48027","30-34 years","30-34",1379
,"Bell County, TX","48027","35-39 years","35-39",597
,"Bell County, TX","48027","40-44 years","40-44",137
,"Bell County, TX","48027","45-49 years","45-49",11
,"Bell County, TX","48027","50 years and over","50+",Suppressed
,"Bexar County, TX","48029","Under 15 years","15",25
,"Bexar County, TX","48029","15-19 years","15-19",1342
,"Bexar County, TX","48029","20-24 years","20-24",5411
,"Bexar County, TX","48029","25-29 years","25-29",7752
,"Bexar County, TX","48029","30-34 years","30-34",7341
,"Bexar County, TX","48029","35-39 years","35-39",3729
,"Bexar County, TX","48029","40-44 years","40-44",864
,"Bexar County, TX","48029","45-49 years","45-49",56
,"Bexar County, TX","48029","50 years and over","50+",Suppressed
,"Brazoria County, TX","48039","Under 15 years","15",Suppressed
,"Brazoria County, TX","48039","15-19 years","15-19",176
,"Brazoria County, TX","48039","20-24 years","20-24",828
,"Brazoria County, TX","48039","25-29 years","25-29",1292
,"Brazoria County, TX","48039","30-34 years","30-34",1384
,"Brazoria County, TX","48039","35-39 years","35-39",757
,"Brazoria County, TX","48039","40-44 years","40-44",164
,"Brazoria County, TX","48039","45-49 years","45-49",13
,"Brazoria County, TX","48039","50 years and over","50+",0
,"Brazos County, TX","48041","Under 15 years","15",Suppressed
,"Brazos County, TX","48041","15-19 years","15-19",155
,"Brazos County, TX","48041","20-24 years","20-24",568
,"Brazos County, TX","48041","25-29 years","25-29",894
,"Brazos County, TX","48041","30-34 years","30-34",748
,"Brazos County, TX","48041","35-39 years","35-39",375
,"Brazos County, TX","48041","40-44 years","40-44",74
,"Brazos County, TX","48041","45-49 years","45-49",Suppressed
,"Brazos County, TX","48041","50 years and over","50+",0
,"Cameron County, TX","48061","Under 15 years","15",Suppressed
,"Cameron County, TX","48061","15-19 years","15-19",493
,"Cameron County, TX","48061","20-24 years","20-24",1535
,"Cameron County, TX","48061","25-29 years","25-29",1773
