"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Allen County, OH","39003","Under 15 years","15",0
,"Allen County, OH","39003","15-19 years","15-19",72
,"Allen County, OH","39003","20-24 years","20-24",344
,"Allen County, OH","39003","25-29 years","25-29",359
,"Allen County, OH","39003","30-34 years","30-34",314
,"Allen County, OH","39003","35-39 years","35-39",93
,"Allen County, OH","39003","40-44 years","40-44",22
,"Allen County, OH","39003","45-49 years","45-49",Suppressed
,"Allen County, OH","39003","50 years and over","50+",0
,"Ashtabula County, OH","39007","Under 15 years","15",Suppressed
,"Ashtabula County, OH","39007","15-19 years","15-19",33
,"Ashtabula County, OH","39007","20-24 years","20-24",284
,"Ashtabula County, OH","39007","25-29 years","25-29",308
,"Ashtabula County, OH","39007","30-34 years","30-34",229
,"Ashtabula County, OH","39007","35-39 years","35-39",91
,"Ashtabula County, OH","39007","40-44 years","40-44",22
,"Ashtabula County, OH","39007","45-49 years","45-49",Suppressed
,"Ashtabula County, OH","39007","50 years and over","50+",0
,"Butler County, OH","39017","Under 15 years","15",Suppressed
,"Butler County, OH","39017","15-19 years","15-19",204
,"Butler County, OH","39017","20-24 years","20-24",809
,"Butler County, OH","39017","25-29 years","25-29",1265
,"Butler County, OH","39017","30-34 years","30-34",1193
,"Butler County, OH","39017","35-39 years","35-39",608
,"Butler County, OH","39017","40-44 years","40-44",104
,"Butler County, OH","39017","45-49 years","45-49",Suppressed
,"Butler County, OH","39017","50 years and over","50+",Suppressed
,"Clark County, OH","39023","Under 15 years","15",Suppressed
,"Clark County, OH","39023","15-19 years","15-19",107
,"Clark County, OH","39023","20-24 years","20-24",412
,"Clark County, OH","39023","25-29 years","25-29",489
,"Clark County, OH","39023","30-34 years","30-34",398
,"Clark County, OH","39023","35-39 years","35-39",180
,"Clark County, OH","39023","40-44 years","40-44",48
,"Clark County, OH","39023","45-49 years","45-49",Suppressed
,"Clark County, OH","39023","50 years and over","50+",0
,"Clermont County, OH","39025","Under 15 years","15",Suppressed
,"Clermont County, OH","39025","15-19 years","15-19",87
,"Clermont County, OH","39025","20-24 years","20-24",423
,"Clermont County, OH","39025","25-29 years","25-29",673
,"Clermont County, OH","39025","30-34 years","30-34",692
,"Clermont County, OH","39025","35-39 years","35-39",317
,"Clermont County, OH","39025","40-44 years","40-44",58
,"Clermont County, OH","39025","45-49 years","45-49",Suppressed
,"Clermont County, OH","39025","50 years and over","50+",0
,"Columbiana County, OH","39029","Under 15 years","15",0
,"Columbiana County, OH","39029","15-19 years","15-19",57
,"Columbiana County, OH","39029","20-24 years","20-24",204
,"Columbiana County, OH","39029","25-29 years","25-29",294
,"Columbiana County, OH","39029","30-34 years","30-34",221
