"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Aiken County, SC","45003","American Indian or Alaska Native","1002-5",Suppressed
,"Aiken County, SC","45003","Asian","A",29
,"Aiken County, SC","45003","Black or African American","2054-5",505
,"Aiken County, SC","45003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Aiken County, SC","45003","White","2106-3",1297
,"Aiken County, SC","45003","More than one race","M",68
,"Aiken County, SC","45003","Unknown or Not Stated","UNK",0
,"Aiken County, SC","45003","Not Available","NA",0
,"Aiken County, SC","45003","Not Reported","NR",0
,"Anderson County, SC","45007","American Indian or Alaska Native","1002-5",Suppressed
,"Anderson County, SC","45007","Asian","A",23
,"Anderson County, SC","45007","Black or African American","2054-5",370
,"Anderson County, SC","45007","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Anderson County, SC","45007","White","2106-3",1896
,"Anderson County, SC","45007","More than one race","M",65
,"Anderson County, SC","45007","Unknown or Not Stated","UNK",0
,"Anderson County, SC","45007","Not Available","NA",0
,"Anderson County, SC","45007","Not Reported","NR",0
,"Beaufort County, SC","45013","American Indian or Alaska Native","1002-5",Suppressed
,"Beaufort County, SC","45013","Asian","A",41
,"Beaufort County, SC","45013","Black or African American","2054-5",362
,"Beaufort County, SC","45013","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Beaufort County, SC","45013","White","2106-3",1418
,"Beaufort County, SC","45013","More than one race","M",65
,"Beaufort County, SC","45013","Unknown or Not Stated","UNK",0
,"Beaufort County, SC","45013","Not Available","NA",0
,"Beaufort County, SC","45013","Not Reported","NR",0
,"Berkeley County, SC","45015","American Indian or Alaska Native","1002-5",26
,"Berkeley County, SC","45015","Asian","A",77
,"Berkeley County, SC","45015","Black or African American","2054-5",779
,"Berkeley County, SC","45015","Native Hawaiian or Other Pacific Islander","NHOPI",12
,"Berkeley County, SC","45015","White","2106-3",2119
,"Berkeley County, SC","45015","More than one race","M",117
,"Berkeley County, SC","45015","Unknown or Not Stated","UNK",0
,"Berkeley County, SC","45015","Not Available","NA",0
,"Berkeley County, SC","45015","Not Reported","NR",0
,"Charleston County, SC","45019","American Indian or Alaska Native","1002-5",24
,"Charleston County, SC","45019","Asian","A",100
,"Charleston County, SC","45019","Black or African American","2054-5",1042
,"Charleston County, SC","45019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Charleston County, SC","45019","White","2106-3",3581
,"Charleston County, SC","45019","More than one race","M",101
,"Charleston County, SC","45019","Unknown or Not Stated","UNK",0
,"Charleston County, SC","45019","Not Available","NA",0
,"Charleston County, SC","45019","Not Reported","NR",0
,"Dorchester County, SC","45035","American Indian or Alaska Native","1002-5",Suppressed
,"Dorchester County, SC","45035","Asian","A",40
,"Dorchester County, SC","45035","Black or African American","2054-5",557
,"Dorchester County, SC","45035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Dorchester County, SC","45035","White","2106-3",1300
,"Dorchester County, SC","45035","More than one race","M",77
,"Dorchester County, SC","45035","Unknown or Not Stated","UNK",0
,"Dorchester County, SC","45035","Not Available","NA",0
,"Dorchester County, SC","45035","Not Reported","NR",0
,"Florence County, SC","45041","American Indian or Alaska Native","1002-5",Suppressed
,"Florence County, SC","45041","Asian","A",31
,"Florence County, SC","45041","Black or African American","2054-5",745
,"Florence County, SC","45041","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Florence County, SC","45041","White","2106-3",739
,"Florence County, SC","45041","More than one race","M",43
,"Florence County, SC","45041","Unknown or Not Stated","UNK",0
,"Florence County, SC","45041","Not Available","NA",0
,"Florence County, SC","45041","Not Reported","NR",0
,"Greenville County, SC","45045","American Indian or Alaska Native","1002-5",22
,"Greenville County, SC","45045","Asian","A",170
,"Greenville County, SC","45045","Black or African American","2054-5",1247
