"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Allen County, IN","18003","American Indian or Alaska Native","1002-5",Suppressed
,"Allen County, IN","18003","Asian","A",359
,"Allen County, IN","18003","Black or African American","2054-5",759
,"Allen County, IN","18003","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Allen County, IN","18003","White","2106-3",3991
,"Allen County, IN","18003","More than one race","M",151
,"Allen County, IN","18003","Unknown or Not Stated","UNK",0
,"Allen County, IN","18003","Not Available","NA",0
,"Allen County, IN","18003","Not Reported","NR",0
,"Clark County, IN","18019","American Indian or Alaska Native","1002-5",Suppressed
,"Clark County, IN","18019","Asian","A",21
,"Clark County, IN","18019","Black or African American","2054-5",145
,"Clark County, IN","18019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Clark County, IN","18019","White","2106-3",1221
,"Clark County, IN","18019","More than one race","M",48
,"Clark County, IN","18019","Unknown or Not Stated","UNK",0
,"Clark County, IN","18019","Not Available","NA",0
,"Clark County, IN","18019","Not Reported","NR",0
,"Delaware County, IN","18035","American Indian or Alaska Native","1002-5",Suppressed
,"Delaware County, IN","18035","Asian","A",13
,"Delaware County, IN","18035","Black or African American","2054-5",105
,"Delaware County, IN","18035","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Delaware County, IN","18035","White","2106-3",959
,"Delaware County, IN","18035","More than one race","M",41
,"Delaware County, IN","18035","Unknown or Not Stated","UNK",0
,"Delaware County, IN","18035","Not Available","NA",0
,"Delaware County, IN","18035","Not Reported","NR",0
,"Elkhart County, IN","18039","American Indian or Alaska Native","1002-5",Suppressed
,"Elkhart County, IN","18039","Asian","A",23
,"Elkhart County, IN","18039","Black or African American","2054-5",212
,"Elkhart County, IN","18039","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Elkhart County, IN","18039","White","2106-3",2633
,"Elkhart County, IN","18039","More than one race","M",54
,"Elkhart County, IN","18039","Unknown or Not Stated","UNK",0
,"Elkhart County, IN","18039","Not Available","NA",0
,"Elkhart County, IN","18039","Not Reported","NR",0
,"Hamilton County, IN","18057","American Indian or Alaska Native","1002-5",Suppressed
,"Hamilton County, IN","18057","Asian","A",309
,"Hamilton County, IN","18057","Black or African American","2054-5",204
,"Hamilton County, IN","18057","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Hamilton County, IN","18057","White","2106-3",3398
,"Hamilton County, IN","18057","More than one race","M",72
,"Hamilton County, IN","18057","Unknown or Not Stated","UNK",0
,"Hamilton County, IN","18057","Not Available","NA",0
,"Hamilton County, IN","18057","Not Reported","NR",0
,"Hendricks County, IN","18063","American Indian or Alaska Native","1002-5",Suppressed
,"Hendricks County, IN","18063","Asian","A",80
,"Hendricks County, IN","18063","Black or African American","2054-5",208
,"Hendricks County, IN","18063","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Hendricks County, IN","18063","White","2106-3",1480
,"Hendricks County, IN","18063","More than one race","M",43
,"Hendricks County, IN","18063","Unknown or Not Stated","UNK",0
,"Hendricks County, IN","18063","Not Available","NA",0
,"Hendricks County, IN","18063","Not Reported","NR",0
,"Johnson County, IN","18081","American Indian or Alaska Native","1002-5",Suppressed
,"Johnson County, IN","18081","Asian","A",152
,"Johnson County, IN","18081","Black or African American","2054-5",102
,"Johnson County, IN","18081","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Johnson County, IN","18081","White","2106-3",1584
,"Johnson County, IN","18081","More than one race","M",36
,"Johnson County, IN","18081","Unknown or Not Stated","UNK",0
,"Johnson County, IN","18081","Not Available","NA",0
,"Johnson County, IN","18081","Not Reported","NR",0
,"Lake County, IN","18089","American Indian or Alaska Native","1002-5",12
,"Lake County, IN","18089","Asian","A",75
,"Lake County, IN","18089","Black or African American","2054-5",1615
,"Lake County, IN","18089","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Lake County, IN","18089","White","2106-3",3609
,"Lake County, IN","18089","More than one race","M",118
,"Lake County, IN","18089","Unknown or Not Stated","UNK",0
,"Lake County, IN","18089","Not Available","NA",0
,"Lake County, IN","18089","Not Reported","NR",0
,"La Porte County, IN","18091","American Indian or Alaska Native","1002-5",Suppressed
,"La Porte County, IN","18091","Asian","A",Suppressed
,"La Porte County, IN","18091","Black or African American","2054-5",156
,"La Porte County, IN","18091","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"La Porte County, IN","18091","White","2106-3",958
,"La Porte County, IN","18091","More than one race","M",42
,"La Porte County, IN","18091","Unknown or Not Stated","UNK",0
,"La Porte County, IN","18091","Not Available","NA",0
,"La Porte County, IN","18091","Not Reported","NR",0
,"Madison County, IN","18095","American Indian or Alaska Native","1002-5",Suppressed
,"Madison County, IN","18095","Asian","A",Suppressed
,"Madison County, IN","18095","Black or African American","2054-5",156
,"Madison County, IN","18095","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Madison County, IN","18095","White","2106-3",1209
,"Madison County, IN","18095","More than one race","M",31
,"Madison County, IN","18095","Unknown or Not Stated","UNK",0
,"Madison County, IN","18095","Not Available","NA",0
,"Madison County, IN","18095","Not Reported","NR",0
,"Marion County, IN","18097","American Indian or Alaska Native","1002-5",26
,"Marion County, IN","18097","Asian","A",628
,"Marion County, IN","18097","Black or African American","2054-5",4779
,"Marion County, IN","18097","Native Hawaiian or Other Pacific Islander","NHOPI",16
,"Marion County, IN","18097","White","2106-3",7896
,"Marion County, IN","18097","More than one race","M",416
,"Marion County, IN","18097","Unknown or Not Stated","UNK",0
,"Marion County, IN","18097","Not Available","NA",0
,"Marion County, IN","18097","Not Reported","NR",0
,"Monroe County, IN","18105","American Indian or Alaska Native","1002-5",0
,"Monroe County, IN","18105","Asian","A",61
,"Monroe County, IN","18105","Black or African American","2054-5",59
,"Monroe County, IN","18105","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Monroe County, IN","18105","White","2106-3",962
,"Monroe County, IN","18105","More than one race","M",42
,"Monroe County, IN","18105","Unknown or Not Stated","UNK",0
,"Monroe County, IN","18105","Not Available","NA",0
,"Monroe County, IN","18105","Not Reported","NR",0
,"Porter County, IN","18127","American Indian or Alaska Native","1002-5",Suppressed
,"Porter County, IN","18127","Asian","A",18
,"Porter County, IN","18127","Black or African American","2054-5",115
,"Porter County, IN","18127","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Porter County, IN","18127","White","2106-3",1489
,"Porter County, IN","18127","More than one race","M",22
,"Porter County, IN","18127","Unknown or Not Stated","UNK",0
,"Porter County, IN","18127","Not Available","NA",0
,"Porter County, IN","18127","Not Reported","NR",0
,"St. Joseph County, IN","18141","American Indian or Alaska Native","1002-5",Suppressed
,"St. Joseph County, IN","18141","Asian","A",69
,"St. Joseph County, IN","18141","Black or African American","2054-5",645
,"St. Joseph County, IN","18141","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"St. Joseph County, IN","18141","White","2106-3",2408
,"St. Joseph County, IN","18141","More than one race","M",149
,"St. Joseph County, IN","18141","Unknown or Not Stated","UNK",0
,"St. Joseph County, IN","18141","Not Available","NA",0
,"St. Joseph County, IN","18141","Not Reported","NR",0
,"Tippecanoe County, IN","18157","American Indian or Alaska Native","1002-5",Suppressed
,"Tippecanoe County, IN","18157","Asian","A",102
,"Tippecanoe County, IN","18157","Black or African American","2054-5",277
,"Tippecanoe County, IN","18157","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Tippecanoe County, IN","18157","White","2106-3",1577
,"Tippecanoe County, IN","18157","More than one race","M",63
,"Tippecanoe County, IN","18157","Unknown or Not Stated","UNK",0
,"Tippecanoe County, IN","18157","Not Available","NA",0
,"Tippecanoe County, IN","18157","Not Reported","NR",0
,"Vanderburgh County, IN","18163","American Indian or Alaska Native","1002-5",0
,"Vanderburgh County, IN","18163","Asian","A",29
,"Vanderburgh County, IN","18163","Black or African American","2054-5",297
,"Vanderburgh County, IN","18163","Native Hawaiian or Other Pacific Islander","NHOPI",20
,"Vanderburgh County, IN","18163","White","2106-3",1723
,"Vanderburgh County, IN","18163","More than one race","M",81
,"Vanderburgh County, IN","18163","Unknown or Not Stated","UNK",0
,"Vanderburgh County, IN","18163","Not Available","NA",0
,"Vanderburgh County, IN","18163","Not Reported","NR",0
,"Vigo County, IN","18167","American Indian or Alaska Native","1002-5",Suppressed
,"Vigo County, IN","18167","Asian","A",14
,"Vigo County, IN","18167","Black or African American","2054-5",72
,"Vigo County, IN","18167","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Vigo County, IN","18167","White","2106-3",1008
,"Vigo County, IN","18167","More than one race","M",35
,"Vigo County, IN","18167","Unknown or Not Stated","UNK",0
,"Vigo County, IN","18167","Not Available","NA",0
,"Vigo County, IN","18167","Not Reported","NR",0
,"Unidentified Counties, IN","18999","American Indian or Alaska Native","1002-5",32
,"Unidentified Counties, IN","18999","Asian","A",366
,"Unidentified Counties, IN","18999","Black or African American","2054-5",591
,"Unidentified Counties, IN","18999","Native Hawaiian or Other Pacific Islander","NHOPI",52
,"Unidentified Counties, IN","18999","White","2106-3",26920
,"Unidentified Counties, IN","18999","More than one race","M",406
,"Unidentified Counties, IN","18999","Unknown or Not Stated","UNK",0
,"Unidentified Counties, IN","18999","Not Available","NA",0
,"Unidentified Counties, IN","18999","Not Reported","NR",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Indiana (18)"
"Year: 2021"
"Group By: County of Residence; Mother's Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 2:14:13 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 2:14:13 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
