"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Ascension Parish, LA","22005","American Indian or Alaska Native","1002-5",Suppressed
,"Ascension Parish, LA","22005","Asian","A",29
,"Ascension Parish, LA","22005","Black or African American","2054-5",471
,"Ascension Parish, LA","22005","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Ascension Parish, LA","22005","White","2106-3",1160
,"Ascension Parish, LA","22005","More than one race","M",16
,"Ascension Parish, LA","22005","Unknown or Not Stated","UNK",0
,"Ascension Parish, LA","22005","Not Available","NA",0
,"Ascension Parish, LA","22005","Not Reported","NR",0
,"Bossier Parish, LA","22015","American Indian or Alaska Native","1002-5",13
,"Bossier Parish, LA","22015","Asian","A",36
,"Bossier Parish, LA","22015","Black or African American","2054-5",458
,"Bossier Parish, LA","22015","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Bossier Parish, LA","22015","White","2106-3",1048
,"Bossier Parish, LA","22015","More than one race","M",44
,"Bossier Parish, LA","22015","Unknown or Not Stated","UNK",0
,"Bossier Parish, LA","22015","Not Available","NA",0
,"Bossier Parish, LA","22015","Not Reported","NR",0
,"Caddo Parish, LA","22017","American Indian or Alaska Native","1002-5",Suppressed
,"Caddo Parish, LA","22017","Asian","A",31
,"Caddo Parish, LA","22017","Black or African American","2054-5",1644
,"Caddo Parish, LA","22017","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Caddo Parish, LA","22017","White","2106-3",1078
,"Caddo Parish, LA","22017","More than one race","M",48
,"Caddo Parish, LA","22017","Unknown or Not Stated","UNK",0
,"Caddo Parish, LA","22017","Not Available","NA",0
,"Caddo Parish, LA","22017","Not Reported","NR",0
,"Calcasieu Parish, LA","22019","American Indian or Alaska Native","1002-5",15
,"Calcasieu Parish, LA","22019","Asian","A",48
,"Calcasieu Parish, LA","22019","Black or African American","2054-5",728
,"Calcasieu Parish, LA","22019","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
