"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Adams County, PA","42001","Under 15 years","15",0
,"Adams County, PA","42001","15-19 years","15-19",30
,"Adams County, PA","42001","20-24 years","20-24",158
,"Adams County, PA","42001","25-29 years","25-29",339
,"Adams County, PA","42001","30-34 years","30-34",275
,"Adams County, PA","42001","35-39 years","35-39",128
,"Adams County, PA","42001","40-44 years","40-44",22
,"Adams County, PA","42001","45-49 years","45-49",Suppressed
,"Adams County, PA","42001","50 years and over","50+",0
,"Allegheny County, PA","42003","Under 15 years","15",Suppressed
,"Allegheny County, PA","42003","15-19 years","15-19",312
,"Allegheny County, PA","42003","20-24 years","20-24",1325
,"Allegheny County, PA","42003","25-29 years","25-29",2939
,"Allegheny County, PA","42003","30-34 years","30-34",4756
,"Allegheny County, PA","42003","35-39 years","35-39",2656
,"Allegheny County, PA","42003","40-44 years","40-44",391
,"Allegheny County, PA","42003","45-49 years","45-49",19
,"Allegheny County, PA","42003","50 years and over","50+",Suppressed
,"Beaver County, PA","42007","Under 15 years","15",0
,"Beaver County, PA","42007","15-19 years","15-19",47
,"Beaver County, PA","42007","20-24 years","20-24",206
,"Beaver County, PA","42007","25-29 years","25-29",476
,"Beaver County, PA","42007","30-34 years","30-34",532
,"Beaver County, PA","42007","35-39 years","35-39",208
,"Beaver County, PA","42007","40-44 years","40-44",34
,"Beaver County, PA","42007","45-49 years","45-49",0
,"Beaver County, PA","42007","50 years and over","50+",0
,"Berks County, PA","42011","Under 15 years","15",Suppressed
,"Berks County, PA","42011","15-19 years","15-19",252
,"Berks County, PA","42011","20-24 years","20-24",869
,"Berks County, PA","42011","25-29 years","25-29",1375
,"Berks County, PA","42011","30-34 years","30-34",1366
,"Berks County, PA","42011","35-39 years","35-39",592
,"Berks County, PA","42011","40-44 years","40-44",123
,"Berks County, PA","42011","45-49 years","45-49",11
,"Berks County, PA","42011","50 years and over","50+",0
,"Blair County, PA","42013","Under 15 years","15",Suppressed
,"Blair County, PA","42013","15-19 years","15-19",47
,"Blair County, PA","42013","20-24 years","20-24",242
,"Blair County, PA","42013","25-29 years","25-29",398
,"Blair County, PA","42013","30-34 years","30-34",308
,"Blair County, PA","42013","35-39 years","35-39",108
,"Blair County, PA","42013","40-44 years","40-44",25
,"Blair County, PA","42013","45-49 years","45-49",Suppressed
,"Blair County, PA","42013","50 years and over","50+",0
,"Bucks County, PA","42017","Under 15 years","15",Suppressed
,"Bucks County, PA","42017","15-19 years","15-19",85
,"Bucks County, PA","42017","20-24 years","20-24",418
,"Bucks County, PA","42017","25-29 years","25-29",1324
,"Bucks County, PA","42017","30-34 years","30-34",2370
,"Bucks County, PA","42017","35-39 years","35-39",1326
,"Bucks County, PA","42017","40-44 years","40-44",268
,"Bucks County, PA","42017","45-49 years","45-49",14
,"Bucks County, PA","42017","50 years and over","50+",Suppressed
,"Butler County, PA","42019","Under 15 years","15",0
,"Butler County, PA","42019","15-19 years","15-19",29
,"Butler County, PA","42019","20-24 years","20-24",172
,"Butler County, PA","42019","25-29 years","25-29",460
,"Butler County, PA","42019","30-34 years","30-34",676
,"Butler County, PA","42019","35-39 years","35-39",294
,"Butler County, PA","42019","40-44 years","40-44",36
,"Butler County, PA","42019","45-49 years","45-49",Suppressed
,"Butler County, PA","42019","50 years and over","50+",Suppressed
,"Cambria County, PA","42021","Under 15 years","15",0
,"Cambria County, PA","42021","15-19 years","15-19",69
,"Cambria County, PA","42021","20-24 years","20-24",227
,"Cambria County, PA","42021","25-29 years","25-29",359
,"Cambria County, PA","42021","30-34 years","30-34",328
,"Cambria County, PA","42021","35-39 years","35-39",141
,"Cambria County, PA","42021","40-44 years","40-44",13
,"Cambria County, PA","42021","45-49 years","45-49",Suppressed
,"Cambria County, PA","42021","50 years and over","50+",Suppressed
,"Centre County, PA","42027","Under 15 years","15",0
,"Centre County, PA","42027","15-19 years","15-19",20
,"Centre County, PA","42027","20-24 years","20-24",149
,"Centre County, PA","42027","25-29 years","25-29",315
,"Centre County, PA","42027","30-34 years","30-34",403
,"Centre County, PA","42027","35-39 years","35-39",194
,"Centre County, PA","42027","40-44 years","40-44",42
,"Centre County, PA","42027","45-49 years","45-49",Suppressed
,"Centre County, PA","42027","50 years and over","50+",Suppressed
,"Chester County, PA","42029","Under 15 years","15",Suppressed
,"Chester County, PA","42029","15-19 years","15-19",87
,"Chester County, PA","42029","20-24 years","20-24",471
,"Chester County, PA","42029","25-29 years","25-29",1189
,"Chester County, PA","42029","30-34 years","30-34",2336
,"Chester County, PA","42029","35-39 years","35-39",1365
,"Chester County, PA","42029","40-44 years","40-44",214
,"Chester County, PA","42029","45-49 years","45-49",11
,"Chester County, PA","42029","50 years and over","50+",0
,"Cumberland County, PA","42041","Under 15 years","15",0
,"Cumberland County, PA","42041","15-19 years","15-19",57
,"Cumberland County, PA","42041","20-24 years","20-24",378
,"Cumberland County, PA","42041","25-29 years","25-29",799
,"Cumberland County, PA","42041","30-34 years","30-34",934
,"Cumberland County, PA","42041","35-39 years","35-39",411
,"Cumberland County, PA","42041","40-44 years","40-44",93
,"Cumberland County, PA","42041","45-49 years","45-49",Suppressed
,"Cumberland County, PA","42041","50 years and over","50+",Suppressed
,"Dauphin County, PA","42043","Under 15 years","15",Suppressed
,"Dauphin County, PA","42043","15-19 years","15-19",167
,"Dauphin County, PA","42043","20-24 years","20-24",605
,"Dauphin County, PA","42043","25-29 years","25-29",990
,"Dauphin County, PA","42043","30-34 years","30-34",988
,"Dauphin County, PA","42043","35-39 years","35-39",469
,"Dauphin County, PA","42043","40-44 years","40-44",110
,"Dauphin County, PA","42043","45-49 years","45-49",Suppressed
,"Dauphin County, PA","42043","50 years and over","50+",0
,"Delaware County, PA","42045","Under 15 years","15",0
,"Delaware County, PA","42045","15-19 years","15-19",160
,"Delaware County, PA","42045","20-24 years","20-24",667
,"Delaware County, PA","42045","25-29 years","25-29",1420
,"Delaware County, PA","42045","30-34 years","30-34",2518
,"Delaware County, PA","42045","35-39 years","35-39",1400
,"Delaware County, PA","42045","40-44 years","40-44",238
,"Delaware County, PA","42045","45-49 years","45-49",17
,"Delaware County, PA","42045","50 years and over","50+",Suppressed
,"Erie County, PA","42049","Under 15 years","15",0
,"Erie County, PA","42049","15-19 years","15-19",148
,"Erie County, PA","42049","20-24 years","20-24",614
,"Erie County, PA","42049","25-29 years","25-29",801
,"Erie County, PA","42049","30-34 years","30-34",802
,"Erie County, PA","42049","35-39 years","35-39",339
,"Erie County, PA","42049","40-44 years","40-44",51
,"Erie County, PA","42049","45-49 years","45-49",Suppressed
,"Erie County, PA","42049","50 years and over","50+",0
,"Fayette County, PA","42051","Under 15 years","15",Suppressed
,"Fayette County, PA","42051","15-19 years","15-19",77
,"Fayette County, PA","42051","20-24 years","20-24",293
,"Fayette County, PA","42051","25-29 years","25-29",391
,"Fayette County, PA","42051","30-34 years","30-34",267
,"Fayette County, PA","42051","35-39 years","35-39",128
,"Fayette County, PA","42051","40-44 years","40-44",19
,"Fayette County, PA","42051","45-49 years","45-49",Suppressed
,"Fayette County, PA","42051","50 years and over","50+",0
,"Franklin County, PA","42055","Under 15 years","15",Suppressed
,"Franklin County, PA","42055","15-19 years","15-19",61
,"Franklin County, PA","42055","20-24 years","20-24",352
,"Franklin County, PA","42055","25-29 years","25-29",570
,"Franklin County, PA","42055","30-34 years","30-34",453
,"Franklin County, PA","42055","35-39 years","35-39",243
,"Franklin County, PA","42055","40-44 years","40-44",32
,"Franklin County, PA","42055","45-49 years","45-49",Suppressed
