"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Allen County, OH","39003","Under 15 years","15",Suppressed
,"Allen County, OH","39003","15-19 years","15-19",89
,"Allen County, OH","39003","20-24 years","20-24",333
,"Allen County, OH","39003","25-29 years","25-29",383
,"Allen County, OH","39003","30-34 years","30-34",275
,"Allen County, OH","39003","35-39 years","35-39",112
,"Allen County, OH","39003","40-44 years","40-44",21
,"Allen County, OH","39003","45-49 years","45-49",Suppressed
,"Allen County, OH","39003","50 years and over","50+",Suppressed
,"Ashtabula County, OH","39007","Under 15 years","15",0
,"Ashtabula County, OH","39007","15-19 years","15-19",47
,"Ashtabula County, OH","39007","20-24 years","20-24",311
,"Ashtabula County, OH","39007","25-29 years","25-29",335
,"Ashtabula County, OH","39007","30-34 years","30-34",239
,"Ashtabula County, OH","39007","35-39 years","35-39",96
,"Ashtabula County, OH","39007","40-44 years","40-44",22
,"Ashtabula County, OH","39007","45-49 years","45-49",Suppressed
,"Ashtabula County, OH","39007","50 years and over","50+",0
,"Butler County, OH","39017","Under 15 years","15",Suppressed
,"Butler County, OH","39017","15-19 years","15-19",215
,"Butler County, OH","39017","20-24 years","20-24",802
,"Butler County, OH","39017","25-29 years","25-29",1302
,"Butler County, OH","39017","30-34 years","30-34",1238
,"Butler County, OH","39017","35-39 years","35-39",581
,"Butler County, OH","39017","40-44 years","40-44",105
,"Butler County, OH","39017","45-49 years","45-49",Suppressed
,"Butler County, OH","39017","50 years and over","50+",0
,"Clark County, OH","39023","Under 15 years","15",Suppressed
,"Clark County, OH","39023","15-19 years","15-19",95
,"Clark County, OH","39023","20-24 years","20-24",447
,"Clark County, OH","39023","25-29 years","25-29",503
,"Clark County, OH","39023","30-34 years","30-34",314
,"Clark County, OH","39023","35-39 years","35-39",128
,"Clark County, OH","39023","40-44 years","40-44",24
,"Clark County, OH","39023","45-49 years","45-49",Suppressed
,"Clark County, OH","39023","50 years and over","50+",0
,"Clermont County, OH","39025","Under 15 years","15",Suppressed
,"Clermont County, OH","39025","15-19 years","15-19",76
,"Clermont County, OH","39025","20-24 years","20-24",377
,"Clermont County, OH","39025","25-29 years","25-29",702
,"Clermont County, OH","39025","30-34 years","30-34",700
,"Clermont County, OH","39025","35-39 years","35-39",289
,"Clermont County, OH","39025","40-44 years","40-44",57
,"Clermont County, OH","39025","45-49 years","45-49",Suppressed
,"Clermont County, OH","39025","50 years and over","50+",0
,"Columbiana County, OH","39029","Under 15 years","15",0
,"Columbiana County, OH","39029","15-19 years","15-19",41
,"Columbiana County, OH","39029","20-24 years","20-24",265
,"Columbiana County, OH","39029","25-29 years","25-29",324
,"Columbiana County, OH","39029","30-34 years","30-34",232
,"Columbiana County, OH","39029","35-39 years","35-39",97
,"Columbiana County, OH","39029","40-44 years","40-44",13
,"Columbiana County, OH","39029","45-49 years","45-49",Suppressed
,"Columbiana County, OH","39029","50 years and over","50+",0
,"Cuyahoga County, OH","39035","Under 15 years","15",11
,"Cuyahoga County, OH","39035","15-19 years","15-19",582
,"Cuyahoga County, OH","39035","20-24 years","20-24",2270
,"Cuyahoga County, OH","39035","25-29 years","25-29",3504
,"Cuyahoga County, OH","39035","30-34 years","30-34",4268
,"Cuyahoga County, OH","39035","35-39 years","35-39",2094
,"Cuyahoga County, OH","39035","40-44 years","40-44",389
,"Cuyahoga County, OH","39035","45-49 years","45-49",16
,"Cuyahoga County, OH","39035","50 years and over","50+",Suppressed
,"Delaware County, OH","39041","Under 15 years","15",0
,"Delaware County, OH","39041","15-19 years","15-19",16
,"Delaware County, OH","39041","20-24 years","20-24",132
,"Delaware County, OH","39041","25-29 years","25-29",454
,"Delaware County, OH","39041","30-34 years","30-34",931
,"Delaware County, OH","39041","35-39 years","35-39",526
,"Delaware County, OH","39041","40-44 years","40-44",89
,"Delaware County, OH","39041","45-49 years","45-49",Suppressed
,"Delaware County, OH","39041","50 years and over","50+",0
,"Fairfield County, OH","39045","Under 15 years","15",Suppressed
,"Fairfield County, OH","39045","15-19 years","15-19",51
,"Fairfield County, OH","39045","20-24 years","20-24",290
,"Fairfield County, OH","39045","25-29 years","25-29",537
,"Fairfield County, OH","39045","30-34 years","30-34",532
,"Fairfield County, OH","39045","35-39 years","35-39",248
,"Fairfield County, OH","39045","40-44 years","40-44",46
,"Fairfield County, OH","39045","45-49 years","45-49",Suppressed
,"Fairfield County, OH","39045","50 years and over","50+",0
,"Franklin County, OH","39049","Under 15 years","15",13
,"Franklin County, OH","39049","15-19 years","15-19",653
,"Franklin County, OH","39049","20-24 years","20-24",2829
,"Franklin County, OH","39049","25-29 years","25-29",4587
,"Franklin County, OH","39049","30-34 years","30-34",5794
,"Franklin County, OH","39049","35-39 years","35-39",2943
,"Franklin County, OH","39049","40-44 years","40-44",572
,"Franklin County, OH","39049","45-49 years","45-49",43
,"Franklin County, OH","39049","50 years and over","50+",Suppressed
,"Greene County, OH","39057","Under 15 years","15",0
,"Greene County, OH","39057","15-19 years","15-19",56
,"Greene County, OH","39057","20-24 years","20-24",281
,"Greene County, OH","39057","25-29 years","25-29",539
,"Greene County, OH","39057","30-34 years","30-34",514
,"Greene County, OH","39057","35-39 years","35-39",230
,"Greene County, OH","39057","40-44 years","40-44",30
,"Greene County, OH","39057","45-49 years","45-49",Suppressed
,"Greene County, OH","39057","50 years and over","50+",0
,"Hamilton County, OH","39061","Under 15 years","15",14
,"Hamilton County, OH","39061","15-19 years","15-19",486
,"Hamilton County, OH","39061","20-24 years","20-24",1824
,"Hamilton County, OH","39061","25-29 years","25-29",2782
,"Hamilton County, OH","39061","30-34 years","30-34",3396
,"Hamilton County, OH","39061","35-39 years","35-39",1537
,"Hamilton County, OH","39061","40-44 years","40-44",270
,"Hamilton County, OH","39061","45-49 years","45-49",15
,"Hamilton County, OH","39061","50 years and over","50+",Suppressed
,"Lake County, OH","39085","Under 15 years","15",Suppressed
,"Lake County, OH","39085","15-19 years","15-19",51
,"Lake County, OH","39085","20-24 years","20-24",289
,"Lake County, OH","39085","25-29 years","25-29",588
,"Lake County, OH","39085","30-34 years","30-34",764
,"Lake County, OH","39085","35-39 years","35-39",343
,"Lake County, OH","39085","40-44 years","40-44",54
,"Lake County, OH","39085","45-49 years","45-49",Suppressed
,"Lake County, OH","39085","50 years and over","50+",Suppressed
,"Licking County, OH","39089","Under 15 years","15",0
,"Licking County, OH","39089","15-19 years","15-19",66
,"Licking County, OH","39089","20-24 years","20-24",413
,"Licking County, OH","39089","25-29 years","25-29",601
,"Licking County, OH","39089","30-34 years","30-34",548
,"Licking County, OH","39089","35-39 years","35-39",260
,"Licking County, OH","39089","40-44 years","40-44",38
,"Licking County, OH","39089","45-49 years","45-49",Suppressed
,"Licking County, OH","39089","50 years and over","50+",0
,"Lorain County, OH","39093","Under 15 years","15",Suppressed
,"Lorain County, OH","39093","15-19 years","15-19",118
,"Lorain County, OH","39093","20-24 years","20-24",642
,"Lorain County, OH","39093","25-29 years","25-29",1022
,"Lorain County, OH","39093","30-34 years","30-34",942
,"Lorain County, OH","39093","35-39 years","35-39",413
,"Lorain County, OH","39093","40-44 years","40-44",66
,"Lorain County, OH","39093","45-49 years","45-49",Suppressed
,"Lorain County, OH","39093","50 years and over","50+",0
,"Lucas County, OH","39095","Under 15 years","15",Suppressed
,"Lucas County, OH","39095","15-19 years","15-19",314
,"Lucas County, OH","39095","20-24 years","20-24",1079
,"Lucas County, OH","39095","25-29 years","25-29",1564
,"Lucas County, OH","39095","30-34 years","30-34",1359
,"Lucas County, OH","39095","35-39 years","35-39",548
,"Lucas County, OH","39095","40-44 years","40-44",80
,"Lucas County, OH","39095","45-49 years","45-49",Suppressed
,"Lucas County, OH","39095","50 years and over","50+",Suppressed
,"Mahoning County, OH","39099","Under 15 years","15",Suppressed
,"Mahoning County, OH","39099","15-19 years","15-19",117
,"Mahoning County, OH","39099","20-24 years","20-24",523
,"Mahoning County, OH","39099","25-29 years","25-29",752
,"Mahoning County, OH","39099","30-34 years","30-34",644
,"Mahoning County, OH","39099","35-39 years","35-39",258
,"Mahoning County, OH","39099","40-44 years","40-44",51
,"Mahoning County, OH","39099","45-49 years","45-49",Suppressed
,"Mahoning County, OH","39099","50 years and over","50+",0
,"Medina County, OH","39103","Under 15 years","15",Suppressed
,"Medina County, OH","39103","15-19 years","15-19",24
,"Medina County, OH","39103","20-24 years","20-24",175
,"Medina County, OH","39103","25-29 years","25-29",508
,"Medina County, OH","39103","30-34 years","30-34",653
,"Medina County, OH","39103","35-39 years","35-39",329
,"Medina County, OH","39103","40-44 years","40-44",53
,"Medina County, OH","39103","45-49 years","45-49",Suppressed
,"Medina County, OH","39103","50 years and over","50+",0
,"Miami County, OH","39109","Under 15 years","15",0
,"Miami County, OH","39109","15-19 years","15-19",47
,"Miami County, OH","39109","20-24 years","20-24",250
,"Miami County, OH","39109","25-29 years","25-29",386
,"Miami County, OH","39109","30-34 years","30-34",323
,"Miami County, OH","39109","35-39 years","35-39",130
,"Miami County, OH","39109","40-44 years","40-44",24
,"Miami County, OH","39109","45-49 years","45-49",0
,"Miami County, OH","39109","50 years and over","50+",0
,"Montgomery County, OH","39113","Under 15 years","15",Suppressed
,"Montgomery County, OH","39113","15-19 years","15-19",354
,"Montgomery County, OH","39113","20-24 years","20-24",1397
,"Montgomery County, OH","39113","25-29 years","25-29",1853
,"Montgomery County, OH","39113","30-34 years","30-34",1642
,"Montgomery County, OH","39113","35-39 years","35-39",717
,"Montgomery County, OH","39113","40-44 years","40-44",140
,"Montgomery County, OH","39113","45-49 years","45-49",10
,"Montgomery County, OH","39113","50 years and over","50+",0
,"Portage County, OH","39133","Under 15 years","15",0
,"Portage County, OH","39133","15-19 years","15-19",47
,"Portage County, OH","39133","20-24 years","20-24",231
,"Portage County, OH","39133","25-29 years","25-29",451
,"Portage County, OH","39133","30-34 years","30-34",437
,"Portage County, OH","39133","35-39 years","35-39",176
,"Portage County, OH","39133","40-44 years","40-44",33
,"Portage County, OH","39133","45-49 years","45-49",Suppressed
,"Portage County, OH","39133","50 years and over","50+",0
,"Richland County, OH","39139","Under 15 years","15",Suppressed
,"Richland County, OH","39139","15-19 years","15-19",88
,"Richland County, OH","39139","20-24 years","20-24",378
,"Richland County, OH","39139","25-29 years","25-29",454
,"Richland County, OH","39139","30-34 years","30-34",341
,"Richland County, OH","39139","35-39 years","35-39",123
,"Richland County, OH","39139","40-44 years","40-44",18
,"Richland County, OH","39139","45-49 years","45-49",Suppressed
,"Richland County, OH","39139","50 years and over","50+",Suppressed
,"Stark County, OH","39151","Under 15 years","15",Suppressed
,"Stark County, OH","39151","15-19 years","15-19",217
,"Stark County, OH","39151","20-24 years","20-24",917
,"Stark County, OH","39151","25-29 years","25-29",1257
,"Stark County, OH","39151","30-34 years","30-34",1054
,"Stark County, OH","39151","35-39 years","35-39",439
,"Stark County, OH","39151","40-44 years","40-44",70
,"Stark County, OH","39151","45-49 years","45-49",Suppressed
,"Stark County, OH","39151","50 years and over","50+",Suppressed
,"Summit County, OH","39153","Under 15 years","15",Suppressed
,"Summit County, OH","39153","15-19 years","15-19",234
,"Summit County, OH","39153","20-24 years","20-24",901
,"Summit County, OH","39153","25-29 years","25-29",1650
,"Summit County, OH","39153","30-34 years","30-34",1733
,"Summit County, OH","39153","35-39 years","35-39",788
,"Summit County, OH","39153","40-44 years","40-44",156
,"Summit County, OH","39153","45-49 years","45-49",Suppressed
,"Summit County, OH","39153","50 years and over","50+",Suppressed
,"Trumbull County, OH","39155","Under 15 years","15",Suppressed
,"Trumbull County, OH","39155","15-19 years","15-19",105
,"Trumbull County, OH","39155","20-24 years","20-24",488
,"Trumbull County, OH","39155","25-29 years","25-29",609
,"Trumbull County, OH","39155","30-34 years","30-34",492
,"Trumbull County, OH","39155","35-39 years","35-39",221
,"Trumbull County, OH","39155","40-44 years","40-44",37
,"Trumbull County, OH","39155","45-49 years","45-49",Suppressed
,"Trumbull County, OH","39155","50 years and over","50+",Suppressed
,"Warren County, OH","39165","Under 15 years","15",Suppressed
,"Warren County, OH","39165","15-19 years","15-19",53
,"Warren County, OH","39165","20-24 years","20-24",288
,"Warren County, OH","39165","25-29 years","25-29",759
,"Warren County, OH","39165","30-34 years","30-34",855
,"Warren County, OH","39165","35-39 years","35-39",389
,"Warren County, OH","39165","40-44 years","40-44",66
,"Warren County, OH","39165","45-49 years","45-49",Suppressed
,"Warren County, OH","39165","50 years and over","50+",0
,"Wayne County, OH","39169","Under 15 years","15",Suppressed
,"Wayne County, OH","39169","15-19 years","15-19",44
,"Wayne County, OH","39169","20-24 years","20-24",309
