"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Benton County, WA","53005","American Indian or Alaska Native","1002-5",35
,"Benton County, WA","53005","Asian","A",105
,"Benton County, WA","53005","Black or African American","2054-5",61
,"Benton County, WA","53005","Native Hawaiian or Other Pacific Islander","NHOPI",11
,"Benton County, WA","53005","White","2106-3",2275
,"Benton County, WA","53005","More than one race","M",65
,"Benton County, WA","53005","Unknown or Not Stated","UNK",0
,"Benton County, WA","53005","Not Available","NA",0
,"Benton County, WA","53005","Not Reported","NR",0
,"Clark County, WA","53011","American Indian or Alaska Native","1002-5",46
,"Clark County, WA","53011","Asian","A",288
,"Clark County, WA","53011","Black or African American","2054-5",163
,"Clark County, WA","53011","Native Hawaiian or Other Pacific Islander","NHOPI",154
,"Clark County, WA","53011","White","2106-3",4736
,"Clark County, WA","53011","More than one race","M",240
,"Clark County, WA","53011","Unknown or Not Stated","UNK",0
,"Clark County, WA","53011","Not Available","NA",0
,"Clark County, WA","53011","Not Reported","NR",0
,"Cowlitz County, WA","53015","American Indian or Alaska Native","1002-5",23
,"Cowlitz County, WA","53015","Asian","A",18
,"Cowlitz County, WA","53015","Black or African American","2054-5",20
,"Cowlitz County, WA","53015","Native Hawaiian or Other Pacific Islander","NHOPI",16
,"Cowlitz County, WA","53015","White","2106-3",1069
,"Cowlitz County, WA","53015","More than one race","M",56
,"Cowlitz County, WA","53015","Unknown or Not Stated","UNK",0
,"Cowlitz County, WA","53015","Not Available","NA",0
,"Cowlitz County, WA","53015","Not Reported","NR",0
,"King County, WA","53033","American Indian or Alaska Native","1002-5",231
,"King County, WA","53033","Asian","A",5692
,"King County, WA","53033","Black or African American","2054-5",2319
,"King County, WA","53033","Native Hawaiian or Other Pacific Islander","NHOPI",431
,"King County, WA","53033","White","2106-3",13655
,"King County, WA","53033","More than one race","M",1100
,"King County, WA","53033","Unknown or Not Stated","UNK",0
,"King County, WA","53033","Not Available","NA",0
,"King County, WA","53033","Not Reported","NR",0
,"Kitsap County, WA","53035","American Indian or Alaska Native","1002-5",56
,"Kitsap County, WA","53035","Asian","A",143
,"Kitsap County, WA","53035","Black or African American","2054-5",112
,"Kitsap County, WA","53035","Native Hawaiian or Other Pacific Islander","NHOPI",58
,"Kitsap County, WA","53035","White","2106-3",2164
,"Kitsap County, WA","53035","More than one race","M",203
,"Kitsap County, WA","53035","Unknown or Not Stated","UNK",0
,"Kitsap County, WA","53035","Not Available","NA",0
,"Kitsap County, WA","53035","Not Reported","NR",0
,"Pierce County, WA","53053","American Indian or Alaska Native","1002-5",203
,"Pierce County, WA","53053","Asian","A",850
,"Pierce County, WA","53053","Black or African American","2054-5",929
,"Pierce County, WA","53053","Native Hawaiian or Other Pacific Islander","NHOPI",381
,"Pierce County, WA","53053","White","2106-3",7742
,"Pierce County, WA","53053","More than one race","M",991
,"Pierce County, WA","53053","Unknown or Not Stated","UNK",0
,"Pierce County, WA","53053","Not Available","NA",0
,"Pierce County, WA","53053","Not Reported","NR",0
,"Skagit County, WA","53057","American Indian or Alaska Native","1002-5",44
,"Skagit County, WA","53057","Asian","A",34
,"Skagit County, WA","53057","Black or African American","2054-5",10
,"Skagit County, WA","53057","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Skagit County, WA","53057","White","2106-3",1261
,"Skagit County, WA","53057","More than one race","M",44
,"Skagit County, WA","53057","Unknown or Not Stated","UNK",0
,"Skagit County, WA","53057","Not Available","NA",0
,"Skagit County, WA","53057","Not Reported","NR",0
,"Snohomish County, WA","53061","American Indian or Alaska Native","1002-5",153
,"Snohomish County, WA","53061","Asian","A",1659
,"Snohomish County, WA","53061","Black or African American","2054-5",502
,"Snohomish County, WA","53061","Native Hawaiian or Other Pacific Islander","NHOPI",98
,"Snohomish County, WA","53061","White","2106-3",6893
,"Snohomish County, WA","53061","More than one race","M",478
,"Snohomish County, WA","53061","Unknown or Not Stated","UNK",0
,"Snohomish County, WA","53061","Not Available","NA",0
,"Snohomish County, WA","53061","Not Reported","NR",0
,"Spokane County, WA","53063","American Indian or Alaska Native","1002-5",100
,"Spokane County, WA","53063","Asian","A",151
,"Spokane County, WA","53063","Black or African American","2054-5",156
,"Spokane County, WA","53063","Native Hawaiian or Other Pacific Islander","NHOPI",143
,"Spokane County, WA","53063","White","2106-3",5026
,"Spokane County, WA","53063","More than one race","M",288
,"Spokane County, WA","53063","Unknown or Not Stated","UNK",0
,"Spokane County, WA","53063","Not Available","NA",0
,"Spokane County, WA","53063","Not Reported","NR",0
,"Thurston County, WA","53067","American Indian or Alaska Native","1002-5",56
,"Thurston County, WA","53067","Asian","A",191
,"Thurston County, WA","53067","Black or African American","2054-5",166
,"Thurston County, WA","53067","Native Hawaiian or Other Pacific Islander","NHOPI",63
,"Thurston County, WA","53067","White","2106-3",2421
,"Thurston County, WA","53067","More than one race","M",233
,"Thurston County, WA","53067","Unknown or Not Stated","UNK",0
,"Thurston County, WA","53067","Not Available","NA",0
,"Thurston County, WA","53067","Not Reported","NR",0
,"Whatcom County, WA","53073","American Indian or Alaska Native","1002-5",104
,"Whatcom County, WA","53073","Asian","A",111
,"Whatcom County, WA","53073","Black or African American","2054-5",27
,"Whatcom County, WA","53073","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Whatcom County, WA","53073","White","2106-3",1706
,"Whatcom County, WA","53073","More than one race","M",79
,"Whatcom County, WA","53073","Unknown or Not Stated","UNK",0
,"Whatcom County, WA","53073","Not Available","NA",0
,"Whatcom County, WA","53073","Not Reported","NR",0
,"Yakima County, WA","53077","American Indian or Alaska Native","1002-5",204
,"Yakima County, WA","53077","Asian","A",65
,"Yakima County, WA","53077","Black or African American","2054-5",77
,"Yakima County, WA","53077","Native Hawaiian or Other Pacific Islander","NHOPI",14
,"Yakima County, WA","53077","White","2106-3",2950
,"Yakima County, WA","53077","More than one race","M",85
,"Yakima County, WA","53077","Unknown or Not Stated","UNK",0
,"Yakima County, WA","53077","Not Available","NA",0
,"Yakima County, WA","53077","Not Reported","NR",0
,"Unidentified Counties, WA","53999","American Indian or Alaska Native","1002-5",408
,"Unidentified Counties, WA","53999","Asian","A",292
,"Unidentified Counties, WA","53999","Black or African American","2054-5",222
,"Unidentified Counties, WA","53999","Native Hawaiian or Other Pacific Islander","NHOPI",50
,"Unidentified Counties, WA","53999","White","2106-3",10266
,"Unidentified Counties, WA","53999","More than one race","M",426
,"Unidentified Counties, WA","53999","Unknown or Not Stated","UNK",0
,"Unidentified Counties, WA","53999","Not Available","NA",0
,"Unidentified Counties, WA","53999","Not Reported","NR",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Washington (53)"
"Year: 2021"
"Group By: County of Residence; Mother's Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 2:50:29 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 2:50:29 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
