"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Bell County, TX","48027","Hispanic or Latino","2135-2",1797
,"Bell County, TX","48027","Not Hispanic or Latino","2186-5",4300
,"Bell County, TX","48027","Unknown or Not Stated","9",14
,"Bexar County, TX","48029","Hispanic or Latino","2135-2",16530
,"Bexar County, TX","48029","Not Hispanic or Latino","2186-5",8918
,"Bexar County, TX","48029","Unknown or Not Stated","9",109
,"Brazoria County, TX","48039","Hispanic or Latino","2135-2",1739
,"Brazoria County, TX","48039","Not Hispanic or Latino","2186-5",2910
,"Brazoria County, TX","48039","Unknown or Not Stated","9",23
,"Brazos County, TX","48041","Hispanic or Latino","2135-2",972
,"Brazos County, TX","48041","Not Hispanic or Latino","2186-5",1755
,"Brazos County, TX","48041","Unknown or Not Stated","9",Suppressed
,"Cameron County, TX","48061","Hispanic or Latino","2135-2",5035
,"Cameron County, TX","48061","Not Hispanic or Latino","2186-5",703
,"Cameron County, TX","48061","Unknown or Not Stated","9",0
,"Collin County, TX","48085","Hispanic or Latino","2135-2",2461
,"Collin County, TX","48085","Not Hispanic or Latino","2186-5",9647
,"Collin County, TX","48085","Unknown or Not Stated","9",83
,"Comal County, TX","48091","Hispanic or Latino","2135-2",643
,"Comal County, TX","48091","Not Hispanic or Latino","2186-5",1118
,"Comal County, TX","48091","Unknown or Not Stated","9",Suppressed
,"Dallas County, TX","48113","Hispanic or Latino","2135-2",17480
,"Dallas County, TX","48113","Not Hispanic or Latino","2186-5",17988
,"Dallas County, TX","48113","Unknown or Not Stated","9",78
,"Denton County, TX","48121","Hispanic or Latino","2135-2",2678
,"Denton County, TX","48121","Not Hispanic or Latino","2186-5",8080
,"Denton County, TX","48121","Unknown or Not Stated","9",20
,"Ector County, TX","48135","Hispanic or Latino","2135-2",2039
,"Ector County, TX","48135","Not Hispanic or Latino","2186-5",732
,"Ector County, TX","48135","Unknown or Not Stated","9",Suppressed
,"Ellis County, TX","48139","Hispanic or Latino","2135-2",925
,"Ellis County, TX","48139","Not Hispanic or Latino","2186-5",1663
,"Ellis County, TX","48139","Unknown or Not Stated","9",Suppressed
,"El Paso County, TX","48141","Hispanic or Latino","2135-2",9101
,"El Paso County, TX","48141","Not Hispanic or Latino","2186-5",1776
,"El Paso County, TX","48141","Unknown or Not Stated","9",Suppressed
,"Fort Bend County, TX","48157","Hispanic or Latino","2135-2",2628
,"Fort Bend County, TX","48157","Not Hispanic or Latino","2186-5",6490
,"Fort Bend County, TX","48157","Unknown or Not Stated","9",18
,"Galveston County, TX","48167","Hispanic or Latino","2135-2",1229
,"Galveston County, TX","48167","Not Hispanic or Latino","2186-5",2628
,"Galveston County, TX","48167","Unknown or Not Stated","9",11
,"Grayson County, TX","48181","Hispanic or Latino","2135-2",409
,"Grayson County, TX","48181","Not Hispanic or Latino","2186-5",1357
,"Grayson County, TX","48181","Unknown or Not Stated","9",Suppressed
,"Gregg County, TX","48183","Hispanic or Latino","2135-2",495
,"Gregg County, TX","48183","Not Hispanic or Latino","2186-5",1208
,"Gregg County, TX","48183","Unknown or Not Stated","9",0
,"Guadalupe County, TX","48187","Hispanic or Latino","2135-2",801
,"Guadalupe County, TX","48187","Not Hispanic or Latino","2186-5",1037
,"Guadalupe County, TX","48187","Unknown or Not Stated","9",Suppressed
,"Harris County, TX","48201","Hispanic or Latino","2135-2",32377
,"Harris County, TX","48201","Not Hispanic or Latino","2186-5",30614
,"Harris County, TX","48201","Unknown or Not Stated","9",161
,"Hays County, TX","48209","Hispanic or Latino","2135-2",1406
,"Hays County, TX","48209","Not Hispanic or Latino","2186-5",1500
