"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Brown County, WI","55009","American Indian or Alaska Native","1002-5",123
,"Brown County, WI","55009","Asian","A",177
,"Brown County, WI","55009","Black or African American","2054-5",158
,"Brown County, WI","55009","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Brown County, WI","55009","White","2106-3",2518
,"Brown County, WI","55009","More than one race","M",83
,"Brown County, WI","55009","Unknown or Not Stated","UNK",0
,"Brown County, WI","55009","Not Available","NA",0
,"Brown County, WI","55009","Not Reported","NR",0
,"Dane County, WI","55025","American Indian or Alaska Native","1002-5",12
,"Dane County, WI","55025","Asian","A",457
,"Dane County, WI","55025","Black or African American","2054-5",555
,"Dane County, WI","55025","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Dane County, WI","55025","White","2106-3",4491
,"Dane County, WI","55025","More than one race","M",179
,"Dane County, WI","55025","Unknown or Not Stated","UNK",0
,"Dane County, WI","55025","Not Available","NA",0
,"Dane County, WI","55025","Not Reported","NR",0
,"Fond du Lac County, WI","55039","American Indian or Alaska Native","1002-5",Suppressed
,"Fond du Lac County, WI","55039","Asian","A",25
,"Fond du Lac County, WI","55039","Black or African American","2054-5",38
,"Fond du Lac County, WI","55039","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Fond du Lac County, WI","55039","White","2106-3",962
,"Fond du Lac County, WI","55039","More than one race","M",11
,"Fond du Lac County, WI","55039","Unknown or Not Stated","UNK",0
,"Fond du Lac County, WI","55039","Not Available","NA",0
,"Fond du Lac County, WI","55039","Not Reported","NR",0
,"Kenosha County, WI","55059","American Indian or Alaska Native","1002-5",Suppressed
,"Kenosha County, WI","55059","Asian","A",38
,"Kenosha County, WI","55059","Black or African American","2054-5",210
,"Kenosha County, WI","55059","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Kenosha County, WI","55059","White","2106-3",1425
,"Kenosha County, WI","55059","More than one race","M",64
,"Kenosha County, WI","55059","Unknown or Not Stated","UNK",0
,"Kenosha County, WI","55059","Not Available","NA",0
,"Kenosha County, WI","55059","Not Reported","NR",0
,"La Crosse County, WI","55063","American Indian or Alaska Native","1002-5",Suppressed
,"La Crosse County, WI","55063","Asian","A",106
,"La Crosse County, WI","55063","Black or African American","2054-5",24
,"La Crosse County, WI","55063","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"La Crosse County, WI","55063","White","2106-3",991
,"La Crosse County, WI","55063","More than one race","M",22
,"La Crosse County, WI","55063","Unknown or Not Stated","UNK",0
,"La Crosse County, WI","55063","Not Available","NA",0
,"La Crosse County, WI","55063","Not Reported","NR",0
,"Marathon County, WI","55073","American Indian or Alaska Native","1002-5",Suppressed
,"Marathon County, WI","55073","Asian","A",150
,"Marathon County, WI","55073","Black or African American","2054-5",25
,"Marathon County, WI","55073","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Marathon County, WI","55073","White","2106-3",1207
,"Marathon County, WI","55073","More than one race","M",32
,"Marathon County, WI","55073","Unknown or Not Stated","UNK",0
,"Marathon County, WI","55073","Not Available","NA",0
,"Marathon County, WI","55073","Not Reported","NR",0
,"Milwaukee County, WI","55079","American Indian or Alaska Native","1002-5",77
,"Milwaukee County, WI","55079","Asian","A",810
,"Milwaukee County, WI","55079","Black or African American","2054-5",4204
,"Milwaukee County, WI","55079","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Milwaukee County, WI","55079","White","2106-3",6398
,"Milwaukee County, WI","55079","More than one race","M",499
,"Milwaukee County, WI","55079","Unknown or Not Stated","UNK",0
,"Milwaukee County, WI","55079","Not Available","NA",0
,"Milwaukee County, WI","55079","Not Reported","NR",0
,"Outagamie County, WI","55087","American Indian or Alaska Native","1002-5",56
,"Outagamie County, WI","55087","Asian","A",120
,"Outagamie County, WI","55087","Black or African American","2054-5",77
,"Outagamie County, WI","55087","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Outagamie County, WI","55087","White","2106-3",1911
,"Outagamie County, WI","55087","More than one race","M",16
,"Outagamie County, WI","55087","Unknown or Not Stated","UNK",0
,"Outagamie County, WI","55087","Not Available","NA",0
,"Outagamie County, WI","55087","Not Reported","NR",0
,"Racine County, WI","55101","American Indian or Alaska Native","1002-5",15
,"Racine County, WI","55101","Asian","A",26
,"Racine County, WI","55101","Black or African American","2054-5",400
,"Racine County, WI","55101","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Racine County, WI","55101","White","2106-3",1676
,"Racine County, WI","55101","More than one race","M",109
,"Racine County, WI","55101","Unknown or Not Stated","UNK",0
,"Racine County, WI","55101","Not Available","NA",0
,"Racine County, WI","55101","Not Reported","NR",0
,"Rock County, WI","55105","American Indian or Alaska Native","1002-5",Suppressed
,"Rock County, WI","55105","Asian","A",24
,"Rock County, WI","55105","Black or African American","2054-5",107
,"Rock County, WI","55105","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Rock County, WI","55105","White","2106-3",1575
,"Rock County, WI","55105","More than one race","M",65
,"Rock County, WI","55105","Unknown or Not Stated","UNK",0
,"Rock County, WI","55105","Not Available","NA",0
,"Rock County, WI","55105","Not Reported","NR",0
,"Sheboygan County, WI","55117","American Indian or Alaska Native","1002-5",Suppressed
