"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Alamance County, NC","37001","Under 15 years","15",0
,"Alamance County, NC","37001","15-19 years","15-19",80
,"Alamance County, NC","37001","20-24 years","20-24",407
,"Alamance County, NC","37001","25-29 years","25-29",574
,"Alamance County, NC","37001","30-34 years","30-34",539
,"Alamance County, NC","37001","35-39 years","35-39",263
,"Alamance County, NC","37001","40-44 years","40-44",64
,"Alamance County, NC","37001","45-49 years","45-49",Suppressed
,"Alamance County, NC","37001","50 years and over","50+",Suppressed
,"Brunswick County, NC","37019","Under 15 years","15",0
,"Brunswick County, NC","37019","15-19 years","15-19",50
,"Brunswick County, NC","37019","20-24 years","20-24",215
,"Brunswick County, NC","37019","25-29 years","25-29",362
,"Brunswick County, NC","37019","30-34 years","30-34",327
,"Brunswick County, NC","37019","35-39 years","35-39",133
,"Brunswick County, NC","37019","40-44 years","40-44",24
,"Brunswick County, NC","37019","45-49 years","45-49",Suppressed
,"Brunswick County, NC","37019","50 years and over","50+",0
,"Buncombe County, NC","37021","Under 15 years","15",0
,"Buncombe County, NC","37021","15-19 years","15-19",84
,"Buncombe County, NC","37021","20-24 years","20-24",383
,"Buncombe County, NC","37021","25-29 years","25-29",616
,"Buncombe County, NC","37021","30-34 years","30-34",734
,"Buncombe County, NC","37021","35-39 years","35-39",516
,"Buncombe County, NC","37021","40-44 years","40-44",103
,"Buncombe County, NC","37021","45-49 years","45-49",Suppressed
,"Buncombe County, NC","37021","50 years and over","50+",Suppressed
,"Cabarrus County, NC","37025","Under 15 years","15",Suppressed
,"Cabarrus County, NC","37025","15-19 years","15-19",99
,"Cabarrus County, NC","37025","20-24 years","20-24",431
,"Cabarrus County, NC","37025","25-29 years","25-29",799
,"Cabarrus County, NC","37025","30-34 years","30-34",847
,"Cabarrus County, NC","37025","35-39 years","35-39",406
,"Cabarrus County, NC","37025","40-44 years","40-44",94
,"Cabarrus County, NC","37025","45-49 years","45-49",Suppressed
,"Cabarrus County, NC","37025","50 years and over","50+",0
,"Catawba County, NC","37035","Under 15 years","15",0
,"Catawba County, NC","37035","15-19 years","15-19",78
,"Catawba County, NC","37035","20-24 years","20-24",387
,"Catawba County, NC","37035","25-29 years","25-29",569
,"Catawba County, NC","37035","30-34 years","30-34",413
,"Catawba County, NC","37035","35-39 years","35-39",173
,"Catawba County, NC","37035","40-44 years","40-44",47
,"Catawba County, NC","37035","45-49 years","45-49",Suppressed
,"Catawba County, NC","37035","50 years and over","50+",Suppressed
,"Craven County, NC","37049","Under 15 years","15",Suppressed
,"Craven County, NC","37049","15-19 years","15-19",60
,"Craven County, NC","37049","20-24 years","20-24",359
,"Craven County, NC","37049","25-29 years","25-29",379
,"Craven County, NC","37049","30-34 years","30-34",293
,"Craven County, NC","37049","35-39 years","35-39",118
,"Craven County, NC","37049","40-44 years","40-44",24
,"Craven County, NC","37049","45-49 years","45-49",Suppressed
,"Craven County, NC","37049","50 years and over","50+",0
,"Cumberland County, NC","37051","Under 15 years","15",Suppressed
,"Cumberland County, NC","37051","15-19 years","15-19",231
,"Cumberland County, NC","37051","20-24 years","20-24",1531
,"Cumberland County, NC","37051","25-29 years","25-29",1650
,"Cumberland County, NC","37051","30-34 years","30-34",1225
,"Cumberland County, NC","37051","35-39 years","35-39",492
,"Cumberland County, NC","37051","40-44 years","40-44",101
,"Cumberland County, NC","37051","45-49 years","45-49",Suppressed
,"Cumberland County, NC","37051","50 years and over","50+",0
,"Davidson County, NC","37057","Under 15 years","15",Suppressed
,"Davidson County, NC","37057","15-19 years","15-19",94
,"Davidson County, NC","37057","20-24 years","20-24",388
,"Davidson County, NC","37057","25-29 years","25-29",589
,"Davidson County, NC","37057","30-34 years","30-34",475
,"Davidson County, NC","37057","35-39 years","35-39",194
,"Davidson County, NC","37057","40-44 years","40-44",46
,"Davidson County, NC","37057","45-49 years","45-49",Suppressed
,"Davidson County, NC","37057","50 years and over","50+",0
,"Durham County, NC","37063","Under 15 years","15",Suppressed
,"Durham County, NC","37063","15-19 years","15-19",149
,"Durham County, NC","37063","20-24 years","20-24",576
,"Durham County, NC","37063","25-29 years","25-29",959
,"Durham County, NC","37063","30-34 years","30-34",1533
,"Durham County, NC","37063","35-39 years","35-39",824
,"Durham County, NC","37063","40-44 years","40-44",187
,"Durham County, NC","37063","45-49 years","45-49",12
