"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Alachua County, FL","12001","Under 15 years","15",0
,"Alachua County, FL","12001","15-19 years","15-19",104
,"Alachua County, FL","12001","20-24 years","20-24",431
,"Alachua County, FL","12001","25-29 years","25-29",731
,"Alachua County, FL","12001","30-34 years","30-34",811
,"Alachua County, FL","12001","35-39 years","35-39",427
,"Alachua County, FL","12001","40-44 years","40-44",73
,"Alachua County, FL","12001","45-49 years","45-49",Suppressed
,"Alachua County, FL","12001","50 years and over","50+",Suppressed
,"Bay County, FL","12005","Under 15 years","15",Suppressed
,"Bay County, FL","12005","15-19 years","15-19",129
,"Bay County, FL","12005","20-24 years","20-24",487
,"Bay County, FL","12005","25-29 years","25-29",651
,"Bay County, FL","12005","30-34 years","30-34",533
,"Bay County, FL","12005","35-39 years","35-39",251
,"Bay County, FL","12005","40-44 years","40-44",45
,"Bay County, FL","12005","45-49 years","45-49",Suppressed
,"Bay County, FL","12005","50 years and over","50+",0
,"Brevard County, FL","12009","Under 15 years","15",Suppressed
,"Brevard County, FL","12009","15-19 years","15-19",194
,"Brevard County, FL","12009","20-24 years","20-24",883
,"Brevard County, FL","12009","25-29 years","25-29",1566
,"Brevard County, FL","12009","30-34 years","30-34",1549
,"Brevard County, FL","12009","35-39 years","35-39",715
,"Brevard County, FL","12009","40-44 years","40-44",151
,"Brevard County, FL","12009","45-49 years","45-49",Suppressed
,"Brevard County, FL","12009","50 years and over","50+",Suppressed
,"Broward County, FL","12011","Under 15 years","15",Suppressed
,"Broward County, FL","12011","15-19 years","15-19",471
,"Broward County, FL","12011","20-24 years","20-24",2481
,"Broward County, FL","12011","25-29 years","25-29",4948
,"Broward County, FL","12011","30-34 years","30-34",6915
,"Broward County, FL","12011","35-39 years","35-39",4306
,"Broward County, FL","12011","40-44 years","40-44",1096
,"Broward County, FL","12011","45-49 years","45-49",77
,"Broward County, FL","12011","50 years and over","50+",12
,"Charlotte County, FL","12015","Under 15 years","15",0
,"Charlotte County, FL","12015","15-19 years","15-19",41
,"Charlotte County, FL","12015","20-24 years","20-24",217
,"Charlotte County, FL","12015","25-29 years","25-29",350
,"Charlotte County, FL","12015","30-34 years","30-34",315
,"Charlotte County, FL","12015","35-39 years","35-39",148
,"Charlotte County, FL","12015","40-44 years","40-44",32
,"Charlotte County, FL","12015","45-49 years","45-49",Suppressed
,"Charlotte County, FL","12015","50 years and over","50+",0
,"Citrus County, FL","12017","Under 15 years","15",0
,"Citrus County, FL","12017","15-19 years","15-19",54
,"Citrus County, FL","12017","20-24 years","20-24",260
,"Citrus County, FL","12017","25-29 years","25-29",321
,"Citrus County, FL","12017","30-34 years","30-34",260
,"Citrus County, FL","12017","35-39 years","35-39",111
,"Citrus County, FL","12017","40-44 years","40-44",28
,"Citrus County, FL","12017","45-49 years","45-49",Suppressed
,"Citrus County, FL","12017","50 years and over","50+",0
,"Clay County, FL","12019","Under 15 years","15",Suppressed
,"Clay County, FL","12019","15-19 years","15-19",82
,"Clay County, FL","12019","20-24 years","20-24",438
,"Clay County, FL","12019","25-29 years","25-29",657
,"Clay County, FL","12019","30-34 years","30-34",669
,"Clay County, FL","12019","35-39 years","35-39",298
,"Clay County, FL","12019","40-44 years","40-44",72
,"Clay County, FL","12019","45-49 years","45-49",Suppressed
,"Clay County, FL","12019","50 years and over","50+",0
,"Collier County, FL","12021","Under 15 years","15",Suppressed
,"Collier County, FL","12021","15-19 years","15-19",140
,"Collier County, FL","12021","20-24 years","20-24",517
,"Collier County, FL","12021","25-29 years","25-29",879
,"Collier County, FL","12021","30-34 years","30-34",979
,"Collier County, FL","12021","35-39 years","35-39",547
,"Collier County, FL","12021","40-44 years","40-44",130
,"Collier County, FL","12021","45-49 years","45-49",12
,"Collier County, FL","12021","50 years and over","50+",Suppressed
,"Duval County, FL","12031","Under 15 years","15",Suppressed
,"Duval County, FL","12031","15-19 years","15-19",546
,"Duval County, FL","12031","20-24 years","20-24",2456
,"Duval County, FL","12031","25-29 years","25-29",3661
,"Duval County, FL","12031","30-34 years","30-34",3639
,"Duval County, FL","12031","35-39 years","35-39",1892
,"Duval County, FL","12031","40-44 years","40-44",385
,"Duval County, FL","12031","45-49 years","45-49",23
,"Duval County, FL","12031","50 years and over","50+",Suppressed
,"Escambia County, FL","12033","Under 15 years","15",Suppressed
,"Escambia County, FL","12033","15-19 years","15-19",248
,"Escambia County, FL","12033","20-24 years","20-24",866
,"Escambia County, FL","12033","25-29 years","25-29",1168
,"Escambia County, FL","12033","30-34 years","30-34",983
,"Escambia County, FL","12033","35-39 years","35-39",434
,"Escambia County, FL","12033","40-44 years","40-44",93
,"Escambia County, FL","12033","45-49 years","45-49",Suppressed
,"Escambia County, FL","12033","50 years and over","50+",0
,"Hernando County, FL","12053","Under 15 years","15",0
,"Hernando County, FL","12053","15-19 years","15-19",62
,"Hernando County, FL","12053","20-24 years","20-24",401
,"Hernando County, FL","12053","25-29 years","25-29",489
,"Hernando County, FL","12053","30-34 years","30-34",402
,"Hernando County, FL","12053","35-39 years","35-39",219
,"Hernando County, FL","12053","40-44 years","40-44",44
,"Hernando County, FL","12053","45-49 years","45-49",Suppressed
,"Hernando County, FL","12053","50 years and over","50+",0
,"Hillsborough County, FL","12057","Under 15 years","15",Suppressed
,"Hillsborough County, FL","12057","15-19 years","15-19",625
,"Hillsborough County, FL","12057","20-24 years","20-24",2934
,"Hillsborough County, FL","12057","25-29 years","25-29",4816
,"Hillsborough County, FL","12057","30-34 years","30-34",5325
,"Hillsborough County, FL","12057","35-39 years","35-39",2863
,"Hillsborough County, FL","12057","40-44 years","40-44",582
,"Hillsborough County, FL","12057","45-49 years","45-49",23
,"Hillsborough County, FL","12057","50 years and over","50+",Suppressed
,"Indian River County, FL","12061","Under 15 years","15",0
,"Indian River County, FL","12061","15-19 years","15-19",37
,"Indian River County, FL","12061","20-24 years","20-24",235
,"Indian River County, FL","12061","25-29 years","25-29",363
,"Indian River County, FL","12061","30-34 years","30-34",385
,"Indian River County, FL","12061","35-39 years","35-39",189
,"Indian River County, FL","12061","40-44 years","40-44",33
,"Indian River County, FL","12061","45-49 years","45-49",Suppressed
,"Indian River County, FL","12061","50 years and over","50+",0
,"Lake County, FL","12069","Under 15 years","15",Suppressed
,"Lake County, FL","12069","15-19 years","15-19",154
,"Lake County, FL","12069","20-24 years","20-24",700
,"Lake County, FL","12069","25-29 years","25-29",1085
,"Lake County, FL","12069","30-34 years","30-34",973
,"Lake County, FL","12069","35-39 years","35-39",473
,"Lake County, FL","12069","40-44 years","40-44",89
,"Lake County, FL","12069","45-49 years","45-49",Suppressed
,"Lake County, FL","12069","50 years and over","50+",0
,"Lee County, FL","12071","Under 15 years","15",Suppressed
,"Lee County, FL","12071","15-19 years","15-19",322
,"Lee County, FL","12071","20-24 years","20-24",1399
,"Lee County, FL","12071","25-29 years","25-29",2091
,"Lee County, FL","12071","30-34 years","30-34",2098
,"Lee County, FL","12071","35-39 years","35-39",1065
,"Lee County, FL","12071","40-44 years","40-44",232
,"Lee County, FL","12071","45-49 years","45-49",Suppressed
,"Lee County, FL","12071","50 years and over","50+",Suppressed
,"Leon County, FL","12073","Under 15 years","15",Suppressed
,"Leon County, FL","12073","15-19 years","15-19",100
,"Leon County, FL","12073","20-24 years","20-24",559
,"Leon County, FL","12073","25-29 years","25-29",771
,"Leon County, FL","12073","30-34 years","30-34",860
,"Leon County, FL","12073","35-39 years","35-39",410
,"Leon County, FL","12073","40-44 years","40-44",74
,"Leon County, FL","12073","45-49 years","45-49",Suppressed
,"Leon County, FL","12073","50 years and over","50+",Suppressed
,"Manatee County, FL","12081","Under 15 years","15",Suppressed
,"Manatee County, FL","12081","15-19 years","15-19",171
,"Manatee County, FL","12081","20-24 years","20-24",713
,"Manatee County, FL","12081","25-29 years","25-29",1034
,"Manatee County, FL","12081","30-34 years","30-34",1053
,"Manatee County, FL","12081","35-39 years","35-39",514
,"Manatee County, FL","12081","40-44 years","40-44",112
,"Manatee County, FL","12081","45-49 years","45-49",Suppressed
,"Manatee County, FL","12081","50 years and over","50+",Suppressed
,"Marion County, FL","12083","Under 15 years","15",Suppressed
,"Marion County, FL","12083","15-19 years","15-19",200
,"Marion County, FL","12083","20-24 years","20-24",854
,"Marion County, FL","12083","25-29 years","25-29",1160
,"Marion County, FL","12083","30-34 years","30-34",848
,"Marion County, FL","12083","35-39 years","35-39",411
,"Marion County, FL","12083","40-44 years","40-44",84
,"Marion County, FL","12083","45-49 years","45-49",Suppressed
,"Marion County, FL","12083","50 years and over","50+",Suppressed
,"Martin County, FL","12085","Under 15 years","15",Suppressed
,"Martin County, FL","12085","15-19 years","15-19",52
,"Martin County, FL","12085","20-24 years","20-24",202
,"Martin County, FL","12085","25-29 years","25-29",301
,"Martin County, FL","12085","30-34 years","30-34",421
,"Martin County, FL","12085","35-39 years","35-39",230
,"Martin County, FL","12085","40-44 years","40-44",42
,"Martin County, FL","12085","45-49 years","45-49",Suppressed
,"Martin County, FL","12085","50 years and over","50+",0
