"Notes","County of Residence","County of Residence Code","Mother's Single Race 6","Mother's Single Race 6 Code",Births
,"Allegan County, MI","26005","American Indian or Alaska Native","1002-5",Suppressed
,"Allegan County, MI","26005","Asian","A",16
,"Allegan County, MI","26005","Black or African American","2054-5",16
,"Allegan County, MI","26005","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Allegan County, MI","26005","White","2106-3",1166
,"Allegan County, MI","26005","More than one race","M",24
,"Allegan County, MI","26005","Unknown or Not Stated","UNK",0
,"Allegan County, MI","26005","Not Available","NA",0
,"Allegan County, MI","26005","Not Reported","NR",0
,"Bay County, MI","26017","American Indian or Alaska Native","1002-5",Suppressed
,"Bay County, MI","26017","Asian","A",Suppressed
,"Bay County, MI","26017","Black or African American","2054-5",27
,"Bay County, MI","26017","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Bay County, MI","26017","White","2106-3",850
,"Bay County, MI","26017","More than one race","M",40
,"Bay County, MI","26017","Unknown or Not Stated","UNK",0
,"Bay County, MI","26017","Not Available","NA",0
,"Bay County, MI","26017","Not Reported","NR",0
,"Berrien County, MI","26021","American Indian or Alaska Native","1002-5",11
,"Berrien County, MI","26021","Asian","A",53
,"Berrien County, MI","26021","Black or African American","2054-5",339
,"Berrien County, MI","26021","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Berrien County, MI","26021","White","2106-3",1124
,"Berrien County, MI","26021","More than one race","M",34
,"Berrien County, MI","26021","Unknown or Not Stated","UNK",0
,"Berrien County, MI","26021","Not Available","NA",0
,"Berrien County, MI","26021","Not Reported","NR",0
,"Calhoun County, MI","26025","American Indian or Alaska Native","1002-5",Suppressed
,"Calhoun County, MI","26025","Asian","A",57
,"Calhoun County, MI","26025","Black or African American","2054-5",234
,"Calhoun County, MI","26025","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Calhoun County, MI","26025","White","2106-3",1164
,"Calhoun County, MI","26025","More than one race","M",73
,"Calhoun County, MI","26025","Unknown or Not Stated","UNK",0
,"Calhoun County, MI","26025","Not Available","NA",0
,"Calhoun County, MI","26025","Not Reported","NR",0
,"Eaton County, MI","26045","American Indian or Alaska Native","1002-5",Suppressed
,"Eaton County, MI","26045","Asian","A",36
,"Eaton County, MI","26045","Black or African American","2054-5",95
,"Eaton County, MI","26045","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Eaton County, MI","26045","White","2106-3",916
,"Eaton County, MI","26045","More than one race","M",38
,"Eaton County, MI","26045","Unknown or Not Stated","UNK",0
,"Eaton County, MI","26045","Not Available","NA",0
,"Eaton County, MI","26045","Not Reported","NR",0
,"Genesee County, MI","26049","American Indian or Alaska Native","1002-5",10
,"Genesee County, MI","26049","Asian","A",38
,"Genesee County, MI","26049","Black or African American","2054-5",1144
,"Genesee County, MI","26049","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Genesee County, MI","26049","White","2106-3",3157
,"Genesee County, MI","26049","More than one race","M",110
,"Genesee County, MI","26049","Unknown or Not Stated","UNK",0
,"Genesee County, MI","26049","Not Available","NA",0
,"Genesee County, MI","26049","Not Reported","NR",0
,"Ingham County, MI","26065","American Indian or Alaska Native","1002-5",11
,"Ingham County, MI","26065","Asian","A",159
,"Ingham County, MI","26065","Black or African American","2054-5",566
,"Ingham County, MI","26065","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Ingham County, MI","26065","White","2106-3",1997
,"Ingham County, MI","26065","More than one race","M",184
,"Ingham County, MI","26065","Unknown or Not Stated","UNK",0
,"Ingham County, MI","26065","Not Available","NA",0
,"Ingham County, MI","26065","Not Reported","NR",0
,"Jackson County, MI","26075","American Indian or Alaska Native","1002-5",Suppressed
,"Jackson County, MI","26075","Asian","A",28
,"Jackson County, MI","26075","Black or African American","2054-5",169
,"Jackson County, MI","26075","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Jackson County, MI","26075","White","2106-3",1392
,"Jackson County, MI","26075","More than one race","M",80
,"Jackson County, MI","26075","Unknown or Not Stated","UNK",0
,"Jackson County, MI","26075","Not Available","NA",0
,"Jackson County, MI","26075","Not Reported","NR",0
,"Kalamazoo County, MI","26077","American Indian or Alaska Native","1002-5",10
,"Kalamazoo County, MI","26077","Asian","A",62
,"Kalamazoo County, MI","26077","Black or African American","2054-5",531
,"Kalamazoo County, MI","26077","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Kalamazoo County, MI","26077","White","2106-3",2042
,"Kalamazoo County, MI","26077","More than one race","M",111
,"Kalamazoo County, MI","26077","Unknown or Not Stated","UNK",0
,"Kalamazoo County, MI","26077","Not Available","NA",0
,"Kalamazoo County, MI","26077","Not Reported","NR",0
,"Kent County, MI","26081","American Indian or Alaska Native","1002-5",12
,"Kent County, MI","26081","Asian","A",285
,"Kent County, MI","26081","Black or African American","2054-5",1221
,"Kent County, MI","26081","Native Hawaiian or Other Pacific Islander","NHOPI",15
,"Kent County, MI","26081","White","2106-3",6617
,"Kent County, MI","26081","More than one race","M",106
,"Kent County, MI","26081","Unknown or Not Stated","UNK",0
,"Kent County, MI","26081","Not Available","NA",0
,"Kent County, MI","26081","Not Reported","NR",0
,"Livingston County, MI","26093","American Indian or Alaska Native","1002-5",Suppressed
,"Livingston County, MI","26093","Asian","A",27
,"Livingston County, MI","26093","Black or African American","2054-5",13
,"Livingston County, MI","26093","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Livingston County, MI","26093","White","2106-3",1686
,"Livingston County, MI","26093","More than one race","M",15
,"Livingston County, MI","26093","Unknown or Not Stated","UNK",0
,"Livingston County, MI","26093","Not Available","NA",0
,"Livingston County, MI","26093","Not Reported","NR",0
,"Macomb County, MI","26099","American Indian or Alaska Native","1002-5",14
,"Macomb County, MI","26099","Asian","A",572
,"Macomb County, MI","26099","Black or African American","2054-5",1777
,"Macomb County, MI","26099","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Macomb County, MI","26099","White","2106-3",6214
,"Macomb County, MI","26099","More than one race","M",194
,"Macomb County, MI","26099","Unknown or Not Stated","UNK",0
,"Macomb County, MI","26099","Not Available","NA",0
,"Macomb County, MI","26099","Not Reported","NR",0
,"Monroe County, MI","26115","American Indian or Alaska Native","1002-5",Suppressed
,"Monroe County, MI","26115","Asian","A",Suppressed
,"Monroe County, MI","26115","Black or African American","2054-5",59
,"Monroe County, MI","26115","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Monroe County, MI","26115","White","2106-3",1419
,"Monroe County, MI","26115","More than one race","M",24
,"Monroe County, MI","26115","Unknown or Not Stated","UNK",0
,"Monroe County, MI","26115","Not Available","NA",0
,"Monroe County, MI","26115","Not Reported","NR",0
,"Muskegon County, MI","26121","American Indian or Alaska Native","1002-5",0
,"Muskegon County, MI","26121","Asian","A",Suppressed
,"Muskegon County, MI","26121","Black or African American","2054-5",294
,"Muskegon County, MI","26121","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"Muskegon County, MI","26121","White","2106-3",1438
,"Muskegon County, MI","26121","More than one race","M",127
,"Muskegon County, MI","26121","Unknown or Not Stated","UNK",0
,"Muskegon County, MI","26121","Not Available","NA",0
,"Muskegon County, MI","26121","Not Reported","NR",0
,"Oakland County, MI","26125","American Indian or Alaska Native","1002-5",25
,"Oakland County, MI","26125","Asian","A",1343
,"Oakland County, MI","26125","Black or African American","2054-5",1900
,"Oakland County, MI","26125","Native Hawaiian or Other Pacific Islander","NHOPI",15
,"Oakland County, MI","26125","White","2106-3",9339
,"Oakland County, MI","26125","More than one race","M",226
,"Oakland County, MI","26125","Unknown or Not Stated","UNK",0
,"Oakland County, MI","26125","Not Available","NA",0
,"Oakland County, MI","26125","Not Reported","NR",0
,"Ottawa County, MI","26139","American Indian or Alaska Native","1002-5",10
,"Ottawa County, MI","26139","Asian","A",87
,"Ottawa County, MI","26139","Black or African American","2054-5",99
,"Ottawa County, MI","26139","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Ottawa County, MI","26139","White","2106-3",2888
,"Ottawa County, MI","26139","More than one race","M",65
,"Ottawa County, MI","26139","Unknown or Not Stated","UNK",0
,"Ottawa County, MI","26139","Not Available","NA",0
,"Ottawa County, MI","26139","Not Reported","NR",0
,"Saginaw County, MI","26145","American Indian or Alaska Native","1002-5",Suppressed
,"Saginaw County, MI","26145","Asian","A",24
,"Saginaw County, MI","26145","Black or African American","2054-5",520
,"Saginaw County, MI","26145","Native Hawaiian or Other Pacific Islander","NHOPI",Suppressed
,"Saginaw County, MI","26145","White","2106-3",1324
,"Saginaw County, MI","26145","More than one race","M",134
,"Saginaw County, MI","26145","Unknown or Not Stated","UNK",0
,"Saginaw County, MI","26145","Not Available","NA",0
,"Saginaw County, MI","26145","Not Reported","NR",0
,"St. Clair County, MI","26147","American Indian or Alaska Native","1002-5",Suppressed
,"St. Clair County, MI","26147","Asian","A",Suppressed
,"St. Clair County, MI","26147","Black or African American","2054-5",41
,"St. Clair County, MI","26147","Native Hawaiian or Other Pacific Islander","NHOPI",0
,"St. Clair County, MI","26147","White","2106-3",1352
,"St. Clair County, MI","26147","More than one race","M",35
,"St. Clair County, MI","26147","Unknown or Not Stated","UNK",0
,"St. Clair County, MI","26147","Not Available","NA",0
,"St. Clair County, MI","26147","Not Reported","NR",0
,"Washtenaw County, MI","26161","American Indian or Alaska Native","1002-5",Suppressed
,"Washtenaw County, MI","26161","Asian","A",305
,"Washtenaw County, MI","26161","Black or African American","2054-5",564
