"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Bell County, TX","48027","Under 15 years","15",Suppressed
,"Bell County, TX","48027","15-19 years","15-19",296
,"Bell County, TX","48027","20-24 years","20-24",1741
,"Bell County, TX","48027","25-29 years","25-29",2020
,"Bell County, TX","48027","30-34 years","30-34",1302
,"Bell County, TX","48027","35-39 years","35-39",601
,"Bell County, TX","48027","40-44 years","40-44",143
,"Bell County, TX","48027","45-49 years","45-49",Suppressed
,"Bell County, TX","48027","50 years and over","50+",0
,"Bexar County, TX","48029","Under 15 years","15",10
,"Bexar County, TX","48029","15-19 years","15-19",1388
,"Bexar County, TX","48029","20-24 years","20-24",5305
,"Bexar County, TX","48029","25-29 years","25-29",7418
,"Bexar County, TX","48029","30-34 years","30-34",7090
,"Bexar County, TX","48029","35-39 years","35-39",3543
,"Bexar County, TX","48029","40-44 years","40-44",754
,"Bexar County, TX","48029","45-49 years","45-49",43
,"Bexar County, TX","48029","50 years and over","50+",Suppressed
,"Brazoria County, TX","48039","Under 15 years","15",Suppressed
,"Brazoria County, TX","48039","15-19 years","15-19",201
,"Brazoria County, TX","48039","20-24 years","20-24",821
,"Brazoria County, TX","48039","25-29 years","25-29",1383
,"Brazoria County, TX","48039","30-34 years","30-34",1352
,"Brazoria County, TX","48039","35-39 years","35-39",747
,"Brazoria County, TX","48039","40-44 years","40-44",162
,"Brazoria County, TX","48039","45-49 years","45-49",Suppressed
,"Brazoria County, TX","48039","50 years and over","50+",0
,"Brazos County, TX","48041","Under 15 years","15",Suppressed
,"Brazos County, TX","48041","15-19 years","15-19",150
,"Brazos County, TX","48041","20-24 years","20-24",541
,"Brazos County, TX","48041","25-29 years","25-29",851
,"Brazos County, TX","48041","30-34 years","30-34",750
,"Brazos County, TX","48041","35-39 years","35-39",352
,"Brazos County, TX","48041","40-44 years","40-44",80
,"Brazos County, TX","48041","45-49 years","45-49",Suppressed
,"Brazos County, TX","48041","50 years and over","50+",0
,"Cameron County, TX","48061","Under 15 years","15",15
,"Cameron County, TX","48061","15-19 years","15-19",570
,"Cameron County, TX","48061","20-24 years","20-24",1535
,"Cameron County, TX","48061","25-29 years","25-29",1711
,"Cameron County, TX","48061","30-34 years","30-34",1194
,"Cameron County, TX","48061","35-39 years","35-39",562
,"Cameron County, TX","48061","40-44 years","40-44",144
,"Cameron County, TX","48061","45-49 years","45-49",Suppressed
,"Cameron County, TX","48061","50 years and over","50+",0
,"Collin County, TX","48085","Under 15 years","15",Suppressed
,"Collin County, TX","48085","15-19 years","15-19",220
,"Collin County, TX","48085","20-24 years","20-24",1302
,"Collin County, TX","48085","25-29 years","25-29",3247
,"Collin County, TX","48085","30-34 years","30-34",4512
,"Collin County, TX","48085","35-39 years","35-39",2388
,"Collin County, TX","48085","40-44 years","40-44",478
,"Collin County, TX","48085","45-49 years","45-49",41
,"Collin County, TX","48085","50 years and over","50+",Suppressed
,"Comal County, TX","48091","Under 15 years","15",0
,"Comal County, TX","48091","15-19 years","15-19",60
,"Comal County, TX","48091","20-24 years","20-24",271
,"Comal County, TX","48091","25-29 years","25-29",564
,"Comal County, TX","48091","30-34 years","30-34",550
,"Comal County, TX","48091","35-39 years","35-39",264
,"Comal County, TX","48091","40-44 years","40-44",57
,"Comal County, TX","48091","45-49 years","45-49",Suppressed
,"Comal County, TX","48091","50 years and over","50+",0
,"Dallas County, TX","48113","Under 15 years","15",34
,"Dallas County, TX","48113","15-19 years","15-19",2260
,"Dallas County, TX","48113","20-24 years","20-24",7221
,"Dallas County, TX","48113","25-29 years","25-29",9636
,"Dallas County, TX","48113","30-34 years","30-34",9954
,"Dallas County, TX","48113","35-39 years","35-39",5216
,"Dallas County, TX","48113","40-44 years","40-44",1133
,"Dallas County, TX","48113","45-49 years","45-49",83
,"Dallas County, TX","48113","50 years and over","50+",Suppressed
,"Denton County, TX","48121","Under 15 years","15",Suppressed
,"Denton County, TX","48121","15-19 years","15-19",258
,"Denton County, TX","48121","20-24 years","20-24",1325
,"Denton County, TX","48121","25-29 years","25-29",3000
,"Denton County, TX","48121","30-34 years","30-34",3850
,"Denton County, TX","48121","35-39 years","35-39",1918
,"Denton County, TX","48121","40-44 years","40-44",381
,"Denton County, TX","48121","45-49 years","45-49",38
,"Denton County, TX","48121","50 years and over","50+",Suppressed
,"Ector County, TX","48135","Under 15 years","15",Suppressed
,"Ector County, TX","48135","15-19 years","15-19",233
,"Ector County, TX","48135","20-24 years","20-24",795
,"Ector County, TX","48135","25-29 years","25-29",889
,"Ector County, TX","48135","30-34 years","30-34",583
